dates,nzd0001-0000,nzd0001-0001,nzd0001-0002,nzd0001-0003,nzd0001-0004,nzd0001-0005,nzd0001-0006,nzd0001-0007,nzd0001-0008,nzd0001-0009,nzd0001-0010,nzd0001-0011,nzd0001-0012,nzd0001-0013,nzd0001-0014,nzd0001-0015,nzd0001-0016,nzd0001-0017,nzd0001-0018,nzd0001-0019,nzd0001-0020,nzd0001-0021,nzd0001-0022,nzd0001-0023,nzd0001-0024,nzd0001-0025,nzd0001-0026,nzd0001-0027,nzd0001-0028,nzd0001-0029,nzd0001-0030,nzd0001-0031,nzd0001-0032,satname
2002-02-14 22:06:29+00:00,351.01,345.38,346.77,360.02,369.95,376.34,395.00,402.89,389.35,382.48,374.17,369.64,362.68,359.95,356.82,351.59,344.71,338.19,349.65,352.75,352.50,362.73,349.40,353.77,347.82,341.90,336.04,337.10,339.23,334.02,339.99,333.23,344.22,L7
2002-03-18 22:06:22+00:00,356.39,355.65,357.47,369.04,379.54,386.95,404.05,412.34,398.21,391.63,382.65,375.85,370.74,367.69,363.51,358.49,351.66,346.15,348.35,350.29,351.41,360.22,350.50,352.64,346.51,341.64,336.61,337.67,338.80,334.55,337.97,339.59,341.13,L7
2002-07-24 22:05:50+00:00,346.94,348.86,351.50,361.26,371.41,381.15,396.76,407.05,394.26,386.54,376.59,371.45,366.29,363.12,359.52,354.06,347.00,342.09,343.40,345.32,347.00,355.32,347.23,347.18,342.41,337.36,332.70,334.69,336.20,332.25,334.81,336.56,339.01,L7
2002-10-12 22:05:14+00:00,319.29,330.86,335.75,338.23,350.26,366.34,383.63,397.73,387.11,376.24,358.40,358.28,352.94,349.43,347.54,340.77,333.03,329.94,328.55,330.39,333.77,340.60,337.42,330.80,342.30,339.99,338.10,339.84,342.56,342.03,345.57,346.80,354.02,L7
2003-03-21 22:06:15+00:00,332.62,340.33,342.55,348.81,362.58,376.65,393.76,406.48,392.81,383.69,384.51,378.91,374.24,373.59,367.26,358.88,355.37,349.47,346.49,356.65,362.21,368.43,368.95,365.65,357.38,356.23,352.35,355.33,360.88,364.50,365.81,366.11,375.37,L7
2003-05-08 22:06:20+00:00,355.27,354.90,352.89,360.89,371.53,382.56,393.16,403.47,391.41,382.94,378.01,370.25,363.56,366.24,364.84,357.58,351.62,346.88,343.87,349.49,356.57,363.19,362.37,358.81,353.46,347.71,345.95,351.31,358.06,359.79,350.25,356.40,359.56,L7
2003-05-24 22:06:17+00:00,355.13,351.34,352.28,360.05,372.51,382.56,393.08,402.81,390.95,382.64,375.71,368.82,363.37,366.82,364.79,357.67,351.40,346.88,343.87,349.49,356.57,363.19,362.37,358.81,350.77,342.16,340.57,351.31,358.06,359.79,350.25,356.40,359.56,L7
2003-08-28 22:05:57+00:00,352.10,349.79,350.83,357.20,367.99,379.40,390.61,400.08,387.89,380.93,374.58,367.63,362.18,363.13,359.84,349.72,344.38,341.29,336.91,342.66,350.68,356.54,354.43,349.70,344.04,337.67,336.76,341.69,347.01,347.89,337.29,342.88,350.42,L7
2003-12-26 21:56:18+00:00,344.11,342.32,347.52,358.75,369.18,384.79,400.42,406.10,392.41,387.22,380.33,371.42,365.65,359.86,358.55,348.20,345.64,346.76,345.97,350.77,359.72,365.69,363.13,353.03,350.23,348.58,344.75,344.18,346.17,345.73,348.83,351.81,358.89,L5
2004-01-19 22:06:35+00:00,341.87,343.95,347.82,358.39,368.11,382.84,398.84,406.29,394.37,389.03,381.79,374.32,367.18,361.79,360.86,352.41,350.31,349.12,348.56,352.42,360.31,366.90,365.58,357.53,354.04,352.62,349.86,350.67,354.05,354.64,355.87,359.87,365.80,L7
2004-03-07 22:06:48+00:00,332.82,335.29,342.27,356.59,364.81,377.67,398.88,408.07,390.95,387.56,379.52,374.17,365.81,362.73,363.88,359.60,356.53,352.89,354.50,357.10,362.95,371.30,370.20,364.57,361.46,360.04,355.72,359.42,360.95,363.63,363.99,367.59,367.46,L7
2004-03-23 22:06:52+00:00,332.82,335.29,342.27,356.59,364.81,377.67,398.88,408.07,388.94,384.39,378.15,371.51,363.96,360.79,361.30,356.70,353.60,351.06,353.21,356.25,361.15,368.53,367.76,361.99,359.02,356.71,353.83,357.26,358.01,360.39,361.40,364.41,367.51,L7
2004-06-11 22:06:38+00:00,332.82,334.63,343.57,355.10,366.06,375.31,395.33,404.97,388.41,383.28,376.26,367.65,361.28,358.87,360.93,356.09,352.95,348.85,351.32,354.17,360.02,368.29,367.37,360.27,357.31,356.68,353.79,357.44,360.15,361.18,362.89,364.60,368.96,L7
2004-07-29 22:06:27+00:00,316.07,326.92,335.91,341.14,355.18,363.44,384.04,391.56,378.14,374.84,368.72,359.10,355.20,355.21,355.10,349.92,347.56,341.81,344.37,346.25,353.39,362.09,360.09,353.95,349.91,350.24,348.80,353.22,356.06,355.74,358.12,359.69,365.44,L7
2004-08-06 22:00:22+00:00,312.64,324.13,331.22,338.41,352.99,363.43,380.20,386.62,374.33,372.28,365.14,356.90,352.67,351.36,350.54,346.90,346.47,339.52,341.24,343.52,352.65,361.24,359.87,352.85,348.77,349.01,345.34,349.48,352.66,352.75,355.91,358.28,364.64,L5
2004-08-22 22:00:48+00:00,309.58,322.09,331.22,338.41,352.99,363.43,380.20,386.62,374.33,372.28,365.14,356.90,352.67,351.36,350.54,346.90,346.47,339.52,339.00,342.18,353.03,360.20,357.82,351.51,349.12,349.50,344.96,348.96,352.34,353.31,357.44,359.88,366.33,L5
2004-08-30 22:06:20+00:00,310.52,322.77,331.03,340.52,354.92,366.67,384.10,390.57,379.64,372.65,366.92,359.59,355.48,353.25,353.61,350.01,348.16,340.68,339.29,343.36,353.92,360.67,357.76,352.25,350.43,349.75,345.77,348.84,353.56,353.84,358.14,361.23,368.12,L7
2005-01-13 22:03:41+00:00,311.06,322.70,330.22,341.77,357.35,374.31,389.41,392.64,386.14,376.44,370.83,366.18,362.92,355.90,355.29,353.79,352.69,343.11,339.78,343.35,356.10,362.22,359.74,355.74,354.77,354.01,348.56,351.06,356.89,356.62,360.10,365.25,373.34,L5
2005-04-03 22:04:40+00:00,341.72,344.66,356.68,365.64,375.51,391.35,410.05,419.01,409.31,397.40,386.78,381.78,376.39,369.46,371.29,365.48,361.69,355.01,355.56,356.72,365.90,372.57,371.10,370.94,366.30,367.44,367.12,371.49,372.65,372.10,367.07,371.22,379.39,L5
2005-04-11 22:07:11+00:00,343.81,345.02,353.05,364.13,373.14,388.68,408.03,419.69,408.35,397.22,388.99,383.37,372.90,370.83,371.44,363.75,357.17,355.01,355.56,356.72,365.90,372.57,371.10,370.94,366.30,367.44,367.12,371.49,372.65,372.10,367.07,361.61,368.22,L7
2005-04-19 22:04:43+00:00,348.72,349.66,355.44,364.94,374.03,388.61,406.48,419.21,408.11,398.53,389.08,382.93,374.88,372.08,370.03,362.27,357.06,354.20,353.96,355.96,364.34,370.77,369.17,366.67,360.89,362.39,363.92,369.26,372.32,372.14,368.47,363.25,369.12,L5
2005-06-14 22:07:02+00:00,345.86,345.32,350.87,359.84,369.95,384.05,402.14,414.21,404.29,395.57,387.31,383.17,371.73,369.93,367.89,360.27,355.07,351.77,351.20,353.65,361.69,366.47,364.94,361.40,356.09,356.50,358.73,363.84,369.00,368.95,367.10,363.36,369.23,L7
2005-08-25 22:05:41+00:00,352.68,349.48,352.82,353.93,363.42,376.95,398.57,412.89,400.82,390.60,381.93,378.81,366.54,368.09,364.69,356.73,354.09,350.59,348.98,351.03,358.00,361.64,358.62,354.14,350.23,349.05,355.94,361.43,367.65,367.84,367.90,361.61,366.91,L5
2005-09-26 22:05:42+00:00,346.11,342.77,348.62,350.80,361.02,373.87,395.46,408.93,397.94,388.90,379.05,376.58,364.87,366.42,363.76,356.17,354.02,349.97,349.93,351.56,357.66,361.18,358.98,354.75,349.98,347.85,353.92,358.73,365.75,365.15,364.60,362.43,369.62,L5
2005-11-21 22:07:07+00:00,327.12,321.94,328.20,333.24,345.40,357.88,381.24,393.00,383.94,375.59,366.61,366.32,355.35,356.03,354.84,349.34,348.80,344.81,347.64,348.91,352.75,357.31,355.82,352.01,348.68,343.31,343.66,348.50,358.27,358.24,358.84,364.76,375.07,L7
2006-01-08 22:07:25+00:00,318.47,321.91,329.56,333.88,344.12,357.65,381.38,393.47,383.05,374.68,364.24,361.98,356.41,356.46,355.44,350.83,351.10,347.25,350.71,350.65,354.72,361.18,359.98,356.40,353.04,347.69,348.00,351.68,359.47,357.68,358.19,363.48,375.63,L7
2006-02-09 22:07:38+00:00,324.43,327.03,327.21,333.94,343.24,358.90,380.72,393.05,383.66,375.43,364.80,361.89,356.09,356.54,354.81,350.23,348.82,345.59,348.59,349.66,354.18,361.62,360.41,356.61,353.04,347.80,348.46,352.54,359.41,357.75,357.67,362.70,372.44,L7
2006-02-17 22:08:11+00:00,324.43,327.03,324.87,332.97,343.14,358.30,379.72,392.03,382.34,374.58,364.09,361.14,355.31,355.46,353.58,349.30,346.38,343.22,345.88,348.51,352.39,360.67,360.12,355.90,352.46,347.86,348.32,352.37,357.45,355.79,356.69,362.31,372.59,L5
2006-05-08 22:09:38+00:00,325.16,331.90,326.27,336.28,345.62,361.35,379.23,389.95,380.88,373.16,364.45,359.87,355.53,354.21,353.14,348.45,343.46,340.97,342.96,346.25,352.96,363.44,362.95,357.77,354.77,351.36,348.21,351.14,356.92,355.21,355.65,360.39,369.92,L5
2006-05-16 22:07:40+00:00,320.60,327.10,325.26,337.82,346.77,361.94,379.12,389.35,379.85,373.16,364.03,359.87,355.53,354.21,353.14,348.45,343.46,340.97,342.49,346.25,352.90,362.93,362.14,356.31,353.54,351.36,348.21,351.14,356.92,355.21,355.65,360.39,369.92,L7
2006-06-17 22:07:34+00:00,316.18,322.20,323.32,336.88,344.61,359.32,377.09,386.44,378.21,372.35,361.65,357.45,353.77,351.42,350.53,345.74,340.96,338.17,339.97,344.34,350.87,359.19,358.42,352.03,349.03,347.03,346.53,348.07,353.23,351.45,350.65,356.48,365.34,L7
2006-06-25 22:10:20+00:00,313.54,320.03,322.16,335.05,343.22,357.86,375.52,386.67,378.58,372.20,362.56,357.87,353.95,351.92,350.55,345.71,341.71,338.97,340.78,345.33,351.56,359.64,357.17,350.74,347.71,345.79,345.46,347.96,353.13,352.27,350.91,357.23,366.15,L5
2006-07-19 22:07:20+00:00,309.97,316.52,320.27,332.07,339.34,354.26,373.87,385.10,377.43,370.88,361.20,356.08,352.06,349.70,348.31,343.20,339.25,336.40,337.84,342.55,348.72,356.66,354.09,347.16,344.45,341.93,342.78,344.57,350.22,350.12,348.38,354.88,363.40,L7
2006-09-21 22:07:05+00:00,305.18,312.37,320.35,331.82,338.12,350.91,371.83,381.57,374.86,368.56,359.60,354.26,351.87,348.51,351.24,343.44,341.95,338.28,338.19,342.06,350.16,356.51,353.06,346.55,344.05,340.84,341.76,341.88,349.15,348.25,346.47,352.81,361.47,L7
2006-12-10 22:07:44+00:00,300.87,307.51,314.81,325.01,333.41,346.70,367.75,381.33,373.87,366.20,358.59,353.49,351.73,352.77,353.17,345.76,343.92,340.72,340.83,345.09,351.44,356.84,353.42,348.05,344.12,340.68,343.50,344.29,350.84,349.98,349.96,354.74,362.90,L7
2007-05-03 22:08:02+00:00,318.71,318.60,324.82,337.16,349.13,360.59,378.66,393.99,379.14,368.75,364.88,361.17,358.99,364.20,361.22,357.15,350.86,350.55,356.09,362.24,365.86,372.26,370.03,365.11,360.25,357.43,357.41,357.24,363.56,361.50,367.79,366.49,376.00,L7
2007-07-22 22:07:45+00:00,312.09,314.42,324.62,332.70,342.30,355.01,376.05,389.19,378.84,371.72,366.83,361.23,357.70,356.50,359.02,356.16,353.71,352.38,354.07,357.62,368.25,369.38,369.00,363.23,359.87,354.69,354.99,359.81,362.92,358.75,362.44,361.86,370.92,L7
2007-08-07 22:07:40+00:00,300.77,304.36,316.33,322.02,332.26,346.64,368.68,382.24,372.00,367.91,366.83,361.23,357.70,356.50,359.02,356.16,353.71,352.38,354.07,357.62,360.75,364.21,363.60,361.11,354.55,350.89,352.94,356.35,357.12,354.97,356.23,354.21,367.19,L7
2007-11-27 22:07:48+00:00,289.94,294.99,307.30,316.59,331.83,347.01,369.29,381.88,372.54,367.79,370.15,363.78,358.68,355.13,359.42,359.56,355.02,352.77,354.38,356.60,360.91,361.74,362.68,360.02,353.90,351.15,353.04,357.24,358.92,355.58,353.40,354.97,366.20,L7
2008-08-09 22:06:47+00:00,277.91,288.33,300.76,308.69,317.97,332.72,361.20,377.92,365.05,358.09,350.90,347.57,346.56,344.08,344.55,339.31,339.64,335.27,336.00,341.70,347.91,356.15,354.59,352.53,352.49,352.74,351.26,360.67,361.22,353.53,362.15,363.05,352.98,L7
2008-09-10 22:06:32+00:00,276.77,280.17,291.29,301.56,309.01,323.55,347.06,364.92,355.97,348.43,343.12,337.44,336.07,336.48,338.15,332.22,334.10,328.94,329.88,335.12,338.12,345.16,345.05,340.66,337.94,337.27,335.65,338.15,343.62,339.25,343.06,347.25,344.74,L7
2008-09-26 22:06:23+00:00,279.95,283.95,295.09,305.71,315.03,326.99,351.46,370.10,362.20,351.76,346.42,341.28,340.85,342.00,343.92,339.35,339.76,336.28,336.39,340.69,344.44,351.42,350.93,344.34,342.85,340.94,340.87,342.19,346.34,342.97,346.09,348.64,350.00,L7
2008-11-13 22:06:43+00:00,280.77,284.27,295.67,308.04,316.86,331.51,353.71,371.39,363.39,353.31,348.35,345.03,344.21,343.94,345.90,341.33,341.14,338.06,339.89,341.75,345.89,353.86,352.09,348.45,344.49,343.94,343.39,344.71,346.76,344.68,348.52,352.41,353.81,L7
2009-03-21 22:07:47+00:00,308.47,311.08,320.13,331.27,340.63,356.59,372.76,389.44,377.60,367.16,361.65,358.38,357.92,357.73,358.48,354.52,349.89,349.14,351.36,348.93,352.24,361.32,359.24,355.93,350.69,349.86,349.97,350.57,350.26,348.27,348.58,353.91,358.84,L7
2009-06-09 22:08:01+00:00,347.32,342.15,351.23,357.02,367.51,381.01,390.88,402.51,386.42,378.14,371.81,365.09,362.08,360.22,361.75,351.14,343.39,342.94,345.38,344.31,346.56,354.31,355.79,346.77,343.83,338.68,335.90,337.62,335.86,330.05,326.72,335.01,340.13,L7
2009-10-15 22:07:44+00:00,338.75,327.79,342.16,349.28,362.55,371.20,377.04,386.42,379.12,369.79,366.88,358.76,355.22,353.33,355.86,347.09,335.28,334.14,335.76,338.64,342.01,348.96,353.44,343.57,339.28,330.12,328.33,330.42,328.42,326.12,326.17,332.34,334.47,L7
2009-11-16 22:08:13+00:00,338.75,317.87,330.02,340.45,352.63,361.75,376.26,379.42,375.29,366.98,364.74,357.10,352.69,350.23,353.81,348.62,336.11,332.32,333.35,336.31,341.69,349.56,353.93,345.93,337.73,330.43,326.05,327.71,327.38,326.15,327.57,332.74,335.15,L7
2010-01-27 22:08:26+00:00,329.52,317.62,325.47,335.26,347.72,357.27,376.84,379.22,376.14,370.08,370.13,361.59,357.91,357.67,359.56,359.19,343.99,339.77,339.19,342.31,347.60,355.90,360.07,356.18,344.50,339.03,335.38,336.44,341.21,342.02,344.25,348.41,347.33,L5
2010-02-04 22:09:23+00:00,329.52,317.62,321.07,331.30,345.14,355.24,376.76,379.31,372.92,368.49,369.53,360.81,355.09,353.13,357.10,354.77,343.43,339.69,339.97,344.03,346.44,352.82,359.29,353.57,342.88,338.66,336.57,338.30,342.05,340.47,342.40,347.94,348.44,L7
2010-02-12 22:08:30+00:00,328.12,317.17,322.81,334.04,348.59,359.76,379.70,383.08,376.24,371.74,371.85,363.98,357.01,354.57,359.69,356.64,346.54,343.38,344.78,348.51,349.54,354.70,359.77,354.96,345.81,342.40,341.12,341.80,345.18,342.98,344.52,349.45,350.54,L5
2010-03-24 22:09:46+00:00,334.20,324.07,327.88,337.27,351.19,360.99,379.80,385.16,378.22,373.82,373.11,365.84,359.58,357.67,361.85,358.98,348.55,346.20,347.29,351.42,353.06,357.47,361.65,357.39,348.25,344.12,343.48,343.88,347.56,344.57,346.08,350.15,352.18,L7
2010-06-12 22:09:43+00:00,331.91,327.52,330.38,338.68,353.31,363.16,383.55,391.27,381.28,378.30,377.57,371.01,363.63,361.35,366.25,361.90,354.11,349.29,350.76,354.68,356.40,358.81,361.23,356.24,349.13,345.26,347.62,348.00,351.13,348.64,347.46,350.53,354.91,L7
2010-06-28 22:09:46+00:00,326.76,322.74,328.16,337.65,352.24,363.18,382.80,391.96,381.30,377.68,375.29,369.68,362.62,360.77,364.36,359.48,352.30,348.07,349.50,353.92,355.85,358.52,359.55,352.76,346.62,343.42,345.07,344.90,348.19,345.68,344.70,348.12,352.74,L7
2010-07-30 22:09:48+00:00,324.96,323.72,328.01,339.67,353.68,366.23,383.90,393.97,383.26,378.44,374.24,368.30,361.04,358.99,364.00,358.56,350.80,347.15,349.43,354.02,355.67,358.67,358.94,349.71,344.47,341.53,343.46,344.36,346.35,344.19,342.67,345.20,350.73,L7
2010-08-15 22:09:49+00:00,324.52,325.58,333.25,344.24,356.50,368.89,383.84,390.88,382.81,376.72,369.54,363.26,358.58,359.67,362.84,357.66,344.97,342.69,344.20,348.21,357.28,361.56,358.75,348.00,337.39,334.57,336.89,338.22,338.41,344.08,336.28,337.13,343.12,L7
2010-10-02 22:09:49+00:00,306.69,308.95,313.26,326.15,353.95,370.38,385.61,379.26,370.15,363.48,354.61,349.02,343.35,345.78,349.73,344.55,332.72,330.99,332.20,336.35,352.84,358.30,354.65,340.81,324.23,322.47,324.54,325.95,327.19,341.27,326.08,328.60,333.78,L7
2010-11-03 22:10:09+00:00,306.62,308.86,314.08,326.85,353.44,369.88,382.92,380.58,372.55,366.58,356.24,348.19,343.79,345.39,349.64,344.68,335.50,332.05,333.64,337.19,352.34,358.45,355.14,342.02,324.23,322.47,326.65,328.20,327.19,341.27,326.08,328.60,333.78,L7
2011-02-15 22:07:34+00:00,302.63,306.65,313.55,326.93,355.83,369.99,381.89,376.69,368.36,363.52,352.67,343.79,339.67,340.49,343.57,339.07,335.72,328.71,328.20,332.31,352.81,359.23,359.04,348.65,294.65,292.20,323.75,323.37,324.13,344.73,321.61,326.05,329.34,L5
2011-02-23 22:11:05+00:00,302.63,309.15,316.83,331.48,354.74,370.64,383.55,381.66,372.55,365.58,355.91,348.58,344.01,344.43,347.56,341.74,338.12,332.37,331.57,335.70,352.41,355.33,359.04,348.65,298.60,293.67,323.27,324.83,325.87,335.05,322.96,326.28,329.34,L7
2011-03-11 22:11:09+00:00,311.74,314.28,325.57,339.65,360.58,374.82,388.46,387.94,378.35,371.12,362.60,355.92,350.81,351.07,353.96,346.73,342.18,336.63,336.42,340.65,356.23,359.31,361.37,353.58,315.02,310.40,326.31,328.52,329.66,337.07,326.62,331.54,337.76,L7
2011-08-18 22:10:59+00:00,331.10,329.80,343.05,356.82,364.38,379.33,395.03,405.21,395.02,384.30,380.98,379.84,368.63,367.37,369.29,359.22,354.50,351.49,352.22,354.91,358.69,361.36,364.21,356.76,331.77,327.98,335.47,340.38,341.38,337.93,337.97,343.94,357.58,L7
2011-10-21 22:10:56+00:00,316.62,332.29,335.84,342.85,351.62,369.38,385.39,399.27,391.60,380.27,375.00,376.15,364.56,364.65,365.79,359.95,359.82,359.07,362.35,354.33,352.69,360.50,358.72,350.68,342.78,340.64,344.15,351.28,356.56,354.88,353.59,360.64,365.24,L7
2011-11-22 22:11:15+00:00,316.62,329.04,332.99,338.87,348.44,365.87,381.46,397.05,389.89,378.73,370.84,369.67,360.19,360.77,361.30,355.28,355.00,355.74,360.11,354.74,351.05,357.22,357.94,351.26,342.42,339.57,343.10,349.03,356.34,355.31,353.94,360.40,364.09,L7
2012-01-09 22:11:37+00:00,316.21,326.88,330.88,338.10,348.51,365.13,380.32,395.71,388.80,376.84,368.98,365.32,359.61,359.06,358.00,351.05,350.44,351.96,356.80,352.62,351.14,357.12,355.83,351.01,342.84,340.18,341.68,345.04,351.78,350.60,351.02,355.69,358.86,L7
2012-01-25 22:11:35+00:00,316.21,328.28,333.35,342.11,353.06,368.92,384.82,398.90,391.89,379.62,371.48,367.15,361.86,360.67,359.68,352.38,350.64,352.63,356.75,354.16,353.37,360.23,358.39,353.59,345.94,342.43,341.30,344.80,350.92,350.71,351.94,355.36,357.54,L7
2012-04-14 22:11:39+00:00,312.75,330.03,334.83,341.50,352.80,367.56,384.83,397.93,389.11,378.14,369.19,361.97,359.93,359.36,358.32,351.15,348.45,350.21,354.82,352.43,353.32,359.85,358.40,353.81,345.88,340.71,338.89,343.04,349.63,349.31,349.75,351.94,354.04,L7
2012-06-01 22:11:59+00:00,315.39,334.86,338.09,346.29,355.00,369.05,389.16,397.45,387.88,377.62,371.88,362.24,361.17,360.33,357.65,350.10,345.23,346.40,347.59,348.61,352.94,360.40,357.41,350.66,346.84,341.18,335.69,338.06,344.33,341.19,343.67,343.30,345.50,L7
2013-01-11 22:13:44+00:00,318.13,327.10,337.16,347.16,352.79,372.85,390.57,401.10,392.90,383.87,373.83,370.94,364.16,367.57,356.57,354.42,350.16,350.74,354.24,353.92,363.78,366.31,365.51,349.97,344.81,348.21,345.63,342.79,355.02,355.53,353.98,357.01,360.37,L7
2013-05-03 22:13:30+00:00,318.13,327.10,337.16,347.16,352.79,372.85,390.57,401.10,392.90,383.87,369.45,365.12,366.94,358.74,353.39,350.17,344.73,344.54,345.11,346.27,354.27,358.94,357.04,343.39,341.33,340.44,340.02,340.88,350.86,351.16,348.95,351.20,357.25,L7
2013-06-04 22:13:16+00:00,318.13,327.10,337.16,347.16,352.79,372.85,390.57,401.10,392.90,383.87,369.45,357.96,359.22,352.83,348.22,344.18,339.13,338.09,336.87,338.84,343.66,348.49,350.08,335.82,336.33,332.74,334.06,332.41,350.86,351.16,340.80,344.38,348.44,L7
2013-06-28 22:19:33+00:00,318.34,325.27,336.23,346.71,353.19,371.26,388.74,400.48,390.23,383.76,371.76,361.49,361.79,355.42,350.64,346.87,342.81,340.97,339.76,342.18,346.01,350.58,349.77,337.92,336.66,334.52,335.12,335.62,348.59,349.93,342.00,345.66,347.33,L8
2013-07-14 22:19:34+00:00,312.99,320.84,327.91,339.51,349.28,365.22,379.73,393.46,382.39,373.27,366.14,356.69,358.15,351.96,349.69,344.67,340.44,337.63,335.57,338.47,341.06,347.23,346.51,336.65,335.46,331.94,332.22,334.25,344.34,347.41,337.76,341.14,342.06,L8
2013-08-23 22:12:58+00:00,312.99,320.84,326.36,341.35,351.52,366.45,382.81,398.89,381.18,372.87,367.02,358.44,358.71,353.51,351.13,345.94,342.13,338.93,336.90,339.04,341.35,348.31,347.28,339.35,337.70,333.91,333.69,334.57,344.36,346.94,339.60,341.20,342.00,L7
2013-08-31 22:19:38+00:00,319.66,324.43,327.77,339.79,350.51,365.30,380.88,395.35,381.70,373.00,366.68,359.73,358.63,355.18,352.21,348.06,342.78,339.23,336.74,339.14,341.75,350.69,349.72,342.56,340.64,336.65,336.07,336.83,347.19,349.49,342.97,346.02,347.83,L8
2013-10-02 22:19:28+00:00,319.34,325.04,328.66,338.61,351.88,365.41,380.88,395.35,381.70,373.00,366.68,359.73,358.64,356.83,353.90,349.89,345.09,340.04,337.64,339.40,342.05,351.87,351.76,343.44,341.94,338.71,337.99,337.95,348.74,351.08,345.42,348.83,351.34,L8
2013-11-03 22:19:20+00:00,318.70,324.58,329.14,339.47,351.72,365.97,382.86,396.41,383.60,375.41,367.47,359.84,358.02,360.35,356.58,352.42,347.54,342.28,339.64,342.51,344.26,353.91,354.34,347.09,345.45,341.81,342.07,340.33,351.02,354.46,348.23,352.24,354.24,L8
