dates,satname,nzd0359-0000,nzd0359-0001,nzd0359-0002,nzd0359-0003,nzd0359-0004,nzd0359-0005,nzd0359-0006,nzd0359-0007,nzd0359-0008,nzd0359-0009,nzd0359-0010,nzd0359-0011,nzd0359-0012,nzd0359-0013,nzd0359-0014,nzd0359-0015,nzd0359-0016,nzd0359-0017,nzd0359-0018,nzd0359-0019,nzd0359-0020,nzd0359-0021,nzd0359-0022,nzd0359-0023,nzd0359-0024,nzd0359-0025,nzd0359-0026,nzd0359-0027,nzd0359-0028,nzd0359-0029,nzd0359-0030,nzd0359-0031,nzd0359-0032,nzd0359-0033,nzd0359-0034,nzd0359-0035,nzd0359-0036,nzd0359-0037,nzd0359-0038,nzd0359-0039,nzd0359-0040,nzd0359-0041,nzd0359-0042,nzd0359-0043,nzd0359-0044,nzd0359-0045,nzd0359-0046,nzd0359-0047,nzd0359-0048,nzd0359-0049,nzd0359-0050,nzd0359-0051,nzd0359-0052,nzd0359-0053,nzd0359-0054,nzd0359-0055,nzd0359-0056,nzd0359-0057,nzd0359-0058,nzd0359-0059,nzd0359-0060,nzd0359-0061,nzd0359-0062,nzd0359-0063,nzd0359-0064,nzd0359-0065,nzd0359-0066,nzd0359-0067,nzd0359-0068,nzd0359-0069,nzd0359-0070,nzd0359-0071,nzd0359-0072,nzd0359-0073,nzd0359-0074,nzd0359-0075,nzd0359-0076,nzd0359-0077,nzd0359-0078,nzd0359-0079,nzd0359-0080,nzd0359-0081,nzd0359-0082,nzd0359-0083,nzd0359-0084,nzd0359-0085,nzd0359-0086,nzd0359-0087,nzd0359-0088,nzd0359-0089,nzd0359-0090,nzd0359-0091,nzd0359-0092,nzd0359-0093,nzd0359-0094,nzd0359-0095,nzd0359-0096,nzd0359-0097,nzd0359-0098,nzd0359-0099,nzd0359-0100,nzd0359-0101,nzd0359-0102,nzd0359-0103,nzd0359-0104,nzd0359-0105,nzd0359-0106,nzd0359-0107,nzd0359-0108,nzd0359-0109,nzd0359-0110,nzd0359-0111,nzd0359-0112,nzd0359-0113,nzd0359-0114,nzd0359-0115,nzd0359-0116,nzd0359-0117,nzd0359-0118,nzd0359-0119,nzd0359-0120,nzd0359-0121,nzd0359-0122,nzd0359-0123,nzd0359-0124,nzd0359-0125,nzd0359-0126,nzd0359-0127,nzd0359-0128,nzd0359-0129,nzd0359-0130,nzd0359-0131,nzd0359-0132,nzd0359-0133,nzd0359-0134,nzd0359-0135,nzd0359-0136,nzd0359-0137,nzd0359-0138,nzd0359-0139,nzd0359-0140,nzd0359-0141,nzd0359-0142,nzd0359-0143,nzd0359-0144,nzd0359-0145,nzd0359-0146,nzd0359-0147,nzd0359-0148,nzd0359-0149,nzd0359-0150,nzd0359-0151,nzd0359-0152,nzd0359-0153,nzd0359-0154,nzd0359-0155,nzd0359-0156,nzd0359-0157,nzd0359-0158,nzd0359-0159,nzd0359-0160,nzd0359-0161,nzd0359-0162,nzd0359-0163,nzd0359-0164,nzd0359-0165,nzd0359-0166,nzd0359-0167,nzd0359-0168,nzd0359-0169
1999-08-17 22:12:26+00:00,L7,347.06,333.21,337.26,339.13,341.72,341.71,328.57,319.52,315.26,321.52,319.99,310.15,309.78,314.59,312.66,312.04,315.51,314.54,312.59,316.87,333.53,357.05,368.81,374.62,372.36,375.99,369.03,378.58,377.96,368.88,369.72,373.56,370.20,364.86,356.25,349.77,349.98,348.16,348.69,344.29,343.10,347.57,345.95,351.55,348.11,339.27,,,,326.64,325.25,320.94,323.03,317.83,317.96,319.95,323.35,317.63,306.43,304.48,311.86,313.51,309.69,314.22,320.80,318.15,319.99,322.25,332.19,334.71,337.07,337.38,345.24,353.23,356.88,359.07,364.56,361.49,371.44,377.91,384.32,374.44,372.71,366.87,362.65,354.06,338.39,331.72,330.98,351.04,337.55,324.12,318.97,317.60,321.97,314.89,320.40,325.96,326.99,319.31,320.52,309.48,309.32,307.89,299.74,305.00,299.25,297.95,295.82,289.60,288.97,288.49,291.18,290.32,285.07,292.11,297.54,296.35,291.31,292.97,290.90,289.60,283.21,281.42,281.51,285.51,284.62,281.22,276.60,270.78,274.15,,279.56,276.78,275.31,276.87,277.43,277.75,280.10,277.62,277.52,281.51,291.21,288.39,277.94,285.46,284.31,285.79,287.74,286.90,294.03,306.16,318.08,308.86,310.85,319.66,334.85,359.09,362.25,387.09,380.44,374.31,362.19,359.78,352.91,329.42,318.46,318.86,341.57,339.34
1999-10-13 22:06:24+00:00,L7,334.35,336.27,336.34,338.24,339.99,345.81,330.40,314.83,306.86,311.70,306.67,304.98,306.10,310.08,306.60,310.49,311.84,307.24,306.19,316.20,324.13,335.15,338.78,345.42,347.15,344.28,330.00,281.07,369.85,365.85,359.20,361.86,357.33,353.00,351.43,344.05,337.16,336.86,337.71,340.49,341.34,341.28,341.45,343.99,342.06,333.25,327.82,320.51,320.71,316.65,316.24,315.86,315.72,316.19,312.74,314.22,316.45,309.05,303.80,302.12,301.55,299.68,303.88,304.55,306.72,312.22,317.61,325.61,328.52,331.95,336.06,338.03,340.30,345.28,348.78,350.34,351.05,350.26,354.00,362.11,361.91,351.99,355.34,351.51,345.04,330.16,319.02,317.46,315.82,335.59,320.14,306.43,302.29,310.90,314.91,313.69,312.45,316.19,321.64,316.01,309.76,306.01,300.02,296.29,292.46,292.22,289.38,288.91,285.37,286.82,283.62,285.20,284.33,287.23,277.46,283.46,289.50,292.52,284.56,286.32,284.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.02,346.34,342.95,340.27,326.11,322.60,324.97,,86.83,
1999-11-21 22:12:24+00:00,L7,311.93,307.78,312.36,313.83,313.61,313.76,297.46,291.07,288.72,288.16,285.04,283.73,285.93,286.99,284.28,290.83,289.42,288.70,289.64,297.30,306.12,310.47,312.99,316.16,319.45,315.08,294.84,221.03,337.58,343.27,336.56,326.22,327.37,326.80,318.47,315.01,312.46,304.50,306.10,306.46,306.99,307.90,309.89,314.10,314.93,316.39,311.41,310.18,306.81,306.62,307.20,304.75,300.25,296.01,295.32,295.37,293.95,292.80,286.25,288.42,292.43,288.45,289.31,287.75,293.65,294.02,301.90,312.74,312.83,314.65,320.47,323.49,333.01,340.13,340.31,342.62,346.32,346.67,340.62,347.01,347.03,344.66,343.06,347.64,334.82,314.12,308.80,310.81,314.54,317.06,302.15,293.57,287.59,294.26,294.84,298.37,297.47,297.47,302.22,300.68,296.28,290.34,285.04,285.34,278.34,279.20,279.09,274.40,274.28,274.50,274.17,279.16,275.22,273.80,272.88,275.64,282.04,283.05,274.67,278.16,273.77,269.33,271.85,267.08,266.79,263.94,262.95,265.13,261.94,256.97,260.57,250.76,252.96,251.60,248.16,250.95,264.71,266.63,265.61,267.29,265.45,262.45,267.46,264.50,267.58,269.63,264.27,263.68,266.56,270.39,278.46,280.95,289.39,293.76,298.96,301.44,311.60,307.81,315.21,314.88,322.09,321.76,322.92,318.09,312.45,301.34,290.85,,,264.21
2000-01-17 22:06:11+00:00,L7,329.74,328.77,327.86,330.67,328.51,336.13,319.14,305.68,310.37,309.97,304.48,300.38,302.47,301.21,300.02,304.69,305.44,308.59,310.80,320.19,326.25,333.92,342.05,342.79,347.94,336.23,303.49,328.57,336.80,344.63,344.47,347.96,352.28,357.09,349.80,341.90,336.74,330.60,329.66,326.55,330.92,330.55,334.60,333.61,334.14,331.31,327.22,323.23,320.26,318.89,317.18,314.58,317.55,315.98,313.90,311.97,314.54,307.13,302.99,302.89,308.25,307.83,306.17,310.47,309.53,313.50,314.64,319.40,322.46,328.43,333.87,340.63,347.76,353.96,357.37,358.54,360.78,360.08,356.91,362.27,356.68,349.15,348.28,347.53,341.85,332.86,321.11,318.46,319.85,333.87,317.42,300.69,298.66,307.04,308.33,310.38,314.03,315.88,322.57,316.71,312.83,306.73,303.41,298.63,296.09,298.22,292.92,292.79,289.60,289.24,283.86,286.73,286.44,288.37,287.02,289.41,293.73,295.20,290.47,288.36,284.17,282.67,279.28,280.31,279.25,280.97,281.96,274.74,277.65,274.75,281.08,272.79,274.00,274.00,271.97,272.92,274.70,275.12,274.02,275.60,277.61,275.89,279.26,277.91,278.69,282.58,279.13,284.24,282.64,289.44,295.68,302.83,302.55,304.64,312.86,318.32,322.44,329.83,333.28,339.25,344.76,345.53,341.90,336.22,328.13,319.76,313.51,,,285.62
2000-03-12 22:12:09+00:00,L7,350.15,344.98,341.58,342.68,335.31,353.81,338.91,334.09,318.32,345.17,342.07,321.95,341.36,353.31,,321.62,314.14,311.82,316.37,329.26,346.77,359.94,363.38,377.01,397.74,423.57,461.56,456.07,424.13,375.88,376.38,377.76,375.73,369.43,365.92,361.82,358.92,349.23,347.01,345.75,349.56,351.08,351.50,352.88,359.31,347.07,345.29,336.23,336.80,333.74,332.11,333.69,337.24,337.50,332.75,328.20,336.27,333.11,321.15,311.21,315.96,315.94,317.63,322.14,325.09,328.18,333.56,334.97,340.69,343.99,343.87,352.12,360.48,360.78,363.36,360.08,374.68,374.90,372.53,399.15,392.52,373.79,373.83,380.53,373.99,357.00,344.42,335.17,334.87,358.03,354.80,339.66,316.32,321.64,326.16,325.37,326.85,341.64,344.49,333.09,330.96,321.13,316.40,316.34,313.00,307.59,300.39,304.87,301.10,301.47,294.89,288.29,281.15,284.29,288.36,293.63,297.36,300.80,294.96,300.81,297.40,298.33,294.00,290.39,292.14,293.21,292.95,290.60,279.51,279.71,279.97,280.46,277.17,280.36,281.50,273.03,277.82,291.78,290.57,290.40,290.32,304.46,309.33,312.65,293.90,308.89,304.42,309.84,313.50,311.55,314.81,326.71,329.74,332.65,343.39,337.89,347.12,349.75,366.45,375.83,385.24,386.45,389.92,393.60,388.46,377.61,366.75,361.13,357.98,347.26
2000-03-21 22:06:01+00:00,L7,314.13,314.99,317.35,314.56,313.56,318.37,301.33,290.57,292.07,295.40,293.21,289.15,289.01,285.83,287.54,290.59,292.96,288.37,286.88,294.66,304.68,310.31,314.14,321.15,320.94,319.28,301.93,222.96,307.14,314.78,331.76,332.94,332.68,326.38,322.11,321.43,320.53,322.36,317.94,318.10,313.85,316.33,319.42,322.30,324.07,322.35,316.29,310.57,306.28,309.08,307.53,305.29,308.54,308.91,308.23,305.02,304.61,293.29,292.29,292.02,292.36,294.80,295.20,302.78,300.36,304.96,309.35,311.88,315.23,319.03,317.16,322.50,331.90,336.34,337.07,337.00,337.31,340.72,340.75,346.72,343.03,337.01,338.78,335.38,330.14,317.55,306.53,298.94,304.58,313.93,309.66,293.08,290.17,294.53,296.23,295.66,297.36,301.15,307.58,304.47,300.92,293.29,288.68,285.10,285.35,282.05,281.42,277.86,278.08,282.68,277.35,279.31,280.73,278.01,275.97,276.32,279.19,277.93,272.91,275.69,275.70,274.85,271.48,269.76,265.89,264.01,263.78,264.36,256.56,258.82,254.93,258.99,254.83,264.08,256.65,258.91,267.44,269.56,267.88,265.97,265.97,268.62,268.52,267.49,268.16,266.86,272.45,271.93,271.58,273.61,277.68,277.82,288.25,291.88,297.00,301.55,302.39,306.48,316.63,319.43,330.67,329.24,325.27,319.50,310.39,301.99,295.94,290.25,289.47,273.67
2000-04-13 22:11:54+00:00,L7,331.66,334.39,331.41,332.54,330.97,334.25,322.06,309.80,306.84,310.99,307.25,307.45,309.19,310.40,313.97,315.14,315.33,312.03,311.26,314.64,317.47,328.50,339.18,347.86,357.14,356.74,340.21,248.59,343.03,356.72,362.77,364.29,363.51,356.44,346.37,331.57,332.74,339.09,339.67,347.68,348.23,346.47,345.07,344.18,340.09,336.43,334.16,329.01,328.48,321.80,322.33,320.35,316.83,315.78,319.28,320.67,320.48,312.21,309.13,306.49,308.87,308.93,310.47,311.04,316.18,318.94,321.28,325.39,328.84,331.46,335.86,337.01,347.49,351.12,353.66,356.32,361.46,366.34,368.74,368.34,370.29,359.26,353.47,355.24,352.57,340.02,328.36,318.77,318.21,334.97,326.77,312.63,308.45,313.70,317.01,316.77,319.11,318.08,323.80,328.55,320.60,313.82,310.54,306.83,302.14,296.80,296.48,297.31,295.61,290.85,293.45,294.27,290.17,289.60,283.57,291.52,296.61,296.04,284.44,289.41,285.28,285.57,280.77,281.24,282.60,281.34,281.86,278.98,277.59,275.09,275.83,273.95,272.96,277.61,272.02,274.50,276.64,280.50,282.70,279.48,281.14,278.82,282.92,281.52,278.09,283.60,280.61,283.42,283.59,291.62,299.80,304.56,308.30,308.13,315.36,316.68,319.75,329.64,334.96,347.61,352.58,353.41,354.01,352.63,343.34,332.81,319.26,314.96,307.40,286.83
2000-05-15 22:11:42+00:00,L7,305.53,309.67,313.71,313.02,310.51,312.98,301.23,290.90,288.96,288.50,286.36,279.90,286.20,283.84,281.70,283.35,283.42,284.30,287.11,291.45,297.22,306.72,307.91,316.57,314.58,310.08,294.87,205.15,305.64,332.95,329.74,338.27,329.90,316.03,303.98,300.07,301.19,303.33,309.96,315.62,314.03,320.67,315.75,314.03,316.99,316.68,312.10,305.43,301.06,301.40,299.20,296.26,299.95,296.93,297.12,295.36,295.43,290.93,286.59,280.09,287.15,289.54,291.74,295.00,297.24,300.44,304.00,305.69,309.71,317.08,322.96,325.69,330.67,332.69,335.96,338.46,340.39,342.00,110.83,181.20,,,147.09,,,317.06,305.07,291.05,291.63,307.55,299.92,284.30,289.19,293.05,294.69,294.07,296.93,298.16,302.14,299.15,292.43,282.74,278.99,276.25,270.85,269.75,270.75,268.50,264.87,,,,,,,,,,180.31,,,,,,252.61,258.21,256.13,259.78,250.55,248.67,,,,,,235.65,252.90,259.32,259.66,259.13,255.52,257.30,257.95,260.65,258.03,,,265.29,269.86,270.98,272.10,283.76,289.53,292.69,291.78,295.09,296.68,299.93,286.36,,,,,,,,,,,
2000-05-24 22:05:22+00:00,L7,349.47,346.05,337.12,339.96,338.65,338.88,333.79,322.06,311.32,324.20,314.78,304.26,313.30,314.41,322.08,321.78,327.82,331.03,327.32,332.86,,,,,,,,,,,,,,,,342.77,337.32,341.09,346.54,349.02,352.48,354.33,355.83,356.25,357.04,353.44,342.03,334.51,330.64,328.82,327.87,324.69,,320.32,319.87,314.26,326.56,323.65,302.77,306.54,312.45,310.21,308.28,312.75,319.23,317.14,322.78,326.45,329.01,332.24,333.18,342.60,,355.96,361.30,357.77,364.74,365.32,356.69,367.27,376.91,365.98,362.80,357.33,360.49,351.53,339.50,326.04,325.15,353.31,341.90,321.13,312.51,318.55,319.17,314.14,318.16,315.99,323.15,318.52,317.09,313.43,307.52,302.68,291.64,298.88,300.49,298.63,295.78,298.33,290.98,292.65,295.45,291.45,289.95,292.15,293.56,290.80,282.46,283.53,284.80,280.72,283.91,284.62,279.58,288.77,283.87,281.24,272.94,276.47,281.65,281.74,278.44,291.09,287.46,280.40,286.24,287.09,283.12,279.41,280.29,291.91,301.27,301.91,292.09,302.11,304.17,302.51,302.65,305.27,304.76,314.55,317.48,322.70,326.06,329.27,329.02,335.28,346.01,353.83,365.99,363.35,373.60,365.54,366.05,355.54,345.47,334.36,328.59,311.90
2000-05-31 22:11:30+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,278.80,202.46,320.20,,,,,,,,,,,,,,,,,,,,,,,243.69,,,,,103.66,273.85,,,,,,258.27,,,,,,,314.19,357.18,,307.17,289.06,,335.61,641.86,622.15,637.56,,555.26,650.16,603.94,,,,,,643.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.53
