dates,nzd0359-0000,nzd0359-0001,nzd0359-0002,nzd0359-0003,nzd0359-0004,nzd0359-0005,nzd0359-0006,nzd0359-0007,nzd0359-0008,nzd0359-0009,nzd0359-0010,nzd0359-0011,nzd0359-0012,nzd0359-0013,nzd0359-0014,nzd0359-0015,nzd0359-0016,nzd0359-0017,nzd0359-0018,nzd0359-0019,nzd0359-0020,nzd0359-0021,nzd0359-0022,nzd0359-0023,nzd0359-0024,nzd0359-0025,nzd0359-0026,nzd0359-0027,nzd0359-0028,nzd0359-0029,nzd0359-0030,nzd0359-0031,nzd0359-0032,nzd0359-0033,nzd0359-0034,nzd0359-0035,nzd0359-0036,nzd0359-0037,nzd0359-0038,nzd0359-0039,nzd0359-0040,nzd0359-0041,nzd0359-0042,nzd0359-0043,nzd0359-0044,nzd0359-0045,nzd0359-0046,nzd0359-0047,nzd0359-0048,nzd0359-0049,nzd0359-0050,nzd0359-0051,nzd0359-0052,nzd0359-0053,nzd0359-0054,nzd0359-0055,nzd0359-0056,nzd0359-0057,nzd0359-0058,nzd0359-0059,nzd0359-0060,nzd0359-0061,nzd0359-0062,nzd0359-0063,nzd0359-0064,nzd0359-0065,nzd0359-0066,nzd0359-0067,nzd0359-0068,nzd0359-0069,nzd0359-0070,nzd0359-0071,nzd0359-0072,nzd0359-0073,nzd0359-0074,nzd0359-0075,nzd0359-0076,nzd0359-0077,nzd0359-0078,nzd0359-0079,nzd0359-0080,nzd0359-0081,nzd0359-0082,nzd0359-0083,nzd0359-0084,nzd0359-0085,nzd0359-0086,nzd0359-0087,nzd0359-0088,nzd0359-0089,nzd0359-0090,nzd0359-0091,nzd0359-0092,nzd0359-0093,nzd0359-0094,nzd0359-0095,nzd0359-0096,nzd0359-0097,nzd0359-0098,nzd0359-0099,nzd0359-0100,nzd0359-0101,nzd0359-0102,nzd0359-0103,nzd0359-0104,nzd0359-0105,nzd0359-0106,nzd0359-0107,nzd0359-0108,nzd0359-0109,nzd0359-0110,nzd0359-0111,nzd0359-0112,nzd0359-0113,nzd0359-0114,nzd0359-0115,nzd0359-0116,nzd0359-0117,nzd0359-0118,nzd0359-0119,nzd0359-0120,nzd0359-0121,nzd0359-0122,nzd0359-0123,nzd0359-0124,nzd0359-0125,nzd0359-0126,nzd0359-0127,nzd0359-0128,nzd0359-0129,nzd0359-0130,nzd0359-0131,nzd0359-0132,nzd0359-0133,nzd0359-0134,nzd0359-0135,nzd0359-0136,nzd0359-0137,nzd0359-0138,nzd0359-0139,nzd0359-0140,nzd0359-0141,nzd0359-0142,nzd0359-0143,nzd0359-0144,nzd0359-0145,nzd0359-0146,nzd0359-0147,nzd0359-0148,nzd0359-0149,nzd0359-0150,nzd0359-0151,nzd0359-0152,nzd0359-0153,nzd0359-0154,nzd0359-0155,nzd0359-0156,nzd0359-0157,nzd0359-0158,nzd0359-0159,nzd0359-0160,nzd0359-0161,nzd0359-0162,nzd0359-0163,nzd0359-0164,nzd0359-0165,nzd0359-0166,nzd0359-0167,nzd0359-0168,nzd0359-0169,satname
1999-08-17 22:12:26+00:00,333.68,322.33,325.66,326.70,330.12,329.28,315.19,306.14,301.88,307.02,306.61,295.65,295.28,298.77,298.16,297.54,302.13,301.16,299.21,303.49,317.71,339.65,349.48,352.87,347.50,346.99,325.53,,348.96,347.13,352.32,356.16,354.38,349.04,340.43,332.37,336.60,333.66,334.19,329.79,328.60,333.07,331.45,337.05,334.73,325.89,,,,315.04,314.38,310.06,310.60,304.45,305.53,308.35,308.85,303.13,293.05,292.88,299.43,301.08,298.09,302.62,308.37,306.55,308.39,310.65,321.31,323.11,325.47,327.14,333.64,340.80,346.00,347.47,354.32,351.25,359.01,362.09,366.92,359.94,358.21,351.05,348.15,339.56,326.79,319.29,319.38,333.64,320.15,304.79,299.64,303.10,307.47,302.46,307.97,313.53,314.56,308.44,308.09,297.05,296.89,295.46,288.87,293.40,288.38,286.35,285.58,279.93,279.81,279.79,281.51,280.65,274.83,281.87,287.30,286.11,282.15,283.81,282.61,280.44,272.97,271.18,272.35,275.27,274.38,270.98,265.73,259.90,263.91,,268.69,267.11,264.44,264.44,267.19,268.59,270.94,267.95,266.64,267.01,273.81,270.99,260.54,268.06,266.91,266.46,268.41,267.57,274.70,286.83,298.75,289.53,291.52,300.33,315.52,337.34,340.50,365.34,358.69,352.56,337.33,334.92,328.05,304.56,293.60,289.86,,304.54,L7
1999-10-13 22:06:24+00:00,333.17,328.61,330.26,331.69,334.32,336.76,321.95,309.64,303.52,308.44,305.80,299.40,299.77,303.42,301.47,303.10,306.14,303.36,301.86,309.00,319.92,336.30,342.91,347.77,345.75,343.80,325.01,,357.57,355.12,354.66,357.91,354.86,350.02,344.93,337.11,336.04,334.35,335.03,334.23,334.06,336.26,335.53,339.61,337.55,328.73,326.13,318.82,319.14,315.11,314.62,312.27,312.38,309.48,308.35,310.55,311.74,305.18,297.58,296.76,299.71,299.60,300.25,302.85,306.76,308.65,312.26,317.39,324.23,326.80,330.03,331.94,336.24,342.25,346.70,348.17,352.04,350.11,355.72,361.10,363.31,355.05,355.86,350.28,345.68,333.94,322.17,317.59,316.87,333.51,319.04,304.39,299.75,306.09,310.27,307.29,309.43,314.07,317.31,311.53,308.14,300.75,297.67,295.09,289.98,292.07,288.19,286.89,284.83,282.76,281.13,281.95,282.31,283.33,275.50,282.02,287.75,288.67,282.77,284.49,283.25,280.44,272.97,271.18,272.35,275.27,274.38,270.98,265.73,259.90,263.91,,268.69,267.11,264.44,264.44,267.19,268.59,270.94,267.95,266.64,267.01,273.81,270.99,260.54,268.06,266.91,266.46,268.41,267.57,274.70,286.83,298.75,289.53,291.52,300.33,315.52,337.34,340.50,365.34,346.98,348.07,338.57,336.02,325.51,312.01,307.72,289.86,,304.54,L7
1999-11-21 22:12:24+00:00,333.42,327.62,330.65,332.54,333.77,335.90,321.12,310.78,305.92,309.63,306.21,302.12,303.10,306.61,303.68,306.95,307.90,305.80,305.12,312.43,323.99,337.22,343.53,349.15,350.61,350.12,325.01,316.36,366.80,363.08,358.16,356.88,354.36,350.95,344.78,339.28,335.51,332.34,333.33,332.91,332.98,334.75,334.93,339.05,337.34,331.95,329.77,325.50,323.19,318.64,318.11,315.72,315.14,312.32,310.82,311.85,313.75,308.99,301.14,300.34,304.09,302.69,302.96,304.17,309.20,310.13,315.17,322.20,326.38,329.10,333.20,334.73,341.52,348.36,350.53,352.68,355.74,354.57,357.50,365.07,367.42,359.53,359.54,358.07,350.00,335.28,324.07,322.14,322.45,337.56,322.95,311.38,306.29,310.09,313.07,311.13,312.25,315.35,319.09,313.88,311.00,304.09,300.27,298.65,292.05,294.14,291.11,289.09,286.92,285.31,283.83,285.78,285.24,285.45,280.23,285.50,291.46,292.40,285.09,287.39,284.63,282.41,280.82,277.54,277.10,278.01,277.07,276.47,272.77,267.38,270.65,269.83,269.76,267.30,265.24,267.91,274.36,275.13,275.80,275.56,274.98,276.64,284.94,282.05,278.36,283.14,279.89,280.96,283.38,284.87,292.47,299.78,309.96,307.53,311.13,316.77,329.45,340.45,345.73,357.99,350.60,351.22,346.97,343.67,334.78,322.07,315.71,289.86,,312.98,L7
2000-01-17 22:06:11+00:00,333.85,329.00,331.12,333.32,333.62,337.21,321.97,310.85,308.38,311.17,307.12,303.14,304.40,306.85,304.22,307.85,308.63,307.85,307.88,315.72,326.14,338.15,345.11,349.75,352.44,349.56,323.67,334.13,362.22,360.66,356.49,356.40,355.43,354.07,347.62,341.68,337.16,333.36,333.87,332.78,333.92,335.16,336.31,339.14,337.89,333.13,330.71,326.54,323.88,319.87,318.97,316.53,317.00,314.58,312.84,313.05,315.40,309.99,302.94,302.14,306.38,305.23,304.93,306.91,310.53,312.14,316.20,322.67,326.50,330.10,334.54,337.24,344.25,351.01,353.33,355.31,358.03,356.98,358.60,365.96,366.49,358.39,358.18,357.02,349.42,336.13,324.50,322.47,322.97,338.39,323.31,310.65,306.32,310.78,313.35,312.19,313.94,316.73,321.21,315.68,312.70,306.00,302.31,299.89,294.15,296.33,292.66,291.18,288.62,287.26,284.76,286.89,286.51,287.15,282.96,287.51,293.06,294.13,287.36,288.56,285.35,283.72,281.68,279.84,279.04,280.37,280.08,277.26,275.85,271.29,275.50,273.64,272.64,270.83,268.94,271.25,275.85,276.36,276.43,276.87,277.32,278.34,285.38,283.00,280.80,285.29,281.97,284.65,285.72,288.99,296.13,303.39,310.08,309.16,314.30,319.88,329.71,339.83,344.50,354.66,351.33,351.99,348.20,344.31,335.62,324.00,317.66,289.86,,308.52,L7
2000-03-12 22:12:09+00:00,333.89,331.35,331.57,333.53,331.39,339.56,323.82,313.76,308.41,316.29,311.91,305.30,311.50,315.67,306.24,309.45,307.56,306.43,308.09,318.08,328.59,337.92,342.69,349.16,357.43,359.88,322.75,351.22,366.63,361.22,357.20,356.50,355.95,354.35,349.18,343.75,338.67,332.84,332.66,332.35,334.74,335.24,336.90,338.69,339.95,334.35,330.28,324.88,323.32,321.01,320.09,319.12,319.87,318.76,315.86,314.48,317.84,313.06,305.89,303.19,306.73,305.16,306.28,308.26,310.93,314.01,318.96,325.21,328.03,331.79,335.60,340.36,347.42,352.22,354.36,354.93,360.00,359.77,358.19,370.41,367.58,357.44,357.67,359.57,351.46,336.07,325.37,322.65,323.31,339.19,326.68,313.48,304.61,311.00,313.60,314.13,314.88,319.98,324.91,318.53,314.64,308.23,303.40,301.33,296.88,296.34,292.35,292.28,289.38,289.70,285.74,286.37,283.48,285.12,283.23,287.33,292.45,294.69,287.77,290.01,286.52,285.97,284.53,282.08,281.92,282.20,282.11,279.65,276.03,273.48,276.70,271.21,271.05,271.32,270.21,269.06,275.23,280.37,279.26,280.43,280.79,284.93,290.15,289.82,284.86,291.83,287.41,291.25,292.90,295.79,301.65,308.83,312.56,315.68,323.74,324.55,332.39,335.13,344.31,349.32,351.34,353.83,353.78,351.40,343.15,334.69,328.38,325.80,322.65,308.63,L7
2000-03-21 22:06:01+00:00,332.89,330.48,331.29,332.48,330.38,338.06,322.28,312.08,308.10,315.31,311.12,305.27,310.21,313.19,305.57,308.88,307.59,305.77,306.81,316.35,327.30,336.24,341.25,348.36,355.62,358.16,331.81,335.15,359.76,356.73,355.95,355.63,354.79,352.25,347.25,343.12,337.99,333.94,332.92,332.70,333.76,334.66,336.60,338.61,339.73,334.90,330.44,324.97,322.66,321.18,319.98,318.76,320.35,319.75,317.07,315.14,318.40,312.31,306.13,303.52,306.60,305.83,306.63,309.73,311.56,314.76,319.60,325.11,327.87,331.80,334.47,339.05,346.88,351.78,353.30,353.90,357.72,358.22,357.45,369.16,366.51,356.55,357.09,358.23,350.40,335.57,324.16,320.65,322.12,337.98,327.11,313.66,305.98,310.91,313.33,313.18,314.12,318.95,324.19,318.12,314.64,307.99,303.20,300.83,296.97,296.04,292.56,291.95,289.38,290.43,286.08,286.88,285.06,285.83,284.03,287.39,292.06,293.59,286.82,289.17,286.18,285.71,284.09,281.82,280.44,280.47,280.35,278.65,274.16,272.81,274.08,271.35,269.99,272.18,269.82,269.95,276.11,280.19,278.94,279.48,280.09,284.85,289.54,289.04,285.48,290.39,288.47,291.75,292.90,295.58,300.99,306.41,311.81,315.06,322.38,324.13,330.22,333.97,343.39,347.85,352.01,353.71,353.56,350.51,342.08,333.63,327.38,324.02,322.06,309.49,L7
2000-04-13 22:11:54+00:00,332.69,330.38,330.59,331.66,328.87,336.06,320.95,311.41,308.43,315.54,311.58,306.13,311.19,313.66,307.87,310.17,308.63,307.07,308.16,316.38,326.37,335.35,341.81,349.39,358.24,361.38,337.04,317.84,353.97,355.46,357.11,356.55,356.42,353.34,346.64,341.07,337.45,334.75,333.67,334.51,335.51,336.06,337.69,339.01,339.68,335.88,332.04,327.01,324.53,322.51,321.47,319.93,320.88,320.00,318.70,316.73,319.57,313.31,307.53,304.69,308.37,307.99,308.24,311.32,313.76,316.40,320.63,325.36,328.21,331.99,334.73,339.10,348.61,353.27,354.56,355.39,360.06,361.69,360.71,370.81,368.63,358.37,357.08,359.37,352.27,337.91,326.33,321.23,322.89,338.29,328.88,315.39,307.70,311.83,314.11,314.11,315.76,319.64,324.93,320.90,317.12,309.86,305.61,303.25,299.18,297.25,294.26,293.93,291.69,291.48,288.28,288.91,286.48,286.55,285.51,289.26,293.74,294.56,287.03,290.02,286.46,285.69,283.43,281.71,280.87,280.65,280.65,278.71,274.85,273.27,274.43,271.87,270.59,273.26,270.26,270.86,276.21,280.25,279.69,279.48,280.30,283.65,288.22,287.53,284.00,289.03,286.90,290.09,291.04,294.79,300.75,306.04,311.11,313.68,320.98,322.64,328.13,333.10,341.71,347.80,355.47,355.68,356.40,353.61,346.15,336.30,326.86,321.00,317.17,304.96,L7
2000-05-15 22:11:42+00:00,331.19,329.39,330.40,331.36,328.44,335.03,320.69,311.02,308.21,314.31,310.40,305.04,310.30,312.26,306.57,308.98,307.45,306.30,307.68,315.25,325.08,334.51,340.53,348.84,356.58,359.39,341.25,312.17,352.17,356.62,356.48,357.44,355.58,350.69,343.11,338.17,334.43,332.80,333.00,334.64,335.21,336.78,337.31,338.13,338.92,335.70,331.74,326.44,323.43,321.61,320.22,318.44,320.20,319.18,317.91,315.79,318.82,312.86,307.06,303.21,307.65,307.72,308.11,311.22,313.82,316.36,320.48,324.70,327.58,332.13,335.39,339.18,348.24,352.65,353.91,355.19,359.10,360.72,360.71,370.81,368.63,358.37,357.08,359.37,352.27,337.71,325.40,319.01,320.30,337.10,327.99,314.58,308.99,311.98,314.15,313.58,315.44,318.87,323.94,319.73,315.81,308.15,303.99,301.56,296.92,295.29,292.80,292.31,289.53,291.48,288.28,288.91,286.48,286.55,285.51,289.26,293.74,294.56,287.03,290.02,286.46,285.69,283.43,281.71,278.23,279.22,278.88,277.87,273.26,271.63,274.43,271.87,270.59,273.26,270.26,267.80,274.64,278.84,278.42,278.28,278.63,282.53,287.11,286.99,283.61,289.03,286.90,290.32,291.88,295.19,300.35,306.70,311.88,314.55,320.48,322.42,327.25,332.49,337.40,347.80,355.47,355.68,356.40,353.61,346.15,336.30,326.86,321.00,317.17,304.96,L7
2000-05-24 22:05:22+00:00,332.09,331.41,329.88,330.74,327.96,334.24,321.38,310.82,306.62,314.51,310.00,302.65,309.06,310.50,307.16,308.33,308.49,308.00,308.60,315.82,323.68,333.60,339.69,348.23,355.84,358.71,341.25,311.33,343.90,352.14,354.74,357.96,356.02,350.27,342.83,335.83,333.21,333.09,333.94,335.93,336.98,338.71,339.17,339.35,340.58,336.52,331.49,325.14,322.42,320.67,319.31,317.41,320.11,317.88,317.02,314.29,318.45,312.19,304.46,301.59,306.01,306.38,306.63,310.74,313.10,315.57,319.31,322.34,325.93,330.42,332.86,338.27,347.47,350.31,353.06,353.07,358.07,359.74,357.95,367.26,366.25,355.67,354.06,353.71,350.44,338.14,325.88,316.57,317.43,336.18,327.64,311.43,305.40,310.22,312.40,311.23,313.91,316.98,322.45,318.35,314.31,307.02,302.76,299.47,294.78,293.93,292.01,291.70,289.02,291.60,287.24,287.43,285.88,285.43,284.01,287.64,291.13,291.19,284.18,286.70,284.69,283.56,280.92,280.30,276.69,279.26,278.27,276.46,270.74,270.52,273.73,272.49,270.46,276.52,272.90,267.74,274.13,278.58,277.68,276.43,276.75,281.64,285.78,286.26,280.73,287.17,286.52,289.06,290.15,293.26,296.99,304.56,308.82,311.63,317.26,319.32,322.42,328.36,333.82,345.14,353.80,353.55,354.60,351.15,344.93,335.20,325.84,318.84,314.53,297.78,L7
2000-05-31 22:11:30+00:00,332.09,331.41,329.88,330.74,327.96,334.24,321.38,310.82,306.62,314.51,310.00,302.65,309.06,310.50,307.16,308.33,308.49,308.00,308.60,315.82,323.68,333.60,339.69,348.23,355.84,358.71,343.16,309.19,348.76,352.14,354.74,357.96,356.02,350.27,342.83,335.83,333.21,333.09,333.94,335.93,336.98,338.71,339.17,339.35,340.58,336.52,331.49,325.14,322.42,320.67,319.31,317.41,320.11,317.88,317.02,314.29,318.45,310.14,304.46,301.59,306.01,306.38,306.63,305.99,313.10,315.57,319.31,322.34,325.93,330.42,332.94,343.39,347.47,347.08,353.06,353.07,357.28,359.74,357.95,367.26,366.25,355.67,354.06,353.71,350.44,338.14,325.88,316.57,317.43,336.18,327.64,311.43,305.40,310.22,312.40,311.23,313.91,316.98,322.45,318.35,314.31,307.02,302.76,299.47,294.78,293.93,292.01,291.70,289.02,291.60,287.24,287.43,285.88,285.43,284.01,287.64,291.13,291.19,284.18,286.70,284.69,283.56,280.92,280.30,276.69,279.26,278.27,276.46,270.74,270.52,273.73,272.49,270.46,276.52,272.90,267.74,274.13,278.58,277.68,276.43,276.75,281.64,285.78,286.26,280.73,287.17,286.52,289.06,290.15,293.26,296.99,304.56,308.82,311.63,317.26,319.32,322.42,328.36,333.82,345.14,353.80,353.55,354.60,351.15,344.93,335.20,325.84,318.84,314.53,297.78,L7
