,dates,jap0004-0000,jap0004-0001,jap0004-0002,jap0004-0003,jap0004-0004,jap0004-0005,jap0004-0006,jap0004-0007,jap0004-0008,jap0004-0009,jap0004-0010,jap0004-0011,jap0004-0012,jap0004-0013,jap0004-0014,jap0004-0015,jap0004-0016,jap0004-0017,jap0004-0018,jap0004-0019,jap0004-0020,jap0004-0021,jap0004-0022,jap0004-0023,jap0004-0024,jap0004-0025,jap0004-0026,jap0004-0027,jap0004-0028,jap0004-0029,jap0004-0030,jap0004-0031,jap0004-0032,jap0004-0033,jap0004-0034,jap0004-0035,jap0004-0036,jap0004-0037,jap0004-0038,jap0004-0039,jap0004-0040,jap0004-0041,jap0004-0042,jap0004-0043,jap0004-0044,jap0004-0045,jap0004-0046,jap0004-0047,jap0004-0048,jap0004-0049,jap0004-0050,jap0004-0051,jap0004-0052,jap0004-0053,jap0004-0054,jap0004-0055,jap0004-0056,jap0004-0057,jap0004-0058,jap0004-0059,jap0004-0060,jap0004-0061,jap0004-0062,jap0004-0063,jap0004-0064,jap0004-0065,jap0004-0066,jap0004-0067,jap0004-0068,jap0004-0069,jap0004-0070,jap0004-0071,jap0004-0072,jap0004-0073
0,1984-09-28 00:25:00+00:00,160.50664010592865,,,116.36022149948492,,,,,,,,,,,,118.04209949729805,99.54575350811713,,142.38347293944256,134.6078205098122,,139.0125385266063,134.31913814721065,,,,,,,,79.30295047700778,90.73558875482351,,,31.30088035547948,,,54.25932153313095,51.21044881527578,59.550889023948876,60.117163424669506,,,,,,,,,,,,,,,,,,,144.57879532079585,149.68421087372192,142.54245763373055,,135.5376840860972,127.40320783738119,112.28801429890822,122.41932482587407,126.84827141794918,121.75913356827814,133.64571151159493,138.81790867218783,123.755131068649,115.67769946555518,114.56839142635425
1,1986-05-13 00:19:38+00:00,181.7456862452172,,,,,,,,128.89905677563522,,,,126.90786252179278,115.99300089889346,,80.1961245451604,60.30302963529949,,,,,,,,,,,,,,71.57171534250703,90.6329729833294,,,32.25384193592848,,,25.450117891801092,34.284026912005224,27.922336648015737,19.419163468780503,,,,,,,,,,,,,,,87.37877878457807,115.57784482287512,108.75283836118201,113.23348582212809,128.25536925277126,117.73709237019325,113.9225746352205,106.74419062358753,120.9525898819344,102.72891858530139,121.37235932527234,131.59495466089754,126.28967603299047,111.38771665556663,104.2628530269068,96.60748220034154,106.19773371219519,93.76581225350256,76.09378956884849
2,1986-10-20 00:14:19+00:00,165.8766477360254,,,122.89272676929426,,115.53168573382439,119.61531398024985,,,99.40061153217097,102.33859086101273,,120.22168841587198,139.79051831000953,,,120.34165298643428,123.44082959870111,128.6046562903728,128.49868980698946,125.38932762127448,132.82519453649476,137.26308715869135,137.11992364427948,138.04466643283627,,130.39005209477108,113.53412194160315,125.01234019447965,127.35385488740788,108.61706844011722,120.33455618926928,128.9217440937229,104.61004945160448,107.37002747503308,114.34824576873675,108.72452763697255,96.08866964817244,99.74088701982352,104.09094942505469,114.27596265135448,115.22838753424038,110.11094413331479,121.61834717091033,115.4483021367506,117.99490538173553,112.34118359526265,109.55798253048873,,103.27160369550582,103.2968461366443,102.58045290912037,,107.77775866925393,116.31911145867214,118.30351926138202,124.5358006352151,152.76618851336713,147.7801953559734,152.631301685003,149.50501550251033,145.6548266184236,143.15913216862106,153.08962209080977,147.53630646054359,144.18293944688918,132.74885689996674,,139.67138705816865,134.4740106496727,137.79434795073425,132.61388032070153,127.15790245125977,126.22273144753001
3,1987-06-01 00:18:44+00:00,,,,,,,,,147.70981745217588,,,135.87114707811529,,153.900125732589,,,74.78287324305145,,,131.08023203891517,157.81563744057968,158.4501303282087,,140.11588726799803,143.07967763698403,,,117.85770334927524,,96.95781655970661,107.73917762119278,119.02318033274301,,129.5993384788221,127.63615789425121,118.14393903239302,94.31936515368378,90.37627135585272,109.1732542394365,102.51247129636103,103.22724027668544,92.93580019835294,118.24673056868654,107.7804328224551,102.81698215302755,97.88506848336247,106.24108814664721,95.96481230102235,91.66436872373905,93.68915810807137,96.4394533612881,109.5350642585238,108.46811857677416,116.65053784900108,121.63021826823969,,136.23065934786982,146.8708534773424,,161.13508447417686,163.07985234691628,135.13877424353086,142.20119089952797,131.97337920881728,134.28932408070474,133.24113476371028,157.04372758381257,151.44070228398647,136.03204181631506,140.1063070430059,146.07495612640773,151.21454943283342,132.81926778106583,150.24387378070747
4,1987-10-16 00:16:11+00:00,,,,155.19025426447962,,,137.39333920614325,130.99871663180446,,126.30269308255406,131.5148374065426,141.13271263172197,,162.6201638998533,161.769884720913,145.05540979063971,147.36226707813233,,144.80152477261214,141.8111296780142,,132.1342737479187,130.90735336118684,,132.9415952466909,136.9467107839102,114.90762404379903,114.52979929098383,124.57583472553426,123.45331832074977,107.86326445737981,119.24211174966838,119.48468612430942,110.87017060232621,108.41174118746115,98.94967668957631,104.52791174660076,99.9495907799129,109.96631018269288,116.10512925609241,121.20337450263584,121.47355959749602,95.52084241950858,100.17414175482975,104.35313676510152,87.92491562520478,84.20248234704536,90.00124904603179,102.83760413898544,102.63146598518996,98.24193756860184,102.9097567680621,107.44499532251312,107.31737126043369,117.53478488159641,125.81321799550412,135.7370679380918,148.47570623185118,,168.48183023097818,170.84954618304698,159.36309847447637,163.56207792932236,172.51939133961412,,172.21915933545938,167.39747291583564,163.5541479270114,171.92016460335208,164.81275405771675,164.79291275303865,144.54747621589007,130.817089108885,136.47159321840962
5,1987-12-10 00:23:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1988-09-07 00:25:17+00:00,,,,144.8345071077622,,138.67838822197092,131.1929362571895,,133.20287512463827,128.3142137438575,139.05194372351647,149.24513629200285,,185.56581920689774,170.27052521134468,170.70790756934662,,159.93968615705745,156.70143168255345,148.68368559565835,,155.87023499519893,156.11474620992146,156.68077951436976,144.2039697438488,143.3468627696352,127.73299567122241,,127.00721091736818,117.51815623636249,140.03645089400294,134.62423645841295,,126.71140365677503,,117.11953692038652,112.23549394307027,98.23559000594459,111.31243301515657,108.71409437121768,113.8907692571435,125.13491810483367,123.68243207921728,126.97995509297333,95.81783887827454,93.36346432710972,99.06124207834658,92.30360812713327,102.83683642787675,100.08816561756005,,102.69756957240818,103.84068769470025,115.36188432318271,118.48742370622772,121.74869079825886,131.09138046839809,142.02217926340114,139.0142478402063,143.36972513006543,154.28442986550294,139.4286708576866,146.90368654056346,149.92083774302358,,152.62010497636874,145.22317831364663,133.33126332652023,146.394175650629,159.950918921715,158.60272233865038,161.07898396528702,150.063615390902,133.9517042829282
7,1989-08-02 00:15:44+00:00,192.3473255574852,,155.51259703402138,130.54086449195344,,,120.74729349317741,,108.78611978429251,128.95534311483718,115.33805673847164,123.5365606587147,,148.95000564169848,,133.60917475234262,128.21543702813332,122.85515981296194,124.12644005218769,,130.8107846457098,124.89152649607419,126.86111988993582,128.94640730566036,124.55425964257452,109.34507245641674,96.59692432248481,,89.95197268175076,90.74690280848233,87.67610091849107,105.65541066158416,111.21918829873532,114.816463943356,112.67296746310684,102.8756761073042,96.2951424459607,92.99588147805201,100.69273644657642,113.6849141073219,114.58252026939863,95.05918599708852,103.8241789646577,91.96343713361466,75.88207988138154,65.08551265451774,64.44770890324573,,88.77558701927911,91.45779767641937,100.63454593334345,101.92109482420044,93.60866703221977,100.13247755887888,111.9537145512566,139.2944323449044,,,,,,163.49870074337477,,162.0782994769459,169.8312778805192,164.88497725498226,157.61716185262824,147.7368081666184,149.7115791403375,140.11049711735245,141.0891022682745,147.298514424581,150.03453570563778,153.88596482965562
8,1989-09-19 00:14:29+00:00,184.17153794881307,,,122.28016227838921,,117.5965467527225,119.1832048869374,,119.36780346575884,104.0074556428572,,,122.91188623619014,132.21710384542604,124.12622916300299,120.85730047751329,,113.90262145810672,109.24727965752318,114.80432623261501,100.02862765972387,102.77926318578713,106.59548040054881,90.05564500031858,101.91360246754923,110.60313062171275,,,,,,,,,,,53.04121246257277,57.616180795465844,71.50346094314247,89.44440794421661,84.05458045912164,79.75976929321149,81.9042440877658,84.2723725344201,66.12670766867753,,,,,,67.23745339211827,80.35291599063456,92.93226102286864,103.80399646242887,105.27406403680268,111.5194689369908,115.59325846492396,139.47614689778445,143.02023707891905,140.40957112222745,148.5033446422758,142.71226820908677,142.2781448963987,144.11286722119482,142.9362441645861,146.31474555569187,141.58829552107895,126.575466130481,120.6747499799157,114.54506468427657,,,,
9,1989-10-05 00:14:20+00:00,,,,,,,,,,100.62156089816378,125.28147533002918,128.3299028059792,138.51356559654033,,,130.75398850564952,127.1677735422645,,123.56754089798011,119.25726083725004,102.50658250602491,108.9976536949688,106.16376157798112,100.27701541979326,112.44037735106343,116.0204866337456,120.42235142330412,137.20428909301003,,108.87947393612336,91.74723202199125,98.81497994981085,103.32423455926744,113.60861898075483,105.82034512871624,96.70118839089068,91.42621370934653,88.17889945742257,92.70553887821968,93.03667690797496,88.21268561881789,84.22922646029967,82.8635303387538,78.58430342814763,81.93741283632502,88.26656014885353,86.728413277224,,83.85501069425342,77.01116925709435,75.92322128214238,81.64818176418552,101.14602416952113,115.36988027604713,118.72585800598576,126.48593937677698,131.93685007566197,142.93893687261945,150.11440772330562,154.54864042834382,153.46499564821227,151.49439384923264,148.8183123608313,148.9716068846532,152.1959092810612,157.4391508646098,153.8398870096988,154.86815477008457,146.92937452250465,145.49163393452272,134.28275032875874,150.79921774867486,,
