,dates,chi0152-0000,chi0152-0001,chi0152-0002,chi0152-0003,chi0152-0004,chi0152-0005,chi0152-0006,chi0152-0007,chi0152-0008,chi0152-0009,chi0152-0010
0,1986-02-04 14:04:23+00:00,187.0331756239337,191.5612503277021,187.2549649684249,185.85659086415316,178.11552231333513,188.24514968204767,191.3210355316502,184.24681872142747,192.9402885804148,179.4306655684345,178.00941089771413
1,1986-07-30 13:59:40+00:00,199.37727645536987,186.0624376900642,184.3202465060996,187.15346546612656,165.8164971206712,172.8510163617843,,162.4045872804435,175.40698962606183,163.10855982624827,170.54519265599208
2,1986-09-16 13:57:58+00:00,205.03011776708377,183.79539507575376,178.7633364414663,174.40772858213825,,178.78157521289685,178.4375071551744,176.74171639294994,187.14426868728066,176.50637584108418,183.78128886560094
3,1987-12-08 14:05:53+00:00,,,,,,173.72222082828125,169.27763852532016,161.7956263702082,181.13164206134266,,
4,1988-02-26 14:07:12+00:00,194.27961102147663,189.90585830915805,188.1775053418535,184.88936701336965,166.39203477175508,190.64839880469214,191.8536058662362,172.4166629279243,183.8726154841857,179.06480530786223,186.49648224787882
5,1988-06-17 14:08:03+00:00,189.52663484977333,184.1496707506599,178.77572898709613,174.3685297791524,177.5151699614461,188.1974127016181,177.45770700532938,164.4605952090024,176.33610834770025,162.616111440669,167.78592012251755
6,1988-09-21 14:08:10+00:00,192.51721684114952,186.78444712974198,195.72680895503083,182.97499268154704,166.82364160317127,179.61878357456246,172.86422888002684,177.84317461419178,185.10982229879954,175.11439317427423,180.66111972205508
7,1988-11-08 14:08:03+00:00,208.91211111776107,194.33102342495116,191.9051873798192,189.05626306339462,172.15665628946527,190.20891793309045,189.79234202126895,195.99640594124227,199.8870826930298,183.54238135908753,183.27642647151083
8,1988-11-24 14:08:03+00:00,197.9513574931263,187.9944371843047,190.71858001842594,186.0726911985265,171.72791426576995,184.062355475031,183.23610414149292,187.3886203435907,192.11092992676336,178.48429453918797,182.97916744022132
9,1989-02-28 14:07:14+00:00,187.26429527021887,180.46219391246262,183.62482697340877,184.6825456433334,168.60723803816134,176.69604055516578,175.32380524938193,176.01835195037106,176.80433067408927,169.55147657867226,177.12289337475184
10,1989-05-03 14:06:13+00:00,206.49456639111187,188.94455697416265,183.55095024853813,186.59951536194146,177.9672329902328,191.57930408847747,187.6521837377777,186.23668776715664,195.9226219854367,190.176907614423,184.60477324178885
11,1989-09-24 14:03:11+00:00,199.16931996342655,194.4281664103265,188.9655124694682,185.6508431461341,174.5815667065794,183.42491710479615,175.7718449092836,176.65453233783842,181.86398934378568,175.78137696016464,187.3673494447228
12,1989-12-29 14:00:29+00:00,199.86256375452078,185.0202589753869,183.20254410950002,181.5162243872465,168.94062997564902,175.81198538151793,175.93931229133335,179.51480905936685,185.6312647498292,173.05192527728778,177.01719244016743
13,1990-02-15 13:58:56+00:00,198.3622041978463,183.53916464569184,181.1401088863555,183.96581031137248,166.70039070646163,184.8545538760178,179.21573179363082,184.28644000668817,187.3293180688569,170.74835992523217,177.36351574502405
14,1990-04-20 13:57:41+00:00,,192.08611188719013,191.3284188642191,184.8952442413668,170.00824843366402,187.756268853653,192.04096533782058,186.2858569510693,189.2938111156124,184.67230038383164,187.48307750448595
15,1991-02-02 13:58:00+00:00,204.49790921247785,188.44905930510157,190.10231273609668,189.52868417845502,168.68504983734258,185.22381535387422,176.28801553526966,177.034747792877,179.5019575710459,178.12516823744159,181.757091025203
16,1991-05-25 14:00:04+00:00,192.228370775365,181.81325100557086,176.84861369850833,173.26240675026696,171.32887287513708,177.98237471423536,165.07075840757855,175.91829266343754,182.96760789954774,168.45971991623594,179.8565857850836
17,1991-06-10 14:00:15+00:00,194.12596089966115,187.49548376693042,186.94169933116208,192.94537760707172,178.85647119477153,185.6385869995428,177.74645669640051,186.34236818144097,195.29006720900222,180.44264903062725,186.681484315545
18,1991-09-30 14:01:25+00:00,192.90403445894037,187.44323634842058,197.07972485718642,193.1594609705728,199.81007559982575,191.78532860146933,177.542298996327,173.77834432586673,182.534313754162,173.55287122021508,179.1060851090939
19,1991-12-03 14:01:54+00:00,205.1657229910302,194.29381831963337,200.65867720558913,195.63500299803763,207.36862915560133,194.1991062493635,182.16184327342035,179.671360192489,189.48177449161346,177.750390682034,176.86979635528732
20,1992-01-20 14:01:43+00:00,194.72973668461637,189.28306999179327,198.7751645559414,191.25767361511572,203.173960372148,199.95443332432987,183.2325501006937,170.92958795479007,181.9560246762509,178.19776998928108,182.71450816808454
21,1992-02-05 14:01:40+00:00,199.04517554844233,193.41881914825186,189.18322956891683,194.20647681831034,207.8071205110016,196.0780596215689,184.96940078585786,184.9116940400143,183.0047161978823,174.49002558731215,180.96203146297142
22,1992-06-28 14:00:40+00:00,182.81933077372176,181.89746174870893,180.54954603317793,190.64975396673037,198.62061032804826,,,,,,142.90627899281046
23,1992-12-05 13:58:39+00:00,189.72978498580994,189.75671372029,192.94218294193956,189.63326120988785,189.21737148634753,185.78243028832833,174.38237891014796,175.64925752971646,180.56063189029533,171.8941776025942,180.14458587213394
24,1993-01-22 13:59:11+00:00,202.36968500953114,202.82152008962365,204.88105967948036,201.18844849024669,210.67884205913813,209.31793648448868,190.65309843460824,194.30488706946642,197.27210408781525,183.29968820929636,181.25001690253904
25,1993-04-28 13:59:53+00:00,183.2429656401604,179.50062639517512,181.87316540016553,185.43160546339382,181.5395516285223,183.89697997476756,173.10528598801403,163.6764835190847,175.13471747831434,154.71963396987442,170.45607520221688
26,1993-05-30 14:00:00+00:00,193.63935856860653,183.30345504533614,185.19757247805813,185.39044758722918,180.07712100787944,179.90496879255852,170.8098592883136,171.88725193106112,181.67601877785205,165.1954775219792,168.89308643714298
27,1993-07-17 13:59:51+00:00,196.0742237473407,183.71345255937055,186.06390533586796,179.30544137653624,185.87655721409823,177.15654761552344,,143.43170629297006,,,
28,1994-01-25 13:58:43+00:00,196.7609251718675,187.12887231560467,187.99629219670342,191.6288470313541,188.93183879180924,189.5312846300683,184.7638677569172,192.29735057799928,187.00165718024994,181.38441354280337,179.7764309348323
29,1994-02-26 13:58:19+00:00,194.41614294790253,193.00029666298252,192.57851959933342,195.06248217829437,194.17080166299752,194.01971485418946,186.95359644604767,183.29714691614757,186.55083053784176,185.8993743437964,186.7146940684911
30,1995-05-04 13:45:34+00:00,190.5654907541065,186.76629237954776,192.3803498510035,190.13037264061376,186.67673953673577,198.17796000903385,185.81282908091032,186.58356103372384,190.2413817757071,176.69022339898157,179.0366393672905
31,1995-05-20 13:44:50+00:00,173.78886725790443,186.09274596845881,181.21793456175132,177.9742176879347,172.05910758298836,183.19249995224752,,,,,
32,1995-10-11 13:38:02+00:00,190.009256770372,189.1332897396935,194.36035712209994,191.62535770445493,190.81931276996124,189.94413682629866,181.03845154588618,,,,
33,1996-01-15 13:40:45+00:00,,,,,,,,186.12156716725622,193.97894338143263,181.79805438089755,181.50697544087419
34,1996-03-19 13:45:05+00:00,200.3496712203254,192.8281386240369,201.49794678168593,196.98831469749152,199.3111605492688,198.81748738545627,187.68293955056748,181.2669793916097,186.3248588210823,185.4116970946661,185.99794717923274
35,1996-04-20 13:47:05+00:00,181.8627844271417,186.9960929081951,185.7349436349571,184.39415922198697,185.4535752919657,191.76872277378752,170.99757925999896,158.92095512863241,168.56769202858334,151.7268856133453,173.2632052446915
