,dates,nzd0541-0000,nzd0541-0001,nzd0541-0002,nzd0541-0003,nzd0541-0004,nzd0541-0005,nzd0541-0006,nzd0541-0007,nzd0541-0008,nzd0541-0009,nzd0541-0010,nzd0541-0011,nzd0541-0012,nzd0541-0013,nzd0541-0014,nzd0541-0015,nzd0541-0016,nzd0541-0017,nzd0541-0018,nzd0541-0019,nzd0541-0020,nzd0541-0021,nzd0541-0022,nzd0541-0023,nzd0541-0024,nzd0541-0025,nzd0541-0026,nzd0541-0027,nzd0541-0028,nzd0541-0029,nzd0541-0030,nzd0541-0031,nzd0541-0032,nzd0541-0033,nzd0541-0034
0,1999-09-02 22:13:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3847619210988,168.12784151932357,175.6808145733588
1,1999-12-07 22:13:41+00:00,,,191.8904384637546,202.36554249921164,199.5317719642795,197.31777957334933,199.59285413584635,203.8209410849786,191.6457036078097,197.76414212741068,197.40880897745487,198.007764832013,193.27510715358818,192.22347886183115,194.37739582660362,193.71049407388347,196.66533341693645,,197.60120459417038,197.293656035049,193.05904710083558,180.801600104368,174.8988215503777,175.83370724254243,177.47093496055535,173.73919051618225,,,158.31188340773485,157.45414528155706,149.0815679250481,163.90957230912394,176.22175740804474,180.18022038520186,201.97517434174273
2,1999-12-16 22:07:33+00:00,,167.54043413046094,161.46680596086892,169.06154414453212,168.08330032905565,171.91953870645148,170.65115163371797,171.49435260432637,166.34425789145033,166.85045990506805,166.64422699745955,164.55566238084788,162.3025950771156,157.44209172490162,158.90494151067384,159.95766511977303,156.69255978728586,,160.03617546615402,157.97523956995855,155.64137839073794,149.18723911987325,144.720420446336,137.5957807050774,139.3371729183738,136.55820566641498,,,122.97968804262759,120.96944058926017,113.46162923053757,126.37020841678435,,,
3,2000-01-24 22:13:35+00:00,225.82806275854966,,,,,,,,,,,,,,209.56647393792773,,,218.46345453155573,188.78748884217092,180.9173132314594,173.34702906318464,172.84694092570544,216.5517858520504,,,,183.61305096559084,186.8482883544741,,,148.5042165803414,168.01585389970109,192.6760125066523,206.45589914636238,197.39640568265833
4,2000-02-18 22:07:16+00:00,253.87549929576988,,188.7561206730697,188.21990725800623,199.4353838974904,205.7743191543517,202.90911383562235,205.69228370134888,204.90713100084938,210.78115600030426,,212.11823810317637,202.51787272939777,195.46000855555093,207.92290234152097,,,227.45928598810252,206.458891413767,194.50199620258243,179.35806263979737,176.6481349327429,177.63988692507453,,,,185.18734803177847,,,,,,183.6094073513584,,
5,2000-08-12 22:05:41+00:00,,165.00286888673907,167.23422863616398,169.67777004633047,166.0723989509409,170.1561855755252,167.17378824600516,175.64381973343407,171.45362835592263,173.60388920388655,174.43468537395114,177.9053734936999,175.62000011033544,179.05890537634303,172.02786169487885,178.2054842761453,167.19332998063607,163.72745563635056,161.14030274008246,152.57799717618303,149.41939327430708,164.10043658721082,160.478769043828,146.88855244757087,149.70218892969572,145.4660283214301,155.37046846721637,158.5321460680074,169.26427684607825,158.89749990060304,147.8227794915933,156.4131807067365,165.73153480391454,,167.62751857223805
6,2000-09-20 22:11:14+00:00,,157.03204020782778,149.86290428565758,163.88331991361753,163.5929693185845,157.18191848617306,159.68103835408598,155.8495534234843,157.1055636984498,158.95952750816872,161.48913037544713,157.21207441349804,150.8616144580934,151.64220817386555,142.36160405701867,144.71803984167934,146.22254247257297,149.27326871753993,154.65014289716345,151.3575019358547,148.10774891010598,148.51692796854186,139.13030294601512,134.60694964215367,133.8192067209464,130.56883819595163,131.4038406920601,130.11543996033106,133.84041843161498,137.09095465071832,133.82244245509895,144.02350524228717,156.695183605518,,173.57579696795094
7,2000-10-15 22:04:43+00:00,,180.38231156183775,169.64305611144695,,,183.90174235881398,185.29164726558972,184.98863133574366,187.3186993145094,186.60336633653816,190.8573035923829,182.99939989321172,175.38500745584082,166.20687565460744,166.35862447043513,165.17270588910515,164.94839788738653,176.4599657752544,181.66549388924955,180.93143399203373,183.82260629485202,174.78456751205783,162.77091042204432,159.083410976757,157.8104118931803,156.04791474114515,158.01034930099232,161.9134244839663,169.9177415730138,183.17681501692522,186.80520822689732,201.35538745649018,216.07610423035862,216.9344401612571,211.25686756923113
8,2001-01-03 22:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2001-02-20 22:05:00+00:00,,184.0241140887506,175.33780375700582,182.9306366189412,187.97732534369896,185.01670551437974,186.65109722844193,190.2299700039588,187.37208073459084,195.45911806815099,200.42588834009027,202.63744321175514,198.46978660090272,201.84877920023166,,208.23499058156318,193.1226633881155,182.805916447216,175.61456255813954,176.61209778106286,174.1036572159415,177.29243528040635,187.1681859868957,180.86131201227903,175.25371672615051,173.46099383750143,177.80230245393392,179.13580665455092,179.34879078340114,173.96018177051428,172.51866730438707,186.44730765193307,199.14556567574078,209.0925585230101,208.43571091512644
