dates,nzd0571-0000,nzd0571-0001,nzd0571-0002,nzd0571-0003,nzd0571-0004,nzd0571-0005,nzd0571-0006,nzd0571-0007,nzd0571-0008,nzd0571-0009,nzd0571-0010,nzd0571-0011,nzd0571-0012,nzd0571-0013,nzd0571-0014,nzd0571-0015,nzd0571-0016,satname
1999-08-26 22:05:56+00:00,276.26,277.66,270.41,270.06,267.51,270.48,263.70,253.55,268.99,280.40,273.01,289.02,280.95,298.90,291.04,284.94,271.83,L7
1999-09-27 22:06:00+00:00,275.48,275.94,266.80,266.76,267.15,264.85,262.14,271.18,272.63,276.26,271.20,283.41,281.70,295.80,295.86,281.76,266.07,L7
1999-11-14 22:05:54+00:00,298.80,296.37,282.45,275.39,283.77,289.80,274.21,278.41,282.36,282.87,276.93,283.93,281.43,278.15,286.07,308.47,,L7
1999-11-30 22:05:47+00:00,281.62,280.34,277.61,265.11,279.09,276.70,269.82,274.47,275.42,278.88,278.56,280.83,277.39,,,,,L7
1999-12-16 22:05:57+00:00,298.06,289.77,285.01,284.82,284.13,283.31,277.86,276.86,276.61,271.42,277.51,271.20,275.99,289.22,273.56,,,L7
2000-03-05 22:05:36+00:00,264.02,259.89,256.43,250.95,255.65,262.70,258.74,259.59,271.31,267.57,273.46,277.26,277.84,292.49,286.27,283.55,262.57,L7
2000-03-21 22:05:37+00:00,262.07,274.89,255.58,263.64,265.12,263.97,262.64,265.50,273.21,266.53,274.70,277.05,278.57,293.58,297.06,285.94,260.81,L7
2000-05-08 22:05:09+00:00,,293.50,294.00,283.18,262.29,288.52,292.62,258.28,245.92,272.54,278.59,,,,295.04,322.65,,L7
2000-08-12 22:04:05+00:00,262.62,259.53,254.85,253.58,257.50,259.58,255.56,257.44,263.32,264.02,260.11,265.97,267.78,271.72,276.95,265.18,257.38,L7
2000-09-13 22:03:38+00:00,271.21,273.47,265.10,266.27,264.45,264.67,264.04,259.50,268.99,268.60,269.93,274.75,276.97,293.13,289.10,279.66,260.78,L7
2000-10-15 22:03:08+00:00,257.61,253.75,249.98,243.28,249.70,252.56,251.34,249.54,256.18,253.72,253.17,260.62,261.00,274.96,273.27,271.08,251.71,L7
2000-10-31 22:03:22+00:00,,,242.03,242.25,246.98,244.24,244.24,245.63,241.51,245.32,243.00,246.46,240.56,246.78,259.66,281.91,261.54,L7
2000-11-16 22:03:20+00:00,273.14,271.21,263.85,262.50,259.73,264.40,266.23,271.55,259.40,261.32,254.61,261.29,252.15,272.33,283.51,297.88,,L7
2001-01-03 22:03:24+00:00,301.21,291.82,286.72,286.28,285.26,283.09,291.32,278.66,277.47,272.96,276.81,282.51,277.56,290.26,,,,L7
2001-01-19 22:03:31+00:00,277.28,274.96,266.12,263.97,265.66,266.88,262.24,262.67,261.58,261.13,260.66,262.95,268.83,268.67,287.39,299.77,301.30,L7
