,dates,per0130-0000,per0130-0001,per0130-0002,per0130-0003,per0130-0004,per0130-0005,per0130-0006,per0130-0007,per0130-0008,per0130-0009,per0130-0010,per0130-0011,per0130-0012,per0130-0013,per0130-0014,per0130-0015
0,1986-12-15 14:29:44+00:00,,,,,,,,,,,,,,,,
1,1987-03-28 14:39:28+00:00,,,,,,,,,,,,,,,,
2,1988-01-26 14:46:24+00:00,184.58611627015625,184.52393767709887,162.0629354139657,162.38706819027837,154.0905765273908,155.02911406647257,153.90277909237128,161.213812228319,169.15319478354473,169.0056855810993,156.05999610316394,150.9530316081551,145.56683204233147,153.6371792533647,145.6604318784643,153.57825686868446
3,1988-03-30 14:47:10+00:00,167.73474209023243,165.75807323056827,152.14510348493428,155.47804901562603,140.7042309251616,138.45080937457948,135.86644371551813,147.8741640837887,154.53627075355115,153.41639836120748,141.9240875504609,137.20866139423578,131.63214243121166,130.96086594794298,133.30026609500152,141.10503670868212
4,1989-03-01 14:46:53+00:00,148.52726922420877,150.88277011117776,152.65037709579406,159.96840527867272,140.61601649081638,141.99858003966074,133.80373870792658,150.49865548819548,157.2917503369454,156.69806141543617,142.2907137604027,135.6031500050766,128.188231033605,131.94923524369628,130.74433130872117,134.69162628595805
5,1989-05-04 14:45:53+00:00,,,,,,,,,,,,,,,,
6,1990-10-14 14:36:43+00:00,166.21607385730505,173.71243612968055,160.2439748349814,157.8526168271453,142.85099404860873,141.10690805486217,141.09993165137723,150.1930491532081,155.85031538903598,154.9950607707757,147.14545447488644,137.29933797213823,134.5393274110994,141.34612915312448,138.69715322909317,144.64061714398264
7,1991-01-18 14:37:29+00:00,169.1569044292251,176.43524055981243,165.72842993675923,165.83058725065368,150.360785039779,152.3041947213203,150.77465826020997,158.99564724179157,166.67157152240372,166.91816110217084,151.97520785055457,144.9871285783255,140.41637384494396,144.31037877381306,147.59454051826805,164.91624300480544
8,1991-01-27 14:31:30+00:00,177.08061402226394,167.36780991921518,156.17307897135873,147.73764412887743,136.376158069972,136.88933683157805,142.73332926253548,151.3816413220357,156.04018359717043,162.18614117475667,144.9472827763118,137.24508280770337,131.44982620278205,130.7982770367288,132.92765186892723,
9,1991-05-19 14:33:26+00:00,,,,,,,,,,,,,,,,
10,1991-06-20 14:33:54+00:00,,,,,,,,,,,,,,,,
11,1991-07-06 14:34:09+00:00,,,,,,119.92854576245196,,,,,,,,113.25839133363735,140.2328225610695,109.85998665647845
12,1991-08-07 14:34:28+00:00,,,,,,,,,,,,,,,,
13,1991-08-30 14:40:48+00:00,,,,,,,,,,,,,,,,
14,1991-09-08 14:34:47+00:00,,,,,,,,,,,,,,,,
15,1991-10-10 14:35:00+00:00,,,,,,,,,,,,,,,,
16,1991-10-26 14:35:05+00:00,,,,,,,,,,,,,,,,
17,1991-11-18 14:41:20+00:00,,,,,,,,,,,,,,,,
18,1991-12-13 14:35:24+00:00,172.25380179105164,164.65690073790506,147.2500094318814,150.3057899521295,139.3458311946102,138.4385530705935,134.35131274834174,143.66517022600172,145.04128934318322,150.97559564640466,136.6503991796799,126.59956338960893,121.93045698161308,118.16099938437085,119.12604005508939,121.65548304600487
19,1992-01-30 14:35:17+00:00,,,,,,,,,,,,,,,,
20,1992-03-18 14:35:08+00:00,169.2284694157697,166.34383432330327,152.60826156407438,154.7788765288639,143.75149180991767,128.02238337698216,100.59578848859942,,132.20991269231496,115.9998782943199,115.30438630295544,124.32219699176596,130.44343185060018,,,
21,1992-05-21 14:34:33+00:00,,,,,,,,,,,,,,,,
22,1992-05-28 14:40:42+00:00,,,,,,,111.81227710054262,117.21095181351816,106.30829629299957,148.77322134452504,142.56256782346418,136.61512715057475,111.94108093397298,101.95936876459,,
23,1992-06-06 14:34:26+00:00,,,,,,,,,,,,,,,,
24,1992-06-22 14:34:13+00:00,,,,,,,,,,,,,,,,
25,1992-11-29 14:32:03+00:00,,,,,,,,,,,,,,,,
26,1993-02-08 14:39:02+00:00,,,,,,,,,,,,,,,,
27,1993-10-06 14:39:23+00:00,182.91349808206667,181.92604619118381,161.1075857419602,161.12720194903127,151.4699728497548,153.30768501987257,,160.98617845352734,162.82922399295003,166.435884776803,155.6330117624477,146.386347886467,143.2908494521755,,143.56221833769183,154.78292258293274
28,1993-12-25 14:38:49+00:00,,,,,,,112.51665660894182,140.42462500019832,152.6138513078352,152.75410280657022,142.92100680618933,135.62352389694865,125.76553816511219,,128.8801890431229,140.3877875267317
29,1994-04-16 14:37:10+00:00,168.20313210340296,175.4197737761204,157.96357788005218,161.11409934006932,146.77324247288857,139.99898431866396,142.87386358584104,154.7057155762965,160.07758132251655,154.91314269379708,151.47859056366917,139.72861076834502,134.58659126798193,141.40042410020948,138.46484923322902,141.52337673373694
30,1995-02-14 14:28:30+00:00,175.86708515285812,179.6188003013969,157.69514891475643,163.00859726411198,152.5300618670139,152.83228739027754,149.17868235851654,154.77942717854182,166.44646303764006,165.0822530384513,151.0922345323683,141.60958877200588,137.97020521829896,139.3816853117859,137.70134850462847,155.5002519111616
31,1995-04-03 14:26:34+00:00,168.27132624085093,169.7327219381848,156.21811919430343,162.1766674700384,148.85375377998017,146.09214835684406,144.90371490216774,156.61035990656046,162.64425089289293,161.72926884707374,151.3938922825056,141.55074200660275,138.62908286793999,141.97876479344717,140.80796954507497,145.56912642266113
32,1995-05-05 14:25:11+00:00,145.94251519930998,151.30607060212043,139.29734679454896,144.60373501416342,130.13122794112044,119.65813787976907,126.53935154990623,130.96921917030934,141.39042901804004,145.492640357545,138.0872574843761,119.41164645391916,115.78475818803446,121.58858514454795,125.5789745273907,121.65391012785919
33,1996-02-26 14:17:09+00:00,179.60104607942912,165.6804328861482,150.14177791020563,152.43742883013405,136.77556472772275,129.76380786532104,131.6188456640125,146.59174349114411,,,,,,,,
34,1996-03-04 14:23:47+00:00,169.16280570215955,170.6866441424807,149.51717073215713,158.01721405368414,144.07812083491888,143.85859718739317,144.10314745380992,154.36142332904683,160.86884178831778,159.88467205870194,145.95675882185643,137.0846957265428,136.51997446024444,140.44001182513693,136.53549746555183,151.70762610417142
35,1996-03-13 14:18:12+00:00,,,,,,,,,,,,,,,,
36,1996-03-20 14:24:50+00:00,176.1046777868498,179.22351113891722,161.56484632187835,167.07787818771942,149.2780454885729,146.9821619162048,147.12263372356853,156.41888766092725,167.6590222589859,166.10242561698288,155.94821413880882,141.03719404993763,140.14264266255162,141.8255681440293,144.32842857251273,157.01494386993414
37,1996-03-29 14:19:13+00:00,189.92482214832984,178.67593543520755,172.3737631605789,163.02173962193507,154.02567478901526,161.56231280893036,159.8078148182579,168.15646876735485,178.30634188880816,177.19567386399703,170.38859721912007,154.17668698307085,145.12060124234068,153.62767300900038,147.799460561273,150.67263180864848
38,1996-04-14 14:20:13+00:00,173.91993929494765,170.7997916382206,152.9863629563739,158.98309544172292,144.3162652783516,138.6981339280281,140.58019209415048,145.47422314060958,155.42182330425695,157.54626368548662,143.18794111987577,132.28804306854798,141.16382368740054,142.487487244809,140.42192284425724,146.02788670526596
39,1996-04-30 14:21:10+00:00,,,,,,,112.52346440263301,120.11969718898905,,164.37070835557017,,145.46565245181938,136.99437849574088,,,
40,1996-05-16 14:22:06+00:00,,,,,,,,,,,,,,,,
41,1996-06-01 14:23:00+00:00,,,,,,,,,,,,,,,,
42,1997-01-18 14:40:58+00:00,181.72773213303537,179.11339376246707,160.28488146423658,159.20581709589186,145.27729430481304,145.37806705170465,149.71199326670705,161.49394394517924,166.16263579517255,160.27664561831125,147.5574242320784,144.7786709861075,139.03103715200348,143.87782483380153,140.03704268612677,151.34856184186418
43,1997-02-03 14:41:41+00:00,197.6280082444157,190.88419381221595,168.70254654704124,173.10461176745244,160.4815850940655,158.8104047312765,165.57396047118897,175.33624226611636,179.20260408100327,181.2490102277956,163.42597279284888,148.01108737000808,151.18432650524704,152.4472470763377,152.05876823785565,161.9609371620713
44,1997-09-15 14:49:32+00:00,182.57413821353137,177.9082832392926,165.01586953811244,164.10678535333068,147.33124939754785,148.31694119072807,150.51717254443093,157.4847032872254,158.45797962351185,166.7654361139886,155.83286424724696,146.4199240728732,142.64722676286993,142.2083263603265,142.45504482993485,146.71460301299962
45,1998-03-10 14:53:39+00:00,191.22430488686467,182.31742702255445,172.9234123986106,174.39897538439806,162.70662627282414,161.63013189190326,168.83520612185026,176.6787169314491,175.47680131405997,176.3410331884404,164.17646094661654,153.38801478448454,155.12146343910496,159.72711251295138,157.51375312759933,172.2389679257239
46,1998-04-11 14:54:04+00:00,184.62131552157223,177.18771690754477,160.78210050643526,159.42871475794016,142.99712942187813,140.4215689990003,146.23880756515945,155.87168888935224,162.8865541125516,161.2194941905035,155.06514886291444,140.97244934105154,139.66441816150817,142.82610429589042,139.79266600340196,147.00760521890305
47,1998-04-27 14:54:16+00:00,,,,,,,,,,,,,,,,
48,1999-01-08 14:56:10+00:00,193.9486820487029,192.1131128574429,177.87398667848043,171.2526599466738,154.4979678846867,149.10440795125675,154.88665939600122,160.32002019661206,171.19387054528113,172.81767454729203,159.7742405199624,148.02078670568832,145.09751649008223,146.1339500933285,140.5196922524583,151.97949094755813
49,1999-01-24 14:56:10+00:00,186.40624544043442,183.35110591304993,161.0021712353263,160.4507458486104,147.1172121445457,142.83511497295854,146.7183417205862,159.08127965154864,162.88099634111785,165.10973855150738,150.89146895511047,145.1169848439806,139.81004034710745,147.6005625221519,139.9017611505389,148.20931888206556
50,1999-02-18 14:50:12+00:00,182.6835811645609,175.2287182208927,165.72504051112577,162.84332158461478,146.1759623389091,147.0628331801099,146.13880631137008,,,,,,,,,
51,1999-04-14 14:55:51+00:00,182.56937407424132,169.77289153691692,165.19307278688092,157.88106281058077,139.4935144478059,137.22577682885372,144.44659208771805,147.19773407480338,157.5389236652757,158.96937499671253,147.7853047352328,138.54932436984663,133.8145228012178,139.04141860520036,135.046746921034,138.50454886302967
52,1999-08-13 14:48:34+00:00,,,,,,,,,,,,,,,,
53,2000-01-04 14:46:01+00:00,199.7745235188916,199.8732459723033,188.92603681171917,179.71236753900826,160.9777824013546,157.88328462720818,161.52209207888174,170.9011390701906,185.46426689932377,185.41072043437134,171.65715060162324,158.78146193219942,155.34534626607487,156.64955137008621,155.50793840548027,169.59104490628283
54,2000-03-31 14:51:32+00:00,183.16210064918897,180.5326388936806,168.89190732973498,162.28452988010346,143.81265957215368,144.09460184814765,142.98330386596848,151.94855935688193,161.88350155577174,160.08249478290003,147.42630219422813,140.5104172571008,136.5378426203451,139.69592517140381,132.08006331047622,154.35643623860486
55,2000-04-25 14:46:07+00:00,,,145.57789998035517,,,,,,,,,,,,,
56,2000-05-02 14:52:36+00:00,,,,,,,,,,,,,,,,
57,2000-05-11 14:46:40+00:00,,,,,,,,,,,,,,,,
58,2000-05-27 14:46:50+00:00,,,,,,,,,,,,,,,,
59,2000-06-12 14:47:15+00:00,,,,,,,,,,,,,,,,
60,2000-08-15 14:48:35+00:00,,,,,,,,,,,,,,,,
61,2000-08-31 14:48:56+00:00,,,,,,,,,,,,,,,,
62,2000-09-16 14:49:11+00:00,,,,,,,,,,,,,,,,
63,2000-12-28 14:56:49+00:00,,,,,,,,,,,,,,,,
64,2001-02-07 14:50:58+00:00,,,,,,,,,,,,,,,,
65,2001-02-22 15:07:30+00:00,206.70269626360198,193.02407230514274,178.35988738348365,181.04988006088854,164.61065127206444,164.9040093898771,165.9658493324559,171.71241661738503,180.2264858330198,180.67694373072817,168.3249760140572,159.91926636776316,157.2321617911291,158.20328244534483,156.4019489147513,163.92025604521896
66,2001-04-03 14:57:08+00:00,187.32447947833228,172.98714247388847,165.3861410633121,164.58042526732723,147.97695768671747,146.59941328459564,147.00211382370895,156.46166588472812,162.11000411862017,164.29294978671572,152.0175134149015,141.36125551966742,141.97500317151645,141.25485706048823,136.88578054518035,146.27903784682218
67,2001-04-11 15:07:14+00:00,190.2780411180508,172.6932281312623,161.50215898196643,159.15741131757488,139.3178871907165,140.41572777560313,148.32973191967497,157.47173018734458,166.21439847305257,165.12230161534058,154.26508916277896,143.602173962666,142.18426185083726,143.1959458611533,141.8673224293694,150.59574811940053
68,2001-12-23 15:05:49+00:00,194.83972009685192,188.38277885512147,170.78541497244214,172.5293158881799,161.66021404493625,156.76325688425192,162.44320687439068,173.62270933308818,173.7291917339977,176.3756321049146,164.51693989708514,153.82321530198203,151.03967188148053,156.24053001834346,153.1584722054863,159.06753013573785
69,2002-01-08 15:05:52+00:00,,,,,197.1048533591798,,,,,,,,,,,
70,2002-02-09 15:06:02+00:00,207.4837124242976,203.33189267754565,187.47188914030093,175.84612946114623,157.18699226004276,162.19832340671414,167.14987665267336,176.2096647960538,179.5640631994143,180.01490762896336,167.11565194215058,157.22595257616626,155.71695117564065,155.005761922572,155.72805202828084,160.7617998899304
71,2002-03-29 15:05:56+00:00,183.36054100010702,172.35920797787279,162.55486158094524,164.01400893383624,147.53437516856206,147.34873322308889,146.10179854788382,156.13918750408595,157.86230139600443,163.31911704053715,151.31128447088594,142.0029522285967,142.92960392746946,142.3191793587945,141.31406884685407,146.23610363093317
72,2002-06-01 15:05:45+00:00,,,,,,,,,,,,,,,,
73,2002-12-26 15:05:28+00:00,195.70503416722744,189.5610819429471,174.3232154621441,173.39393712120972,155.2571321892304,160.8687869562524,166.67358204636173,174.28553622123775,177.15959180591918,177.50270430197648,161.9594232539578,159.4527855441922,153.93385951248567,158.69965299917567,156.02322183153288,164.18562171475352
74,2003-01-27 15:05:37+00:00,,,,,,,,,,,,,,,,
75,2003-02-12 15:05:48+00:00,,,,,,,,,,,,,,,,
76,2003-02-28 15:05:49+00:00,206.19114896386748,196.31814684351087,188.3689287187758,176.0009862108062,160.15783794315757,162.86389393535245,163.85713112695947,175.3251032414683,177.47137568963825,180.84551968406498,166.25706291885055,155.53100276933202,153.40629449337493,153.33289338795797,152.43779038464902,165.57048375499156
77,2003-04-01 15:05:51+00:00,189.0953468309931,182.25320168590423,170.5026900268041,171.21741397996624,152.28285700962454,152.3483859944264,152.19515773250785,157.63121170510013,169.16247408584243,169.749065985484,158.0750682382071,151.05088537755296,147.8022418964,146.23173940866613,141.78784784751272,156.3458023003053
78,2003-07-07 14:47:14+00:00,,,,,,,,,,,,,,,,
79,2003-09-09 14:48:21+00:00,,,,,,,,,,,,,,,,
80,2003-10-26 15:05:30+00:00,199.3139611431236,186.6329977399334,175.40116893350964,174.0115145931088,,,,,,,168.5829041410747,153.22791609452187,149.45377448242064,149.05592627062066,148.57114624807798,149.41085803284926
81,2003-11-19 14:55:30+00:00,230.9827425948066,218.3386609999873,212.41966865050819,,,,,,,,202.58175164884744,191.53045991385198,,,,
82,2003-12-30 14:49:41+00:00,,,,,,,,,,,,,,,,
83,2004-02-23 14:56:06+00:00,181.46180829481182,169.1057474309175,157.83321917887588,165.81643335883473,162.0517073659247,161.01189803539785,162.2643729666035,167.9917242827927,173.88575835051307,174.7547988843192,157.39989590061512,142.14813420077115,138.26408748476842,141.762964996842,137.22498193180527,152.9761726150876
84,2004-03-10 14:56:11+00:00,178.97333136861766,163.28284214886583,156.74755611162948,172.43012410774998,155.2430547328692,152.24146865592007,155.0918753104449,163.20710013011038,165.02764168880975,167.34172607008526,140.53195193091807,131.65610033510853,131.9167414627181,134.44420279520546,132.60503540181276,144.12255481131893
85,2004-03-26 14:56:13+00:00,192.88746367449176,170.23616904704113,157.17744652633314,155.2476990683385,141.6763841210715,137.65728867841085,138.36800585064194,157.72893865799617,168.59247554365845,171.65336292846973,163.5179943188754,145.95912210768833,145.6911252349077,147.87412171511022,142.78722679202247,154.46620236084453
86,2004-07-09 14:53:07+00:00,,,,,,,,,,,,,,,,
87,2004-11-05 15:02:03+00:00,,,,,,,,,,,,,,,,
88,2004-12-07 15:02:40+00:00,207.608211312405,197.69034657169027,185.24532395764442,181.08039992105856,158.77391161588133,157.17592904937771,162.37660287729656,170.94316104077643,176.10459347973506,175.03383433208108,164.00702492038474,162.5229900071189,158.26130346615696,162.16079379043572,164.69809547761616,164.08503744321334
89,2005-03-05 15:06:49+00:00,,172.9929802428628,164.73171299537012,161.79338962638107,147.80130971312235,147.18117142572365,151.16247021891,157.38692410491376,163.9067623679494,167.0941482100847,,,,,139.5239061576323,147.2535454528453
90,2005-03-29 15:04:11+00:00,188.35125233909028,179.17097523619574,162.40384110587942,161.25772183749166,144.3759553726396,144.48908908543936,148.13760448045136,151.108848407528,169.35487595425423,172.5626712751668,159.3807023288119,149.30796684994397,147.7290741305457,149.87483552097805,150.5217931897614,157.95671205070806
91,2005-04-14 15:04:14+00:00,187.89144643738126,178.00249793031333,163.21210788141192,167.30802579433657,153.56684782160642,150.19357575971657,150.1598594277553,150.99822298240306,160.37611933606465,162.4913728206056,153.30447562755748,145.17223480062242,137.01184221836795,147.95524215064407,144.99638532896108,154.80464239655583
92,2005-07-28 14:58:50+00:00,,,,,,,,,,,,,,,,
93,2005-10-16 14:58:59+00:00,,,,,,,,,,,,,,,,
94,2005-11-24 15:05:44+00:00,,,,,,,,,,,,,,,,
95,2006-01-27 15:07:14+00:00,199.76581530602257,196.53456528420045,175.58700972930262,167.74309139606697,150.2270026894239,150.94158991074983,154.54217386949574,163.7655379262179,166.36753416710835,174.39009515067988,160.65351206930086,149.1167722743702,144.69028808475582,148.00517802911267,143.43338067951723,151.19907481935763
96,2006-04-25 15:07:09+00:00,,,,,152.58943101599277,153.3282674462156,153.43042416132573,164.16649470608797,167.45603386006186,170.58542677020117,158.56612646892972,148.29864918476414,143.02602000461502,,,
97,2006-05-03 15:09:05+00:00,176.05268798669394,166.53735726636756,162.67720774908307,160.86318108886934,140.91259003914055,141.50804635954492,144.27474069099907,146.74457021970352,156.39632316637534,162.7161165204403,155.98870149141334,145.56629208718886,141.112122632401,141.00947331017335,142.53196979667956,146.61629526583175
98,2006-09-17 15:04:47+00:00,,,,,,,,,,,,,,,,
99,2006-10-03 15:04:58+00:00,,,,,,,,,,,,,,,,
100,2006-10-19 15:05:08+00:00,,,,,,,,,,,,,,,,
101,2007-01-07 15:05:47+00:00,,170.695374990961,128.64011491571114,134.1731638417195,124.11902886984738,,177.78373481183053,,,,,,,,,
102,2007-01-30 15:12:05+00:00,199.67712023953442,194.1828631588661,181.58509262247014,178.2263385489214,162.68464555558904,163.0937322114209,171.5086496801618,175.4621263083623,180.16966639270555,174.88410242875537,159.76122189071972,148.18647928221156,146.59904578222626,154.16776910556644,155.98674595170198,153.89534479351045
103,2007-02-15 15:12:06+00:00,199.79613891514353,192.08545281677422,166.82386844036304,172.32296520482305,156.18548953711962,157.34924901650973,161.43319794349762,171.6922419428617,174.81515975557113,173.3526011211655,158.65374820041228,150.2663185237049,145.75678312834373,150.2988450795902,145.40575663133592,155.29279648116034
104,2007-02-24 15:05:55+00:00,184.0892468255984,167.49264103789793,159.89415257560944,158.04957552895206,150.93814114193526,154.30290673257394,155.05929145888098,164.17862862084723,166.09148759693207,165.4030439303956,150.94358855759418,142.39811984612567,139.5514801699979,141.02242400657735,133.66150150020192,147.67480781964508
105,2007-03-03 15:12:06+00:00,199.55299419833938,188.10736793998655,181.97257121556504,163.5715124509671,152.1190430659479,150.12429289380395,153.92678872359534,159.64162358414538,163.35998582391522,171.37615560307302,165.1018413585531,155.88660801134148,149.18101788553327,148.47523905934997,149.90292691223797,153.06186381627464
106,2007-03-12 15:05:53+00:00,,,,,,,,,,,,,,,,
107,2007-03-19 15:12:03+00:00,196.4850374106025,183.2774973136584,169.11900260110303,170.67915108879689,154.79854986425386,152.58728061296466,151.10526583250808,162.93259386575664,167.3055417195497,166.28901929871233,155.99056715790388,145.16443010102844,146.49181852609865,147.29440699005522,139.66384202391805,153.8942490668346
108,2007-03-28 15:05:50+00:00,183.4082315913392,174.1452951526874,163.31131525594503,159.94791821240628,145.13321209809618,147.0646602481335,153.74816038558237,162.37650936260104,165.81397854569917,162.4057353463806,152.0481553175057,143.4684616771471,140.2454571169314,140.33449496803502,136.27756895754243,146.84127441149866
109,2007-04-13 15:05:45+00:00,,,,,,,,,,,,,,,,
110,2007-04-20 15:11:53+00:00,180.64595440466383,171.3453509677222,160.8468213260535,159.18658556505696,145.80652536167395,143.07003994858204,152.56081973966377,162.0222781939553,168.3407702203546,170.50991397894552,157.10113283150312,144.59597847771158,143.71208115624884,142.14511732332193,136.43653231141326,144.8375155924374
111,2007-04-29 15:05:38+00:00,,,,,,,,,,,,,,,,
