dates,nzd0021-0000,nzd0021-0001,nzd0021-0002,satname
1999-08-17 22:10:26+00:00,365.60,360.01,,L7
1999-10-04 22:10:38+00:00,377.40,375.99,377.12,L7
2000-02-09 22:10:19+00:00,,,366.46,L7
2000-03-28 22:10:07+00:00,371.16,371.91,376.49,L7
2000-04-29 22:09:53+00:00,374.08,371.61,375.14,L7
2000-05-15 22:09:42+00:00,363.19,361.55,361.85,L7
2000-08-19 22:08:38+00:00,342.41,319.74,,L7
2000-09-20 22:08:03+00:00,347.24,343.70,362.82,L7
2000-10-06 22:07:59+00:00,367.88,359.44,374.37,L7
2001-01-26 22:08:07+00:00,371.71,358.53,371.33,L7
2001-03-15 22:07:52+00:00,371.28,356.39,371.17,L7
2001-04-16 22:07:42+00:00,366.96,355.68,370.53,L7
2001-06-03 22:07:16+00:00,,354.79,364.88,L7
2001-09-07 22:06:11+00:00,353.52,338.82,364.10,L7
2001-11-26 22:06:09+00:00,352.37,340.75,357.59,L7
2002-02-14 22:06:29+00:00,378.33,358.92,368.04,L7
2002-03-18 22:06:22+00:00,378.95,371.85,378.83,L7
2002-04-03 22:06:21+00:00,374.59,368.32,372.81,L7
2002-11-13 22:05:30+00:00,375.14,365.98,375.92,L7
2003-01-16 22:06:02+00:00,374.48,373.93,369.49,L7
2003-04-06 22:06:21+00:00,378.33,371.62,373.36,L7
2003-05-24 22:06:17+00:00,363.99,359.67,363.48,L7
2004-01-19 22:06:35+00:00,383.20,375.14,382.95,L7
2004-04-08 22:06:49+00:00,,,379.17,L7
2004-04-16 21:57:19+00:00,370.82,362.23,364.89,L5
2004-05-18 21:58:14+00:00,360.45,350.35,364.63,L5
2004-06-11 22:06:38+00:00,,373.65,377.56,L7
2004-07-13 22:06:34+00:00,,,359.54,L7
2004-07-29 22:06:27+00:00,,357.05,369.75,L7
2004-11-02 22:06:28+00:00,379.54,370.81,369.14,L7
2004-11-10 22:02:36+00:00,344.96,346.05,352.57,L5
2004-12-04 22:06:44+00:00,374.77,374.93,,L7
2005-01-13 22:03:41+00:00,377.94,368.05,380.51,L5
2005-01-21 22:06:59+00:00,385.69,375.43,379.44,L7
2005-02-06 22:07:07+00:00,,,349.48,L7
2005-02-14 22:04:09+00:00,377.57,374.09,382.20,L5
2005-02-22 22:07:14+00:00,,351.86,359.19,L7
2005-04-03 22:04:40+00:00,384.59,375.48,373.54,L5
2005-04-19 22:04:43+00:00,370.24,365.41,372.36,L5
2005-06-06 22:05:05+00:00,379.78,376.94,381.46,L5
2005-06-14 22:07:02+00:00,,,368.52,L7
2005-06-30 22:06:59+00:00,,364.50,366.75,L7
2005-08-01 22:06:59+00:00,,360.38,369.36,L7
2005-08-09 22:05:35+00:00,351.68,344.34,355.45,L5
2005-09-02 22:06:46+00:00,363.71,357.87,364.23,L7
2005-09-18 22:06:39+00:00,364.88,353.28,372.54,L7
2005-09-26 22:05:42+00:00,376.65,375.78,376.20,L5
2005-11-21 22:07:07+00:00,369.86,356.45,367.26,L7
2005-12-23 22:07:15+00:00,,375.54,383.16,L7
2006-01-08 22:07:25+00:00,379.94,373.55,380.43,L7
2006-02-09 22:07:38+00:00,376.87,373.73,379.39,L7
2006-02-17 22:08:11+00:00,372.78,360.87,367.95,L5
2006-03-13 22:07:41+00:00,366.02,354.80,362.60,L7
2006-06-17 22:07:34+00:00,359.55,351.25,367.13,L7
2006-06-25 22:10:20+00:00,356.75,350.21,367.57,L5
2006-07-03 22:07:28+00:00,,,362.15,L7
2006-07-19 22:07:20+00:00,,346.42,356.39,L7
2006-07-27 22:10:47+00:00,366.76,361.19,374.08,L5
2006-11-24 22:07:37+00:00,388.07,383.88,385.36,L7
2006-12-02 22:12:34+00:00,,332.47,330.63,L5
2006-12-10 22:07:44+00:00,400.29,,,L7
2007-02-12 22:08:00+00:00,359.07,352.66,,L7
2007-02-28 22:08:05+00:00,,355.17,356.91,L7
2007-05-03 22:08:02+00:00,387.34,382.66,,L7
2007-07-22 22:07:45+00:00,,358.45,368.48,L7
2007-08-07 22:07:40+00:00,357.84,355.54,366.95,L7
2007-09-24 22:07:22+00:00,,361.66,351.67,L7
2007-10-02 22:10:31+00:00,348.88,339.61,366.00,L5
2007-10-10 22:07:19+00:00,,,356.23,L7
2007-11-27 22:07:48+00:00,365.24,349.04,368.79,L7
2007-12-29 22:07:56+00:00,372.04,355.42,,L7
2008-03-18 22:07:44+00:00,355.50,344.71,359.35,L7
2008-08-09 22:06:47+00:00,366.05,356.36,365.41,L7
2008-09-10 22:06:32+00:00,,,359.87,L7
2008-09-26 22:06:23+00:00,377.97,,375.61,L7
2008-10-12 22:06:13+00:00,365.73,355.33,363.43,L7
2008-11-13 22:06:43+00:00,368.50,,,L7
2008-11-21 22:01:05+00:00,353.25,346.94,355.95,L5
2008-11-29 22:06:55+00:00,375.03,355.63,368.66,L7
2008-12-15 22:07:05+00:00,344.24,327.45,351.52,L7
2008-12-31 22:07:13+00:00,380.66,365.28,377.50,L7
2009-02-17 22:07:31+00:00,363.48,351.88,,L7
2009-03-21 22:07:47+00:00,371.62,369.08,375.51,L7
2009-06-09 22:08:01+00:00,,347.34,361.24,L7
2009-09-13 22:07:45+00:00,352.70,346.71,360.75,L7
2009-10-15 22:07:44+00:00,357.56,346.70,367.92,L7
2010-01-27 22:08:26+00:00,373.94,365.80,374.65,L5
2010-02-04 22:09:23+00:00,355.54,351.72,361.92,L7
2010-02-12 22:08:30+00:00,375.51,369.05,376.67,L5
2010-02-20 22:09:33+00:00,375.42,362.20,374.25,L7
2010-03-08 22:09:41+00:00,369.75,365.11,372.60,L7
2010-03-24 22:09:46+00:00,376.61,367.62,377.55,L7
2010-04-09 22:09:48+00:00,364.43,367.73,371.13,L7
2010-06-28 22:09:46+00:00,370.88,362.10,369.54,L7
2010-07-14 22:09:48+00:00,348.34,,370.97,L7
2010-10-02 22:09:49+00:00,385.46,,,L7
2011-01-06 22:10:49+00:00,367.15,359.72,376.04,L7
2011-01-14 22:07:31+00:00,363.48,363.55,367.98,L5
2011-02-23 22:11:05+00:00,,356.32,362.70,L7
2011-03-11 22:11:09+00:00,,,377.08,L7
2011-04-12 22:11:12+00:00,367.87,370.79,376.40,L7
2011-05-30 22:11:11+00:00,358.20,352.19,363.85,L7
2011-07-17 22:11:06+00:00,359.26,355.23,,L7
2011-08-02 22:11:02+00:00,,,353.57,L7
2011-08-18 22:10:59+00:00,366.11,352.00,366.72,L7
2011-10-21 22:10:56+00:00,367.41,,393.78,L7
2012-01-25 22:11:35+00:00,365.98,364.07,372.82,L7
2012-02-10 22:11:42+00:00,363.39,,,L7
2012-03-13 22:11:42+00:00,359.92,354.11,362.88,L7
2012-04-30 22:12:02+00:00,363.57,357.05,369.77,L7
2012-05-16 22:12:19+00:00,365.30,359.96,,L7
2012-06-01 22:11:59+00:00,365.38,,,L7
2012-10-23 22:13:24+00:00,368.96,360.15,370.25,L7
2013-01-11 22:13:44+00:00,375.63,364.24,374.49,L7
2013-01-27 22:13:47+00:00,,,350.10,L7
2013-03-16 22:13:42+00:00,,,367.69,L7
2013-05-03 22:13:30+00:00,380.54,367.92,357.95,L7
2013-05-11 22:19:31+00:00,363.74,357.43,363.77,L8
2013-05-19 22:13:27+00:00,368.73,366.62,374.91,L7
2013-06-04 22:13:16+00:00,347.61,344.80,355.14,L7
2013-06-20 22:13:13+00:00,358.94,360.07,369.05,L7
2013-06-28 22:19:33+00:00,361.73,352.78,362.98,L8
2013-07-06 22:13:02+00:00,353.38,353.02,,L7
2013-07-14 22:19:34+00:00,364.68,350.76,363.34,L8
2013-08-23 22:12:58+00:00,364.73,360.23,373.81,L7
2013-08-31 22:19:38+00:00,360.62,353.10,369.74,L8
2014-01-06 22:18:54+00:00,378.33,362.06,372.43,L8
2014-02-23 22:18:20+00:00,367.15,356.78,363.99,L8
2014-03-27 22:17:50+00:00,364.13,366.19,371.44,L8
2014-04-12 22:17:37+00:00,361.20,355.09,364.23,L8
2014-05-14 22:17:08+00:00,367.47,360.99,373.69,L8
2014-05-30 22:17:11+00:00,351.41,354.25,364.67,L8
2014-07-01 22:17:22+00:00,374.39,362.38,376.22,L8
2014-07-17 22:17:28+00:00,340.75,331.91,362.15,L8
2014-09-19 22:17:42+00:00,351.93,352.38,365.72,L8
2015-01-25 22:17:32+00:00,362.05,349.68,360.46,L8
2015-06-02 22:16:44+00:00,362.24,350.62,361.03,L8
2015-07-04 22:17:02+00:00,380.55,366.86,375.93,L8
2015-07-20 22:17:10+00:00,376.34,367.21,379.70,L8
2015-08-05 22:17:13+00:00,370.08,356.57,367.20,L8
2015-10-08 22:17:36+00:00,374.53,369.95,377.13,L8
2015-10-24 22:17:40+00:00,373.00,366.08,371.72,L8
2015-12-11 22:17:42+00:00,380.46,377.88,376.63,L8
2015-12-27 22:17:43+00:00,383.44,367.27,374.99,L8
2016-01-12 22:17:40+00:00,381.60,363.39,374.32,L8
2016-04-17 22:17:09+00:00,363.96,353.35,367.41,L8
2016-09-24 22:17:49+00:00,364.13,361.22,368.83,L8
2016-10-10 22:17:54+00:00,375.15,370.03,380.71,L8
2017-01-30 22:17:38+00:00,387.08,371.95,383.78,L8
2017-03-03 22:17:25+00:00,380.91,373.97,386.32,L8
2017-04-20 22:16:59+00:00,,,380.12,L8
2017-06-07 22:17:15+00:00,370.69,371.08,379.58,L8
2017-07-09 22:17:23+00:00,,360.41,373.85,L8
2017-08-10 22:17:37+00:00,381.45,362.84,377.20,L8
2017-10-29 22:17:53+00:00,364.90,364.08,372.54,L8
2017-11-30 22:17:44+00:00,362.50,361.26,367.83,L8
2018-02-18 22:17:22+00:00,379.27,,,L8
2018-03-06 22:17:14+00:00,397.56,360.05,372.90,L8
2018-04-23 22:16:49+00:00,370.97,370.82,375.61,L8
2018-05-09 22:16:40+00:00,372.75,371.49,375.86,L8
2018-06-26 22:16:36+00:00,364.98,361.09,365.60,L8
2018-07-12 22:16:44+00:00,368.79,362.31,368.42,L8
2018-11-17 22:17:31+00:00,375.78,372.58,375.62,L8
2018-12-19 22:17:28+00:00,371.21,368.45,374.18,L8
2019-01-04 22:17:27+00:00,376.91,375.32,375.24,L8
2019-02-05 22:17:21+00:00,381.17,374.05,385.65,L8
2019-03-25 22:17:09+00:00,381.29,372.70,387.83,L8
2019-04-26 22:16:59+00:00,380.74,,,L8
2019-05-28 22:17:17+00:00,377.35,374.49,379.84,L8
2019-11-04 22:17:58+00:00,376.38,374.80,378.73,L8
2019-11-20 22:17:54+00:00,375.00,372.73,377.39,L8
2019-12-22 22:17:51+00:00,363.35,366.42,372.51,L8
2020-02-08 22:17:38+00:00,387.56,381.84,386.46,L8
2020-02-24 22:17:35+00:00,391.25,387.54,391.70,L8
2020-03-11 22:17:28+00:00,387.90,390.12,383.44,L8
2020-03-27 22:17:20+00:00,393.22,390.20,386.44,L8
2020-07-01 22:17:22+00:00,365.39,369.46,378.85,L8
