dates,sar1305-0000,sar1305-0001,sar1305-0002,satname
1984-08-26 09:36:33+00:00,221.21,,,L5
1985-01-10 09:30:39+00:00,251.14,138.35,,L5
1985-03-15 09:30:46+00:00,253.0,139.45,,L5
1985-06-19 09:30:26+00:00,254.96,145.15,,L5
1985-06-26 09:36:35+00:00,266.05,135.59,253.87,L5
1985-08-13 09:36:12+00:00,251.28,142.64,271.3,L5
1985-08-22 09:29:56+00:00,265.82,138.66,274.6,L5
1986-04-19 09:25:41+00:00,251.35,143.83,271.07,L5
1986-05-05 09:25:17+00:00,266.19,133.88,271.11,L5
1986-09-17 09:27:01+00:00,207.67,131.45,296.6,L5
1987-03-21 09:22:26+00:00,208.57,131.13,,L5
1987-04-06 09:23:00+00:00,210.2,131.01,310.75,L5
1987-04-29 09:29:54+00:00,252.72,143.21,254.12,L5
1988-05-17 09:36:55+00:00,251.22,133.82,253.96,L5
1988-07-29 09:31:06+00:00,266.39,148.48,255.28,L5
1988-12-11 09:36:57+00:00,253.17,131.73,253.93,L5
1989-07-16 09:27:43+00:00,206.45,131.57,,L5
1989-08-01 09:27:23+00:00,208.05,139.76,253.17,L5
1989-09-09 09:32:39+00:00,201.03,141.95,,L5
1990-07-19 09:20:25+00:00,266.48,133.35,251.62,L5
1990-08-11 09:26:31+00:00,244.45,140.91,296.08,L5
1990-10-07 09:19:54+00:00,253.25,134.21,271.2,L5
1991-07-22 09:23:46+00:00,217.28,123.91,295.94,L5
1991-08-07 09:23:52+00:00,280.81,138.24,252.79,L5
1991-08-30 09:30:13+00:00,241.8,132.93,274.53,L5
1991-11-11 09:24:33+00:00,202.87,135.98,251.54,L5
1991-11-27 09:24:41+00:00,235.69,134.37,271.06,L5
1992-04-19 09:24:18+00:00,251.65,131.75,272.95,L5
1992-05-12 09:30:15+00:00,251.59,124.82,270.67,L5
1992-05-28 09:30:06+00:00,266.28,136.58,273.08,L5
1992-06-13 09:29:55+00:00,265.88,130.94,275.46,L5
1992-06-29 09:29:44+00:00,,138.36,235.64,L5
1992-07-31 09:29:20+00:00,265.95,132.44,270.46,L5
1992-09-01 09:28:50+00:00,254.47,130.54,256.72,L5
1992-11-20 09:27:30+00:00,260.08,147.15,,L5
1993-02-17 09:22:18+00:00,,140.42,274.05,L5
1993-04-06 09:22:36+00:00,,133.54,252.55,L5
1993-05-08 09:22:49+00:00,251.15,140.62,277.15,L5
1993-07-18 09:28:56+00:00,241.33,132.67,271.2,L5
1993-07-27 09:22:44+00:00,208.43,130.38,271.63,L5
1994-03-08 09:21:04+00:00,259.68,128.63,273.63,L5
1994-03-24 09:20:50+00:00,266.28,133.52,273.52,L5
1994-04-09 09:20:32+00:00,251.43,139.52,278.63,L5
1994-06-19 09:25:22+00:00,,134.55,254.34,L5
1994-07-14 09:18:32+00:00,266.11,139.12,274.57,L5
1994-07-30 09:18:04+00:00,265.75,136.7,273.29,L5
1994-08-22 09:23:41+00:00,265.71,133.65,252.37,L5
1994-11-03 09:15:21+00:00,253.71,143.25,276.16,L5
1995-04-12 09:09:25+00:00,,143.36,256.69,L5
1995-05-30 09:07:16+00:00,252.4,102.98,,L5
1995-07-08 09:11:41+00:00,255.14,134.78,254.46,L5
1995-09-10 09:08:43+00:00,266.48,130.35,254.0,L5
1996-03-04 09:13:10+00:00,,140.67,273.08,L5
1996-03-29 09:08:37+00:00,,,279.93,L5
1996-05-07 09:17:10+00:00,282.63,,296.0,L5
1996-05-16 09:11:30+00:00,265.84,141.62,277.81,L5
1996-07-19 09:14:58+00:00,266.64,137.37,251.51,L5
1996-07-26 09:21:31+00:00,266.5,127.63,235.11,L5
1996-09-21 09:18:24+00:00,251.23,134.44,254.07,L5
1996-10-23 09:20:04+00:00,,136.29,256.42,L5
1997-02-12 09:25:17+00:00,250.56,146.17,253.81,L5
1997-04-24 09:34:10+00:00,265.71,136.39,252.83,L5
1997-05-19 09:28:50+00:00,265.84,139.82,251.99,L5
1997-06-04 09:29:25+00:00,265.8,132.07,257.34,L5
1997-06-20 09:29:57+00:00,257.0,,273.31,L5
1997-07-06 09:30:31+00:00,266.33,,275.84,L5
1997-08-23 09:32:05+00:00,251.66,137.92,253.46,L5
1997-08-30 09:38:29+00:00,281.32,152.49,271.18,L5
1997-11-18 09:40:37+00:00,,136.26,252.38,L5
1998-02-15 09:36:29+00:00,,135.06,,L5
1998-05-13 09:43:56+00:00,252.7,125.15,255.64,L5
1998-07-16 09:44:47+00:00,265.7,116.79,270.92,L5
1998-08-17 09:45:00+00:00,250.9,141.7,275.91,L5
1998-10-04 09:45:22+00:00,256.78,139.94,276.31,L5
1999-03-22 09:39:15+00:00,250.91,140.27,274.14,L5
1999-04-23 09:39:04+00:00,265.7,138.06,273.93,L5
1999-07-03 09:44:19+00:00,243.23,143.54,271.23,L5
1999-07-12 09:38:05+00:00,265.67,138.13,257.42,L5
1999-08-05 09:53:16+00:00,248.27,222.41,262.55,L7
1999-08-12 09:59:25+00:00,228.0,228.26,264.08,L7
1999-08-21 09:53:13+00:00,228.0,222.9,262.63,L7
1999-08-28 09:59:28+00:00,228.01,228.31,263.17,L7
1999-09-13 09:59:23+00:00,213.31,225.17,264.69,L7
1999-09-22 09:53:17+00:00,217.54,224.06,264.56,L7
1999-09-29 09:59:32+00:00,213.41,222.06,260.46,L7
1999-09-30 09:36:52+00:00,,,248.7,L5
1999-10-15 09:59:30+00:00,213.5,228.35,265.92,L7
1999-10-31 09:59:25+00:00,243.24,223.02,260.6,L7
1999-11-08 09:42:30+00:00,,,237.7,L5
1999-11-09 09:53:16+00:00,228.28,233.32,262.44,L7
1999-11-16 09:59:25+00:00,228.43,223.7,262.57,L7
1999-12-02 09:59:20+00:00,198.47,221.93,242.86,L7
1999-12-11 09:53:17+00:00,197.44,234.49,,L7
1999-12-18 09:59:28+00:00,,223.03,264.13,L7
1999-12-27 09:53:09+00:00,198.24,232.48,,L7
2000-01-03 09:59:21+00:00,213.08,233.16,264.17,L7
2000-02-04 09:59:18+00:00,198.27,222.59,,L7
2000-02-13 09:53:05+00:00,245.7,230.66,263.64,L7
2000-02-20 09:59:11+00:00,216.72,228.25,272.27,L7
2000-02-29 09:52:59+00:00,243.69,228.24,263.21,L7
2000-03-07 09:59:06+00:00,245.77,228.34,264.96,L7
2000-03-08 09:33:45+00:00,251.11,,252.45,L5
2000-03-16 09:52:55+00:00,217.67,230.61,,L7
2000-04-01 09:52:52+00:00,,222.09,263.44,L7
2000-04-24 09:58:51+00:00,,228.33,264.21,L7
2000-05-03 09:52:36+00:00,213.76,224.6,265.17,L7
2000-05-18 09:42:19+00:00,265.64,,256.11,L5
2000-05-19 09:52:25+00:00,228.2,226.44,264.28,L7
2000-06-04 09:52:13+00:00,228.35,225.92,241.39,L7
2000-06-20 09:52:10+00:00,228.29,224.98,265.39,L7
2000-06-27 09:58:13+00:00,243.17,221.53,263.67,L7
2000-07-13 09:58:00+00:00,206.33,230.27,264.52,L7
2000-07-22 09:51:40+00:00,,222.56,265.99,L7
2000-07-29 09:57:43+00:00,213.71,224.31,,L7
2000-08-07 09:51:26+00:00,228.16,225.37,264.75,L7
2000-08-23 09:51:20+00:00,227.99,228.34,264.37,L7
2000-08-30 09:57:26+00:00,228.21,221.38,235.41,L7
2000-09-15 09:57:07+00:00,213.58,239.71,265.57,L7
2000-09-16 09:38:35+00:00,206.81,,274.02,L5
2000-10-01 09:56:58+00:00,205.97,215.82,,L7
2000-10-10 09:50:42+00:00,258.09,228.38,,L7
2000-10-17 09:56:41+00:00,258.17,228.32,264.76,L7
2000-12-05 09:39:36+00:00,247.45,,253.72,L5
2000-12-13 09:50:44+00:00,201.89,243.31,,L7
2001-01-14 09:50:50+00:00,194.56,228.3,,L7
2001-02-06 09:56:56+00:00,198.81,228.3,258.92,L7
2001-02-14 09:46:32+00:00,235.58,,253.15,L5
2001-03-11 09:40:27+00:00,266.01,,273.35,L5
2001-03-19 09:50:34+00:00,,228.27,262.24,L7
2001-04-04 09:50:23+00:00,,236.09,265.7,L7
2001-05-13 09:56:27+00:00,258.41,221.25,243.32,L7
2001-05-29 09:56:18+00:00,198.15,231.48,263.93,L7
2001-06-07 09:49:59+00:00,215.78,228.27,259.7,L7
2001-06-14 09:56:07+00:00,243.63,228.3,,L7
2001-06-23 09:49:46+00:00,213.78,228.26,267.61,L7
