dates,sar2173-0000,sar2173-0001,sar2173-0002,sar2173-0003,sar2173-0004,sar2173-0005,sar2173-0006,satname
1984-04-13 09:27:07+00:00,239.83,192.57,178.32,184.4,222.45,249.59,240.31,L5
1984-05-06 09:33:27+00:00,241.3,188.64,176.72,195.07,224.33,242.91,241.78,L5
1984-07-18 09:28:46+00:00,253.82,191.48,182.53,192.67,222.11,258.14,253.88,L5
1984-08-03 09:29:20+00:00,249.19,188.1,180.23,194.44,228.67,255.82,249.67,L5
1984-08-19 09:29:51+00:00,239.77,,,,,,239.62,L5
1984-09-11 09:36:14+00:00,244.51,188.86,172.66,185.51,230.78,255.24,244.57,L5
1984-09-20 09:30:04+00:00,249.69,183.09,175.9,185.61,226.68,261.25,250.17,L5
1984-10-22 09:30:00+00:00,248.94,187.01,177.38,194.07,229.39,260.62,249.42,L5
1984-11-07 09:29:53+00:00,246.48,183.89,177.22,195.39,226.54,256.17,246.95,L5
1984-12-09 09:29:58+00:00,251.77,187.55,183.39,195.07,218.3,258.04,252.24,L5
1985-02-02 09:36:09+00:00,247.94,180.1,170.86,187.92,223.35,255.75,248.42,L5
1985-02-11 09:30:23+00:00,243.72,185.28,174.72,185.01,216.1,252.88,244.19,L5
1985-04-23 09:35:59+00:00,241.09,207.21,,,,253.18,241.15,L5
1985-05-02 09:30:07+00:00,242.15,189.9,174.34,185.03,222.85,251.73,242.63,L5
1985-06-03 09:30:04+00:00,236.44,180.1,176.72,179.19,219.77,239.9,236.91,L5
1985-06-10 09:35:50+00:00,231.99,170.04,165.09,181.86,223.07,246.47,232.46,L5
1985-06-26 09:35:47+00:00,233.12,173.74,171.21,181.42,207.88,242.81,233.6,L5
1985-07-05 09:29:57+00:00,240.45,139.84,,,,,240.92,L5
1985-07-28 09:35:58+00:00,,,,,,248.0,,L5
1985-08-13 09:35:25+00:00,240.63,179.07,170.0,184.87,220.72,242.51,241.11,L5
1985-08-22 09:29:32+00:00,245.47,194.68,180.9,195.58,222.14,253.51,245.95,L5
1985-09-14 09:35:25+00:00,241.51,184.74,176.0,187.76,223.55,251.56,241.99,L5
1985-10-09 09:28:59+00:00,249.89,189.85,178.16,189.04,222.93,251.01,249.95,L5
1985-11-10 09:28:33+00:00,247.77,187.16,177.89,186.57,224.61,257.77,248.25,L5
1985-12-03 09:34:19+00:00,248.07,189.41,189.13,187.53,227.52,252.39,248.54,L5
1986-01-04 09:33:44+00:00,247.54,177.38,178.71,190.79,230.08,252.17,248.02,L5
1986-01-13 09:27:22+00:00,245.45,186.6,185.74,182.74,224.33,253.56,245.93,L5
1986-03-25 09:32:01+00:00,244.5,186.89,176.39,197.5,225.15,246.64,244.56,L5
1986-05-12 09:30:53+00:00,246.18,183.75,172.76,193.23,222.9,250.11,246.24,L5
1986-05-28 09:30:02+00:00,234.85,181.42,173.55,176.74,212.7,237.68,235.24,L5
1986-07-08 09:22:57+00:00,243.54,184.4,177.56,192.56,226.14,256.21,244.02,L5
1986-07-15 09:28:53+00:00,245.06,180.97,175.45,193.83,221.69,251.2,245.54,L5
1986-07-24 09:22:23+00:00,240.54,,,,,,241.01,L5
1986-07-31 09:27:55+00:00,243.28,180.38,168.59,183.58,220.77,252.48,243.75,L5
1986-08-16 09:27:20+00:00,248.58,185.7,178.8,199.53,226.88,257.31,249.06,L5
1986-09-17 09:26:37+00:00,244.52,187.18,175.15,182.96,225.82,247.51,245.0,L5
1986-10-12 09:19:38+00:00,247.33,186.31,155.45,160.35,195.25,222.02,247.81,L5
1986-12-22 09:24:45+00:00,276.92,202.42,200.5,199.54,,,276.61,L5
1987-01-16 09:19:41+00:00,246.72,184.71,170.51,181.81,224.58,260.24,247.2,L5
1987-02-17 09:20:35+00:00,245.31,187.85,179.19,188.48,217.01,252.11,245.79,L5
1987-03-21 09:22:02+00:00,253.11,187.2,179.48,196.26,225.38,256.05,253.39,L5
1987-04-06 09:22:36+00:00,243.01,185.36,171.34,,,,243.49,L5
1987-04-29 09:29:30+00:00,243.57,186.75,175.4,195.34,226.08,257.25,244.04,L5
1987-05-08 09:23:35+00:00,245.89,191.65,179.88,196.97,221.26,254.21,246.37,L5
1987-05-15 09:29:57+00:00,240.23,177.74,166.34,182.0,218.81,242.76,240.71,L5
1987-06-09 09:24:23+00:00,240.76,188.2,177.46,186.95,219.87,246.34,241.24,L5
1987-06-16 09:30:43+00:00,233.48,,,,,242.28,233.95,L5
1987-06-25 09:24:44+00:00,244.74,190.14,186.64,194.49,224.51,250.78,245.22,L5
1987-07-11 09:25:03+00:00,243.72,193.32,178.88,190.09,223.51,250.38,244.2,L5
1987-07-18 09:30:57+00:00,237.22,178.47,169.77,183.17,222.54,248.74,237.69,L5
1987-07-27 09:25:25+00:00,247.27,185.52,177.3,183.92,222.08,253.52,247.74,L5
1987-08-03 09:31:25+00:00,238.16,182.25,176.86,191.96,220.52,251.42,238.63,L5
1987-08-19 09:31:54+00:00,242.46,184.96,173.13,190.55,226.7,255.85,242.94,L5
1987-08-28 09:26:22+00:00,246.73,182.74,172.57,186.57,223.48,248.22,246.79,L5
1987-09-13 09:26:45+00:00,243.51,176.5,,,,,243.98,L5
1987-09-20 09:32:42+00:00,243.88,187.2,176.78,191.78,224.73,248.26,244.36,L5
1987-10-31 09:27:40+00:00,248.0,188.14,180.87,192.62,235.64,256.67,248.48,L5
1987-11-07 09:34:02+00:00,250.08,189.01,176.68,193.64,224.66,252.85,250.56,L5
1987-11-16 09:28:03+00:00,246.23,191.07,176.81,191.97,229.16,255.18,246.29,L5
1987-12-02 09:28:18+00:00,247.69,186.22,177.09,192.64,218.73,255.03,248.17,L5
1987-12-25 09:34:25+00:00,236.61,193.53,177.0,196.89,220.16,242.23,237.08,L5
1988-01-19 09:29:05+00:00,231.19,175.84,176.44,188.67,216.71,242.2,231.66,L5
1988-01-26 09:35:22+00:00,243.63,170.26,169.26,198.33,237.24,244.74,244.11,L5
1988-02-11 09:35:41+00:00,248.42,198.57,189.75,199.82,211.78,244.75,248.9,L5
1988-02-20 09:29:38+00:00,228.06,158.14,169.09,198.31,226.95,229.7,228.53,L5
1988-03-14 09:35:39+00:00,247.88,180.37,171.49,191.07,224.72,254.64,248.36,L5
1988-04-15 09:36:14+00:00,254.99,176.17,170.92,183.24,230.18,264.81,255.47,L5
1988-04-24 09:30:07+00:00,247.81,181.27,172.64,188.55,226.35,260.41,248.29,L5
