dates,satname,sar2173-0000,sar2173-0001,sar2173-0002,sar2173-0003,sar2173-0004,sar2173-0005,sar2173-0006
1984-04-13 09:27:07+00:00,L5,239.83,192.57,178.32,184.40,222.45,249.59,240.31
1984-05-06 09:33:27+00:00,L5,241.30,188.64,176.72,195.07,224.33,242.91,241.78
1984-05-31 09:27:59+00:00,L5,,,,,,,
1984-07-18 09:28:46+00:00,L5,253.82,191.48,182.53,192.67,222.11,258.14,253.88
1984-08-03 09:29:20+00:00,L5,249.19,188.10,180.23,194.44,228.67,255.82,249.67
1984-08-19 09:29:51+00:00,L5,239.77,78.23,,,,,239.62
1984-09-11 09:36:14+00:00,L5,244.51,188.86,172.66,185.51,230.78,255.24,244.57
1984-09-20 09:30:04+00:00,L5,249.69,183.09,175.90,185.61,226.68,261.25,250.17
1984-10-22 09:30:00+00:00,L5,248.94,187.01,177.38,194.07,229.39,260.62,249.42
1984-11-07 09:29:53+00:00,L5,246.48,183.89,177.22,195.39,226.54,256.17,246.95
1984-12-09 09:29:58+00:00,L5,251.77,187.55,183.39,195.07,218.30,258.04,252.24
1985-02-02 09:36:09+00:00,L5,247.94,180.10,170.86,187.92,223.35,255.75,248.42
1985-02-11 09:30:23+00:00,L5,243.72,185.28,174.72,185.01,216.10,252.88,244.19
1985-04-23 09:35:59+00:00,L5,241.09,207.21,47.48,19.87,398.86,253.18,241.15
1985-05-02 09:30:07+00:00,L5,242.15,189.90,174.34,185.03,222.85,251.73,242.63
1985-06-03 09:30:04+00:00,L5,236.44,180.10,176.72,179.19,219.77,239.90,236.91
1985-06-10 09:35:50+00:00,L5,231.99,170.04,165.09,181.86,223.07,246.47,232.46
1985-06-26 09:35:47+00:00,L5,233.12,173.74,171.21,181.42,207.88,242.81,233.60
1985-07-05 09:29:57+00:00,L5,240.45,139.84,,,,,240.92
1985-07-28 09:35:58+00:00,L5,138.40,276.10,241.50,101.70,83.66,248.00,138.00
1985-08-13 09:35:25+00:00,L5,240.63,179.07,170.00,184.87,220.72,242.51,241.11
1985-08-22 09:29:32+00:00,L5,245.47,194.68,180.90,195.58,222.14,253.51,245.95
1985-08-29 09:35:38+00:00,L5,,,,,,,
