,dates,jap0079-0000,jap0079-0001,jap0079-0002,jap0079-0003,jap0079-0004,jap0079-0005,jap0079-0006,jap0079-0007,jap0079-0008,jap0079-0009,jap0079-0010,jap0079-0011,jap0079-0012,jap0079-0013,jap0079-0014,jap0079-0015,jap0079-0016,jap0079-0017,jap0079-0018,jap0079-0019,jap0079-0020,jap0079-0021,jap0079-0022,jap0079-0023,jap0079-0024,jap0079-0025,jap0079-0026,jap0079-0027,jap0079-0028,jap0079-0029,jap0079-0030,jap0079-0031,jap0079-0032
0,1984-10-12 00:38:08+00:00,164.6054602357143,151.95848517899967,155.6256124525472,160.62273752081924,161.35185672621094,171.32788382373104,166.67696107391689,163.69919325057694,166.91676517137404,159.55804949789083,153.08347032912246,160.85258334228064,160.89556479575234,153.3390608720322,152.52657143229015,147.47929052464085,138.8220313558811,135.50480808754287,137.1695708677269,150.0963549687763,156.0107301828209,151.51620917889053,144.95829027869144,145.2995566907852,153.62574397196295,134.9453251492445,132.6928199930443,132.75698231987894,136.19923105415003,138.31021588737445,137.77642500036913,144.87604636731461,143.56890959889114
1,1984-12-22 00:44:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1985-01-07 00:44:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1985-05-24 00:38:10+00:00,159.71937008343502,146.5346580915926,146.4242714219981,152.60705882239276,157.72270425800772,165.15591285520014,161.00285278418872,160.34742320349278,158.9317957310647,154.80774993136353,150.84502488682446,156.6856714804754,158.72215245039686,147.95971008992066,150.25454633705976,141.3809265147656,137.7946568019378,,,,,,,,,,,,,,,,
4,1985-06-16 00:44:19+00:00,162.63791576497385,149.87186645748798,152.55623966963236,161.27150544601332,166.9774577774089,172.9670212814252,167.3993550597271,165.07377162756913,168.5785314718734,164.0435994763311,152.19061030214323,157.91531231372232,159.9229782275223,155.66692081971107,156.4214425909067,142.62782827995838,135.86768252478436,127.47427970821866,136.98426885791164,154.16880088381455,147.27097331308224,148.64367290985658,144.38943078604976,139.4960721418868,146.7928585174857,149.80615506671728,138.24571391448177,133.9055411568663,141.92779252994404,139.39203623348592,142.948476134976,144.66662450451793,151.84812450598375
5,1985-08-19 00:43:51+00:00,160.86118481881206,149.20930617669777,148.75705031344535,,,,,,,153.67564296896782,148.42675445044736,154.11119917118305,160.1047669426281,154.36412908590233,159.7343387068678,137.0433289299942,134.64027034006682,141.04021706966216,135.4513018975132,152.85514743147658,164.24326988211945,150.5382338817005,139.0110061698191,140.84740968899368,148.52866169550924,145.00841663854334,,,,,140.94160747299523,141.83767933221725,143.4986576462501
6,1985-09-13 00:37:21+00:00,162.65771390992023,149.44452296719558,153.30052661572043,155.97266926598988,162.68177744202143,167.26255924288253,160.75819981382668,159.79598943334182,158.54490739757344,155.43004469983282,155.42095046650542,161.19558546769463,163.4523325293693,153.17053900979576,157.8425882994376,143.7177130559226,139.1253077143001,139.77502441343057,146.7537289018066,153.28194345122864,157.15315349668737,148.0196155469334,144.68887057929226,140.61129039146792,145.35186838756007,140.49269436855317,134.60500083430807,129.39010236271292,137.6657765556772,134.00872900762755,135.82866107229373,139.4259374932521,145.14422430225545
7,1985-10-15 00:37:01+00:00,169.57542627211075,163.23156124956446,165.22019818657012,166.53025067947988,161.7609482924644,171.10324303274805,168.9836426812585,167.85485493822472,167.68943791889924,158.933579657849,160.91747944132442,169.29490928485018,172.488186147054,163.28021136335113,162.8157582721088,152.71521736861806,153.57908296869547,146.0878129017234,146.6966058853405,158.51120185028864,163.31995509378356,160.5533398822862,152.09660061387868,151.5498182000262,153.82270506295785,145.9731004822512,138.80220527464758,146.02036193927697,150.70823069817922,141.99327245697378,145.59419105645318,147.8632372352826,151.61599493068948
8,1986-03-15 00:40:19+00:00,155.88977873700773,153.3574131708371,158.50848950750162,160.03277290958792,160.46547955294926,168.53152974814532,162.35529262616498,164.3826576567714,164.0892849848221,156.45205516287223,155.25968328839537,162.52814168365543,161.40062080536813,151.72095355198223,156.00217090135322,150.87864332334345,132.0857690482059,125.64636473116519,129.58407645425808,138.57735985475742,142.35412610478906,147.346832912545,143.79879803901187,145.08390636684354,150.90474238869166,143.84721780261313,138.26560738147552,133.9571986682692,137.19341216563592,136.1567699490065,134.28479704389576,129.94157884975135,135.83384286065174
9,1986-04-16 00:39:38+00:00,,,,,148.2224363516396,142.99232365397654,139.27810477726607,138.23553857449707,140.64663454330383,136.03279740697351,139.34624491645747,145.66736514292288,142.30962330024732,136.66904297262317,123.50934110233186,125.49911748378824,,,,,125.50649345635911,124.66254788216662,125.46031550160764,130.66342864857825,138.60260907833984,125.56367108727578,115.94806476911812,122.72076239219567,123.60463347360088,123.15939387095005,120.27909650548284,122.13413333313731,128.90035005978743
10,1986-07-30 00:30:17+00:00,163.6999944056721,148.79553033451623,155.6152417864544,154.3277826347906,160.36517486852205,168.91365976539453,161.96424604505032,165.60914394186716,167.80559357177117,162.3276392310667,150.8563106740325,161.46136020028,158.87927220257154,156.21062492462332,151.27178396856849,134.5106665367246,138.18046423759682,131.37231441836076,142.17905554196443,149.22774833849542,149.14322022643165,146.35715080256057,138.36517308540508,138.8076273940035,145.1109542733133,137.49138191953637,137.3509686542547,140.68493334780115,142.6163475159709,143.18647492458697,147.05382124263988,147.24235641473553,152.96092491480456
