,dates,chi0161-0000,chi0161-0001,chi0161-0002,chi0161-0003,chi0161-0004,chi0161-0005,chi0161-0006
0,1986-02-04 14:04:23+00:00,203.1042929857975,,198.86339158528824,191.3796379368039,189.70392088852896,192.24126963726582,183.0666098945218
1,1986-07-30 13:59:40+00:00,241.48475059730168,,205.7600133628967,186.56941936636792,,,
2,1986-08-15 13:59:05+00:00,201.93738773626885,195.1896951005276,202.87942636180898,188.51656474020382,164.44508857916577,181.46930564854182,189.27088540199495
3,1986-09-16 13:57:58+00:00,175.14103886834224,193.97276382147467,197.6488910274431,185.880488156309,183.4174661967623,186.60573428487268,
4,1988-02-26 14:07:12+00:00,202.50539476668712,192.66978457056993,195.9943932675294,183.8609644682493,181.22882796650347,196.76760656069672,189.05046982549652
5,1988-06-17 14:08:03+00:00,205.67311714897133,190.19105808914685,193.76543357122966,185.18857531464428,173.7912421292236,187.06682213883047,187.96768166436695
6,1988-08-20 14:08:12+00:00,197.00834937854006,185.51471656772205,186.27905776137385,187.31623393918127,178.49720911425712,183.81885280057648,174.42015703562873
7,1988-09-21 14:08:10+00:00,205.7095256180908,185.4723432945573,200.76600064709697,189.1455385002487,180.98037255842272,184.17738976263882,181.33680111257493
8,1988-11-08 14:08:03+00:00,206.83281593133196,199.43049967709706,205.2766245194031,189.95676735113327,196.43426352523312,194.6215795226011,196.76231756071155
9,1989-05-03 14:06:13+00:00,211.22870419262924,203.9212951426143,201.9377097557648,193.19026669289102,185.61794517701927,195.29761862326723,188.96212754433773
10,1989-09-24 14:03:11+00:00,200.05598711521034,193.62914228440852,199.70371236908943,182.4642820397861,178.9559465537158,191.0357059878262,191.77554625724318
11,1990-02-15 13:58:56+00:00,204.9578308840516,197.88707361592307,193.96677280767244,178.73522517084288,187.9846863185676,186.8304227962651,181.93026824156792
12,1990-07-09 13:57:35+00:00,203.09867954874085,190.43747398981867,197.2265839987336,183.5330221708176,175.4014310199301,186.15670070138063,184.46211787336588
13,1990-09-27 13:57:10+00:00,214.99105235117221,206.6559966751983,210.27865241640063,188.30733135666702,193.14949832131467,199.56542037999648,196.79607961486505
14,1991-02-02 13:58:00+00:00,203.08839459971622,184.8600879082259,198.95310539493724,192.70467677052426,193.32174857525152,194.70276258487453,194.58328707059016
15,1991-06-10 14:00:15+00:00,,220.82469638570066,202.02465463951074,186.95305632230532,190.93917316350476,201.13652592934469,193.5838651863162
16,1991-09-30 14:01:25+00:00,208.9649005051847,199.13280103456484,211.76469259114188,205.46481487976772,209.59595550124556,212.0278736817421,212.68523452460008
