,dates,usa_CA_0077-0000,usa_CA_0077-0001,usa_CA_0077-0002,usa_CA_0077-0003,usa_CA_0077-0004,usa_CA_0077-0005,usa_CA_0077-0006,usa_CA_0077-0007,usa_CA_0077-0008,usa_CA_0077-0009,usa_CA_0077-0010,usa_CA_0077-0011,usa_CA_0077-0012,usa_CA_0077-0013,usa_CA_0077-0014,usa_CA_0077-0015,usa_CA_0077-0016,usa_CA_0077-0017,usa_CA_0077-0018,usa_CA_0077-0019,usa_CA_0077-0020
0,1984-04-18 18:01:41+00:00,214.38701224779334,219.50269685111311,231.110701373809,225.45163831324606,227.62303722234506,231.5925182425803,231.52257008864095,239.43289545844019,248.01361136521504,250.1329512676089,262.25814249257974,266.8516734451066,273.05837109430087,275.69996418542405,285.94124033242787,305.4065315361821,308.50126836754777,330.5213042281267,321.8274742876874,308.6029473829932,308.99121939689394
1,1984-04-27 17:55:28+00:00,217.39758680921685,221.02757251084856,221.0613850112238,220.354301182574,225.70852624636169,227.32537909384465,236.09059828978704,244.64591980139346,248.3167764881971,255.3833718007384,259.10097017796994,265.2003744380331,265.7381408843494,272.47001792265576,287.71288883414144,308.3404857838728,310.2189038789297,326.49546355203387,327.48150367144746,328.74149850531745,333.3300189722108
2,1984-05-04 18:01:45+00:00,215.87544323879354,219.958073608966,217.05406259004258,220.9096343656458,224.88702402418576,225.0836326310589,231.19025930033814,243.25956739036488,247.017833241325,252.11580443655345,258.8591029075616,264.79455018936824,271.5604322113503,271.05967502546434,281.73036987568076,310.06081642876813,309.42890295528184,319.547666211319,321.02547447327186,329.2526756311926,327.8422001297212
3,1984-06-14 17:56:37+00:00,219.42662940849826,222.82090319695547,226.2300250247893,239.17312129831166,236.97213882837326,240.52212497072838,247.3049908589971,254.3224370169357,260.3080904531653,260.9874132616295,269.5670477125232,270.4599513745942,273.7280353517491,272.6199870831695,283.4379616354202,301.3204009145813,303.28982174429933,317.16015326781934,318.8347714350631,320.056125165965,298.38518819210043
4,1984-06-21 18:02:54+00:00,216.6266752097489,221.48108553288617,225.45454383503468,222.13634092209497,220.77751620440714,226.98258401767882,231.1600048343051,238.23694556530836,242.68402225226967,244.20617642469446,250.90029576196616,259.57980400985673,258.2245149250873,255.94664350472078,269.36902246586175,287.4916681113159,294.96157331452764,308.1351642227203,304.520209756402,299.1345565873222,
5,1984-10-04 17:58:26+00:00,228.68262527975847,233.83614596895347,237.87578401933357,239.37422673958002,239.19894563482762,250.13717951601737,260.8277584488175,264.1212589968126,270.41712493681524,270.5521420139668,272.47798300639965,271.10417295522126,272.67098877571607,272.89880059534727,276.93602035519683,290.23201031683465,287.155295389012,304.69035957368294,302.2217583311538,302.0747456544608,256.92941782613565
6,1984-10-27 18:04:31+00:00,225.4442103608335,234.5070300549066,240.51722890781815,239.22010393335194,245.4181299126749,249.23767905335302,255.2183072846926,263.1119716670568,259.52027310574783,266.4358007654875,275.1426789039206,271.68332303199423,283.4412001223802,280.3804521661458,286.0562325626423,302.9673719321087,297.5157887172604,312.60173661837337,312.3507325034796,297.69218484909055,
7,1984-12-14 18:04:35+00:00,237.83282952814008,237.0547856031259,243.961887722482,242.0000435440589,244.7288803162961,260.98093192846517,263.9104756318408,269.50018834800284,271.7307161805746,272.28413545839067,275.71202010828216,273.12726592411843,278.71534966311566,286.5875366639933,288.39196297044424,301.831132981484,306.5830241095125,331.5479907688513,321.1782385683475,305.7355677013914,376.02249188370143
8,1984-12-30 18:04:44+00:00,240.41790484636547,241.39731852587096,243.18324377030464,245.1045519814341,248.28308377605327,255.96452668181865,260.6516667174326,266.3032363616582,260.26445086815204,268.34922556489397,270.63560035652944,279.92438902235466,282.5621010235661,279.4476320185285,289.9282643673876,307.4423715222991,312.8868849669925,337.6266589911493,326.10261522241814,293.9477421097151,365.47720384940624
9,1985-01-15 18:04:51+00:00,231.87645789764633,230.23520389157827,235.66755307707203,236.88954888751425,245.05786511465604,252.53097744561882,259.7920788474711,262.7897905869561,255.97914016300174,260.553041381508,272.5572016875743,276.0488409845474,279.1250324114087,278.1453428587821,284.526097013943,296.75628238921604,305.2269022213758,332.5289712453928,312.62293738602335,350.052863184891,369.22245159266254
