,dates,aus0295-0000,aus0295-0001,aus0295-0002,aus0295-0003,aus0295-0004,aus0295-0005,aus0295-0006,aus0295-0007,aus0295-0008,aus0295-0009,aus0295-0010,aus0295-0011,aus0295-0012,aus0295-0013,aus0295-0014,aus0295-0015,aus0295-0016,aus0295-0017,aus0295-0018,aus0295-0019,aus0295-0020,aus0295-0021,aus0295-0022,aus0295-0023,aus0295-0024,aus0295-0025,aus0295-0026,aus0295-0027,aus0295-0028,aus0295-0029,aus0295-0030,aus0295-0031,aus0295-0032,aus0295-0033,aus0295-0034,aus0295-0035,aus0295-0036,aus0295-0037,aus0295-0038,aus0295-0039,aus0295-0040,aus0295-0041,aus0295-0042,aus0295-0043,aus0295-0044,aus0295-0045,aus0295-0046
0,1987-05-22 23:08:32+00:00,165.72630409265992,159.75690194057108,178.56272080480107,215.68143507021676,192.2613401660797,173.72656079561284,206.61551513908657,225.9939753243134,220.33800747381693,209.79972820121142,214.0329494777723,208.35625580521673,205.9314403542783,200.68059192615587,195.58232608675578,197.52513981548685,195.78051147297208,199.12345978465132,207.26533086675025,208.1225748032816,213.4412733749942,215.1726382122206,221.0626979451999,221.46717130911898,222.82502008722722,227.38196846433692,224.7102287632346,225.61078091874137,224.8291697628075,229.90792954312766,232.3793405612578,229.1943358874591,225.1228594502533,230.39078279034842,225.88068918399767,223.4758502788734,222.87897201616147,229.97970393331403,230.3322753058151,225.83059838991335,231.94694011034338,228.08837028147843,221.50104999707065,213.94659835161903,219.79768990506216,192.21528948579805,190.8567997025016
1,1987-05-29 23:14:53+00:00,158.20987307194764,159.33872599239402,177.9762264522753,214.38614116713364,194.5580954516327,175.2719618904479,206.34318121510037,217.71262381601736,219.05912819704378,209.85860421747304,210.55766321660815,206.1185035398307,204.66525231521467,205.18609123168358,202.38548639449033,200.4478516836315,202.22318366251096,200.42354382698215,208.63274499076053,210.9434748478985,213.1240794169393,212.6006140786642,220.9093217019479,220.92941106196932,226.95558169659355,227.3881722253667,226.06474503946038,222.789863445132,222.90499675980365,232.7400581729416,225.3765951177181,220.19959780572646,226.2103669738696,226.59614105966517,223.35373714191417,221.02274400985903,227.2606335340009,225.68213090064015,226.08767035251483,225.40083297431022,226.1020406192596,222.1129155319917,224.16633290070595,216.632851034585,212.24810156948067,197.8424794857074,188.97373300053795
2,1987-09-02 23:17:14+00:00,162.59672160273522,159.73029392974996,178.64670574558997,205.62962532029348,190.378380098519,183.04254437304206,208.64190325560702,222.70919009309773,235.04065678820788,227.536380352804,225.46189557114144,216.3343213423662,210.24999170200118,204.79817950703668,201.44831799538653,200.205739064922,208.2020245329732,207.10609379359676,208.81048882817174,215.31696812241478,219.69949508569366,225.86349580908393,223.43107912814958,221.8786824511469,227.4826686149385,234.89588229552965,228.86235055629305,227.61401511557938,223.6298131295534,225.4496438502399,223.87412961100262,224.13065876713588,221.55356295359175,219.78742983759338,223.30767360217237,224.24487293937182,218.97925620362435,221.17161123497948,220.5544520319895,216.07075844260945,212.36004826466404,220.72682391250356,220.936633640968,209.1079611673348,205.26050740581255,187.09062123683069,180.31447103244633
3,1987-09-18 23:17:38+00:00,174.60099610707394,190.6829131277158,190.14811969679351,219.03452636716614,208.24650474125573,202.52832463983106,219.80076168032204,245.34860738298954,256.64932513392256,248.31994331781286,241.19154501913584,236.74659306599952,229.32928374811942,221.9970611301636,212.00810255324078,213.50786774233296,213.226003712053,217.93701707214444,214.71086462716266,223.62453225422655,230.05837147202755,227.81013826946605,234.30013626812237,238.9001030367102,234.00585007699365,240.4022510743643,239.78243587345742,236.4797444773505,228.86906956527847,230.79613615318968,232.06149047871267,230.5941794057924,231.63452795158898,231.99386066478183,224.37746760300894,232.54827019347434,228.5977728726756,232.29404914854123,224.1845689074495,228.43710492376877,222.7961224865862,218.58150797605165,217.27502631587637,206.66417848675152,203.65355017781678,189.07851015028194,183.73686091079904
4,1987-09-27 23:11:39+00:00,184.32389406870178,195.6223594945588,196.54873082290356,231.91164748481702,218.95011401965186,213.9294087651607,236.61105074953474,259.4116866521791,267.387063794015,256.522795630792,247.60451919231494,241.15245503937183,230.41436306297385,228.7818398642336,219.51779134512566,215.08998156147,218.6334829167915,221.71778109145163,221.33307029683743,227.46891537107342,233.36954168649206,230.9512517829494,239.0549511730484,240.22404721478858,242.8074344160343,243.40030456554783,243.33574451608555,239.891176202567,239.17274639658078,235.39416882819023,239.7026442594682,237.03921088196773,237.81704482488777,239.97924876766552,238.76349048468538,235.51053853040975,239.52790111104486,236.67808346375966,231.7156147272807,225.88717200766763,232.9539030668468,225.88714032190046,218.506971785289,219.1072539160212,209.35559193494947,194.8591332955216,184.73421311604474
5,1987-10-04 23:17:58+00:00,175.892526425829,181.2770610579138,192.0578254369986,211.77750110598066,197.54199943992614,193.13969712847324,213.59116250736713,236.2832713321403,255.09029378235638,249.76089856350097,238.1560093406546,231.0586272175674,225.18228470694538,215.99313418995973,208.31913233138408,203.62729934472358,205.17386991338367,209.47051076645167,211.09373189251275,220.13482252932658,223.58607853974783,227.50316914447683,230.28544806770682,232.57348734730493,234.5207185270794,226.61225396495075,233.20654602643927,228.82475530366477,228.08384427117795,226.93203813681797,229.25052106300524,230.28100489682777,226.8640210339091,228.70382399103704,229.74235908869503,228.89941269934346,225.6268867766928,228.75628694223468,225.92723447769743,227.69438640884078,223.08726802619154,221.10309869362882,216.28703746847316,210.98432535632296,204.22841025908605,188.21187399604338,179.58425131329682
6,1987-10-13 23:11:57+00:00,184.15231075251504,189.55997596400175,198.2172989757829,218.75952721588328,212.96689316433657,205.9660385436109,221.76049936272972,254.9887242642027,266.4786954980793,256.33217384309455,250.39253277549088,234.3979300846274,227.00505171153068,220.7683953663236,215.73555653816885,207.29687883136017,207.48255597041006,214.76267548214065,210.87630315090644,220.00358809957035,227.64111072511164,221.62494472428614,231.26892309684322,231.74255324225325,230.89166383045662,231.07761661571539,235.0302505443289,227.24337622252696,227.74478387736664,228.25502812153792,234.97248816563769,224.24691821007957,229.70144466066287,225.57540016910826,227.72011891678076,229.58040568335474,228.10243785505025,225.0516017715704,227.4007728956839,229.50227000070217,227.45429978469488,216.53291173458274,221.4131039025774,217.94104247383171,203.79927730443646,184.98844873434112,182.3258658388132
7,1987-10-20 23:18:15+00:00,170.55113188490938,173.6475314252231,190.12600230625054,209.6631938726216,201.22840315963674,185.97574122408554,215.4548280418355,238.12924215350634,243.84804710186907,236.0642134379534,234.12119805776146,223.66775559695142,216.083374169468,207.68716084237795,201.63192014838248,204.2244793237043,,,210.73630829125733,218.3039433182674,213.30670487564882,224.88884979483578,220.91201885233022,220.1774514140783,234.76108097155873,248.12916108731793,224.26687840546404,227.40250849840473,224.05946683141093,226.35146383956837,222.8528971566129,221.20343721725055,227.10184599380386,225.0257925487056,221.36578758671632,223.66631194046582,229.21590209805493,231.0700055617246,217.03664041482702,220.43981090209726,215.67336075240084,211.62721796042453,210.2903224880086,204.2903603575951,200.08996435434173,183.43417304986446,177.7583422768971
8,1987-10-29 23:12:13+00:00,183.70871573665895,190.12039663955466,198.12371389705862,229.24787250560135,216.40202875552276,209.20264618163662,220.75980384097195,249.73077303175464,256.3376379863519,248.04687464263978,247.03158080100013,241.25282143015443,229.2875704967428,219.674403525081,218.80741901722868,226.1455720938167,219.39317260221108,217.51402043736422,223.43120414881835,227.439016468508,234.22393281708256,247.46475144139887,242.86181498552168,240.01414857196863,235.89830649700835,244.57072000557514,242.66875807033688,243.21316373336586,241.41992572664242,236.09936578651667,229.76740335017328,235.01710376768216,239.9600178346431,234.58223387227525,225.51232144394766,235.93063191049504,236.21239857678015,239.06745994209766,227.99183925125638,226.34460889934243,221.7638306650326,224.2584360328419,221.9488124001112,216.3500568712866,202.87823544694086,197.3646637317719,187.24185969515736
9,1987-11-14 23:12:35+00:00,184.52934976558691,188.08304470112793,203.92128720571498,229.45291620728275,218.47064124103844,206.75373631568908,224.41149757186366,246.30194161434977,251.393499710881,241.7483402435697,241.1357430921236,244.46726131959326,229.68361726465696,216.0647370025907,210.35492975955952,214.61330662609043,216.77522687716905,212.92251341828796,222.52152142670258,221.6857837536644,228.31446319218142,237.502812621829,234.20174288405872,236.4705377347811,230.95014030675426,234.20167678157128,232.11150295495162,234.0419088041307,235.79398268742028,229.99212388081463,223.41946526491145,229.9904665463449,234.120130635696,235.28917496988655,225.24853202947128,230.1619949288267,236.80213803207414,236.15892862262805,225.5693887099587,220.93042761359752,222.4576273797436,221.26518978086332,221.31522248816563,216.69176251451898,203.519097360594,199.93837806572435,189.00708310464736
10,1987-11-21 23:18:53+00:00,176.81825849906096,177.35623526802468,202.50061583605856,227.2071847258946,208.68673975037905,196.76550061218737,230.7688309782395,246.0807214120074,254.0774453071954,248.94319743858617,248.5774505032753,246.24104263090211,234.75399450396245,225.34389262623793,224.69758386389103,226.0515127585324,226.02963471163912,226.66496766316772,227.46693998779384,239.29367160846317,236.99879618957672,241.27900869979047,238.3706580554042,230.7626559618544,237.87936962454808,242.52217562600714,245.29613889578476,246.2897808095324,242.74143850242965,234.11895367061362,233.1547962287066,229.7079618771484,241.20940638980508,237.64965924055463,236.0868663866947,243.91806969642604,247.921431447236,240.07463454325733,234.50608495822473,233.49673620556388,232.05431664767806,228.77528239756617,233.52887778261623,222.27753350237208,216.75280591604047,217.96635939781677,192.01613551834197
11,1988-01-08 23:19:38+00:00,190.51142252751515,196.29889672272154,197.79440725415222,225.9121155030027,208.55403236216034,188.79805870194863,224.45267165627868,241.65541774863226,243.01204535076562,242.23039547640067,247.12342519467333,246.8956624936878,239.8002229876523,238.14161238192267,209.80756806202223,198.99269396040646,206.99125667319217,214.26465605929988,223.38416069380045,229.4188814722451,236.8564286004922,237.8069724214462,230.65285891280416,225.31632444148897,229.9089042258887,242.66444138597024,229.551748199627,230.0505222500579,237.18594922057216,236.84588740065246,238.1108417026762,234.6019639440099,244.73890780301568,232.7913116451093,221.51639351869952,227.66628258629768,231.81637732678323,230.07259889387944,232.17616193503318,231.5930944237038,234.5891626516769,236.54758028552075,233.71105703857316,217.29458577210275,212.81600915713932,206.78258464272508,184.47840134757584
12,1988-01-24 23:19:56+00:00,181.6000250110361,184.8039470329337,205.0309613148564,218.13424669990195,209.04592764796524,185.49866832907043,218.9514283511107,232.4678040853098,230.38494058196403,229.12414942969832,232.59985819987054,242.43357762298575,236.7325488135393,226.82651549051434,215.52172246414025,219.79187885294283,198.4266474528634,200.70533767075747,219.68353742193028,225.80196696912998,226.01894728818993,231.41747274949049,231.96132545648652,228.24350019355677,225.89160624855498,226.9572562227872,228.26665365684923,227.0746181729921,227.53549633405325,226.4003596347845,231.73465254640374,236.5963713866868,233.47350629203117,233.43603825864668,226.26569198171163,221.62878398851322,207.99488171343802,210.70241030599465,219.98995554124195,226.9199894132617,227.79058839632825,227.5552816854192,236.9180434937426,229.74493399259643,214.58104981649652,202.7771546420781,196.00473749977374
