,dates,nzd0223-0000,nzd0223-0001,nzd0223-0002,nzd0223-0003,nzd0223-0004,nzd0223-0005,nzd0223-0006,nzd0223-0007,nzd0223-0008,nzd0223-0009,nzd0223-0010,nzd0223-0011,nzd0223-0012,nzd0223-0013,nzd0223-0014,nzd0223-0015
0,1999-10-06 21:59:04+00:00,160.20908208198261,168.06320689341425,162.57360696946554,144.55921468938962,143.92916891759782,130.25386577532228,137.05774556512245,154.41711032391848,126.9121789971476,125.9484538135673,147.80289151489407,146.65378217308105,148.81342191167178,148.30922126915945,144.70782234514388,122.50573835426584
1,1999-12-25 21:58:52+00:00,166.5057405785244,169.16757456537505,164.34594188443015,153.57271178019647,148.0560620065621,139.5030464235396,143.44086481753007,157.0720762302441,128.05970875677156,135.5127971111703,153.90469857858406,156.49020551724675,158.34203125698457,151.84347966221486,146.2665398370618,136.56461290501514
2,2000-01-10 21:58:52+00:00,186.386674746788,188.30744009145482,180.2230363325124,181.28736599392906,182.19431236915528,167.85202611373867,162.20600900220373,168.9597154841513,152.69597443790138,160.86968864555422,165.08408746039666,168.13013408184958,170.31043888204343,179.2209936609104,172.3475710273543,165.27009253502447
3,2000-02-27 21:58:40+00:00,160.37546415345415,172.3079456564371,169.48810361369516,155.98608218921578,152.42379509305363,125.24062789486534,,197.41360868078323,,133.33346162589018,147.90806652846823,159.16546539443823,164.00244925203594,,199.5493238091013,148.22913661805586
4,2000-03-14 21:58:35+00:00,185.42905986483353,168.82092030449024,159.17117869444604,,,127.52123442839448,,,,127.41305910377274,157.05015297401945,165.53772358035377,163.9671656987092,161.62780943506982,152.76612767603538,129.51490174873916
5,2000-03-30 21:58:33+00:00,175.90887280372374,176.19739731282232,170.21266445170187,150.37263527132046,152.56261242532855,135.0404880390116,,163.51470352604798,130.47685853999783,,,151.18292561968764,144.96193269539185,144.32244499669562,141.67828428826144,111.41544479042012
6,2000-07-04 21:57:38+00:00,184.51914386289585,,166.84134056211636,157.9076181056881,163.83679731975198,155.82402377710957,151.15541422438065,166.20775173071544,142.8902415914999,,,,,148.8587198753828,,109.29857147635454
7,2000-08-05 21:57:08+00:00,172.0991843141095,178.2710308122847,154.3762507649344,,165.22815109397848,145.90190675444074,151.67242132764312,158.45232921639624,,,,,132.43265806937995,141.9408549468707,143.19329384253078,102.30635361635923
8,2000-11-09 21:56:21+00:00,207.02020003079554,208.10679559719264,202.19049117625804,197.91718269530844,175.5621450462572,161.60199662494315,162.1254140184352,172.15400241089978,157.10933101069327,166.13577758662026,168.97257261388168,171.16841209561454,172.88091258999495,178.92474832217061,174.67366897253348,
9,2001-03-01 21:56:21+00:00,218.7961010750513,199.07088638001497,179.88443296319238,204.22831653710807,,,,,,,,,167.17143867664146,168.65353093935485,,
10,2001-03-17 21:56:16+00:00,234.19562128541537,215.4554278962341,195.29503008987786,206.39567259265465,,,,,,,218.3754701506335,,193.5401092928434,175.49638068333965,,
11,2001-05-20 21:55:53+00:00,178.7320909504355,173.22535039081797,168.5991532656456,,148.86179933992446,144.96991747523947,141.60032936380213,161.8150928694503,140.82683415631735,,,159.35069709008786,148.22692067473739,147.57233565251957,154.14129902002477,107.94064487992983
12,2001-06-21 21:55:29+00:00,170.72795945303562,,177.83294775369387,,159.79863725077635,153.38597648963633,151.69281087702697,167.44872518692978,149.71757078035853,,,165.70066329117162,144.58838708225565,147.8029231356142,165.32749401403862,111.35156760204835
13,2001-08-08 21:55:01+00:00,182.36803376127733,167.24164485112624,,,143.47425789723283,149.01862963062473,155.55505649818932,166.17551481934652,157.7232088777817,,,153.72131224030096,125.30814759398372,127.87180832602567,,87.1018776439924
14,2001-08-24 21:54:48+00:00,171.27898833263782,161.06479038854346,165.54494306129664,,159.24826756548228,139.58858667319458,,153.25530933080515,134.62122829051918,,,139.85868934159552,120.58440304395793,129.9207862067724,,100.17702860882692
15,2001-09-09 21:54:36+00:00,227.10062508563703,220.53701787388997,224.1683181207094,214.1108739803772,,153.08060866774625,168.69069407202485,178.56197099088217,153.64992761222706,,210.14646625964997,179.64247642516528,174.106617313075,185.20991586145388,180.89221906189698,118.77293732020607
16,2001-09-25 21:54:28+00:00,216.71314341278557,215.93625721468368,221.39161479143402,215.56087487108684,,151.96391135295022,174.5213859229033,180.05833811210778,,167.4156759895523,187.77901881815055,210.2130858227939,205.17577521323975,193.40040157735066,181.448639852533,
17,2002-02-16 21:54:54+00:00,217.99489883269206,203.89990280990276,205.7464674732343,217.49039634235052,,,220.63010988078577,201.4335226074405,,191.3314980742113,194.4482245510214,201.70866677509179,195.51411686610686,202.0515712787085,215.7268742784395,
18,2002-03-04 21:54:58+00:00,,,,,,,,152.54961092376726,117.62318297396727,123.71099778819085,,149.19199616383233,,208.4426655378522,206.2215157485,
19,2002-03-20 21:54:48+00:00,,,,,145.36031182976524,122.40022271166413,,135.20878459827853,104.20377337911918,,,124.60845117626924,,125.62605232918658,,103.06302365631386
20,2002-06-24 21:54:28+00:00,,,,,,,,,,,,150.48635546589327,,151.87365213039524,156.48585592332643,124.08248333884492
21,2002-08-11 21:54:12+00:00,,,,,,,,,,,,,,,,
22,2002-12-01 21:54:16+00:00,191.6945531620839,200.01530582059792,194.27492264763103,196.7639319977637,190.98549810345745,167.4846216686135,,174.23339304083797,151.6202640346684,157.7114301409945,168.6793475261958,174.03725451769841,177.1385137323159,177.85608465438563,178.35084510271565,
23,2003-01-18 21:54:30+00:00,191.551496803506,193.6293650528236,190.35241950811215,180.5050286001166,171.8971061493866,161.76809837384226,,171.10284632206685,149.92289225173073,158.43062441715287,167.5212825901794,169.52443908857262,172.22860169718334,174.44770583248706,171.06744443697,156.273761679767
24,2003-02-19 21:54:42+00:00,171.74999471580765,171.32384215030064,163.0187464679874,147.7099080027947,,135.2972680360336,,159.62952642130327,142.24336267006652,,,,,,,109.07259567460711
25,2003-04-08 21:54:47+00:00,201.55965391265684,,218.56803188734904,,180.181962354189,,215.4211102513874,219.62647678054165,,,,,194.36879572587378,199.67304967722174,,119.02058132064137
26,2003-04-24 21:54:46+00:00,195.4697041257886,,204.32321188413167,,166.07137633555732,,194.54461974629848,186.59849739919576,,,,,,,,
27,2003-07-21 21:42:33+00:00,216.26803752474015,,198.57581029195515,,,,,171.76172327683585,,,,,,,,88.96290733056401
28,2003-07-29 21:54:29+00:00,176.82923286200074,164.58237184323403,174.73869378915018,161.19152503155695,165.33711707113406,155.93465499832183,,,,,,165.37695526074356,,,162.73520367564458,118.1034875025423
29,2003-08-06 21:42:51+00:00,,,,,128.77903206644456,,,130.20160935009284,,,,,,,,79.04866768546376
30,2003-10-25 21:44:04+00:00,205.0466275321096,202.61633257011636,193.6324131073562,185.9582361098128,166.61459532044788,161.3999440300163,161.42960002596834,170.40366690019076,152.46425563530326,159.6854619757526,169.00816902348882,182.40276073665953,174.7135905620513,179.94477240270294,183.78594095220123,170.99065313400573
31,2003-12-04 21:54:43+00:00,,,177.02935875335845,186.73072062072015,174.72525270029956,135.71654667962477,148.09303035453402,159.68777811200263,135.98557704598795,144.89243209610305,162.34680017000719,157.04341045261276,,,,149.831765962306
32,2003-12-12 21:44:34+00:00,182.64152617850178,175.00286419276568,167.99757976030418,167.46722472694614,163.27083643293327,155.38390387232147,158.7906297144259,168.53974867861947,149.1307470014411,152.38962115753924,159.79635071080043,161.39445702143178,157.7701523007554,154.3667660351905,159.26678839570312,137.7793098667451
33,2004-01-05 21:54:57+00:00,,,,174.16248819230034,174.50361230137062,161.3907307321491,158.54606895051987,167.066588633706,148.30478361691897,156.869134420721,168.03746985432798,164.9048360344247,163.00951960140827,169.85073904152458,,
34,2004-02-22 21:55:07+00:00,,,,,,,,,,,,,,,,
35,2004-03-01 21:45:02+00:00,,,,,150.03774473654235,126.03186816530295,,,,,,,,,,
36,2004-03-09 21:55:15+00:00,201.54803426547468,191.6303624778608,177.9371033148841,171.094013044831,168.8048339247289,162.9739192387213,171.2729689446337,,,165.45098952907455,173.42699569167007,171.07819754693486,168.22748833274662,171.66546950479594,179.13539434017565,
37,2004-03-17 21:45:08+00:00,192.4280036002181,181.50544413493384,153.3217644495426,148.9963976151831,,138.57642528248442,179.43536813021484,188.6363641707078,,138.76765635834195,158.19934691810852,162.86408096744117,150.21739692771797,152.48609717380742,185.7676995384167,136.93618622866376
38,2004-04-02 21:45:18+00:00,192.09245030862192,184.5224849267134,168.25577088458397,152.18830489742254,156.68260562759576,145.44841780681332,157.58330654132104,160.812874208431,135.4220324538156,145.8436747178216,150.0595254108097,148.03254407478212,152.26589454312244,156.10220041365957,154.45970137669926,131.3565175172386
39,2004-04-18 21:45:49+00:00,190.44531100902537,172.2823409011368,170.0657923844931,163.04423545655376,158.12718614643802,151.8535506067463,153.9090348615387,170.34873076771208,144.07343711639786,142.71698741051569,154.63248319908678,159.33289531399151,145.04590443131883,148.91161757011815,161.87518204105334,128.67050517673343
40,2004-05-04 21:46:16+00:00,175.9233016729725,160.35273206221825,159.14427158976306,147.1360660558666,145.0378992387675,138.7403774322258,144.13124565846462,157.15844667525144,136.1885981609493,,,159.73742295345016,145.36566926860934,146.0325703315967,145.60118684201333,116.32796865539147
41,2004-05-12 21:55:13+00:00,,,155.11437204439412,148.40212627259365,152.0934762268979,138.78504676700123,142.6671342562586,160.60864759478065,143.18385250029772,,,,,,148.65312950824494,101.61853507724771
42,2004-07-07 21:48:09+00:00,,,135.10325881880374,150.33039314960428,154.1847604833535,,,139.74785566221448,113.78268958155326,,,,,,121.23628949678476,91.27537510110633
43,2004-07-23 21:48:33+00:00,170.72194726729873,,137.93105727337354,119.49203323056359,136.32517345331274,,,130.4179764133239,,,,,,,98.77561132441937,92.78002640979786
44,2004-07-31 21:54:51+00:00,184.34756388813116,164.93351508548403,175.3320017003176,170.16688235993388,,,159.94180452720354,176.46808123379816,156.15215879431156,,,167.53846051343317,161.87676568560505,159.54481353096935,157.5351393475807,117.82640679216074
45,2004-09-09 21:49:43+00:00,159.1188541033718,,157.43802068306806,146.46047891972765,147.21951765985318,136.29282781020203,139.8004385246885,154.86351156211128,128.62506939235953,124.73756535737094,143.18004611275788,147.05463034107018,139.68680254015723,141.58167003746595,142.21588111376133,113.49868755355213
46,2004-09-25 21:50:07+00:00,184.06618338055202,180.6178683500757,176.31029192761102,175.64905198577722,180.3493549028092,164.6661592884008,169.24168314605367,165.93101993731761,149.71488921821566,150.31068941665592,168.51819980700168,178.72712625695996,180.44603516765008,174.8571114686923,167.191196844555,160.30922022766566
47,2004-10-27 21:50:47+00:00,167.19714210663113,170.50691755820202,170.77495119870096,156.66819204816557,153.3330898861308,143.94295019478145,142.0450329493076,143.0365449078885,125.33557016591465,130.78657770841545,149.48264277600524,168.93909247166144,162.35651740017863,161.02746813597784,147.4007639321686,144.60461459187272
48,2004-11-04 21:54:55+00:00,,,,,,147.75632457714653,149.54256559269967,158.37725054106636,142.19069941044765,149.64762237054975,169.91648159159502,172.28925774820937,178.07120320570516,,,148.1512537662985
49,2005-01-15 21:52:09+00:00,150.32921879147153,138.3144269428505,140.9127029855327,133.0866380204648,133.25407016932235,115.10355634224469,123.19209173938187,150.5738310435141,117.42445430676973,126.26183162429737,135.94177212386546,154.17900604519454,151.14366346594892,141.021891085769,109.94836927956908,112.12101397857336
50,2005-02-08 21:55:35+00:00,180.57672774321134,,,170.09775753034623,156.74841704407547,145.8647786062196,152.06921396433324,169.66162574176468,133.10281287313455,149.83887432801444,166.6416298155221,169.2306851347462,162.3272356233241,161.4292003841208,,
51,2005-02-24 21:55:41+00:00,,,189.85627230411345,184.32842657325452,173.63139533407426,162.38396023962156,170.87314657444722,175.24260314988956,147.6132729219481,159.7044334202202,175.15863448282053,179.2435142321855,172.97259378837776,,,157.4539172566419
52,2005-03-04 21:52:52+00:00,172.92156209019117,174.23743272931804,182.06536929430834,192.39339828754845,194.57626186256735,152.2857680645543,,,,142.178469334787,157.79058892514354,161.67081271955922,161.65803838546248,173.813075871555,170.8748622805854,154.59824274042265
53,2005-03-28 21:55:42+00:00,180.84937930615547,185.39208707651417,178.70153271355454,182.79294804468833,177.90142474830537,,,,153.45019241167907,164.6982861168446,166.42009796955958,174.95319701100723,170.58882685847584,170.2397676744707,170.65497733521482,144.47409490788232
54,2005-04-05 21:53:07+00:00,153.73080035546565,154.04571947702604,166.37038222712266,150.63042733670966,148.97820107771972,130.9871275670041,,,,,,,,,,
55,2005-04-13 21:55:36+00:00,158.20481900952296,162.17548869806748,175.62208118827925,164.84874399229213,,,142.39654402928704,160.189181904224,138.27873271141266,,,155.8618283186693,139.6637066949327,149.18510293144854,141.20049381033368,110.3957771436078
56,2005-04-21 21:53:10+00:00,151.79337184613988,159.54862105286026,164.85628265621082,156.99416534534961,155.89075664770752,147.8302296378783,136.86826987199,150.37347467848963,122.07358520769584,,,148.25964304515728,140.19351610085778,142.6724258151117,145.1043841877758,113.52432377794986
57,2005-05-31 21:55:35+00:00,186.6656418872222,179.09665433657307,,,159.8354699422283,,,149.30712051025884,135.6903123316371,,,,122.51184601878086,140.7070552567305,146.91191681962817,
58,2005-06-08 21:53:33+00:00,192.97739060662727,187.18176219727033,179.6714756805809,169.0632412264397,149.2966801787641,,,158.08584806079085,138.388395055208,,,,,,158.19289038059546,93.92530238110658
59,2005-08-03 21:55:25+00:00,181.78628284823927,,175.28251955911813,,,149.89314114490068,147.43183186039394,162.42654340265616,131.96385841006256,,,163.04940966381633,133.83794165682173,155.27735369000018,164.14485453941344,102.54233030764544
60,2005-08-19 21:55:20+00:00,182.2054415483765,183.63901572047422,183.06019194737772,180.23268571238813,169.07075277483813,162.44385932267676,168.1498866623887,,,153.63713588969196,156.85841602938848,168.75162823271225,163.02960932032155,171.11917400248103,173.63648461085057,124.04799295316539
61,2005-10-22 21:55:15+00:00,,,212.9458895480961,201.89841222645214,187.53632624060447,157.50258973782203,176.883227128812,,,163.1732341833421,173.68994645880167,175.297692692773,177.40083686605882,187.38513823437987,185.23894424035458,177.50212125666712
62,2005-10-30 21:54:03+00:00,207.4054821859532,204.95976671012886,193.38975485615939,186.6775515904002,161.1541723430132,148.03457416478795,153.0003396951714,156.3671791792084,136.87957947751661,141.42497145413054,156.0060546111828,183.1043051752761,178.84993181221134,180.805989998797,173.6914107732412,159.15939026325535
63,2006-01-10 21:55:52+00:00,177.6221429393865,163.26575134689736,176.02350763415762,170.6797408907908,167.25517578735162,155.4342566111242,147.75224747446234,,,,141.5034308686295,163.8599306902971,161.33122840074762,172.53244107354152,157.77190237913618,141.6563537503296
64,2006-01-26 21:56:00+00:00,,,175.83101503751675,157.66064035041632,156.65125011401867,149.60334326711774,149.36209777504803,160.97587531878395,133.10229836562405,141.4677524582387,149.805721120261,156.88847307261236,,,,145.49020985790588
65,2006-02-03 21:56:19+00:00,,,200.51825976215875,,,150.60657516982343,170.34698755378952,,149.85197707282626,178.62759772621325,161.3889362381395,169.49725313497433,174.17445330704842,179.6689435149021,,
66,2006-02-19 21:56:39+00:00,,,218.2204487059068,,,,207.4178930046277,,,174.98226643583249,197.30711181611574,184.41373989472578,191.9700097683701,182.58712713633258,,
67,2006-02-27 21:56:07+00:00,200.5392603376696,195.11525023959624,183.3028029836752,176.40575211311656,166.287487776127,161.13567974798218,,,,157.69758045294756,158.4094609829857,166.86677818435837,163.38822185700033,168.05296785355054,168.9953602494616,159.41454791079522
68,2006-03-31 21:56:06+00:00,200.7870979576603,191.69677607207834,187.23500559506007,172.9061754891587,168.9352515316616,161.69386850763857,163.1830632962586,170.63805121423133,155.14790088498074,159.16917805119243,163.97874764730028,,,173.58023187559954,171.4138044494664,133.09143252057783
69,2006-04-16 21:56:02+00:00,,,191.04057404600127,188.42106355261265,184.23090758059828,160.43315029767933,160.3598391893617,169.79479465670295,158.62569203081898,163.11534795753377,170.29764409990676,174.82510844360027,,,,
70,2006-05-18 21:56:06+00:00,,,,109.14488474914712,136.75992305612996,135.35972313658692,,,,,,,,,,86.30062289879896
71,2006-06-27 21:58:48+00:00,197.9997838191139,182.32641637234232,161.52332032042875,147.6259762222083,156.5802442101118,,151.07276856640905,170.67996883455368,,,,,134.24152226265724,145.06605911062618,,97.58547986266225
72,2006-07-13 21:59:02+00:00,194.3409323790681,,157.84225697697897,137.2802874529776,148.1847282576601,,,163.8384373777789,136.8214624007591,,,,128.88019658699014,141.95427304581236,156.987497338557,96.59783270152789
73,2006-07-21 21:55:45+00:00,,,,146.13553489143644,158.79405237803405,,,161.78129494364688,139.5172881214432,,,,,,,
74,2006-10-25 21:55:41+00:00,,,184.48478107355163,176.74917495472218,166.75480251339556,160.11753101635804,175.2198917409344,173.54562263717992,158.64910181680713,165.17936737350988,182.78325070434963,180.63608403680507,173.85095476350148,,,161.10981904650208
75,2006-11-02 22:00:20+00:00,199.06430064082355,174.73292826121968,171.72576545859988,174.9269779931077,171.36190494442695,158.65080459593545,159.92389882422785,163.87119243598224,146.9124791198832,,,,,,,
76,2006-12-28 21:56:14+00:00,,,,,,,165.51853778491278,175.8814950605537,131.35274162607007,133.0502653958279,135.97281788727213,154.8449601159539,155.1707999335056,164.44278763722303,146.40322548035604,130.84463959264605
77,2007-01-13 21:56:14+00:00,209.41557305112522,202.33656979742486,191.06522294715484,175.73048200852688,184.7871190898626,152.9520364880369,181.9633988472575,177.92597961994738,,161.3619666813563,,,,182.4282980221057,191.5060885756505,
78,2007-02-14 21:56:27+00:00,,,,,,176.99374895300053,192.81333504729224,185.41432653985808,157.9072089487034,159.9699840518268,,,173.91013459909976,187.64886941946065,189.09548420834918,171.77192062823912
79,2007-03-02 21:56:31+00:00,193.50502609179284,198.82817225672946,186.1221903695918,174.21619006845287,,,177.00869240522084,179.12412387134526,150.6332665375315,155.01483941406593,164.85996295483747,178.24714406565988,177.19259676319962,178.25982025877352,185.43817609767783,161.48591667606368
80,2007-03-18 21:56:33+00:00,182.49952199944732,176.13953701491207,177.22863014376776,161.92799648076686,156.1863100108685,144.17289698810538,,,,,,,,,,
81,2007-04-19 21:56:31+00:00,192.806587515908,189.18587559643333,,,175.51585893298147,173.90800612795772,173.07656044901336,176.02595169680077,163.2543308707732,166.13868335422555,166.27153814934655,174.02408400145865,165.71651637575883,165.68397345515137,,
82,2007-07-24 21:56:11+00:00,197.10570762524281,,,189.74644407026403,175.29219962490694,,,161.63524961155636,,,,,126.37542568964356,,,
83,2007-09-26 21:55:47+00:00,,,182.85155609876543,179.69915491693018,166.13412402038,162.63412856545168,162.5686279433816,168.44352502085087,157.65632541485132,161.34815465665469,163.54838495888404,170.20494331099368,,,,167.230838214923
84,2007-10-12 21:55:47+00:00,184.62047467083298,186.07806938354707,177.9226982551095,160.04094129898078,152.6765186450595,151.37002464795611,155.74288308103863,161.52756922349212,,,,174.19573430735895,169.59530692885042,169.63164948175125,168.80097902340967,149.25347630533318
85,2007-12-31 21:56:23+00:00,,,,,,,,,,,,,219.79007412912955,207.53303714999987,,
86,2008-02-01 21:56:21+00:00,,206.782359152767,197.3697311131084,182.15580929824964,171.95926617896168,176.20790481606326,196.7336644682452,178.7962299287371,146.3130345373199,,,,184.15134628432392,181.53461725087905,175.56697787862132,164.69902380131228
87,2008-05-23 21:55:58+00:00,179.97784594928743,184.25698082841538,185.92854331448868,175.56576519752477,170.1177232007968,170.71599940965103,177.49359870822553,170.90455144021132,146.78113921406202,,,,,157.63419203815553,166.28940406251482,99.7396668566298
88,2008-06-24 21:55:40+00:00,108.95614488313502,,,156.46151308860775,185.02201883065675,143.73397458111936,147.6893971468769,154.20304775699177,119.96825272537905,,,,,149.0620564613849,,
89,2008-08-27 21:55:06+00:00,,,158.1394804926276,150.02786718649037,139.99648668229497,128.77351965042035,137.2894968178831,158.1936583822323,139.75657249588355,,,150.01916846235045,157.65812633408933,,,108.83196936547995
90,2008-10-14 21:54:42+00:00,,,,164.60984870634496,159.93714957684597,,,,,,,,,,,
91,2009-03-23 21:56:15+00:00,,,,160.03313640347986,162.7611561256145,156.76702373782766,149.34415637871683,166.8573060438109,162.28944454810886,162.09395323896916,164.28199698286366,174.33539919483883,167.02502183081322,169.1291387006412,,
92,2009-04-08 21:56:20+00:00,,,,,,,,,,,,,,,,
93,2009-11-02 21:56:28+00:00,157.42396261690996,163.3506291199949,159.07319148557553,142.53527822323744,133.9195196835912,127.86833423735482,,,,,,,,,,
94,2009-11-26 21:56:28+00:00,141.07325008020976,133.102702720257,149.71422327756088,139.65151193727706,136.07566217998095,121.69700846057943,130.54654969615441,140.60203636495845,123.52406168938757,115.00438362055259,,144.01159503136367,145.12989882915343,142.85158653112336,125.26279866562027,119.19896342631388
95,2009-12-12 21:56:37+00:00,168.60433862229874,148.2157052522047,158.21179848151377,151.7600502080293,143.89882669790737,132.2077643646413,133.74494587258195,148.1070729612692,129.00494202796378,121.84015626595867,,149.92880416485403,148.00941593608,148.3319171407552,140.25576126118838,121.53946972129306
96,2010-01-13 21:56:49+00:00,,,,,,,,,,,,159.0267082785521,,,,
