dates,sar2491-0000,sar2491-0001,satname
1984-04-13 09:26:43+00:00,229.64,242.70,L5
1984-05-06 09:33:03+00:00,224.43,240.92,L5
1984-07-18 09:28:22+00:00,229.09,244.01,L5
1984-08-26 09:35:45+00:00,220.61,235.68,L5
1984-09-04 09:29:37+00:00,223.30,237.13,L5
1984-09-11 09:35:50+00:00,220.34,235.44,L5
1984-09-20 09:29:40+00:00,221.04,236.27,L5
1984-10-13 09:35:49+00:00,220.22,235.60,L5
1984-10-22 09:29:36+00:00,220.68,235.60,L5
1984-12-09 09:29:34+00:00,221.98,235.99,L5
1985-01-17 09:36:05+00:00,216.45,232.81,L5
1985-03-15 09:29:58+00:00,215.75,232.59,L5
1985-04-16 09:29:51+00:00,213.79,231.59,L5
1985-04-23 09:35:59+00:00,214.99,233.66,L5
1985-05-02 09:29:43+00:00,216.29,234.80,L5
1985-05-25 09:35:51+00:00,218.05,235.76,L5
1985-06-03 09:29:40+00:00,220.62,236.92,L5
1985-06-10 09:35:50+00:00,217.40,234.05,L5
1985-06-26 09:35:47+00:00,217.01,233.62,L5
1985-07-12 09:35:41+00:00,218.43,234.66,L5
1985-08-13 09:35:25+00:00,221.16,236.11,L5
1985-08-22 09:29:08+00:00,222.14,237.00,L5
1985-12-03 09:33:55+00:00,219.62,236.33,L5
1986-01-13 09:26:58+00:00,211.43,235.21,L5
1986-02-21 09:32:17+00:00,203.71,232.96,L5
1986-03-25 09:31:37+00:00,200.47,227.03,L5
1986-04-10 09:31:17+00:00,202.93,226.72,L5
1986-05-21 09:24:03+00:00,207.36,229.22,L5
1986-05-28 09:30:02+00:00,211.28,231.73,L5
1986-06-06 09:23:35+00:00,211.35,231.15,L5
1986-06-22 09:23:04+00:00,213.46,232.43,L5
1986-07-24 09:21:59+00:00,219.16,235.08,L5
1986-07-31 09:27:55+00:00,220.49,235.90,L5
1986-08-16 09:27:20+00:00,221.44,236.83,L5
1986-09-10 09:20:15+00:00,222.10,236.63,L5
1987-02-01 09:19:48+00:00,221.87,241.78,L5
1987-02-08 09:26:15+00:00,218.66,238.90,L5
1987-03-21 09:21:38+00:00,215.11,236.59,L5
1987-04-29 09:29:06+00:00,219.06,238.08,L5
1987-05-08 09:23:11+00:00,219.84,238.08,L5
1987-05-15 09:29:33+00:00,219.22,237.36,L5
1987-06-09 09:23:59+00:00,218.94,237.21,L5
1987-06-16 09:30:19+00:00,216.21,234.23,L5
1987-06-25 09:24:20+00:00,218.27,236.10,L5
1987-07-02 09:30:39+00:00,218.91,236.64,L5
1987-07-11 09:24:39+00:00,220.03,237.62,L5
1987-07-18 09:30:57+00:00,219.76,236.90,L5
1987-08-03 09:31:25+00:00,219.84,235.98,L5
1987-08-12 09:25:31+00:00,220.99,236.84,L5
1987-08-19 09:31:54+00:00,220.95,237.15,L5
1987-09-04 09:32:19+00:00,221.96,238.26,L5
1987-09-13 09:26:21+00:00,221.83,238.39,L5
1987-10-06 09:33:02+00:00,221.68,238.36,L5
1987-10-31 09:27:16+00:00,222.04,238.66,L5
1987-11-07 09:33:38+00:00,222.05,238.34,L5
1987-11-16 09:27:39+00:00,222.73,238.06,L5
1988-01-10 09:34:42+00:00,223.58,237.89,L5
1988-01-19 09:28:41+00:00,218.98,234.55,L5
1988-02-11 09:35:17+00:00,216.83,232.49,L5
