dates,sar2491-0000,sar2491-0001,satname
1984-04-13 09:26:43+00:00,229.64,242.7,L5
1984-05-06 09:33:03+00:00,219.21,239.14,L5
1984-07-18 09:28:22+00:00,238.42,250.18,L5
1984-08-26 09:35:45+00:00,195.16,210.68,L5
1984-09-04 09:29:37+00:00,234.08,242.96,L5
1984-09-11 09:35:50+00:00,205.53,226.96,L5
1984-09-20 09:29:40+00:00,225.22,241.26,L5
1984-10-13 09:35:49+00:00,223.92,238.03,L5
1984-10-22 09:29:36+00:00,223.88,235.58,L5
1984-12-09 09:29:34+00:00,229.64,242.3,L5
1985-01-17 09:36:05+00:00,194.18,224.72,L5
1985-03-15 09:29:58+00:00,197.65,213.65,L5
1985-04-16 09:29:51+00:00,223.59,241.71,L5
1985-04-23 09:35:59+00:00,229.89,245.92,L5
1985-05-02 09:29:43+00:00,222.79,240.51,L5
1985-05-25 09:35:51+00:00,228.61,241.52,L5
1985-06-03 09:29:40+00:00,238.64,245.0,L5
1985-06-10 09:35:50+00:00,203.89,219.38,L5
1985-06-26 09:35:47+00:00,213.89,230.19,L5
1985-07-12 09:35:41+00:00,231.18,244.0,L5
1985-08-13 09:35:25+00:00,221.5,239.18,L5
1985-08-22 09:29:08+00:00,231.9,245.91,L5
1985-12-03 09:33:55+00:00,215.38,239.33,L5
1986-01-13 09:26:58+00:00,176.93,216.42,L5
1986-02-21 09:32:17+00:00,218.82,243.13,L5
1986-03-25 09:31:37+00:00,190.77,209.22,L5
1986-04-10 09:31:17+00:00,212.76,225.49,L5
1986-05-21 09:24:03+00:00,229.48,241.7,L5
1986-05-28 09:30:02+00:00,234.85,246.84,L5
1986-06-06 09:23:35+00:00,215.84,235.22,L5
1986-06-22 09:23:04+00:00,228.25,241.38,L5
1986-07-24 09:21:59+00:00,222.54,237.65,L5
1986-07-31 09:27:55+00:00,231.08,242.45,L5
1986-08-16 09:27:20+00:00,230.06,245.21,L5
1986-09-10 09:20:15+00:00,225.39,241.16,L5
1987-02-01 09:19:48+00:00,210.17,238.98,L5
1987-02-08 09:26:15+00:00,209.02,230.26,L5
1987-03-21 09:21:38+00:00,226.15,240.54,L5
1987-04-29 09:29:06+00:00,230.88,242.53,L5
1987-05-08 09:23:11+00:00,222.96,238.1,L5
1987-05-15 09:29:33+00:00,216.11,233.76,L5
1987-06-09 09:23:59+00:00,217.31,236.32,L5
1987-06-16 09:30:19+00:00,197.05,213.32,L5
1987-06-25 09:24:20+00:00,234.82,251.05,L5
1987-07-02 09:30:39+00:00,224.58,241.59,L5
1987-07-11 09:24:39+00:00,231.32,247.4,L5
1987-07-18 09:30:57+00:00,216.81,228.9,L5
1987-08-03 09:31:25+00:00,211.05,228.03,L5
1987-08-12 09:25:31+00:00,222.83,240.56,L5
1987-08-19 09:31:54+00:00,220.53,240.9,L5
1987-09-04 09:32:19+00:00,235.1,252.64,L5
1987-09-13 09:26:21+00:00,219.88,240.23,L5
1987-10-06 09:33:02+00:00,223.98,240.02,L5
1987-10-31 09:27:16+00:00,236.31,247.01,L5
1987-11-07 09:33:38+00:00,223.05,233.39,L5
1987-11-16 09:27:39+00:00,226.27,229.47,L5
1988-01-10 09:34:42+00:00,,235.66,L5
1988-01-19 09:28:41+00:00,170.8,192.16,L5
1988-02-11 09:35:17+00:00,195.56,213.44,L5
1988-02-20 09:29:14+00:00,216.65,227.82,L5
1988-03-07 09:29:48+00:00,186.64,202.57,L5
1988-04-15 09:35:50+00:00,236.35,256.74,L5
1988-05-01 09:35:57+00:00,230.61,244.94,L5
1988-05-17 09:36:08+00:00,225.02,243.06,L5
1988-06-02 09:36:14+00:00,205.94,220.37,L5
1988-06-11 09:30:05+00:00,233.84,249.55,L5
1988-06-18 09:36:19+00:00,222.19,240.91,L5
1988-07-04 09:36:24+00:00,226.45,242.6,L5
1988-07-13 09:30:39+00:00,227.09,242.1,L5
1988-07-20 09:36:27+00:00,216.15,226.65,L5
1988-07-29 09:30:18+00:00,216.75,236.16,L5
1988-08-05 09:36:28+00:00,207.69,225.32,L5
1988-08-14 09:30:16+00:00,239.3,,L5
1988-08-21 09:36:29+00:00,205.03,224.73,L5
1988-08-30 09:30:21+00:00,222.13,240.12,L5
1988-09-06 09:36:31+00:00,208.65,240.82,L5
1988-09-15 09:30:17+00:00,210.04,226.89,L5
1988-09-22 09:36:26+00:00,228.24,241.47,L5
1988-10-01 09:30:34+00:00,216.04,230.84,L5
1988-10-08 09:36:21+00:00,179.76,205.54,L5
1988-12-04 09:30:05+00:00,178.17,217.14,L5
1988-12-11 09:36:09+00:00,,212.81,L5
1989-01-12 09:35:56+00:00,206.4,235.51,L5
1989-01-28 09:35:43+00:00,233.17,226.91,L5
1989-02-06 09:29:35+00:00,235.6,234.92,L5
