,dates,nzd0443-0000,nzd0443-0001,nzd0443-0002,nzd0443-0003,nzd0443-0004,nzd0443-0005,nzd0443-0006,nzd0443-0007,nzd0443-0008,nzd0443-0009,nzd0443-0010,nzd0443-0011,nzd0443-0012,nzd0443-0013,nzd0443-0014,nzd0443-0015,nzd0443-0016,nzd0443-0017,nzd0443-0018,nzd0443-0019,nzd0443-0020,nzd0443-0021,nzd0443-0022,nzd0443-0023,nzd0443-0024,nzd0443-0025,nzd0443-0026,nzd0443-0027,nzd0443-0028
0,1999-08-17 22:12:50+00:00,,,195.59877275601116,175.45898107315153,185.79936547057463,,172.9132248136011,183.72962285500276,175.18752251758428,175.5634390571303,178.83802488936917,182.2260411440826,189.00323813337482,195.47213539602896,177.94581634933925,171.29978705656205,168.5625648361722,175.07797342268998,174.0119758514684,163.88318931394025,155.09057084461838,150.69559710017114,146.63262106322478,,142.35751049792353,150.6119768005101,147.17391698606338,147.06704116096506,76.52538951598663
1,1999-10-27 22:19:03+00:00,,,202.60710078780414,183.46048775607198,179.81499178265506,,,164.5658136240193,159.92260946575394,158.25554000950197,168.59701069568044,,183.78607161671084,194.8270713560722,182.4406380477908,174.64738084637366,173.0858659202073,169.85355461784442,176.25113008261903,164.44168178612335,163.25626864757473,,132.55608634172862,147.6008353794002,155.58042197107085,149.7013721904305,147.04262256739563,137.61078251643045,128.27688456110724
2,1999-11-12 22:19:03+00:00,,165.11076857831733,,167.105262842716,186.63479564190243,187.47304884754564,185.8168811315413,,186.99481950014422,199.6044709889884,205.97009374717962,199.78990124424465,206.59270176949738,206.12451804547956,196.91769490670944,192.68487400728642,178.1454773684621,175.19617917653943,170.9875367137801,156.19347189496506,149.73474905758655,160.7590591138689,,156.77465177359,161.0968436052001,151.5057401459346,133.2805569580143,119.38974531039813,125.73494731278922
3,1999-11-21 22:12:47+00:00,,,,199.82724177935683,199.90574496358389,214.07878075825272,200.16770628999436,,205.795480580114,214.55336604702322,206.67595534655973,214.2495652781626,221.60055446529663,225.6954253764914,212.22651290999445,208.14030143377624,196.18397471110944,199.44820789427888,198.28526692253658,183.26397557144864,178.3248378840956,172.22059421644678,153.7340310780278,150.96227698416953,149.50412488636948,162.86905157142655,154.96970018718287,142.5056582769513,158.70056917327935
4,1999-11-28 22:18:56+00:00,,118.13948145783266,189.23600588604438,168.50419968383468,179.06248862533366,,176.73552685345857,177.13347728893046,175.6567646127148,183.92075387043252,187.1911476533838,186.17528336835088,192.32219944424605,197.2300850683162,194.03370518252973,187.95127264860974,172.97687384598552,172.55801532007825,165.4852868108762,154.2274995596712,154.951101373448,160.08769950934916,145.1927218622551,135.37184126961847,150.19536892238904,155.13836834666293,151.00827205044922,150.6257139330899,150.14404976868246
5,1999-12-07 22:12:53+00:00,,,,179.37980716250397,185.73117021849188,,190.2452823436099,187.79914442820314,,195.3415449890761,197.75253538169912,197.88848963221838,198.6024592880289,205.91572179914672,191.0317871440276,181.1092973264567,170.9489422879588,165.3490949402521,162.60772435222074,161.78405766333944,162.1737842807615,,148.88492240349055,135.3302388117577,146.02092511186885,149.07351568779546,157.45975664628327,,155.49578082324615
6,1999-12-14 22:19:07+00:00,,100.0523832913354,204.73125873964918,171.97450866695223,,,,165.88281649858015,,175.35212171066772,,177.19683322353092,183.5938272380778,191.62104147816657,191.72366069377782,177.6418336978056,168.04456918445553,176.4092682364861,180.0650994764874,158.77775350626675,164.8169656692067,167.40436138220886,140.57926089428634,147.55572795669255,158.9042208187045,160.82579318933995,149.7628481620009,149.59411980796727,136.1658675986912
7,2000-01-08 22:12:49+00:00,,,191.42539780985754,191.7370035077493,180.18172931608157,213.86251724069197,194.7830509220766,176.00727370083663,,192.81304427015644,192.33607368776578,192.46937279384196,198.7744253819735,203.21430175273957,189.92424544602974,186.8493438758991,177.33191144500998,177.82024785274177,180.7249742694651,167.44320057036126,154.77035750004475,153.59777656514956,136.76421168434032,131.32338212093683,138.0279249345394,149.5704087019336,153.85309427837498,,144.24259353945078
8,2000-01-24 22:12:47+00:00,466.4209187263696,99.89827806247239,191.9647659391431,205.82660700019073,,,156.45849863926642,163.82801617004978,,180.35269144261088,,175.97933935045612,180.58966130266683,,166.68915135862278,158.4211333124585,162.3667713267291,160.94331122046103,167.3346894713674,160.90132138845385,132.44385078950612,94.88846895943246,92.05114852673503,,,,150.27469866005742,146.7967432964272,
9,2000-01-31 22:18:57+00:00,478.63360878237467,,193.68566967033576,192.13712482848018,184.3933324396802,,168.37181257306673,172.96103429454132,177.21951202741357,,171.7509764113825,178.53892229916977,182.165247949142,,,,172.96340824853917,161.90661808767354,157.65924386291377,139.743292909035,138.51181876855142,144.68574312268558,113.63649659332148,116.83790630998507,139.64304384750162,140.5313378817152,126.3597554512183,,
