,dates,mex0461-0000,mex0461-0001,mex0461-0002,mex0461-0003,mex0461-0004,mex0461-0005,mex0461-0006,mex0461-0007,mex0461-0008,mex0461-0009,mex0461-0010,mex0461-0011,mex0461-0012,mex0461-0013,mex0461-0014,mex0461-0015,mex0461-0016,mex0461-0017,mex0461-0018,mex0461-0019,mex0461-0020,mex0461-0021,mex0461-0022,mex0461-0023,mex0461-0024,mex0461-0025,mex0461-0026,mex0461-0027,mex0461-0028,mex0461-0029,mex0461-0030,mex0461-0031,mex0461-0032,mex0461-0033,mex0461-0034,mex0461-0035,mex0461-0036,mex0461-0037,mex0461-0038,mex0461-0039,mex0461-0040,mex0461-0041,mex0461-0042,mex0461-0043,mex0461-0044,mex0461-0045,mex0461-0046,mex0461-0047,mex0461-0048,mex0461-0049,mex0461-0050,mex0461-0051,mex0461-0052,mex0461-0053,mex0461-0054,mex0461-0055,mex0461-0056,mex0461-0057,mex0461-0058
0,1986-03-13 17:25:55+00:00,385.10550231048126,345.72735477762325,296.84440401213936,277.7842554933615,253.92003008580554,238.97026619090008,227.84762130925984,215.96365976795775,215.10353461841447,216.48118818964286,213.1961612584592,219.0778397418575,220.2509486479988,214.06170675890053,215.15386076995154,219.5979783666028,214.27678566497403,213.65692168656676,214.81580654608538,209.184593361805,216.9924499260639,226.53974340473977,235.45650800117397,226.4326813723138,224.45322929511963,233.25548881730825,217.2005054279465,214.42671922568456,220.66389964965634,212.37684551621322,214.58547282897624,228.97982365709296,225.9970118442506,223.94345848636232,216.68996861966042,216.2175646917374,207.14470318269355,206.5275530310192,210.98201448768012,218.28640729277848,226.79233728302864,224.160759544412,221.47130370463586,227.12835824595948,222.47525026341512,225.07093576941404,220.35458355693797,219.3366445884311,223.98572041480676,226.86493878028546,226.52790490890442,228.74643064126545,219.67820594501592,211.1252383963967,215.68920193623222,217.66333721993416,211.01819148276508,203.99177398825248,207.56465292721077
1,1986-04-14 17:25:15+00:00,,372.87690311560283,314.75417169947315,283.90329212085686,272.04526351697825,251.218530791285,227.65645223536026,231.82889450449207,222.850356428958,220.2610124966057,235.64864390119376,227.3027374848869,230.22493906403304,223.20786279087136,226.85372341120197,223.4614430772088,227.51499666754813,222.0636059307264,224.22971715792946,226.1451666174686,236.45816417136402,240.2515369407899,235.63212151793263,229.1715696562666,236.50713522112122,234.93360791667794,230.9607076918369,229.60893608093488,232.5732132130548,229.03885535979447,235.543083631077,241.86476189370293,238.860000839814,237.079543506046,229.1095546817785,223.60037082682618,223.82535645057874,224.69417527487602,223.7015733087074,239.75087474920448,236.69956645032948,235.61818271971893,236.99472419234334,234.06362556428067,240.32192943489548,234.27795412669005,237.09062146559907,239.1588449021411,250.67324814929535,249.90464721592292,232.19146872421277,235.58448663207255,225.9710398669091,220.202899738836,225.76498643534387,224.7796847718904,219.69928614305311,219.7202027212174,206.10176614677752
2,1986-04-23 17:18:52+00:00,,378.4371008579871,328.4113787399308,295.8307882648078,285.7074076420399,258.25413309377484,246.01656992386677,239.56039798519333,227.14612226944763,236.6736092714758,238.68377515304232,235.71025819247703,239.76354398593836,240.36855537684602,235.36946830620104,239.00344321807205,244.34868350614923,233.97234772245784,235.38352703461672,235.75900826430347,240.55717200471383,242.91541472683517,257.6756576626137,253.79349910975927,250.81830203189892,251.85353217647625,250.68650167173033,242.29499067676386,239.4576767527604,247.0878979116593,241.2209624315192,251.79868546480475,250.49448125188331,252.0243667352454,240.7440849316178,237.13342798378864,235.74297541210524,228.59287389108607,231.82497273238792,245.42541266607026,237.25155174859458,242.60337039384794,244.87417246247236,246.0757961512038,245.2855493935804,248.980858636812,246.08868910096885,250.63384293928007,253.92032093446448,257.25170145229447,243.5838850560033,247.203937969398,241.87106003787983,241.7236613648696,233.47643875272394,238.8183649051324,230.5004206750922,223.62836074520342,224.36262346815894
3,1987-07-15 17:18:48+00:00,,398.38651802666743,332.99241743969066,296.5514177973887,261.51894433604645,249.96461563911245,244.97440049370624,239.0219554422751,239.5922200718902,240.99436432578798,241.55917220123007,245.39562556609343,242.98895685303384,235.95408385800366,236.4615104242597,240.51029875048354,236.4334539571732,236.86197099653867,245.5222317284941,249.64553274794227,245.84474519556815,251.00221442092007,256.83755276868015,254.04750028869992,249.0923967055624,250.75015391282236,251.6572906505381,250.28544071266842,253.46565662492551,253.31225338347178,248.3561460823933,247.83222015091965,250.7874540510547,242.9338230591149,239.4558772967893,240.83869502163964,239.50165105588832,250.53233168934517,251.4637047855588,254.77600010140952,246.2435497553869,247.623676628679,249.1221555536257,244.78165606208347,247.89527472805608,259.52544433646455,260.10973995808814,266.67479664737306,263.8936328628355,262.0344700616904,260.95918303845133,264.32076198098366,258.4229758980029,250.35359072001793,247.08072326496773,248.39924757678955,239.37518369753766,243.99108862756398,248.36547104575482
4,1987-09-24 17:26:52+00:00,,382.07735178744366,325.8558061571335,295.18035713870347,258.9269994677813,241.55799806086253,234.71054206914292,234.01582584784134,233.1307003214322,234.9791241051399,234.37497342455205,236.75184686027978,235.8096631136962,232.56562855577747,232.73568637064068,231.31944217378356,227.9301402183196,232.2414216205144,236.6009037328956,239.7481707246447,230.42648409937493,239.5033525109991,246.00107416826464,243.83855474421347,247.81009540123907,248.38882645087622,251.24624897379144,252.07484601198587,247.92589108461527,242.8545736760547,238.72652478722227,242.72438090057238,247.8744855731561,245.16621150401465,240.97570581394442,239.53202243305233,245.0579755114419,246.74526929035622,242.9573112770905,242.03597544218408,236.2622761961747,237.76892902620716,234.6521237905974,236.77732490676405,241.6151769178017,247.04638686693414,256.9549979105785,258.45576801622053,252.69321723866344,254.82912446344082,247.96922246451362,247.17375943212338,252.57660549184493,251.0977408270687,248.77346526322435,242.25822159018455,238.09649356101437,227.6420267492996,228.01276849584164
5,1990-04-09 17:19:58+00:00,,373.27499874209644,325.2793661730047,296.5120475820408,257.59091967201294,248.28501130463403,244.0832465318365,232.10739535368432,232.20819088819832,236.10424084652755,240.84704215267223,238.72798289539583,234.70775546607547,235.55259396954375,233.37613818871375,230.19204434554194,229.87275533637316,230.3348143267017,233.977418461798,235.46420243373308,236.86307714523286,238.45926970126965,242.84349483241343,245.84609825204845,240.62654138904026,245.19610453117795,240.46223851300917,239.410685192521,242.22148909998305,249.5552150960561,243.31612237275004,241.49374013436204,240.28617046611419,238.91854550625396,231.60564935204988,232.21666069090656,234.93290605736067,242.0317504705108,239.78513301338256,250.4988106395556,249.6506809863347,246.50232040111442,247.92153471411277,244.68696371234722,243.1174417778199,240.85736932506845,251.72174918610744,254.6296389690995,258.7196895395844,263.53824310186974,266.28537598226774,252.30976933176035,245.51051748478795,239.13661587053784,238.52542290493275,240.982599972808,235.94394495835598,223.52663415060562,225.0109987388001
6,1990-04-18 17:13:52+00:00,,,323.41349927875933,285.450292787173,253.26390864560508,246.09442212007772,246.14377028655818,232.40485042642067,232.90152112948203,239.66138418954228,244.3722076980608,245.86691160431363,242.62660464843,244.85117841785413,240.7962122950532,242.47110680561045,238.13653174437397,239.72851185421067,237.61187174755034,245.46229574972983,246.8188965990154,249.23046069516485,248.92358755239016,253.8377394767903,248.3756058822353,251.31356851640467,249.04569289208112,247.28515382499438,246.10962692189912,249.67033910619563,246.77089126465003,242.6190794572199,243.20552945287153,244.5708835732489,239.1809534297731,235.9251043235286,244.41974255171448,245.03268665344135,250.28584035807572,259.562768372914,260.93457216226494,260.8587958541279,257.32100243910037,259.1803922606028,253.56970641448495,254.23549570068494,264.4468181850095,270.9970511550824,265.1608784728268,265.4563078019193,270.71287954895985,257.7311372097569,247.66303111830737,243.98605411652076,243.06651439210847,250.20711012329295,234.0448805703232,229.14859882518812,224.22168326214822
7,1990-05-04 17:13:46+00:00,,,356.40058173169405,312.82186004398176,273.2222987345595,263.4216256444472,251.22157538518866,247.03730508041576,246.58809665899946,244.16473852006996,247.18885117161733,256.84359680177045,242.664343976167,246.35263002261547,243.80846113689677,244.038510276439,248.87360604312266,249.97464702063354,252.3550962326143,244.70092525361449,246.195783520433,253.60807702419044,256.84342927026273,261.1558090360985,261.78159339569544,262.7697907947189,249.6347125602204,258.51440394595335,258.6480624224084,256.182145977927,254.09327261971623,252.09135111989906,253.6047491484421,256.1724907446909,249.9196356228946,254.14208343085807,253.18013892665422,255.93943369972885,260.049028060399,267.8118927178721,268.23073907203656,271.1610481991033,258.06190886254274,257.6570009896385,261.8847361634244,265.11291157719313,279.7709225522666,275.6372852874962,262.33863133516684,270.3203018079029,269.28875046583414,262.8345137938245,260.496033964789,249.02107677435853,265.5102886507779,254.9182849810878,246.1973577848669,236.55798949262177,231.31401474615973
8,1990-05-11 17:20:04+00:00,403.90405301034554,372.31464555251716,327.2443795510239,296.02556663674045,261.97336818838164,247.1948686142776,240.3475124680375,233.54824617998057,234.10139363188523,233.26391182079666,241.44180627758962,242.99872522562922,231.3424075457948,233.27559050893865,236.08774982459394,231.83263075586777,235.12352652156054,238.42558727324104,241.17849465698487,231.64775538803852,240.32738339837613,244.45421994063685,245.2935699813736,245.94296442911738,251.05832922779163,248.96133637115267,238.08508313315994,248.13100276653506,243.89483659453043,245.05910758981614,241.49756801851785,242.24957819273433,237.90683074682494,236.41690143265075,234.67249556459169,235.54529708666846,236.31414006258274,244.46706450944416,245.41258285975388,250.88414723908966,249.11338232819156,249.97089103735934,246.61624445803278,245.58455409017026,249.69756035017258,250.26280910722167,267.5968281339702,261.59403250806764,259.86413777752034,266.6801593912892,264.6331118871905,260.6526830975812,247.5453502456069,240.86439108945058,255.2872457441846,244.09241756792943,241.02669272852512,235.50971147321457,234.94003993399997
9,1992-08-29 17:15:58+00:00,,,368.1583154167125,318.9131420590958,274.94449943822235,258.44220843814276,251.1200335122224,236.0762546827525,226.00322612021165,236.38673637150913,239.04018366682834,238.98862102289928,228.323050832322,226.34385528189233,226.87150788287886,226.21392105523626,223.12858497217007,221.18005398859344,226.77047575678807,221.14192132977973,227.19329536078362,231.33055877407617,232.53302082717357,234.06231746054272,237.82073035705014,243.35387075445487,250.6695451319182,241.25081010290415,242.07504512457257,240.5003964037428,243.41834587218273,242.60381709133532,240.37464915143573,236.58074819262202,238.837115291526,236.2999975607857,237.00537514003906,241.48080456747817,241.4734811021217,243.40822182966463,242.79935535103198,241.75290467902283,240.73017403766931,241.9711418066717,244.9156864325313,243.57348099100722,242.77547215622906,248.18719011742553,253.9296693957262,254.14570169005754,253.87052977989578,251.92799634356987,247.5611466203943,239.98181209358506,238.5262211730864,240.37006265366375,232.90121238925633,228.62925571718688,226.52959990560623
