dates,nzd0112-0000,nzd0112-0001,nzd0112-0002,nzd0112-0003,nzd0112-0004,nzd0112-0005,nzd0112-0006,nzd0112-0007,nzd0112-0008,nzd0112-0009,nzd0112-0010,nzd0112-0011,nzd0112-0012,nzd0112-0013,nzd0112-0014,nzd0112-0015,nzd0112-0016,nzd0112-0017,nzd0112-0018,nzd0112-0019,satname
1999-08-26 22:04:44+00:00,345.73,332.78,339.40,341.80,351.13,358.79,359.15,359.91,359.98,358.06,358.65,357.91,362.21,363.48,364.47,365.03,347.13,346.97,342.53,330.28,L7
1999-09-27 22:04:48+00:00,346.10,329.58,335.64,338.77,348.20,355.15,348.02,355.22,357.01,352.09,350.15,352.18,360.29,355.92,355.85,361.78,350.94,351.39,343.07,331.08,L7
1999-10-13 22:04:48+00:00,343.55,325.86,332.51,332.79,344.88,350.38,342.60,348.42,353.48,348.35,348.49,348.89,356.49,349.53,351.62,357.75,350.34,350.29,340.07,329.11,L7
1999-10-22 21:58:28+00:00,344.85,329.80,335.77,332.90,344.71,349.10,343.39,346.06,351.14,349.09,350.34,351.46,356.60,355.74,357.34,361.09,350.34,350.29,340.07,329.11,L7
1999-11-14 22:04:42+00:00,343.63,328.98,333.38,330.75,343.02,346.17,340.32,341.46,347.38,346.60,349.08,347.65,352.21,352.73,355.11,359.08,350.80,350.69,342.32,333.24,L7
2000-01-01 22:04:37+00:00,343.63,328.98,333.38,330.75,343.02,346.17,340.32,341.46,347.38,343.75,348.39,347.76,348.33,351.80,356.45,357.48,351.68,351.06,346.57,336.35,L7
2000-02-18 22:04:29+00:00,342.48,328.31,332.12,330.08,343.12,345.55,339.45,340.06,346.12,343.09,347.95,347.02,347.27,350.85,355.51,355.73,350.44,350.70,346.95,336.46,L7
2000-03-30 21:58:09+00:00,342.34,330.84,332.51,330.06,342.55,343.46,338.23,334.01,340.96,341.32,348.69,346.44,342.77,351.39,358.53,356.19,353.82,353.46,352.92,340.63,L7
2000-05-17 21:57:43+00:00,342.87,334.23,333.46,337.06,347.05,347.86,341.49,336.48,339.11,339.00,347.63,346.60,340.83,353.78,360.75,354.37,355.42,355.98,359.60,343.22,L7
2000-07-11 22:03:17+00:00,340.70,325.79,324.47,324.34,325.69,334.84,329.34,326.36,329.55,332.41,336.12,339.67,338.13,347.95,351.85,350.00,348.09,344.06,347.59,331.39,L7
