dates,satname,nzd0112-0000,nzd0112-0001,nzd0112-0002,nzd0112-0003,nzd0112-0004,nzd0112-0005,nzd0112-0006,nzd0112-0007,nzd0112-0008,nzd0112-0009,nzd0112-0010,nzd0112-0011,nzd0112-0012,nzd0112-0013,nzd0112-0014,nzd0112-0015,nzd0112-0016,nzd0112-0017,nzd0112-0018,nzd0112-0019
2004-05-12 21:54:49+00:00,L7,,,,334.70,340.62,346.85,342.21,343.07,339.77,339.66,342.74,,,,,,,,,
2004-05-20 21:46:20+00:00,L5,341.33,314.20,318.38,323.88,323.53,323.58,312.51,312.93,310.33,316.15,318.85,327.84,325.29,333.28,340.88,329.78,327.81,326.78,320.32,303.49
2004-05-28 21:54:47+00:00,L7,386.17,,,,,,,349.21,342.13,344.10,352.71,352.16,354.24,352.16,353.03,,,,,
2004-06-05 21:46:48+00:00,L5,346.55,333.75,331.37,330.01,325.84,330.13,321.95,320.48,319.49,329.86,331.67,333.84,332.53,339.20,343.37,341.72,,,,
2004-06-21 21:47:16+00:00,L5,340.83,321.53,314.96,328.10,322.36,328.62,328.47,336.62,332.25,345.40,340.51,338.82,331.77,337.19,340.37,341.76,333.92,328.75,330.86,302.52
2004-07-06 22:00:48+00:00,L7,341.88,,,,335.18,337.16,335.44,333.57,331.74,331.53,338.21,341.05,335.35,336.90,343.84,,,,,
2004-07-23 21:48:09+00:00,L5,347.12,336.12,334.65,338.04,339.05,339.70,334.11,336.08,332.76,338.15,340.44,335.47,342.37,352.63,351.53,352.64,348.70,343.65,,
2004-07-30 21:54:28+00:00,L5,383.55,353.07,355.61,350.90,352.54,352.82,351.71,366.92,365.95,371.78,370.05,368.67,358.25,367.74,378.57,374.42,361.28,357.11,340.00,353.06
2004-07-31 21:54:28+00:00,L7,,,,,,,,,,,353.71,333.41,349.25,354.05,363.42,354.76,350.07,343.47,,
2004-08-07 22:00:37+00:00,L7,356.96,,,,,,,,,,,,346.54,341.91,355.87,370.48,362.88,346.66,326.65,330.20
2004-08-08 21:48:26+00:00,L5,379.38,361.95,367.02,366.25,360.20,355.60,354.47,363.30,353.18,355.76,371.05,374.41,361.85,363.84,381.20,387.38,,,,
2004-08-16 21:54:26+00:00,L7,,,,325.15,328.48,325.22,322.85,326.07,321.57,328.71,333.50,,,,,,,,323.45,306.10
2004-09-25 21:49:43+00:00,L5,389.45,362.49,366.82,373.06,374.18,378.35,383.49,378.29,369.34,364.26,374.22,375.58,375.49,376.06,377.58,365.59,374.55,377.91,375.39,371.93
2004-11-03 21:56:42+00:00,L5,345.00,328.94,337.69,344.35,353.90,356.02,349.84,357.80,342.73,345.41,342.47,339.47,338.22,343.13,345.10,355.54,355.38,354.42,347.42,332.28
2004-11-04 21:54:31+00:00,L7,353.73,323.82,332.73,340.14,350.56,357.68,345.94,,,,,,,,347.66,345.72,345.97,338.45,342.24,335.51
2004-11-11 22:00:45+00:00,L7,347.39,326.08,324.44,330.22,348.52,,,,,346.71,345.63,343.76,343.46,341.78,343.42,341.03,342.94,338.43,333.45,
2005-01-15 21:51:45+00:00,L5,348.09,334.43,343.66,352.06,367.40,365.13,359.71,358.50,357.72,360.14,363.97,361.67,364.90,361.18,362.71,363.70,367.99,370.03,363.52,347.67
2005-02-07 21:58:15+00:00,L5,349.11,334.93,320.93,322.65,327.58,328.49,323.37,341.41,340.31,333.22,329.36,330.26,336.89,345.37,334.17,320.43,317.31,320.04,314.94,296.63
2005-02-08 21:55:11+00:00,L7,,,,,,,,,,,,323.13,,,,,,,,
2005-02-16 21:52:13+00:00,L5,353.57,339.29,363.64,367.19,373.00,376.88,365.11,363.77,362.02,346.81,336.67,351.54,349.90,348.61,346.38,347.58,351.30,357.50,348.66,343.63
2005-02-23 21:58:31+00:00,L5,345.72,327.24,329.71,333.41,336.80,337.92,335.06,338.90,338.07,332.42,330.19,331.65,335.65,346.28,337.75,333.53,336.65,337.74,329.12,310.02
2005-03-03 22:01:30+00:00,L7,353.08,338.97,335.56,346.74,354.79,348.58,344.91,345.66,347.58,,,,349.48,347.47,346.55,344.46,342.00,342.60,337.50,329.12
2005-03-11 21:58:44+00:00,L5,332.36,315.96,315.07,324.17,324.84,321.82,319.95,318.20,319.29,319.87,309.27,323.98,326.73,334.84,333.30,327.08,321.14,326.55,320.96,303.23
2005-03-19 22:01:30+00:00,L7,362.59,348.37,352.99,355.01,370.15,372.23,369.29,361.77,354.16,354.07,,,,,353.79,359.79,348.58,339.86,334.88,334.58
2005-03-20 21:52:38+00:00,L5,359.59,349.73,360.82,363.12,373.71,377.61,378.08,372.60,366.48,353.81,348.39,357.73,358.38,353.18,351.27,360.74,362.43,350.61,344.54,343.47
2005-03-28 21:55:18+00:00,L7,,,,,,,322.91,320.31,318.47,322.23,325.43,326.19,329.89,336.29,,,,,,
2005-04-13 21:55:12+00:00,L7,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:52:46+00:00,L5,377.19,359.54,361.18,362.48,380.58,389.92,389.56,386.42,373.78,368.17,361.89,377.76,385.79,374.35,366.47,370.54,362.23,344.66,351.43,355.99
2005-04-29 21:55:12+00:00,L7,,,,,,,,,,,,451.30,610.34,644.53,,,,,,
2005-05-06 22:01:25+00:00,L7,344.17,334.40,331.75,338.23,351.22,352.61,345.41,339.96,,,,346.86,341.83,344.12,342.44,340.70,336.50,329.74,328.39,321.80
2005-05-31 21:55:11+00:00,L7,,,,,,,,,,471.86,,536.80,387.53,298.38,224.61,,,,,
2005-07-09 22:01:14+00:00,L7,,,,329.81,326.28,324.94,322.34,320.54,321.70,329.44,328.78,329.54,329.36,342.45,,,,343.50,,
2005-07-17 21:59:35+00:00,L5,,352.65,356.57,350.31,354.01,350.27,344.09,347.74,345.31,362.81,359.63,361.06,355.65,355.64,358.83,356.43,356.48,328.84,329.56,347.02
2005-08-19 21:54:56+00:00,L7,,,,,355.27,352.58,347.32,348.93,346.31,355.53,349.76,,,,,,,,339.24,324.98
2005-09-04 21:54:47+00:00,L7,,,,,,,,,,,,564.50,599.49,654.19,,,,,,
2005-09-19 21:59:56+00:00,L5,345.58,327.53,324.49,312.85,315.25,315.21,310.55,305.09,303.25,312.45,324.54,325.72,326.01,332.78,338.63,335.47,328.48,318.63,,
2005-09-20 21:54:42+00:00,L7,,,,,,,,,,,,162.56,318.28,312.11,338.00,333.20,329.42,330.87,322.40,301.81
2005-10-05 21:59:53+00:00,L5,343.62,323.35,320.06,320.44,318.52,320.46,311.10,308.82,311.19,318.01,316.06,320.85,324.06,332.57,339.22,338.50,328.89,324.55,320.06,305.01
2005-10-30 21:53:39+00:00,L5,,350.59,357.89,354.23,359.01,359.03,358.27,370.24,366.76,363.89,368.90,367.55,367.06,368.74,378.52,353.84,353.27,348.38,341.27,351.51
2005-11-30 22:01:24+00:00,L7,343.73,333.98,329.75,332.15,331.05,334.08,334.40,329.05,328.06,329.60,327.41,,,,,334.79,325.17,325.40,321.20,311.26
2005-12-09 21:55:14+00:00,L7,,,,,,,,,,359.31,355.37,356.13,353.72,367.82,371.40,371.54,363.75,,,
2006-01-10 21:55:28+00:00,L7,359.03,352.62,364.13,364.01,381.19,381.82,378.87,383.95,,,,,,,,366.70,352.77,353.23,352.46,365.22
2006-02-03 21:55:55+00:00,L5,337.02,334.79,335.05,334.56,327.56,325.62,325.98,328.95,324.66,326.30,325.16,325.13,329.95,333.94,335.02,336.16,330.57,322.82,318.41,306.97
2006-02-11 21:55:41+00:00,L7,356.37,350.37,,,,,,,338.74,337.38,338.74,331.15,341.35,354.05,351.86,346.67,,,,
2006-02-18 22:01:53+00:00,L7,,326.26,321.20,320.47,316.72,314.61,318.43,318.50,312.66,318.32,315.05,313.13,,,,321.04,312.95,316.55,316.79,302.84
2006-02-19 21:56:15+00:00,L5,338.26,330.62,328.94,324.50,329.48,332.48,329.10,330.30,327.51,336.36,331.00,327.64,328.54,337.03,338.39,329.08,317.76,317.07,313.33,299.73
2006-04-08 21:57:12+00:00,L5,390.40,372.72,378.59,372.99,388.94,385.98,383.74,376.47,371.64,372.23,363.85,368.79,370.48,362.27,366.94,363.29,355.15,339.58,353.53,354.99
2006-05-02 21:55:41+00:00,L7,335.69,329.13,325.28,328.78,335.18,327.89,321.87,,,,,,,,325.35,322.88,319.99,317.28,313.77,308.38
2006-05-17 22:03:57+00:00,L5,352.39,333.91,335.33,342.02,343.13,336.42,335.81,331.96,330.38,333.97,337.21,336.96,346.32,344.19,345.47,341.55,338.56,330.39,329.86,316.59
2006-05-26 21:57:54+00:00,L5,591.98,633.56,,,370.77,333.15,321.64,319.98,344.49,334.77,335.27,335.97,349.30,348.68,382.59,393.87,406.23,330.38,304.34,265.86
2006-06-02 22:04:12+00:00,L5,341.27,320.60,332.27,338.68,347.66,347.38,343.22,340.46,339.59,341.63,340.85,337.50,343.89,346.01,345.78,341.85,332.15,330.42,328.23,317.63
2006-06-19 21:55:36+00:00,L7,,,,,364.71,374.02,374.10,369.74,371.03,370.24,370.25,,,,,,,,346.48,349.73
2006-06-26 22:01:44+00:00,L7,343.55,333.29,,,,328.92,323.91,323.91,320.80,329.62,333.25,334.15,333.48,336.30,333.59,330.15,,,145.42,300.47
2006-07-05 21:55:30+00:00,L7,362.14,358.29,351.90,353.89,362.67,361.38,359.03,,,,,91.12,117.31,343.94,345.24,345.25,344.14,339.53,333.62,325.00
2006-07-21 21:55:21+00:00,L7,,,,,,,,,,,,396.52,394.12,394.71,,,,,,
2006-07-28 22:01:30+00:00,L7,,,,331.99,327.27,329.81,323.86,319.93,314.21,319.89,323.26,322.80,326.85,328.40,,,215.64,328.69,317.27,303.79
2006-08-22 21:55:17+00:00,L7,,,,,,,355.59,350.97,349.10,346.17,355.50,356.65,354.78,354.14,,,,,,
2006-09-07 21:55:13+00:00,L7,,,,,,350.20,344.09,336.71,335.18,339.42,339.80,338.92,,,,,,,132.24,317.14
2006-09-14 22:01:21+00:00,L7,356.54,353.20,353.38,359.75,375.20,,,,,348.01,345.57,344.36,348.54,344.63,348.25,349.38,349.77,344.32,343.72,329.28
2006-12-11 22:06:52+00:00,L5,303.24,305.66,312.90,316.70,317.40,315.96,295.54,293.16,289.98,293.09,298.22,292.94,294.66,310.57,307.64,307.43,301.63,305.78,310.31,309.44
2007-03-09 22:02:19+00:00,L7,337.94,332.27,337.73,344.30,345.83,341.57,,,,,325.84,325.04,326.52,329.22,333.72,334.54,332.56,326.38,321.49,306.06
2007-05-05 21:56:03+00:00,L7,360.18,353.96,349.94,351.61,357.52,,,,,,,81.02,363.91,358.12,355.75,350.75,348.12,345.39,337.18,324.87
2007-05-12 22:02:11+00:00,L7,397.37,366.20,372.30,396.49,405.56,369.94,391.44,383.65,,,,370.61,373.31,370.76,378.92,373.91,350.21,353.77,357.72,373.76
2007-05-28 22:02:04+00:00,L7,398.51,,,,403.09,373.10,381.03,375.51,368.38,370.97,379.00,374.83,366.10,373.03,372.84,,,,372.31,374.30
2007-07-31 22:01:56+00:00,L7,,,,,,,,311.31,,,,311.08,306.59,312.45,312.77,308.97,305.47,308.06,306.22,288.85
2007-09-09 22:04:57+00:00,L5,345.82,334.35,333.02,335.44,336.95,337.21,321.68,321.85,322.64,326.56,319.69,325.94,323.09,328.51,331.20,336.41,327.67,322.43,321.46,316.29
2007-09-17 22:01:36+00:00,L7,345.85,327.94,,,,324.77,317.32,313.83,310.64,315.33,316.41,317.75,315.52,324.97,332.86,328.68,,,133.53,310.18
2007-09-18 21:58:42+00:00,L5,,,,,,,,,,,,,,,,,,,,
2007-10-12 21:55:23+00:00,L7,,,324.69,330.66,332.50,329.24,318.94,316.87,313.38,,,,,,,,319.66,320.86,320.90,310.47
2007-10-28 21:55:34+00:00,L7,,318.31,315.68,323.39,317.68,317.70,314.08,309.68,,,,,,,,320.76,311.62,316.24,315.23,304.70
2007-11-20 22:01:58+00:00,L7,368.12,350.63,356.10,,,,353.69,353.38,349.31,347.29,337.90,339.48,345.01,344.70,342.25,346.36,353.11,,69.71,120.03
2007-12-31 21:55:59+00:00,L7,,,,,,,,332.89,328.39,325.68,326.64,328.03,333.05,336.56,331.54,339.71,,,,
2008-01-16 21:55:59+00:00,L7,346.10,328.39,329.76,328.42,330.64,336.27,329.97,328.09,,,,,,,329.43,328.96,331.11,326.30,323.62,307.07
2008-01-23 22:02:09+00:00,L7,321.36,305.95,306.44,314.70,313.97,309.69,302.86,299.41,,,,305.11,304.91,309.63,308.49,308.50,302.99,304.78,303.71,289.55
2008-02-24 22:02:02+00:00,L7,317.52,300.63,308.34,314.64,312.65,312.07,308.91,,,,300.44,300.80,300.10,308.48,311.79,307.80,307.81,307.19,306.71,292.08
2008-05-07 21:55:40+00:00,L7,,,,,310.98,310.27,310.60,306.37,301.37,311.54,305.48,309.09,,,,,,88.87,309.24,285.40
2008-05-14 22:01:48+00:00,L7,,388.64,389.68,398.45,395.80,404.73,403.10,,,,,392.07,391.03,394.05,388.77,386.96,385.01,382.78,362.80,364.83
2008-06-08 21:55:26+00:00,L7,354.83,338.65,341.61,345.42,348.76,355.89,346.35,,,,,,,,353.38,339.73,338.04,331.42,327.82,321.37
2008-08-18 22:00:56+00:00,L7,343.12,324.22,321.73,324.83,325.59,323.54,317.52,321.23,316.77,,,,,327.03,329.33,333.63,326.90,327.88,323.05,316.03
