,dates,chi0389-0000,chi0389-0001,chi0389-0002,chi0389-0003,chi0389-0004,chi0389-0005,chi0389-0006,chi0389-0007,chi0389-0008,chi0389-0009,chi0389-0010,chi0389-0011,chi0389-0012,chi0389-0013,chi0389-0014,chi0389-0015,chi0389-0016,chi0389-0017,chi0389-0018,chi0389-0019,chi0389-0020,chi0389-0021,chi0389-0022,chi0389-0023,chi0389-0024,chi0389-0025,chi0389-0026,chi0389-0027,chi0389-0028,chi0389-0029,chi0389-0030,chi0389-0031,chi0389-0032
0,1986-02-04 14:07:35+00:00,149.51319395501062,,,195.55666432277047,174.06727207465545,185.8288516725518,186.54827085042092,184.60274025273154,167.34974432753035,163.58430964299174,153.2072546462278,164.02817528903245,154.0397128786693,173.07698388808805,163.84683673329852,158.25603448141894,152.07588715363966,168.36816676652077,152.66096060569265,172.8781020087203,177.33414776846985,173.01425946208047,175.5804103126834,182.56902228197868,176.25657125146247,176.0541909887306,179.21410842987055,186.0038977654035,,193.31966042755306,,196.1955374917728,229.42872916707566
1,1986-08-15 14:02:17+00:00,144.12807472026293,160.9323852776069,,178.57347785144037,166.45532963090534,172.43544254141523,169.24974787888368,169.78655693047202,171.68862432382136,166.82414301423057,143.7647888754292,140.2044685381474,156.0414729247181,175.11907958936106,170.1184597196338,165.84845119588698,167.3404986157149,156.16927667466013,151.3493342977376,157.09855826338335,171.3764054977484,171.53982732304513,183.69379690670587,152.58743483942888,149.39561923281985,170.8201049803239,158.9376310280615,159.4841575781687,160.66510876701665,170.72013386002473,,,227.8203157150825
2,1986-09-16 14:01:09+00:00,,169.73976970157995,,164.00940446866275,172.0645986743775,176.82781711978944,160.18540897229676,170.77857797852016,166.71757779237373,160.2998563899183,148.5062344610321,137.3993862819197,158.82974336191197,150.39927270312342,,,,,,,,161.43433231794114,,,,,154.7629892595851,162.14528998980717,153.47559074201124,154.48647068498715,,,
3,1986-12-21 13:59:37+00:00,146.6654103479124,151.55889760067066,149.74472569586538,163.80978444613635,171.37261852927404,177.7581915540914,174.34432691785372,182.62863008767943,166.71969225190372,144.99325294064752,152.40097924360822,151.13679509117895,150.25945603966787,168.97414793157992,153.77991115287392,142.77107213888962,140.36989218402454,149.4869640792268,155.20960149804563,170.06777125599052,180.8795297456097,192.00390582807404,180.9471260399569,169.16065572154037,178.17012771711066,174.77517993912187,175.67640639301058,181.91819705827913,169.82463605617036,171.64069340154524,176.81416647606358,164.02203118373654,213.3877891370863
4,1987-01-06 14:00:06+00:00,160.54648389778083,172.94230889522336,163.58040542295296,172.54927241513067,175.11237057144356,186.6850470914467,184.6149121576609,179.01464224662553,185.30377555487246,168.21975801085543,143.78158946763236,147.78540217138382,166.33541298758684,167.77826699725802,157.88634724407783,154.02655342258618,152.35070273967364,154.77942246596308,176.50956947905132,176.20111937343498,187.9161968806074,187.55401114256702,182.76505888631414,183.0333234367132,180.9408005049107,183.29719802108886,179.22431667714915,180.95497401593988,165.83010745118412,173.8872044855121,185.53386678301862,177.62709221665264,212.54967371314117
5,1987-01-22 14:00:34+00:00,166.88143040115395,204.76464843325567,174.64449869574133,166.11925498651675,170.12818704153113,175.89339337115075,172.16485062639933,176.39107669070987,172.65918689211793,150.15514607140608,144.8465572350181,145.7552479177954,162.41436836144476,169.7786894214107,152.59845044173252,150.26659543031724,133.69763468307434,135.31753424279722,159.84416801912712,165.36576295220982,180.43520930328697,181.66130153742614,182.88000272757756,170.62626050611183,168.7388664388473,174.0307949136252,184.0423034196637,184.35032484079136,171.2603797703832,171.45182430495544,185.97403614720503,174.01749581762448,212.4888828260221
6,1987-02-07 14:01:09+00:00,196.97612140735362,210.24971884266955,213.29786409463824,180.06201017150852,183.32944958081293,187.07518053901342,196.54764576285945,200.89875692440765,206.64374152200077,,156.97150694330227,169.57935748708647,178.9567885301752,196.32661945754805,175.65334687116658,167.9071129038037,169.4970343021468,163.20694934446087,168.41983307672257,197.03130524911032,187.6997061413595,190.63303541511252,187.74591640459425,189.11984638277747,184.16114204923213,197.55493640492764,195.96872178753802,198.30842972374498,199.52146391339252,185.4105643626874,200.19512246233995,182.64810061647069,229.0362345408413
7,1998-02-21 14:16:53+00:00,192.44351765225625,221.98880206469886,223.2829262279508,197.72455766918299,193.907399333419,214.79205531145814,206.2977334679453,194.22766799078687,198.04701454827477,184.1072668671407,180.86419889869035,175.9100376339787,193.60330083089613,209.29138917030073,197.20104409344395,184.93575076975443,182.26209542051205,179.5784003488373,186.78855001021176,186.0485444303802,199.62903728209486,197.09281851903654,196.33771575753238,194.28363593399274,182.95042444071328,173.12526133144706,202.36820847634,194.7788643349705,187.84464185976034,178.73338569338944,194.37466259773976,184.81418544950907,211.70812575355194
8,1998-03-09 14:17:09+00:00,211.4787996640044,192.16189544876468,,176.69413769998667,169.67629728397912,173.71622760739302,,,,,,,167.65791385353492,168.5776192083669,,,189.8508151991007,155.09256310457278,,,,,,,,,,,,,,,
9,1998-09-17 14:19:26+00:00,155.19503465509018,198.58088557480838,191.4973461562502,181.44659716770238,178.7305463103203,187.51904032369862,179.2827513335198,182.54269924675347,,,,,163.0355257380613,179.62853279474317,,,,,178.20902593830377,184.31033962771662,184.51682569986406,179.09708279471272,176.21270138863113,176.4261476341503,161.92540507575205,175.69601116823998,181.74913041562203,174.01009892983697,197.25782716731715,195.31299271612795,203.84586383916053,216.45662562490858,235.38450342132293
