,dates,chi0012-0000,chi0012-0001,chi0012-0002,chi0012-0003,chi0012-0004,chi0012-0005,chi0012-0006
0,1985-03-28 14:12:25+00:00,202.09117241296227,185.01699079534967,,183.67562018357881,176.26825321574935,,175.96617061650875
1,1986-11-26 14:00:17+00:00,213.78953569264513,195.92428119090624,198.38444824812464,185.52214622240518,172.53668935103084,173.14415460028687,176.60280176473515
2,1986-12-28 14:01:13+00:00,207.24084442872007,193.4890227533915,195.21323304142783,181.905510418572,171.70588035931164,171.08129372071855,177.86746065743276
3,1987-11-29 14:10:21+00:00,199.9943919563552,173.9300085248241,182.70726081051333,171.07227267407495,162.6301107913839,157.38205236615113,165.48010672405732
4,1988-02-01 14:11:26+00:00,213.96382928894002,198.93685977678098,201.2593731060219,192.85136644092768,181.3797404764889,180.5568673591269,181.11023458999244
5,1988-02-17 14:11:41+00:00,205.14689245157973,186.64754012657272,188.2771434221474,181.9275482762195,175.96102178200164,177.4932893112129,180.50328144959056
6,1988-03-04 14:11:51+00:00,210.0103589192215,201.36586125612922,202.46265132588863,191.54408712815774,184.9666063611317,183.14034800357504,187.98101885638312
7,1988-10-14 14:12:36+00:00,216.0969006611191,190.88640867715276,194.42345823758367,182.1096225265192,169.30689974959162,172.27143673351353,170.0909519016249
8,1988-12-01 14:12:36+00:00,205.1191190702649,186.38697275394384,189.10826957918707,185.08624535963818,170.0720020270554,164.72597063294074,169.18856468717019
9,1989-03-07 14:11:38+00:00,197.5174893636413,184.3874392513514,185.18483412947103,173.75066356652243,161.36905003624312,160.92959018988662,165.7418399103266
10,1989-03-23 14:10:57+00:00,209.35060408453492,190.71797693643865,194.66413461191186,187.20827001373303,177.5064328215173,175.10020064364642,180.88589648553506
11,1989-09-15 14:07:51+00:00,208.57333711407486,189.74265396404414,198.49262705765562,187.75696897524222,179.22711802543031,176.21754825944984,175.24146126609705
12,1989-12-04 14:05:49+00:00,204.80701396640086,191.19210479833336,189.99035435405955,178.6332061204876,174.78550764368828,168.92122133804392,170.3005369617073
13,1989-12-20 14:05:21+00:00,212.0372437057163,189.42799274216395,192.1912921360352,184.8598257915367,169.4353406654241,172.21991893472975,172.78563358414127
14,1990-01-21 14:04:21+00:00,204.30497254696274,193.71060740914263,197.78431901747467,186.1091422033495,176.34729436757664,174.09535429794116,176.8392209680355
15,1990-02-22 14:03:18+00:00,205.8157250607069,197.26752917267044,203.05004941716103,193.16451368668663,185.25971345068476,182.66425556237607,182.43904677349857
16,1990-03-10 14:02:44+00:00,207.53296049329532,194.3105513725822,196.9147427109706,185.82010791168247,174.52267688529608,175.54384991808357,179.6076197908804
17,1990-12-23 14:01:39+00:00,204.4591292089305,180.96635661933274,182.59411221877397,172.83304537252675,168.08949567833238,165.75223870799195,167.2282503308939
18,1991-01-24 14:02:32+00:00,214.3372108471694,190.82259143899577,193.48657191925955,181.30601543218393,174.80376289648976,175.3527095220647,178.5658605903973
19,1991-02-09 14:02:42+00:00,203.01550939941478,190.08780643579658,194.33240005987574,186.80722678937775,176.56043220231203,181.61260780452784,180.65931078636697
20,1991-03-29 14:03:36+00:00,205.57923393543382,188.91988197067843,191.9330699354846,,,,181.72834348462823
21,1991-12-26 14:06:22+00:00,207.04217502995675,186.65390092351956,190.70579728878099,181.21358279281654,175.98653683567747,175.36419628279853,179.65718553250406
22,1992-02-28 14:06:12+00:00,198.20846122457468,183.8107665047711,189.80227886496112,182.46446403870317,173.67823335522488,173.885837914206,182.15778108040055
23,1992-03-15 14:06:13+00:00,206.3092680102072,195.54947401143656,197.6210572938749,190.31877001504745,181.8700265104358,179.78841583218394,180.1186963089622
24,1992-11-10 14:03:07+00:00,208.2131734299565,178.81522697995968,186.50849091392308,176.29364609087222,170.76811787733828,167.9283933141383,170.38695913922737
25,1993-01-29 14:03:50+00:00,,,185.6037608407241,170.57794190470244,165.6429350454625,164.72110106963567,168.81826153477223
26,1993-02-14 14:03:59+00:00,206.06847946642083,185.47644539976986,190.4912916773604,182.27951368725084,168.2154010365873,171.0099678214249,174.20170122120854
27,1993-11-29 14:03:56+00:00,207.3954390697891,180.84240083402918,184.36288252136316,173.90654173953405,165.35492288658432,169.2263375293286,170.84719109467596
28,1993-12-31 14:03:39+00:00,210.20804289762293,188.9217523189279,189.67208424099294,180.78851041514562,168.94343506337896,171.2454414883876,169.54221705801814
29,1994-01-16 14:03:24+00:00,205.23648376772823,187.10477502195207,189.81114924635924,179.55314922393555,167.86482097358007,170.9427782480122,170.05785750758957
30,1995-11-03 13:41:33+00:00,207.20550523069045,192.41039568126294,194.8721082343741,183.34569061530235,178.0530192749946,174.94369418059853,179.0299879075016
31,1995-12-05 13:42:21+00:00,210.71482625074933,185.42265647256136,188.48105690562753,172.71118007757275,172.21536438201662,174.2708976302231,170.3381889061903
32,1995-12-21 13:43:33+00:00,209.4674904691349,191.68772917176756,194.87565623092055,179.44758871735945,176.40110514170058,171.80097929884565,170.87028507843456
33,1996-01-06 13:44:42+00:00,206.4964370826173,188.83612135160675,194.50378832655238,180.11605497611876,170.56884514152327,166.85814101269895,167.46023626054443
34,1996-02-07 13:46:57+00:00,204.938541533841,184.7043835535322,191.00008641920337,177.8921420721788,175.27269393038813,171.69333184623477,173.8923162658769
35,1996-02-23 13:48:02+00:00,205.33669929734162,183.50890099406405,185.22860311775486,177.88606471429387,168.97963177108315,171.98146658969486,169.6791383217535
36,1996-11-21 14:03:06+00:00,212.33418801842632,194.04495514487658,193.97228025480794,192.10609572032658,191.91779673690732,193.03657455930994,198.65948378254203
37,1996-12-07 14:03:54+00:00,215.84138901242576,205.65242340857105,208.5249807618874,201.87512026370408,194.24844999659706,191.7058204326339,192.31964997018414
38,1996-12-23 14:04:39+00:00,213.27079519650388,204.94540023175463,209.7998954249303,209.70037840161174,200.23207800811758,202.9205872608887,210.9344597313865
39,1997-01-08 14:05:25+00:00,207.38793251948923,182.865995539852,184.07848016692444,175.4468112376785,174.97153804772586,176.80384182011989,179.4810684093615
40,1997-01-24 14:06:09+00:00,200.8581600451996,188.15000595257763,193.7032844998372,186.22420399173234,177.82637619715288,176.84198946288066,188.14494930683173
41,1997-02-09 14:06:51+00:00,206.0015287825139,194.29626969639733,202.07471899541997,201.26755562735238,194.76864320288664,201.99776946451246,212.16740233528077
42,1997-09-21 14:14:37+00:00,215.46003154272694,192.7834989498082,202.49024752634338,192.29652319380844,186.71393540555314,182.6910724717389,192.70308212550316
43,1998-01-11 14:17:26+00:00,218.1290090229002,,,194.28770419749597,189.7515449996617,,155.98416249483216
44,1998-03-16 14:18:39+00:00,205.8528411870255,193.28702531541288,187.93444294344746,185.9803186018703,179.75880870099581,178.85490351239426,185.94172647578733
45,1998-04-17 14:19:02+00:00,197.27920595191188,181.58919344772883,174.01564778383064,,,,146.03139977157693
46,1998-09-08 14:20:44+00:00,200.80325524371625,184.33573858573433,188.90265188273014,181.4207245743387,169.62698785663332,162.2395829263619,166.66698487417344
47,1998-10-10 14:20:52+00:00,213.610247577962,191.6668973655647,193.31555017216172,184.23399376393914,171.85566382515162,166.83211302939716,154.609081636902
48,1998-11-27 14:21:03+00:00,202.9426442029319,177.39385543763905,183.00588593462965,176.27580768326743,161.29031533624985,161.73022919863436,159.6649266307246
49,1998-12-13 14:20:59+00:00,207.06260741748122,185.66491903907004,188.78843673321495,177.70319667893096,167.67202466051722,167.47036323295652,165.95912380954297
50,1999-01-14 14:21:01+00:00,184.58665244691684,169.68354381040334,171.19384570031755,161.92135457730865,152.82473467495578,149.09012206910165,149.35123946530013
51,1999-01-30 14:21:05+00:00,204.67745238930308,193.32739861650532,192.2028846120654,185.43241158699738,172.8092965240283,173.25617534898478,170.91551376757104
52,1999-03-03 14:21:13+00:00,207.3899866454454,188.16188721610058,192.0751727604325,184.99726331049712,173.91432046399208,168.04126126658485,175.50829750207066
53,1999-03-19 14:21:00+00:00,212.71597859133985,195.86189892639985,195.87975760176454,190.0197971587302,174.75824368452666,171.32692548462362,174.0389398937123
54,1999-10-13 14:18:40+00:00,213.65827272546173,193.06205082116134,,,169.6293038647699,169.7418902083349,161.4905832138415
55,1999-11-06 14:34:56+00:00,206.34586000651683,189.0903476727144,193.9693156066835,183.7573688757351,173.15552471109763,174.38555926357841,172.76539517238535
56,1999-11-22 14:34:50+00:00,206.52279952209057,181.88614028400002,186.83030018065529,179.60561035970247,171.21782349925843,170.19311895740043,167.08349629326608
57,1999-11-30 14:17:13+00:00,237.70835576213753,208.34280615097427,206.70306306014427,199.93867974660702,189.85159533042906,189.77678192679915,180.11628929989277
58,1999-12-16 14:17:10+00:00,204.29693856040686,187.65929314701654,186.05749440749267,174.56399979865728,167.21286083847033,166.45474101484288,164.74362456790857
59,1999-12-24 14:34:54+00:00,206.38661945703188,193.64748944983214,196.57171689438144,186.46612727553094,174.08107898754403,172.12290277533825,170.46410228844965
60,2000-01-09 14:34:53+00:00,208.79220794099786,186.65507893608168,189.19286086413837,179.93649973006822,173.9504219301069,170.0017943194041,164.84380611835482
