dates,satname,nzd0400-0000,nzd0400-0001,nzd0400-0002,nzd0400-0003,nzd0400-0004,nzd0400-0005,nzd0400-0006,nzd0400-0007,nzd0400-0008,nzd0400-0009,nzd0400-0010,nzd0400-0011,nzd0400-0012,nzd0400-0013,nzd0400-0014,nzd0400-0015,nzd0400-0016,nzd0400-0017,nzd0400-0018,nzd0400-0019,nzd0400-0020,nzd0400-0021,nzd0400-0022,nzd0400-0023,nzd0400-0024,nzd0400-0025,nzd0400-0026,nzd0400-0027,nzd0400-0028,nzd0400-0029,nzd0400-0030,nzd0400-0031,nzd0400-0032,nzd0400-0033,nzd0400-0034,nzd0400-0035,nzd0400-0036,nzd0400-0037,nzd0400-0038,nzd0400-0039,nzd0400-0040,nzd0400-0041,nzd0400-0042,nzd0400-0043,nzd0400-0044,nzd0400-0045,nzd0400-0046,nzd0400-0047,nzd0400-0048,nzd0400-0049,nzd0400-0050,nzd0400-0051,nzd0400-0052,nzd0400-0053,nzd0400-0054,nzd0400-0055,nzd0400-0056,nzd0400-0057,nzd0400-0058,nzd0400-0059,nzd0400-0060,nzd0400-0061,nzd0400-0062,nzd0400-0063,nzd0400-0064,nzd0400-0065,nzd0400-0066,nzd0400-0067,nzd0400-0068,nzd0400-0069,nzd0400-0070,nzd0400-0071,nzd0400-0072,nzd0400-0073,nzd0400-0074,nzd0400-0075,nzd0400-0076,nzd0400-0077,nzd0400-0078,nzd0400-0079,nzd0400-0080,nzd0400-0081,nzd0400-0082,nzd0400-0083,nzd0400-0084,nzd0400-0085,nzd0400-0086,nzd0400-0087,nzd0400-0088,nzd0400-0089,nzd0400-0090,nzd0400-0091,nzd0400-0092,nzd0400-0093,nzd0400-0094,nzd0400-0095,nzd0400-0096,nzd0400-0097,nzd0400-0098,nzd0400-0099,nzd0400-0100,nzd0400-0101,nzd0400-0102,nzd0400-0103,nzd0400-0104,nzd0400-0105,nzd0400-0106,nzd0400-0107,nzd0400-0108,nzd0400-0109,nzd0400-0110,nzd0400-0111,nzd0400-0112,nzd0400-0113,nzd0400-0114,nzd0400-0115,nzd0400-0116,nzd0400-0117
2007-10-26 22:09:55+00:00,L7,260.44,280.14,300.86,313.99,312.39,121.75,83.66,,,278.77,280.08,285.10,292.92,301.83,305.51,310.07,307.16,302.49,298.43,299.57,305.07,319.56,,,,372.13,377.35,371.09,368.32,366.72,360.82,357.65,348.70,350.25,351.59,349.04,355.36,,,,,297.85,299.88,296.54,300.95,301.54,298.85,288.60,287.30,284.13,281.41,287.17,285.60,,,,287.09,273.09,274.00,268.49,262.06,260.66,267.17,272.93,275.45,270.38,250.30,252.69,,,,,,260.65,284.92,307.01,318.40,325.58,328.16,341.57,343.12,352.14,354.33,,,,356.54,353.03,348.67,346.49,340.54,346.92,353.79,356.62,354.70,361.01,359.09,357.77,,,,,350.62,348.35,344.71,343.20,340.97,351.74,367.99,363.01,359.23,347.34,344.57,,,,,321.60
2007-11-04 22:03:49+00:00,L7,231.09,,,,,,318.07,307.74,308.94,302.67,303.02,306.38,318.42,322.83,316.63,322.23,,,,,,,358.37,370.88,387.96,392.92,402.03,397.36,395.09,392.26,388.13,,,,,,,,365.87,359.89,335.26,316.66,312.62,311.03,310.16,313.66,315.14,,,,,,,309.29,308.71,307.48,308.41,308.11,301.18,301.07,298.21,305.25,,,,,,,322.00,330.53,328.92,332.44,326.57,314.74,330.63,338.94,332.16,,,,,,,378.96,373.57,371.72,374.40,374.85,370.13,363.98,363.20,363.08,,,,,,,370.59,373.08,366.40,360.15,360.53,361.66,360.42,356.77,350.49,,,,,,,371.17,373.96,370.28,358.37,350.16
2007-11-27 22:10:12+00:00,L7,284.49,289.90,311.75,303.84,307.84,310.71,310.04,52.85,,,289.14,294.33,305.04,308.29,304.12,298.49,304.63,,309.53,,306.38,,319.98,,,,375.89,388.83,375.02,368.09,363.08,367.11,365.45,365.41,367.47,353.63,354.45,361.31,,,,,295.72,293.68,295.72,296.39,304.19,306.33,294.72,284.64,284.70,280.78,287.78,291.43,150.54,,,292.26,287.16,284.70,278.30,281.18,282.53,,,,235.74,241.74,267.66,,,,,257.28,,319.41,323.87,328.36,345.26,348.38,353.48,357.77,360.11,375.56,,,,355.86,352.32,348.64,351.66,346.88,354.90,362.54,369.57,369.22,370.36,365.97,369.91,,,,356.98,351.54,351.45,348.98,340.60,349.06,365.48,361.07,356.76,359.45,357.22,360.03,,,,
2007-12-06 22:04:04+00:00,L7,296.52,300.92,310.36,318.16,315.71,313.56,308.06,304.60,,,,,,,,325.72,331.90,325.31,336.97,327.80,329.80,344.35,361.86,373.06,,,,,,,382.24,379.63,377.55,383.58,372.24,369.17,373.38,371.11,363.31,,,,,,,321.78,321.24,316.42,310.68,298.99,291.31,286.26,291.41,302.52,304.39,193.98,,,,,,306.52,305.08,312.55,309.89,311.45,,,324.49,330.22,,,,,,,345.71,356.08,357.32,361.50,363.34,369.05,375.32,378.43,,,,,,,,359.75,364.54,369.72,378.29,381.09,381.53,377.26,377.89,377.99,,,,,,,367.29,370.05,378.09,378.37,363.91,363.78,367.13,369.73,372.61,,,
2008-01-07 22:04:10+00:00,L7,,340.02,,,,,,,,256.43,259.38,264.96,272.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.82,,,275.14,,,,,,445.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-14 22:10:20+00:00,L7,311.07,312.79,323.51,325.16,335.54,119.69,81.90,,,319.80,313.04,314.43,326.50,334.88,344.45,349.53,352.40,353.18,352.88,356.50,359.53,,,,,389.87,395.95,402.89,407.15,411.00,413.47,404.09,395.19,387.96,385.00,381.88,389.69,,,,363.53,343.98,332.36,327.85,332.25,335.37,342.86,342.00,342.22,335.87,331.01,319.64,313.22,,,,303.87,312.23,313.01,308.32,309.15,313.79,320.17,324.59,328.38,335.92,,,,,,343.89,354.47,352.91,359.94,359.82,363.08,375.19,379.27,389.69,399.51,399.28,401.42,,,,396.07,392.76,381.85,375.24,374.47,375.82,389.48,397.73,411.43,415.97,417.05,412.75,,,,384.73,387.32,388.58,388.21,391.42,387.19,396.02,406.50,397.39,400.16,391.61,391.61,,,,,369.89
2008-01-23 22:04:09+00:00,L7,285.30,298.60,299.95,304.12,304.61,303.73,304.34,313.82,312.20,,,,,,,324.34,330.02,330.72,333.18,332.84,334.96,346.24,360.31,374.26,,,,,,,378.72,382.43,376.01,376.29,372.10,366.02,367.04,363.74,361.21,352.98,,,,,,,315.44,319.13,315.63,306.91,300.18,288.88,284.83,280.73,274.76,276.47,,,,,,303.52,304.21,310.00,315.34,316.52,316.13,322.63,329.63,330.83,336.12,,,,,,354.10,353.34,361.67,364.34,369.68,373.55,373.98,380.26,380.96,,,,,,,355.14,360.46,373.35,380.30,387.87,384.04,377.21,367.66,364.80,359.33,,,,,,369.55,370.30,378.84,379.45,371.41,363.85,364.86,366.23,366.14,361.92,,
2008-01-30 22:10:19+00:00,L7,272.36,,,,294.39,296.67,304.16,316.77,319.91,298.42,280.46,285.19,289.65,301.83,309.75,321.30,322.80,,,,322.11,332.73,350.16,363.06,366.64,366.85,371.86,382.90,379.96,381.84,379.09,370.22,367.63,,,,353.75,353.85,342.16,334.05,334.97,330.76,328.55,314.90,308.46,307.74,312.92,321.10,,,,,285.19,284.55,279.56,284.81,280.84,272.70,278.41,287.76,290.68,293.59,299.94,,,,,,,317.53,,,,,,343.52,347.71,353.92,358.38,,,,370.66,375.62,373.81,376.18,367.67,364.69,359.24,358.79,362.34,355.47,357.13,,,,,388.14,376.77,374.41,366.82,360.10,361.47,360.84,362.20,369.28,363.87,365.07,383.13,,,,358.55,367.24,366.39,367.66,357.13,350.90
2008-03-02 22:10:10+00:00,L7,290.27,282.02,306.05,308.39,161.76,,,300.33,303.58,300.73,289.96,281.35,288.91,298.60,310.51,319.44,326.21,320.94,321.27,327.46,,,,349.27,360.29,364.45,373.32,376.11,377.25,383.43,370.75,373.88,368.51,366.88,362.53,,,,,334.46,325.53,327.33,328.41,319.01,319.82,315.72,314.43,303.02,299.59,294.47,291.07,224.42,,,269.94,275.93,280.92,266.66,269.33,268.16,282.92,285.45,292.11,292.13,301.64,308.90,,,,,308.71,332.18,331.51,323.00,334.29,341.62,349.28,353.33,359.87,362.40,367.67,,,,374.27,370.59,357.67,357.40,356.44,355.45,365.11,368.92,371.17,374.28,382.28,379.48,,,,,360.68,353.81,354.82,360.37,357.48,366.13,356.59,362.12,370.26,367.42,365.87,,,,,362.63,349.35,343.14
2008-04-12 22:03:56+00:00,L7,284.38,299.82,311.96,330.46,331.55,352.56,,,,,,,,347.82,341.33,346.70,350.17,346.66,350.98,352.25,358.12,365.80,,,,,,,409.94,406.95,403.25,402.89,391.85,387.60,389.33,390.25,384.55,,,,,,,,341.18,337.22,338.99,340.28,344.16,337.75,326.43,319.04,322.07,322.49,210.25,,,,,,307.60,311.87,323.57,325.17,333.98,337.32,348.27,352.23,,,,,,,371.00,379.73,375.38,374.41,375.13,380.15,386.87,399.76,401.74,,,,,,,380.63,379.35,381.79,389.84,399.76,404.16,414.49,417.80,403.48,,,,,,,393.34,395.61,390.31,390.89,399.98,397.71,397.14,389.51,389.19,,,,,
2008-04-19 22:10:06+00:00,L7,225.67,265.00,280.48,289.76,295.96,313.45,316.71,61.25,,,290.90,296.92,305.57,303.21,294.22,302.00,312.58,316.70,322.25,325.47,321.54,334.50,,,,376.38,383.31,382.35,378.11,374.30,375.42,375.48,369.23,364.19,358.38,360.16,355.53,362.63,,,,327.12,316.84,314.34,314.33,308.98,308.53,309.19,312.78,307.45,300.45,298.25,290.84,291.09,209.91,,,275.19,272.79,273.74,275.86,278.54,282.48,296.65,301.44,,304.17,310.13,306.53,,,,333.16,330.38,303.60,336.55,345.08,342.35,347.24,357.48,363.47,365.34,378.50,383.32,,,,367.60,359.81,353.96,349.79,351.02,357.52,370.06,372.94,382.27,380.38,373.64,366.80,,,,368.30,361.29,359.60,363.10,360.72,365.48,374.53,372.74,373.05,369.70,365.87,368.63,,,,
2008-05-05 22:10:02+00:00,L7,262.27,275.92,204.89,,,309.27,321.23,319.36,305.58,298.07,296.78,300.65,312.98,326.78,329.48,319.61,320.86,321.27,,,,,349.32,359.43,371.07,373.35,376.48,384.55,383.57,378.69,376.39,371.27,372.60,369.78,,,,362.48,351.91,351.02,344.50,349.12,342.80,334.54,330.11,314.06,314.71,305.97,312.08,307.42,219.02,,,297.98,289.24,291.11,291.66,281.93,283.54,284.76,287.77,287.71,292.35,285.37,295.88,,,,308.81,311.86,318.02,326.64,341.25,338.37,329.91,342.47,349.24,354.00,359.99,361.50,,,,376.72,377.41,380.99,383.66,378.28,368.86,359.94,358.31,358.24,361.56,372.16,375.82,,,,376.12,374.24,370.66,367.62,372.47,370.89,368.60,371.43,375.54,374.65,379.89,378.71,,,,373.59,372.45,373.14,363.90,348.28
2008-06-15 22:03:32+00:00,L7,,,,,288.24,289.79,292.75,297.94,296.77,313.79,312.35,314.26,306.75,319.21,,,,,,,335.40,341.15,348.28,359.38,375.00,376.77,386.76,386.45,384.78,,,,,,,363.34,360.44,357.43,354.60,344.30,344.99,347.69,345.46,345.85,341.88,,,,,,,,309.44,302.35,296.30,294.19,302.86,295.06,290.73,287.62,,,,,,,,306.76,316.63,334.19,337.21,333.41,340.71,347.27,342.62,346.88,,,,,,363.26,365.21,376.62,378.81,385.80,385.82,386.48,376.62,374.43,,,,,,,380.96,382.21,384.97,383.93,379.74,386.55,379.28,378.91,379.60,,,,,,,,365.45,370.39,375.66,375.86,370.46,360.12
2008-07-08 22:09:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.42,366.55,,,,,,,,,,,,,,,,,,,,,,,,351.63,347.44,352.79,,,,373.41,,,,,,,,,,,,,,,,,392.34,391.52,398.20,404.11,413.93,415.29,413.27,414.80,416.88,415.63,,,,,,,,,,,,,,,,,
2008-07-24 22:09:16+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,389.35,392.59,405.67,422.50,421.58,410.53,400.51,386.53,394.33,405.95,396.85,,,,367.94,363.51,363.51,367.71,362.40,357.34,356.04,357.38,350.05,346.23,343.19,345.05,343.11,220.86,,,340.67,337.33,329.75,317.97,318.68,324.18,325.51,327.55,334.57,328.09,320.85,327.10,,,,351.90,353.95,369.84,371.96,374.41,376.31,375.97,379.54,392.77,398.25,404.72,404.67,,,,395.35,388.91,395.13,410.17,409.65,403.33,402.13,395.63,398.58,403.91,408.81,417.29,,,,409.66,410.69,410.60,409.80,409.30,407.13,396.97,406.20,417.78,412.90,408.61,,,,,,,
2008-08-18 22:02:56+00:00,L7,219.13,256.13,266.91,268.09,267.02,278.37,300.84,307.85,,,,,,,,,334.47,331.89,332.51,337.66,341.95,338.65,344.04,349.85,,,,,,,387.51,376.40,368.14,365.29,365.47,362.13,363.22,357.67,348.09,,,,,,,,330.64,321.25,317.82,319.10,314.61,313.68,312.48,312.86,305.52,305.11,,,,,,,285.74,287.82,281.64,280.69,300.74,297.60,300.51,310.74,,,,,,,360.02,360.68,363.57,368.78,374.56,375.36,376.19,372.53,373.70,,,,,,,364.65,367.10,377.56,380.00,377.84,375.90,372.36,372.75,372.44,,,,,,,371.40,370.47,383.77,384.00,378.04,375.04,369.26,371.55,368.36,,,
2008-09-10 22:08:56+00:00,L7,208.77,,,,278.35,274.17,276.73,292.38,295.90,296.50,299.40,304.73,305.76,309.12,310.06,317.81,323.13,,,,335.00,344.42,348.18,349.27,362.05,369.45,378.14,378.43,379.42,380.21,379.30,376.01,,,,366.59,361.58,356.49,343.33,339.62,336.79,338.72,336.47,331.66,331.93,328.59,324.12,315.96,,,,301.73,296.67,298.26,295.48,292.69,298.63,298.47,300.90,300.91,302.97,300.49,304.45,,,,,307.12,309.08,315.93,327.21,337.33,342.71,345.10,332.39,344.54,352.30,358.98,,,,380.25,381.50,378.09,374.23,370.77,367.49,369.16,368.85,369.70,374.60,370.81,372.11,,,,384.32,379.90,373.84,373.32,369.84,366.29,370.99,376.52,377.02,374.87,365.73,369.25,,,,,365.97,367.25,368.24,371.11,360.92,360.42
2008-10-05 22:02:30+00:00,L7,178.25,,,,,,,,302.90,299.96,292.84,296.65,324.18,349.63,354.93,349.60,359.47,,,,,,,370.42,378.28,385.52,388.78,389.14,390.23,397.78,405.86,397.95,,,,,,,,347.04,338.94,339.25,343.32,347.53,343.01,334.41,332.57,333.86,,,,,,,309.82,322.68,316.72,311.70,313.03,318.34,318.75,320.68,314.85,,,,,,,339.31,338.46,346.84,346.67,351.30,352.80,368.02,369.83,377.69,,,,,,,398.69,394.30,390.14,382.54,383.09,382.39,380.25,380.45,384.36,,,,,,,388.57,383.35,386.98,387.59,389.36,389.14,383.89,375.49,380.20,,,,,,,387.68,388.65,372.16,367.68
2008-10-28 22:08:53+00:00,L7,,243.70,262.30,259.30,257.35,263.91,265.28,268.58,270.45,273.45,270.77,268.10,,,,315.61,325.01,314.65,321.12,322.81,329.77,336.64,344.87,348.62,357.70,359.07,360.80,,,,359.06,354.51,353.64,344.61,336.97,338.20,337.25,335.93,327.56,326.46,321.12,315.06,308.89,,,,304.78,299.56,292.77,286.91,284.81,283.81,285.24,282.60,282.41,285.01,284.67,282.88,286.83,,,,296.73,297.49,297.99,286.49,292.08,296.54,299.84,306.16,316.22,318.96,323.22,310.87,,,,343.34,352.88,355.23,357.87,357.59,359.57,360.30,363.41,362.88,367.46,364.18,,,,,344.18,349.08,351.80,357.78,360.05,358.51,359.29,360.00,359.11,361.95,364.06,360.03,,,,356.91,364.33,363.21,354.17,349.19,350.39,355.82,356.41,351.49,342.39,334.71
2008-11-06 22:02:50+00:00,L7,153.15,322.57,316.45,304.12,290.70,89.05,,,,,,,308.04,323.95,339.01,351.10,359.83,359.67,354.50,349.17,353.33,,,,,,,394.78,399.14,403.78,405.96,403.61,394.50,381.51,372.11,359.09,,,,,,,356.42,354.79,354.93,348.56,343.98,338.86,335.20,333.56,326.06,319.02,207.10,,,,,,318.04,319.06,320.12,322.43,319.42,318.78,317.77,319.09,323.24,,,,,,,354.37,356.31,367.24,372.27,377.23,381.86,386.40,390.82,,,,,,,402.10,399.20,395.69,389.53,381.83,383.98,388.57,395.40,401.15,,,,,,,394.63,397.54,393.36,387.30,385.03,383.27,393.27,388.46,388.88,385.81,,,,,,
2008-12-23 22:04:28+00:00,L5,,274.62,275.06,269.72,274.41,278.04,277.46,270.14,269.39,271.54,271.52,277.74,289.90,299.08,302.72,311.55,328.21,334.62,341.66,339.16,337.78,338.69,335.23,338.87,349.52,359.10,352.53,353.15,354.19,361.63,367.81,363.90,362.67,350.83,351.55,343.63,341.25,334.57,320.17,325.27,323.10,319.78,306.99,311.49,305.90,306.72,310.04,306.47,304.16,300.89,298.46,298.60,294.98,288.42,289.10,294.79,299.28,287.43,281.14,272.68,271.94,261.88,232.90,194.99,,298.09,264.68,291.37,296.91,286.84,315.28,334.52,322.49,300.00,323.73,338.36,337.91,339.87,340.84,353.15,360.96,365.27,370.35,368.26,369.14,369.83,372.23,364.00,352.68,347.07,343.47,343.00,347.89,348.78,353.20,368.88,366.40,365.24,361.28,356.26,353.54,355.52,349.23,,,343.50,345.63,358.78,360.68,353.43,,,,,364.12,360.56,352.90,344.76
2008-12-31 22:09:37+00:00,L7,298.12,294.44,283.70,282.58,288.14,291.53,84.18,,,285.33,286.73,298.88,310.46,322.02,327.69,331.48,345.00,348.38,353.93,354.08,355.31,351.06,,,,363.80,374.19,376.36,376.33,378.80,387.66,396.31,394.80,379.71,365.02,355.74,350.58,,,,,332.65,332.72,336.58,330.93,324.99,316.86,319.89,320.41,317.36,314.67,307.23,306.57,210.83,,,303.62,305.46,302.57,302.85,298.91,299.46,301.85,310.42,311.37,310.72,312.88,313.12,,,,343.95,347.99,349.25,357.66,360.31,360.61,359.70,362.38,363.76,365.85,376.94,381.37,,,,382.11,385.95,383.41,371.99,368.23,367.38,377.96,381.99,385.41,392.87,390.45,392.12,,,,378.68,377.64,376.98,380.86,373.84,369.55,370.93,386.68,375.54,372.75,368.12,368.66,,,,,354.09
2009-01-09 22:03:28+00:00,L7,,,,,,,262.21,249.82,249.21,251.14,259.32,267.58,276.67,288.47,300.63,311.62,,,,,,,331.53,340.22,341.92,338.40,344.67,348.84,351.16,350.35,352.42,,,,,,,320.12,315.65,315.21,313.14,311.03,309.88,310.99,310.37,308.12,,,,,,,,284.93,282.12,277.32,272.99,274.56,279.06,278.39,278.33,273.60,,,,,,,298.41,310.47,315.68,313.85,310.19,279.77,306.36,335.76,334.79,,,,,,,354.42,352.68,352.52,352.72,351.81,348.12,336.98,332.07,339.57,,,,,,,363.20,358.00,356.79,355.98,351.27,348.26,348.24,348.42,346.22,,,,,,,350.50,351.20,352.21,335.96,328.18
2009-01-24 22:05:18+00:00,L5,,261.48,269.05,271.80,275.74,273.67,274.67,267.95,266.21,258.70,264.71,263.33,277.02,287.29,299.50,312.79,328.37,350.38,352.42,349.09,336.66,341.15,346.78,347.44,355.79,347.17,352.80,358.90,366.58,369.68,365.06,359.38,372.84,371.76,360.61,352.81,348.61,346.08,336.89,337.14,326.82,319.87,321.20,313.95,312.91,309.68,310.70,302.66,314.00,304.96,299.28,297.24,297.48,299.90,299.59,301.55,288.09,283.51,286.66,282.55,281.41,279.52,289.08,290.75,299.86,292.56,301.92,309.98,315.96,321.57,334.79,320.63,324.56,326.86,324.09,346.33,350.32,349.33,355.50,361.07,365.07,368.97,374.91,375.19,382.14,379.04,364.12,363.50,361.56,353.37,345.56,344.35,350.07,359.26,376.79,379.72,382.66,381.61,380.36,376.61,367.30,361.82,367.60,363.32,364.24,360.32,355.56,357.62,361.09,367.64,364.21,362.12,356.69,362.33,369.17,368.00,352.54,337.24
2009-01-25 22:03:33+00:00,L7,,261.27,268.86,273.54,274.75,273.27,270.89,266.99,264.27,267.63,,,,,,,334.72,338.64,344.25,344.97,338.29,341.95,345.09,352.47,358.35,,,,,,,,367.64,370.66,361.36,351.74,346.17,346.26,337.37,330.41,331.39,,,,,,,311.24,305.52,301.87,297.29,295.51,296.09,296.07,294.46,295.92,298.14,,,,,,297.53,299.58,299.16,299.72,300.97,299.36,312.92,317.24,325.67,,,,,,,355.03,356.92,356.81,361.15,362.26,362.29,365.23,367.83,369.80,,,,,,,361.13,366.66,377.34,383.53,384.24,383.36,376.99,376.08,370.26,,,,,,,365.86,370.92,363.87,359.27,356.91,350.25,355.03,354.27,354.10,342.91,222.06
2009-02-17 22:09:55+00:00,L7,220.70,267.20,278.23,289.94,294.41,296.06,301.62,294.99,287.73,285.52,287.07,293.23,,,,337.13,346.44,342.05,342.40,345.16,352.90,357.61,367.22,377.35,378.49,387.06,393.04,,,,416.01,408.23,393.63,387.41,381.49,374.70,362.48,357.53,352.47,350.25,349.90,355.04,362.86,,,353.20,351.69,352.55,347.30,345.65,341.41,334.50,328.78,321.91,318.35,318.42,315.35,309.14,,,,313.70,317.56,317.45,321.10,325.27,329.71,334.36,336.68,341.71,344.71,346.09,352.46,,,,375.36,379.08,379.30,383.13,385.68,387.48,388.90,388.45,391.56,396.88,398.99,400.04,,,,375.65,376.34,381.71,394.26,398.59,404.91,410.23,413.78,407.65,392.96,391.49,393.74,,,,381.28,386.36,398.71,384.72,385.21,385.73,381.71,388.93,389.69,389.09,376.58,372.81
2009-02-26 22:03:49+00:00,L7,,,,,,,,,,257.32,258.58,262.02,270.39,284.68,295.48,306.92,315.73,312.16,,,,,,,355.15,353.89,355.36,363.72,374.53,381.78,388.64,382.13,,,,,,,,332.12,326.96,331.90,334.80,332.77,329.11,327.90,329.48,321.85,318.31,,,,,,,293.12,294.04,287.96,286.99,286.00,284.13,286.88,288.27,295.18,,,,,,,324.09,328.74,330.23,334.87,335.88,346.50,351.86,360.76,364.49,,,,,,,377.29,380.21,378.70,371.03,369.01,367.22,359.78,361.26,360.55,,,,,,377.46,367.20,359.31,359.56,359.26,363.62,369.36,363.43,362.00,,,,,,,,,,
2009-03-05 22:10:04+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-21 22:10:11+00:00,L7,,,,261.45,276.12,289.35,294.42,285.72,282.81,282.16,281.33,282.68,295.87,308.51,322.09,332.64,,,,337.64,333.18,349.94,357.00,364.48,371.52,376.06,382.38,386.63,396.32,396.27,402.13,,,,389.21,374.14,356.73,352.89,346.99,343.46,344.50,346.84,352.74,359.31,354.22,360.42,360.38,,,,,321.35,312.73,309.60,304.35,304.04,308.43,303.13,300.05,302.50,304.08,306.47,310.20,,,,319.62,329.30,333.18,340.87,344.00,351.89,353.89,359.84,365.61,366.64,372.31,,,,,387.00,388.91,390.54,393.93,397.16,400.62,397.36,390.54,385.99,386.08,385.13,390.65,,,,401.52,401.52,406.39,402.92,392.21,395.55,383.39,384.40,383.91,389.86,385.04,384.76,,,,370.84,376.59,380.78,384.93,382.92,372.61,366.18
2009-03-30 22:04:04+00:00,L7,,274.90,258.41,259.83,273.30,129.60,106.45,,,,,,281.80,295.99,305.38,331.22,339.37,332.60,332.46,335.01,338.55,,,,,,383.41,387.70,396.66,398.68,403.42,403.73,399.92,394.69,391.15,386.72,,,,,,,344.37,347.59,343.81,347.57,345.41,343.78,338.45,335.79,330.22,326.35,161.54,,,,,,297.57,298.04,302.90,306.60,310.24,319.24,322.14,325.37,324.48,,,,,,,,,361.74,366.90,370.17,371.41,370.40,374.97,380.22,,,,,,392.67,384.00,375.83,376.63,376.01,379.29,382.89,387.26,394.44,,,,,,,396.38,393.84,386.92,386.24,388.70,387.84,385.16,384.07,376.54,375.85,,,,,,
2009-04-22 22:10:22+00:00,L7,,,262.81,256.83,260.48,276.11,283.54,283.29,,,,,282.81,284.37,300.53,316.51,330.69,329.80,338.09,333.80,335.65,347.82,355.20,356.64,,,,376.90,380.14,380.53,383.61,384.14,384.16,374.19,365.43,360.04,351.48,347.71,344.27,,,,,344.21,344.12,341.32,342.89,341.91,339.69,337.23,334.18,327.66,320.34,315.98,308.30,217.05,,,297.53,291.53,293.56,302.21,300.55,305.69,307.52,312.16,313.63,,295.32,322.27,,,,353.77,339.32,355.35,363.90,365.19,365.99,367.55,371.00,372.42,373.85,375.53,379.41,,,,387.46,383.00,378.72,376.53,376.08,377.71,379.56,386.79,388.50,390.15,387.31,385.62,,,,388.40,386.81,383.42,379.55,376.40,377.66,376.66,372.56,367.68,370.54,373.48,376.37,,,
2009-05-01 22:04:13+00:00,L7,,,,,295.46,295.07,300.51,316.03,324.98,331.29,319.57,300.69,298.24,304.07,,,,,,,354.34,357.46,368.32,374.19,388.12,391.43,392.18,398.10,397.74,,,,,,,369.68,368.91,371.40,362.53,356.16,360.00,362.85,362.62,363.57,363.84,,,,,,,339.41,331.81,328.22,322.38,322.61,324.19,321.36,322.71,318.30,,,,,,,321.86,332.51,349.71,350.06,352.08,352.49,364.65,378.54,381.26,,,,,,,385.28,381.91,378.18,380.49,390.88,400.88,405.18,409.92,405.09,,,,,,,403.30,409.72,403.52,400.00,403.35,405.68,405.75,402.12,403.20,,,,,,,386.50,383.82,387.60,386.78,394.18,384.33,378.46
2009-07-11 22:10:19+00:00,L7,,,,,,,,,,,,,302.39,311.80,320.20,,,,331.80,336.94,341.08,352.59,354.35,364.37,372.06,378.47,390.32,408.04,401.89,400.86,,,,392.47,395.15,392.94,387.71,380.70,363.11,355.64,351.95,357.25,364.72,368.96,362.00,,,,,344.38,345.62,336.32,334.11,333.80,325.02,326.46,325.37,322.25,321.75,315.79,314.55,,,,,314.18,317.73,337.20,341.59,349.07,373.39,381.70,374.16,371.43,365.59,375.45,,,,402.85,394.62,393.69,386.60,387.85,397.55,400.19,398.10,402.05,405.18,407.97,410.49,,,,401.16,401.63,414.86,415.65,412.37,407.50,402.99,398.31,399.55,400.70,399.43,401.14,,,,,392.16,387.66,387.21,386.20,,,,
2009-09-13 22:10:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,355.72,,,,371.89,374.81,380.16,378.01,364.53,365.93,372.65,378.07,379.97,390.04,381.24,365.27,,,,338.73,333.87,336.42,342.80,324.42,326.33,329.46,328.28,318.50,326.94,321.15,318.41,322.26,204.80,,,292.98,289.93,290.18,296.14,301.49,298.22,311.03,316.07,328.21,330.53,340.03,337.79,,,,352.27,361.06,362.35,361.65,365.85,371.55,383.62,386.26,384.43,386.17,389.39,388.38,,,,384.70,382.02,379.39,378.29,383.82,392.13,398.33,399.60,402.07,398.63,395.56,389.20,,,,385.69,381.42,379.92,384.56,393.24,384.67,388.71,377.88,372.42,382.96,380.44,379.05,367.36,
2009-11-25 22:04:33+00:00,L7,,,,,,,,308.34,,,,,,,,,,,,,,,,333.44,341.78,346.80,354.37,366.97,374.98,381.48,383.65,389.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
