dates,nzd0400-0000,nzd0400-0001,nzd0400-0002,nzd0400-0003,nzd0400-0004,nzd0400-0005,nzd0400-0006,nzd0400-0007,nzd0400-0008,nzd0400-0009,nzd0400-0010,nzd0400-0011,nzd0400-0012,nzd0400-0013,nzd0400-0014,nzd0400-0015,nzd0400-0016,nzd0400-0017,nzd0400-0018,nzd0400-0019,nzd0400-0020,nzd0400-0021,nzd0400-0022,nzd0400-0023,nzd0400-0024,nzd0400-0025,nzd0400-0026,nzd0400-0027,nzd0400-0028,nzd0400-0029,nzd0400-0030,nzd0400-0031,nzd0400-0032,nzd0400-0033,nzd0400-0034,nzd0400-0035,nzd0400-0036,nzd0400-0037,nzd0400-0038,nzd0400-0039,nzd0400-0040,nzd0400-0041,nzd0400-0042,nzd0400-0043,nzd0400-0044,nzd0400-0045,nzd0400-0046,nzd0400-0047,nzd0400-0048,nzd0400-0049,nzd0400-0050,nzd0400-0051,nzd0400-0052,nzd0400-0053,nzd0400-0054,nzd0400-0055,nzd0400-0056,nzd0400-0057,nzd0400-0058,nzd0400-0059,nzd0400-0060,nzd0400-0061,nzd0400-0062,nzd0400-0063,nzd0400-0064,nzd0400-0065,nzd0400-0066,nzd0400-0067,nzd0400-0068,nzd0400-0069,nzd0400-0070,nzd0400-0071,nzd0400-0072,nzd0400-0073,nzd0400-0074,nzd0400-0075,nzd0400-0076,nzd0400-0077,nzd0400-0078,nzd0400-0079,nzd0400-0080,nzd0400-0081,nzd0400-0082,nzd0400-0083,nzd0400-0084,nzd0400-0085,nzd0400-0086,nzd0400-0087,nzd0400-0088,nzd0400-0089,nzd0400-0090,nzd0400-0091,nzd0400-0092,nzd0400-0093,nzd0400-0094,nzd0400-0095,nzd0400-0096,nzd0400-0097,nzd0400-0098,nzd0400-0099,nzd0400-0100,nzd0400-0101,nzd0400-0102,nzd0400-0103,nzd0400-0104,nzd0400-0105,nzd0400-0106,nzd0400-0107,nzd0400-0108,nzd0400-0109,nzd0400-0110,nzd0400-0111,nzd0400-0112,nzd0400-0113,nzd0400-0114,nzd0400-0115,nzd0400-0116,nzd0400-0117,satname
2007-03-09 22:04:19+00:00,348.18,353.17,,,,,,,,328.65,329.06,336.48,355.36,367.38,384.01,393.36,398.85,404.09,,,,,,,,378.60,386.63,386.15,388.34,392.37,391.02,384.39,383.54,379.95,,,,,,,,345.78,343.06,342.09,340.12,341.39,338.65,331.72,328.50,326.21,321.16,,,,,,,296.60,296.95,296.41,295.35,300.64,303.31,306.53,307.77,308.52,,,,,,,336.28,335.12,340.43,346.02,356.35,363.79,368.36,370.64,373.34,,,,,,,371.87,368.15,368.06,372.15,373.22,374.93,380.31,386.80,396.45,,,,,,,378.85,379.28,381.12,376.84,377.74,378.40,375.10,377.53,373.49,374.50,,,,,,,L7
2007-04-01 22:10:31+00:00,,298.23,304.68,292.38,288.30,279.63,,294.94,301.53,298.41,312.26,314.16,333.28,,,,,,323.14,324.35,,,,347.21,356.13,355.18,362.69,370.15,372.64,,,,353.04,345.77,345.73,342.57,341.44,335.46,337.25,337.74,342.43,338.77,331.59,335.17,334.75,,,,307.38,301.97,298.57,286.83,274.92,284.66,284.97,288.70,287.62,283.52,282.97,277.46,,,,,,,,,,304.27,316.46,335.86,,,,,,,,342.95,348.84,348.55,351.40,352.40,366.14,371.68,374.97,375.71,370.54,367.30,,,,,356.11,357.94,360.43,356.56,357.76,371.70,371.41,371.42,376.81,370.26,367.05,368.53,,,,351.37,351.69,348.71,343.13,342.76,352.42,368.97,361.64,350.09,L7
2007-07-06 22:10:13+00:00,340.37,,,,,,,,,,,,,317.18,326.61,352.47,353.98,354.36,351.45,365.43,372.42,389.62,395.86,392.30,393.09,,,,388.67,385.06,395.20,400.25,397.56,399.72,394.57,384.85,380.76,369.40,366.16,355.82,348.05,,,,333.47,331.40,330.23,326.89,323.58,323.37,322.08,318.15,324.45,322.26,334.13,,310.66,,,,299.77,298.52,305.20,307.19,306.61,310.73,317.01,322.50,324.22,323.44,331.67,334.92,,,,345.74,353.20,361.95,366.29,370.98,379.43,382.47,380.24,377.26,376.03,381.04,380.83,,,,379.84,378.49,384.08,385.17,389.91,394.98,392.70,391.36,391.52,386.07,383.91,378.71,,,,,,,,,,,,,,,,,L7
2007-07-15 22:04:00+00:00,321.84,322.21,341.98,335.95,344.53,334.24,331.08,331.31,,,,,,,,355.98,365.74,354.95,359.74,373.44,381.79,395.11,401.24,,,,,,,,402.35,406.22,404.60,404.29,399.40,390.33,384.89,380.26,373.44,,,,,,,343.42,346.13,344.16,337.41,331.26,336.53,338.51,335.25,334.94,325.25,,,,,,,314.93,321.80,321.46,325.30,324.35,331.43,330.26,345.15,342.31,,,,,,,366.05,373.34,382.32,385.95,388.46,392.98,397.80,392.46,,,,,,,386.76,382.03,384.17,383.34,390.36,390.04,395.17,398.27,395.82,,,,,,,390.60,392.23,388.59,396.87,396.26,393.54,390.02,386.16,388.28,389.04,,,,L7
2007-09-08 22:09:50+00:00,337.87,,,,,301.75,290.38,295.70,303.19,302.50,308.08,317.73,313.32,315.54,317.62,321.16,330.72,325.37,,,,368.13,381.01,384.20,385.87,384.48,384.49,393.96,401.94,399.09,391.71,384.56,386.17,,,,365.82,354.83,345.01,344.26,338.55,334.80,329.83,323.07,326.85,322.21,322.93,324.02,321.45,,,,299.46,304.32,303.52,305.74,305.33,305.07,307.52,296.50,300.95,301.71,306.83,310.83,,,,308.14,315.06,325.96,329.02,333.08,341.02,352.28,340.22,355.80,358.40,364.16,366.35,,,,386.11,386.14,388.42,382.83,381.29,375.72,374.84,371.99,366.20,366.58,373.66,379.77,,,,388.03,382.94,380.24,368.93,372.75,374.73,383.40,378.30,372.85,371.09,379.37,398.95,388.66,,,,373.25,380.09,376.98,355.68,356.09,L7
2007-09-09 22:06:57+00:00,335.94,331.79,329.13,323.31,324.77,313.94,302.47,306.03,316.50,314.99,318.42,319.54,319.02,320.26,319.25,324.53,333.87,334.43,336.02,349.13,365.86,372.53,382.90,394.88,395.69,399.43,396.58,409.45,409.05,406.44,397.58,393.75,397.83,403.88,396.00,387.59,371.71,364.95,355.06,352.92,352.76,347.87,345.45,339.42,337.14,335.34,335.66,337.38,327.45,326.78,320.45,314.63,313.80,316.42,310.71,310.70,317.32,308.26,310.21,309.04,307.70,310.70,306.87,303.27,317.00,322.40,327.93,318.38,318.12,330.33,335.61,337.91,345.64,358.64,346.64,348.90,355.13,362.06,369.29,372.22,380.32,389.11,392.54,394.96,393.75,392.69,391.85,388.52,380.57,379.03,370.29,369.54,372.94,379.97,385.14,388.33,393.55,390.73,394.97,391.20,382.62,381.50,387.51,380.91,384.46,379.91,376.30,382.11,399.54,394.29,389.31,379.78,380.18,387.95,387.42,387.06,371.64,365.70,L5
2007-09-17 22:03:36+00:00,,,,,,,324.77,310.94,312.14,317.75,318.81,325.57,336.14,336.65,331.04,332.05,,,,,,,381.32,396.00,398.40,398.78,401.69,410.85,409.67,410.51,404.80,,,,,,,368.01,355.00,353.11,350.27,349.22,347.37,343.39,341.22,340.74,,,,,,,,315.56,313.74,316.11,318.48,311.25,306.11,309.99,311.13,313.85,,,,,,,343.43,344.71,345.43,343.00,347.04,345.70,347.53,354.60,364.89,,,,,,,389.72,394.59,394.05,388.90,386.97,385.28,381.53,374.98,380.59,,,,,,,389.86,389.07,378.45,378.88,374.70,377.04,375.57,378.35,373.40,,,,,,,382.65,381.29,388.64,374.74,364.07,L7
2007-10-26 22:09:55+00:00,,295.03,323.19,338.35,345.89,,,,,301.10,304.44,314.88,319.72,326.19,329.87,332.40,329.49,320.36,317.57,320.19,329.43,343.92,,,,396.49,397.97,395.45,392.68,391.08,387.62,384.45,375.50,374.61,373.92,373.40,379.72,,,,,322.21,324.24,318.87,325.31,323.87,321.18,315.40,311.66,306.46,308.21,311.53,309.96,,,,311.45,297.45,298.36,290.82,286.42,287.46,293.97,297.29,305.23,300.16,,286.19,,,,,,294.15,314.70,333.81,342.76,352.38,352.52,368.37,367.48,378.94,384.11,,,,386.32,382.81,375.47,373.29,364.90,369.25,378.15,383.42,381.50,387.81,388.87,387.55,,,,,384.12,378.13,374.49,370.00,367.77,378.54,401.49,389.81,389.01,374.14,371.37,,,,,355.10,L7
2007-11-04 22:03:49+00:00,,,,,,,321.90,312.34,314.69,306.50,307.20,311.49,323.02,327.01,320.81,326.06,,,,,,,362.20,375.06,392.14,397.10,405.57,401.54,399.27,396.44,392.73,,,,,,,,370.05,364.07,339.44,320.84,316.80,314.86,314.34,317.49,318.97,,,,,,,313.89,312.54,311.66,312.59,312.29,305.36,304.90,302.39,309.85,,,,,,,327.11,335.64,334.03,337.55,331.68,320.49,335.74,343.54,336.34,,,,,,,384.07,378.68,376.83,379.51,379.96,374.73,368.58,367.38,366.91,,,,,,,375.19,377.68,371.00,365.26,366.28,366.77,365.53,361.37,355.09,,,,,,,376.28,379.07,375.39,362.97,355.91,L7
2007-11-27 22:10:12+00:00,283.16,288.34,309.42,301.29,304.34,307.91,307.71,,,,286.59,291.22,302.24,305.74,301.57,296.16,302.30,,307.53,,303.83,,,,,,373.74,386.28,372.47,365.54,360.28,364.31,362.65,362.86,365.14,351.08,351.90,358.51,,,,,293.17,291.35,293.17,294.06,301.86,303.53,292.17,282.31,281.90,278.23,285.23,288.63,,,,289.71,284.61,282.37,275.75,278.38,279.73,,,,,,,,,,,,,316.61,321.32,325.56,342.71,345.58,350.93,354.97,357.00,372.45,,,,352.75,349.52,345.84,349.11,344.55,352.35,359.74,366.77,366.42,367.25,362.86,367.11,,,,353.48,348.43,348.34,346.18,337.80,346.26,361.98,358.27,353.65,356.65,354.42,356.92,,,,,L7
2007-12-06 22:04:04+00:00,303.85,309.48,323.19,332.16,334.96,328.96,320.89,320.00,,,,,,,,338.55,344.73,335.58,347.97,339.65,343.80,358.35,374.69,387.06,,,,,,,397.64,395.03,392.95,397.58,385.07,383.17,387.38,386.51,377.31,,,,,,,334.61,334.07,331.82,324.68,311.82,306.71,300.26,305.41,317.92,317.22,,,,,,,321.92,320.48,326.55,327.00,328.56,,,341.60,347.33,,,,,,,359.71,371.48,371.32,376.90,377.34,384.45,392.43,395.54,,,,,,,,372.58,378.54,385.12,393.69,396.49,398.64,394.37,393.29,393.39,,,,,,,382.69,385.45,397.34,393.77,381.02,379.18,382.53,386.84,389.72,,,,L7
2008-01-07 22:04:10+00:00,,,,,,,,,,271.43,275.74,284.96,290.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.82,,,295.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-01-14 22:10:20+00:00,301.74,301.90,307.18,307.34,311.04,,,,,303.47,295.22,292.65,306.90,317.06,326.63,333.20,336.07,340.11,338.88,341.42,341.71,,,,,372.05,380.87,385.07,389.33,393.18,393.87,384.49,375.59,370.14,368.67,364.06,371.87,,,,345.71,326.16,314.54,311.52,314.43,319.04,326.53,322.40,324.40,319.54,311.41,301.82,295.40,,,,286.05,294.41,295.19,291.99,291.33,294.19,300.57,306.77,306.60,314.14,,,,,,322.11,332.69,328.41,338.16,340.22,345.26,355.59,361.45,370.09,381.69,379.68,379.64,,,,374.29,370.98,362.25,355.64,356.65,359.49,371.66,378.13,391.83,396.37,395.27,390.97,,,,362.95,362.82,366.80,366.43,371.82,367.59,376.42,382.00,377.79,378.38,372.01,372.01,,,,,345.39,L7
2008-01-23 22:04:09+00:00,291.68,306.04,311.12,316.30,321.36,317.13,315.51,327.22,328.95,,,,,,,335.51,341.19,339.65,342.75,343.15,347.14,358.42,371.48,386.44,,,,,,,392.12,395.83,389.41,388.47,383.27,378.20,379.22,377.14,373.39,365.16,,,,,,,326.61,332.53,327.81,318.08,313.58,301.06,297.01,294.13,285.93,288.65,,,,,,316.92,317.61,322.18,330.23,331.41,332.88,339.38,344.52,345.72,351.01,,,,,,366.28,366.74,373.85,377.74,381.86,386.95,388.87,395.15,395.85,,,,,,,366.31,372.64,386.75,393.70,401.27,398.93,392.10,381.06,378.20,372.73,,,,,,382.95,383.70,395.59,392.85,386.30,377.25,378.26,381.12,381.03,376.81,,,L7
2008-01-30 22:10:19+00:00,267.22,,,,,285.87,295.16,305.97,306.41,289.42,270.64,273.19,278.85,292.01,299.93,312.30,313.80,,,,312.29,322.91,341.16,353.24,356.82,357.03,363.55,373.08,370.14,372.02,368.29,359.42,356.83,,,,343.93,343.05,,324.23,325.15,320.94,318.73,305.90,298.64,298.74,303.92,310.30,,,,,275.37,273.75,270.56,274.99,271.02,262.88,268.59,278.76,280.86,282.79,289.14,,,,,,,305.53,,,,,,332.72,337.89,343.12,348.56,,,,358.66,363.62,361.81,364.18,355.67,352.69,348.44,347.99,352.52,346.47,347.31,,,,,376.14,365.97,363.61,356.02,348.10,347.97,348.84,350.20,358.48,353.07,354.27,369.63,,,,347.75,355.24,354.39,355.66,346.33,337.40,L7
2008-03-02 22:10:10+00:00,291.41,283.35,308.05,310.57,,,,302.73,306.58,302.73,292.14,284.02,291.31,300.78,312.69,321.44,328.21,322.54,322.98,329.31,,,,351.45,362.47,366.63,375.17,378.29,379.43,385.61,373.15,376.28,370.91,369.06,364.53,,,,,336.64,327.71,329.51,330.59,321.01,322.00,317.72,316.43,305.42,301.77,296.47,293.47,,,,271.94,278.11,283.10,268.84,271.51,270.16,285.10,287.85,294.51,294.31,304.31,311.57,,,,,311.38,334.85,334.18,326.00,336.96,344.02,351.46,355.73,362.05,364.80,369.85,,,,376.94,373.26,360.34,360.07,358.84,357.85,367.29,370.92,373.35,376.68,384.68,381.88,,,,,363.08,356.48,357.82,363.04,360.15,368.53,358.99,364.52,373.26,369.82,368.54,,,,,365.30,351.75,346.14,L7
2008-04-12 22:03:56+00:00,277.43,291.71,299.79,317.19,313.30,337.96,,,,,,,,334.55,328.06,334.53,338.00,336.93,340.55,341.02,344.85,352.53,,,,,,,396.67,393.68,388.65,388.29,377.25,374.33,377.16,376.98,371.28,,,,,,,,327.91,325.05,326.82,325.68,330.89,325.58,311.83,305.77,308.80,307.89,,,,,,,294.33,297.27,308.97,311.90,317.76,321.10,330.02,333.98,,,,,,,354.78,365.13,362.11,359.81,361.86,365.55,373.60,385.16,385.52,,,,,,,366.03,366.08,369.62,376.57,385.16,389.56,399.89,401.58,387.26,,,,,,,377.12,381.01,375.71,376.29,381.73,383.11,380.92,374.91,374.59,,,,,,L7
2008-04-19 22:10:06+00:00,236.62,277.78,299.65,310.67,324.71,336.45,335.88,,,,311.81,322.48,328.57,324.12,315.13,321.17,331.75,332.03,338.68,343.16,342.45,355.41,,,,397.29,401.00,403.26,399.02,395.21,398.42,398.48,392.23,385.10,377.55,381.07,376.44,385.63,,,,348.03,337.75,333.51,335.24,328.15,327.70,332.19,333.69,326.62,323.45,319.16,311.75,314.09,,,,296.10,293.70,292.91,296.77,301.54,305.48,317.56,327.00,,332.92,338.88,332.09,,,,358.72,359.13,329.16,359.55,365.99,365.35,368.15,380.48,384.38,388.34,404.06,408.88,,,,393.16,382.81,376.96,370.70,370.19,378.43,393.06,395.94,405.27,405.94,399.20,389.80,,,,397.05,386.85,385.16,386.10,383.72,388.48,403.28,395.74,398.61,392.70,388.87,394.19,,,,,L7
2008-05-05 22:10:02+00:00,275.32,291.14,,,,336.67,344.06,346.76,339.83,320.90,321.69,331.09,340.38,351.69,354.39,342.44,343.69,339.54,,,,,372.15,384.34,395.98,398.26,397.56,409.46,408.48,403.60,403.79,398.67,400.00,394.69,,,,389.88,376.82,375.93,369.41,374.03,367.71,357.37,355.02,336.89,337.54,333.37,336.99,330.25,,,,325.38,312.07,316.02,316.57,306.84,308.45,307.59,312.68,315.11,319.75,310.28,326.32,,,,339.25,342.30,348.46,357.08,371.69,372.62,360.35,369.87,374.15,381.40,384.90,388.90,,,,407.16,407.85,411.43,414.10,408.72,396.26,387.34,383.22,381.07,386.47,399.56,403.22,,,,403.52,401.64,398.06,398.06,406.72,401.33,399.04,398.83,402.94,402.05,414.14,406.11,,,,404.03,402.89,403.58,391.30,382.53,L7
2008-06-15 22:03:32+00:00,,,,,308.49,305.99,306.25,314.14,317.02,327.29,327.08,332.26,322.95,333.94,,,,,,,350.13,355.88,361.78,374.11,389.73,391.50,399.22,401.18,399.51,,,,,,,378.07,375.17,373.63,369.33,359.03,359.72,362.42,360.19,359.35,356.61,,,,,,,,324.17,318.55,309.80,308.92,317.59,309.79,305.46,301.12,,,,,,,,327.01,334.63,352.19,355.21,351.41,358.71,367.52,360.62,363.08,,,,,,379.46,383.21,394.62,396.81,403.80,403.82,404.48,392.82,390.63,,,,,,,398.96,400.21,401.17,400.13,395.94,404.55,399.53,396.91,397.60,,,,,,,,381.65,388.39,393.66,393.86,386.66,380.37,L7
2008-07-08 22:09:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.25,350.00,,,,,,,,,,,,,,,,,,,,,,,,331.41,327.22,332.57,,,,353.19,,,,,,,,,,,,,,,,,377.17,374.97,380.00,385.91,395.73,395.07,393.05,396.60,398.68,397.43,,,,,,,,,,,,,,,,,,L7
2008-07-24 22:09:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,372.44,378.28,388.76,405.59,404.67,391.93,381.91,367.93,377.42,390.45,379.94,,,,351.03,346.60,346.60,350.80,346.90,340.43,340.54,341.88,331.45,329.32,327.69,326.45,326.20,,,,323.76,320.42,312.84,301.06,303.18,307.27,306.91,308.95,317.66,307.42,300.18,303.85,,,,331.23,333.28,349.17,348.71,353.74,357.71,359.06,360.94,375.86,379.65,387.81,386.07,,,,374.68,368.24,374.46,391.57,391.05,386.42,386.63,378.72,379.98,385.31,390.21,396.62,,,,391.06,390.02,387.35,389.13,388.63,388.53,378.37,387.60,394.53,394.30,387.94,,,,,,,,L7
2008-08-18 22:02:56+00:00,224.37,262.24,276.08,278.09,280.77,289.37,310.01,318.85,,,,,,,,,343.64,339.22,340.37,346.12,351.95,348.65,353.21,359.85,,,,,,,398.51,387.40,379.14,375.29,374.64,372.13,373.22,368.67,358.09,,,,,,,,339.81,332.25,327.82,328.27,325.61,323.68,322.48,323.86,314.69,315.11,,,,,,,296.74,297.82,293.86,292.91,314.49,311.35,312.73,322.96,,,,,,,370.02,371.68,373.57,379.78,384.56,386.36,388.41,384.75,385.92,,,,,,,373.82,377.10,388.56,391.00,388.84,388.12,384.58,383.75,383.44,,,,,,,382.40,381.47,397.52,395.00,390.26,386.04,380.26,383.77,380.58,,,,L7
2008-09-10 22:08:56+00:00,210.96,,,,284.10,278.77,280.56,296.98,301.65,300.33,303.58,309.84,310.36,313.30,314.24,321.64,326.96,,,,339.18,348.60,352.01,353.45,366.23,373.63,381.68,382.61,383.60,384.39,383.90,380.61,,,,370.77,365.76,361.09,347.51,343.80,340.97,342.90,340.65,335.49,336.11,332.42,327.95,320.56,,,,305.91,300.85,302.86,299.31,296.87,302.81,302.65,305.08,304.74,307.15,305.09,309.05,,,,,312.87,314.19,321.04,332.32,342.44,347.82,350.85,337.50,349.14,356.48,363.58,,,,384.85,386.61,383.20,379.34,375.88,372.60,374.27,373.45,374.30,378.78,374.64,376.29,,,,389.43,385.01,378.44,377.92,374.44,371.40,376.74,381.63,382.13,379.47,370.33,373.85,,,,,370.57,372.36,373.35,376.22,365.52,366.17,L7
2008-10-05 22:02:30+00:00,172.63,,,,,,,,288.15,290.13,282.11,283.54,312.38,338.90,344.20,339.77,349.64,,,,,,,359.69,367.55,374.79,379.70,378.41,379.50,387.05,394.06,386.15,,,,,,,,336.31,328.21,328.52,332.59,337.70,332.28,324.58,322.74,322.06,,,,,,,299.99,311.95,305.99,300.97,302.30,308.51,308.02,308.88,303.05,,,,,,,326.20,325.35,333.73,333.56,336.55,339.69,356.22,359.10,365.89,,,,,,,385.58,381.19,377.03,369.43,371.29,370.59,369.52,370.62,373.63,,,,,,,376.77,371.55,373.87,372.84,376.25,376.03,372.09,363.69,368.40,,,,,,,374.57,375.54,360.36,352.93,L7
2008-10-28 22:08:53+00:00,,256.26,281.13,279.85,285.60,286.51,284.11,291.18,298.70,292.28,291.32,293.21,,,,334.44,343.84,329.72,337.26,340.19,350.32,357.19,363.70,369.17,378.25,379.62,378.18,,,,381.66,377.11,376.24,365.16,355.80,358.75,357.80,358.53,348.11,347.01,341.67,335.61,329.44,,,,323.61,322.16,313.32,305.74,307.41,304.36,305.79,305.20,301.24,305.56,305.22,303.43,307.38,,,,319.33,318.04,323.10,311.60,320.33,324.79,324.95,331.27,341.33,344.07,348.33,339.12,,,,365.94,373.43,377.83,378.42,380.19,384.68,385.41,388.52,387.99,392.57,389.29,,,,,364.73,371.68,374.40,380.38,385.16,383.62,381.89,382.60,381.71,387.06,392.31,385.14,,,,379.51,392.58,385.81,379.28,371.79,372.99,380.93,381.52,376.60,364.99,362.96,L7
2008-11-06 22:02:50+00:00,148.29,316.90,307.95,294.85,277.95,,,,,,,,297.84,314.68,329.74,342.60,351.33,352.87,347.21,341.32,344.06,,,,,,,385.51,389.87,394.51,395.76,393.41,384.30,372.24,363.61,349.82,,,,,,,347.15,346.29,345.66,340.06,335.48,328.66,325.93,325.06,315.86,309.75,,,,,,,308.77,310.56,310.85,312.23,309.22,309.51,306.44,307.76,310.49,,,,,,,341.62,344.98,357.04,363.00,367.03,372.59,376.20,381.55,,,,,,,390.77,389.00,385.49,380.26,373.33,374.71,378.37,385.20,390.95,,,,,,,381.88,386.21,382.03,377.10,374.83,373.07,380.52,378.26,377.55,375.61,,,,,,,L7
2008-12-23 22:04:28+00:00,,280.95,284.56,280.08,288.66,289.44,286.96,281.54,283.64,281.04,281.88,290.41,301.30,309.44,313.08,321.05,337.71,342.22,349.80,347.93,348.14,349.05,344.73,349.23,359.88,369.46,361.30,363.51,364.55,371.99,379.21,375.30,374.07,361.19,361.05,353.99,351.61,345.97,330.53,335.63,333.46,330.14,317.35,320.99,316.26,316.22,319.54,317.87,314.52,310.39,309.86,308.96,305.34,299.82,298.60,305.15,309.64,297.79,291.50,282.18,282.30,273.28,,,,310.76,278.93,305.62,309.58,299.51,327.95,347.19,335.16,314.25,336.40,349.76,348.27,351.27,351.20,364.55,371.32,376.67,383.02,380.93,381.81,382.50,384.90,376.67,364.08,358.47,353.83,352.50,358.25,360.18,364.60,380.28,379.07,377.91,372.68,367.66,364.94,368.19,363.48,,,354.90,357.03,370.18,374.93,364.83,,,,,376.79,373.23,364.30,359.01,L5
2008-12-31 22:09:37+00:00,,291.55,279.37,277.85,281.64,286.33,,,,281.00,282.00,293.10,305.26,317.29,322.96,327.15,340.67,344.91,350.22,350.08,350.58,346.33,,,,359.07,370.19,371.63,371.60,374.07,382.46,391.11,389.60,374.98,360.69,351.01,345.85,,,,,327.92,327.99,332.25,326.20,320.66,312.53,314.69,315.68,313.03,309.47,302.50,301.84,,,,298.89,300.73,297.84,298.52,294.18,294.26,296.65,305.69,305.59,304.94,306.38,306.62,,,,338.17,342.21,342.75,351.88,355.11,355.88,354.50,357.65,358.56,361.12,371.74,375.59,,,,376.33,380.17,378.21,366.79,363.50,363.05,373.23,376.79,380.21,387.67,384.67,386.34,,,,372.90,371.14,371.20,375.08,368.64,364.35,365.73,380.18,370.34,366.97,362.92,363.46,,,,,347.59,L7
2009-01-09 22:03:28+00:00,,,,,,,283.54,275.42,281.21,272.47,282.59,296.02,302.27,311.74,323.90,332.95,,,,,,,352.86,363.49,365.19,361.67,364.36,372.11,374.43,373.62,378.02,,,,,,,345.72,338.92,338.48,336.41,334.30,333.15,332.32,333.64,329.45,,,,,,,,310.53,303.45,300.59,296.26,297.83,302.33,299.72,301.60,299.20,,,,,,,326.85,338.91,344.12,342.29,338.63,311.77,334.80,361.36,358.06,,,,,,,382.86,381.12,380.96,381.16,380.25,373.72,362.58,355.34,360.90,,,,,,,388.80,383.60,382.39,384.42,383.27,376.70,376.68,374.02,371.82,,,,,,,378.94,379.64,380.65,361.56,360.18,L7
2009-01-24 22:05:18+00:00,,271.92,284.72,288.89,299.24,292.47,290.34,286.75,289.71,274.37,281.80,284.22,295.82,304.38,316.59,328.46,344.04,362.91,365.85,363.55,353.75,358.24,362.45,364.53,372.88,364.26,367.26,375.99,383.67,386.77,383.86,378.18,391.64,388.85,376.28,369.90,365.70,364.88,353.98,354.23,343.91,336.96,338.29,329.62,330.00,325.35,326.37,321.46,331.09,320.63,318.08,314.33,314.57,318.70,315.26,318.64,305.18,300.60,303.75,298.22,298.50,298.32,307.88,307.84,320.75,313.45,325.42,333.48,336.85,342.46,355.68,341.52,345.45,350.36,344.98,365.13,367.41,368.13,372.59,379.87,382.16,387.77,395.80,396.08,403.03,399.93,385.01,384.39,380.36,372.17,362.65,360.02,367.16,378.06,395.59,398.52,403.55,402.50,399.16,395.41,386.10,382.71,391.10,384.21,385.13,379.12,374.36,376.42,384.59,386.44,385.10,380.92,375.49,383.22,390.06,388.89,371.34,360.74,L5
2009-01-25 22:03:33+00:00,,271.16,283.69,289.72,297.00,291.07,285.72,284.79,286.52,282.46,,,,,,,349.55,350.51,356.96,358.66,354.47,358.13,359.92,368.65,374.53,,,,,,,,385.44,386.84,376.19,367.92,362.35,364.06,353.55,346.59,347.57,,,,,,,329.04,321.70,316.70,315.09,311.69,312.27,313.87,309.29,312.10,314.32,,,,,,315.33,315.76,318.94,319.50,323.22,321.61,332.70,337.02,345.45,,,,,,,372.83,373.10,374.61,377.33,380.06,382.07,385.01,387.61,389.58,,,,,,,377.31,384.46,395.14,401.33,404.02,403.14,394.79,393.88,388.06,,,,,,,383.66,393.17,381.67,379.05,374.71,368.05,374.81,374.05,373.88,360.71,,L7
2009-02-17 22:09:55+00:00,216.51,262.31,270.90,281.94,283.41,287.26,294.29,286.19,276.73,278.19,279.07,283.45,,,,329.80,339.11,336.18,336.11,338.39,344.90,349.61,359.89,369.35,370.49,379.06,386.27,,,,407.21,399.43,384.83,379.41,374.16,366.70,354.48,348.73,344.47,342.25,341.90,347.04,354.86,,,345.87,344.36,343.75,339.30,338.32,332.61,326.50,320.78,313.11,311.02,310.42,307.35,301.14,,,,304.90,308.76,309.45,311.32,315.49,318.71,323.36,326.90,331.93,334.93,336.31,342.68,,,,367.36,370.28,371.30,374.33,377.68,378.68,379.12,378.67,381.78,387.10,389.21,390.26,,,,368.32,368.34,372.91,385.46,389.79,395.13,400.45,404.98,398.85,384.16,381.71,382.74,,,,372.48,377.56,387.71,375.92,375.43,376.93,372.91,379.15,379.91,379.31,367.78,361.81,L7
2009-02-26 22:03:49+00:00,,,,,,,,,,266.65,268.76,274.46,281.59,294.86,305.66,316.25,325.06,319.63,,,,,,,365.33,364.07,363.98,373.90,384.71,391.96,399.84,393.33,,,,,,,,342.30,337.14,342.08,344.98,342.10,339.29,337.23,338.81,333.05,328.49,,,,,,,303.30,304.22,298.14,297.17,295.33,294.31,298.08,299.47,305.36,,,,,,,336.53,341.18,342.67,348.87,348.32,357.70,362.04,371.96,374.67,,,,,,,389.73,392.65,391.14,382.23,380.21,377.40,369.11,371.44,371.75,,,,,,388.66,378.40,371.75,373.56,371.70,376.06,380.56,374.63,373.20,,,,,,,,,,,L7
