dates,nzd0051-0000,nzd0051-0001,nzd0051-0002,nzd0051-0003,nzd0051-0004,nzd0051-0005,nzd0051-0006,nzd0051-0007,satname
1999-08-17 22:10:26+00:00,368.60,376.35,384.58,391.00,390.70,396.48,398.52,393.13,L7
1999-08-26 22:04:21+00:00,366.68,377.47,386.28,389.34,390.90,395.51,396.66,387.64,L7
1999-09-27 22:04:25+00:00,374.34,382.81,386.15,395.24,395.45,396.78,404.55,389.06,L7
1999-10-04 22:10:38+00:00,374.23,379.60,382.38,397.32,392.43,398.71,398.88,420.55,L7
1999-11-14 22:04:18+00:00,380.15,386.14,392.68,403.99,395.88,403.06,404.47,396.37,L7
2000-02-09 22:10:19+00:00,373.22,381.60,391.91,403.70,399.92,402.75,404.15,402.96,L7
2000-04-13 22:09:54+00:00,385.51,387.55,392.11,400.59,397.34,394.78,396.08,402.05,L7
2000-05-15 22:09:42+00:00,370.17,380.21,382.26,392.66,385.38,386.24,387.04,388.91,L7
2000-05-24 22:03:22+00:00,377.94,384.16,391.74,401.28,393.07,399.76,402.38,389.49,L7
2000-08-03 22:08:44+00:00,384.77,393.41,391.71,400.75,397.61,400.31,401.40,398.11,L7
2000-08-12 22:02:30+00:00,381.77,381.31,388.11,397.43,388.36,394.70,393.33,394.60,L7
2000-08-19 22:08:38+00:00,373.64,376.99,388.06,388.09,390.96,394.21,391.00,386.42,L7
2000-09-04 22:08:22+00:00,375.25,389.53,387.02,401.55,393.66,395.20,394.52,393.14,L7
2000-09-13 22:02:02+00:00,373.37,375.72,387.32,390.96,385.93,386.17,386.61,381.06,L7
2001-01-03 22:01:48+00:00,386.34,393.38,398.41,404.77,399.37,400.48,396.16,396.69,L7
2001-01-26 22:08:07+00:00,383.17,391.55,392.25,399.30,,,,,L7
2001-03-08 22:01:45+00:00,377.63,378.11,389.59,391.44,388.74,391.00,391.39,388.96,L7
2001-03-24 22:01:35+00:00,385.35,387.90,391.93,394.83,394.14,392.12,394.91,388.92,L7
2001-06-03 22:07:16+00:00,381.63,381.97,384.42,395.72,385.93,390.18,389.01,,L7
2001-06-19 22:07:05+00:00,379.79,382.10,383.38,395.00,384.33,389.85,389.24,,L7
2001-08-15 22:00:14+00:00,373.13,384.31,383.45,390.36,384.46,385.16,386.17,398.27,L7
2001-08-31 22:00:05+00:00,385.64,390.95,390.42,398.75,381.68,384.21,390.67,387.92,L7
2001-09-07 22:06:11+00:00,396.88,395.23,390.90,399.36,392.12,399.86,401.83,398.05,L7
2001-12-05 21:59:55+00:00,380.34,380.82,379.62,386.95,384.85,387.73,390.09,391.23,L7
2001-12-21 22:00:05+00:00,379.49,386.44,391.08,395.43,391.40,395.55,395.08,391.61,L7
2002-01-22 22:00:16+00:00,393.14,395.84,398.82,406.38,397.07,402.03,399.22,395.08,L7
2002-02-23 22:00:19+00:00,399.99,392.97,391.78,402.04,393.45,393.50,392.24,391.82,L7
2002-03-27 22:00:13+00:00,380.68,385.71,387.04,390.42,385.18,388.51,387.83,386.50,L7
2002-04-28 22:00:14+00:00,385.29,385.06,393.54,401.58,392.37,390.20,395.91,392.75,L7
2002-06-15 21:59:55+00:00,384.64,383.70,394.03,394.16,390.02,394.10,401.46,389.42,L7
2002-07-01 21:59:51+00:00,382.81,396.72,394.58,388.38,386.83,391.48,395.52,391.49,L7
2002-07-17 21:59:44+00:00,375.48,382.58,386.74,393.13,388.34,391.00,393.67,,L7
2002-10-12 22:05:14+00:00,383.05,388.16,390.86,406.78,395.17,395.50,398.91,391.97,L7
2002-10-28 22:05:22+00:00,385.10,388.20,389.90,406.10,390.50,394.07,395.86,392.61,L7
2003-01-09 21:59:45+00:00,383.76,385.47,392.35,394.20,392.54,392.23,390.10,389.93,L7
2003-01-16 22:06:02+00:00,,,381.95,387.62,383.47,385.95,382.27,381.89,L7
2003-02-01 22:06:10+00:00,363.46,369.72,381.89,386.46,382.39,375.41,385.12,384.04,L7
2003-04-06 22:06:21+00:00,382.11,392.11,391.03,402.13,392.17,394.56,398.72,397.44,L7
2003-04-22 22:06:19+00:00,388.03,387.40,384.44,391.00,388.66,391.48,388.78,386.65,L7
2003-05-24 22:06:17+00:00,380.61,381.04,383.79,389.33,384.77,386.46,393.47,,L7
2003-07-28 21:48:04+00:00,377.66,380.41,384.83,378.99,389.74,387.67,391.44,385.11,L5
2003-08-29 21:48:38+00:00,396.70,402.92,395.56,400.43,397.58,399.82,401.10,398.45,L5
2003-09-30 21:49:06+00:00,390.57,390.99,392.15,396.58,393.35,395.03,398.59,395.50,L5
2003-12-18 22:06:24+00:00,389.11,387.92,395.25,403.87,401.30,398.35,410.59,,L7
2003-12-19 21:50:03+00:00,392.40,392.66,399.20,405.75,400.02,402.07,396.68,402.69,L5
2003-12-26 21:56:18+00:00,,,,,399.65,402.96,406.11,413.20,L5
2004-01-19 22:06:35+00:00,385.67,385.84,392.07,402.75,403.87,,,,L7
2004-03-07 22:06:48+00:00,378.24,386.77,391.88,394.08,393.55,395.26,396.80,393.69,L7
2004-03-23 22:06:52+00:00,384.24,385.43,391.43,395.62,394.37,399.41,401.38,,L7
2004-04-01 22:00:40+00:00,377.99,384.97,388.26,398.51,390.27,394.82,395.02,393.72,L7
2004-04-16 21:57:19+00:00,375.52,382.68,385.27,394.74,390.40,393.58,393.65,390.73,L5
2004-04-17 22:00:33+00:00,378.86,379.46,389.96,,,,,,L7
2004-05-03 22:00:35+00:00,378.84,378.29,386.15,393.52,385.93,390.26,386.77,388.35,L7
2004-05-18 21:58:14+00:00,387.00,393.92,397.79,401.27,400.45,403.34,405.07,393.00,L5
2004-05-26 22:06:45+00:00,,,,,,,407.91,407.90,L7
2004-06-11 22:06:38+00:00,381.90,382.40,389.33,398.77,390.16,393.83,393.03,,L7
2004-06-12 21:52:47+00:00,386.99,388.02,391.49,399.15,392.14,399.72,399.61,418.79,L5
2004-06-20 22:00:26+00:00,,,,,395.09,397.01,395.54,392.63,L7
2004-07-21 22:00:04+00:00,398.45,394.75,396.74,404.49,401.20,405.65,406.31,407.73,L5
2004-07-22 22:00:20+00:00,,,,,,,383.38,,L7
2004-07-30 21:54:04+00:00,382.74,391.41,393.46,404.79,400.01,402.67,399.90,398.23,L5
2004-08-07 22:00:13+00:00,372.76,379.26,389.55,397.94,391.79,402.66,396.79,399.27,L7
2004-08-23 22:00:11+00:00,,,,,391.86,,395.61,389.58,L7
2004-08-30 22:06:20+00:00,384.79,393.66,394.13,406.34,399.11,404.81,406.87,400.44,L7
2004-12-13 22:00:36+00:00,390.44,,,,,,,407.39,L7
2005-01-13 22:03:41+00:00,383.08,385.64,390.28,394.77,393.09,396.40,399.53,399.00,L5
2005-01-14 22:00:49+00:00,389.83,,,,,,,,L7
2005-01-21 22:06:59+00:00,,,385.42,394.21,388.03,387.12,386.74,392.29,L7
2005-02-06 22:07:07+00:00,379.01,382.26,382.35,390.94,385.17,387.55,385.73,387.37,L7
