dates,nzd0299-0000,nzd0299-0001,nzd0299-0002,nzd0299-0003,nzd0299-0004,nzd0299-0005,nzd0299-0006,nzd0299-0007,nzd0299-0008,nzd0299-0009,nzd0299-0010,nzd0299-0011,nzd0299-0012,nzd0299-0013,nzd0299-0014,nzd0299-0015,nzd0299-0016,nzd0299-0017,nzd0299-0018,nzd0299-0019,nzd0299-0020,nzd0299-0021,satname
2000-01-26 21:59:38+00:00,355.88,342.95,335.97,358.40,327.61,313.10,313.50,304.08,300.08,299.00,290.87,286.61,299.55,299.28,374.63,371.06,392.07,388.23,352.92,329.29,336.81,350.30,L7
2000-03-14 21:59:23+00:00,346.12,341.59,337.68,348.46,330.68,320.41,299.38,310.04,312.66,309.53,304.13,299.69,312.88,315.61,359.95,363.22,378.23,372.00,361.20,343.76,350.74,365.72,L7
2000-03-30 21:59:21+00:00,345.74,342.61,339.31,344.80,331.30,323.34,308.37,315.60,316.38,314.18,310.65,306.79,317.43,321.93,351.84,357.65,370.61,367.64,360.37,349.02,357.68,370.36,L7
2000-08-05 21:57:56+00:00,334.56,342.43,340.98,338.00,322.95,317.86,302.22,318.02,315.49,313.19,320.54,316.88,326.37,333.25,340.44,350.94,359.88,357.35,364.10,358.88,368.11,380.39,L7
2000-09-22 21:57:17+00:00,338.50,343.72,340.74,335.81,322.71,317.23,315.10,323.46,310.61,309.75,323.68,320.99,326.54,334.56,335.60,346.51,355.36,358.93,337.97,359.52,371.55,379.64,L7
2000-11-25 21:57:10+00:00,338.41,341.59,333.75,329.88,317.40,312.86,312.65,319.59,304.94,304.40,310.24,312.40,317.66,331.01,323.26,325.18,335.87,326.76,320.71,328.20,338.07,360.20,L7
2001-01-12 21:57:18+00:00,336.77,338.03,330.61,328.64,319.10,315.69,312.69,318.88,308.96,308.56,311.30,312.79,320.93,333.42,332.16,331.62,340.25,336.43,329.45,337.57,346.00,364.48,L7
2001-02-13 21:57:15+00:00,344.15,339.47,330.62,332.98,329.77,321.56,318.57,325.79,318.33,314.38,311.13,312.18,319.17,334.66,339.06,342.52,350.40,344.43,338.21,343.04,350.01,363.99,L7
2001-07-07 21:56:12+00:00,341.84,337.34,327.48,336.09,334.72,322.16,316.12,324.49,317.14,312.93,311.97,312.07,319.93,336.49,346.97,351.19,357.66,353.26,355.70,350.45,355.99,365.88,L7
2001-09-09 21:55:24+00:00,391.10,,347.01,383.19,355.98,,319.44,317.76,308.94,308.42,312.76,,,,,386.33,400.52,,365.74,356.16,392.53,,L7
2001-09-25 21:55:16+00:00,391.10,,347.01,383.19,355.98,,319.44,317.76,308.94,308.42,307.94,307.04,326.39,332.16,350.26,372.64,385.44,367.06,369.43,352.46,392.53,,L7
2001-12-30 21:55:25+00:00,391.10,330.78,336.10,351.57,334.38,310.22,315.94,312.90,308.11,304.79,306.14,303.27,316.84,324.97,328.54,372.64,385.44,367.06,369.43,340.56,392.53,349.17,L7
2002-02-16 21:55:42+00:00,381.30,340.81,339.98,348.06,336.03,322.44,329.82,319.56,321.22,323.95,308.03,307.19,320.96,327.42,334.58,368.53,379.88,372.71,378.42,340.56,393.00,380.83,L7
2002-03-04 21:55:45+00:00,373.83,337.91,336.30,342.88,332.48,335.45,333.56,320.89,323.08,330.02,309.86,307.38,319.01,323.07,339.35,368.33,381.68,378.77,382.10,340.56,385.03,393.78,L7
2003-01-02 21:55:10+00:00,358.67,367.44,,359.93,343.00,348.60,364.77,,,362.01,369.35,368.11,367.96,374.24,363.76,369.81,368.40,364.44,357.48,362.55,381.02,393.83,L7
2003-03-07 21:55:34+00:00,350.06,352.26,340.41,356.00,353.36,359.56,354.73,347.94,346.74,357.31,357.61,361.38,363.92,374.50,374.00,375.84,374.73,372.60,366.55,372.77,378.52,386.34,L7
2003-04-08 21:55:35+00:00,350.06,352.26,340.41,356.00,353.36,359.56,354.73,347.94,346.74,344.77,352.58,357.86,365.26,374.52,375.93,378.48,379.25,376.29,371.68,377.86,378.18,384.57,L7
2003-10-17 21:55:03+00:00,366.00,352.61,346.65,334.94,330.97,349.10,357.18,382.16,381.80,379.23,371.98,375.89,372.26,,,,,,,,,,L7
