dates,satname,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0048,nzd0353-0049,nzd0353-0050,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0115,nzd0353-0116,nzd0353-0117,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0124,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0153,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0157,nzd0353-0158,nzd0353-0159,nzd0353-0160,nzd0353-0161,nzd0353-0162
2006-01-10 21:57:04+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,311.92,315.73,316.71,320.09,313.50,312.39,312.61,314.38,314.61,313.93,310.96,,,,,,,,,,,,,,,,,184.39,161.75,147.97,127.28,287.34,278.64,271.10,275.73,280.29,290.48,282.11,285.39,283.10,286.40,291.34,291.18,280.03,288.15,279.80,274.16,272.30,271.29,275.02,275.04,282.96,286.71,294.18,290.11,284.00,286.28,283.47,284.16,279.56,275.17,266.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.89,,329.11,318.58,314.34,308.77,302.45,307.33,301.18,295.18,287.96,292.20,293.02,298.25,310.36,307.58,304.75,294.44,298.43,299.70,313.63,321.28,320.85,321.59,315.53,321.86,315.98,322.23,324.25,337.17
2006-01-19 21:50:58+00:00,L7,327.62,323.69,320.17,324.98,321.65,325.77,322.14,323.37,320.95,324.58,333.25,323.91,329.84,328.04,326.72,329.41,333.48,,,,,,,,,,322.95,317.28,315.98,313.66,316.35,296.53,316.65,321.08,318.13,314.08,316.71,313.70,310.78,307.11,301.99,288.30,286.40,284.04,293.28,270.56,279.94,299.02,,243.57,310.77,311.51,295.05,284.08,275.91,291.35,294.06,288.65,290.02,297.41,291.58,292.45,298.41,293.70,,,,,,,,,,,,,,294.49,292.96,297.29,289.06,284.37,287.21,280.94,275.30,273.57,275.36,275.37,276.10,271.78,272.66,272.51,278.41,278.87,276.07,276.70,275.62,280.71,280.98,284.14,287.73,292.63,294.54,288.09,295.64,296.60,302.60,302.53,307.84,313.89,318.47,316.62,333.01,334.19,335.43,340.03,341.46,342.15,350.33,355.73,368.94,370.95,381.04,368.00,370.02,373.52,368.51,361.79,347.72,346.43,333.93,340.83,339.77,332.16,331.07,332.33,324.86,321.52,314.94,313.60,310.02,303.31,293.47,297.07,286.49,290.00,298.46,301.32,308.48,301.59,304.65,306.51,310.82,308.47,311.53,331.51,328.01,331.86,334.24,334.32,333.32,334.11,348.04
2006-01-26 21:57:12+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.87,333.17,330.93,332.80,335.58,331.43,325.59,324.16,322.80,317.87,315.82,317.16,315.17,317.81,317.30,317.83,306.27,305.68,,,,,,,,,,,,,,,,,,,,,,,,,308.85,310.68,314.25,322.76,322.24,313.29,313.29,313.97,305.27,308.94,298.87,298.37,294.25,291.83,290.44,288.51,289.27,291.44,295.82,295.26,294.91,295.53,298.34,297.11,297.16,298.93,299.92,302.05,305.77,308.49,312.74,315.75,322.80,323.72,331.65,334.87,332.03,333.54,334.58,341.71,345.16,353.50,352.21,351.59,353.30,359.34,363.98,,373.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-27 21:51:10+00:00,L5,345.83,347.03,348.57,343.41,337.42,334.12,336.29,340.74,344.55,342.80,335.79,337.16,342.91,341.51,344.61,340.04,341.46,345.86,344.83,344.79,345.83,337.14,342.83,350.77,352.39,349.96,347.32,349.43,348.08,346.48,341.92,336.95,345.63,341.92,340.98,336.54,336.66,334.55,329.45,323.54,322.17,319.29,318.13,321.42,328.26,330.22,,,,,,,299.85,302.20,305.12,306.66,310.40,308.89,312.94,312.88,309.38,310.17,312.19,311.60,308.38,307.19,,,,,320.44,311.89,334.09,340.71,337.01,321.89,319.69,311.20,303.79,307.35,300.49,296.16,298.53,292.93,289.43,283.41,281.00,282.63,281.69,283.61,292.35,285.51,290.68,291.04,292.71,292.97,288.73,293.39,298.62,301.79,302.83,305.45,311.60,313.74,318.76,326.38,326.81,330.77,331.43,334.89,330.28,338.21,346.98,352.22,357.05,356.70,357.77,363.73,366.03,373.46,380.32,388.62,396.91,396.49,397.64,392.04,385.45,377.75,368.75,364.09,362.90,362.45,363.76,352.56,353.49,350.61,345.19,341.44,335.89,328.23,322.88,322.62,312.46,315.96,305.61,303.75,306.10,314.49,317.45,316.55,313.77,320.85,,,,,,,,,,,
2006-02-19 21:57:51+00:00,L5,333.13,331.26,330.58,327.75,326.56,320.87,314.83,326.16,321.73,322.83,316.34,328.80,322.80,323.88,328.82,325.11,325.85,329.29,330.53,331.62,338.56,331.98,330.17,330.48,325.55,326.31,327.37,321.65,319.71,313.43,318.51,323.66,323.61,321.31,316.20,307.02,313.21,305.52,308.21,297.36,291.50,285.50,288.78,296.16,293.44,287.78,292.25,289.87,287.29,243.78,296.80,298.09,282.28,280.35,283.91,287.26,285.59,279.80,284.63,274.95,293.24,284.05,290.69,288.99,288.94,295.72,291.60,301.01,291.57,290.12,289.62,286.09,284.77,287.13,290.80,301.15,301.47,296.91,298.97,293.77,283.64,283.53,284.33,280.88,272.17,261.90,262.63,257.60,257.44,260.48,259.98,271.85,275.37,270.36,266.68,261.54,265.19,267.29,267.20,273.21,282.84,290.16,295.71,294.29,299.41,301.84,296.86,305.96,308.69,318.15,313.37,318.21,324.98,329.09,329.20,336.13,337.00,332.05,340.71,341.76,347.01,351.37,361.03,369.35,362.91,363.96,354.97,350.86,346.34,345.02,343.28,337.00,337.21,337.35,336.13,328.60,324.99,322.43,318.04,316.15,305.24,301.34,292.53,296.82,288.15,292.51,294.50,301.00,304.09,306.43,303.44,305.07,309.04,315.48,327.59,327.83,328.35,334.40,332.73,335.96,335.25,342.47,356.12
2006-02-28 21:51:52+00:00,L5,338.93,340.83,346.99,345.61,341.77,337.46,326.70,329.81,334.23,341.30,340.22,331.56,331.87,340.09,341.30,345.08,338.10,340.81,343.11,347.65,344.21,331.31,343.03,334.66,339.21,332.99,331.46,330.92,333.13,333.61,333.20,338.18,335.60,334.38,333.69,321.54,319.43,320.30,318.15,317.69,312.74,306.87,309.30,311.67,312.75,300.03,302.11,306.39,313.33,328.98,326.38,323.67,304.85,302.57,298.38,299.21,301.04,302.62,306.21,303.00,302.92,302.13,304.77,303.89,307.38,305.64,315.70,310.36,313.05,308.37,318.11,312.55,319.76,305.33,305.84,298.96,307.94,314.18,308.29,309.49,306.59,306.69,304.07,295.22,294.11,281.46,288.50,283.26,287.10,279.14,279.22,284.35,288.51,294.15,285.94,293.71,292.22,287.59,293.23,296.45,294.92,294.66,308.17,307.34,313.01,315.23,316.01,316.05,318.75,320.93,327.26,329.93,332.41,347.89,355.78,351.14,347.63,346.40,358.19,361.16,370.03,376.45,378.14,381.17,376.08,378.71,377.44,375.65,371.93,358.07,353.93,343.57,344.97,344.96,336.83,328.64,325.52,328.74,319.97,320.74,,,,,,,,,,,,,,,333.64,337.77,328.12,330.44,332.46,339.11,340.01,347.19,356.42
2006-03-15 21:57:19+00:00,L7,,,,,,,,,,,,,,,,,,,,,,350.09,352.24,352.63,353.70,346.95,343.91,342.21,338.85,338.31,338.47,338.08,339.25,335.04,336.63,332.29,330.98,322.50,323.18,317.26,315.30,309.76,318.59,315.29,,,,,,,,,,,,,,,,,,,,,,,,315.70,307.37,316.50,313.66,317.32,317.61,319.16,321.08,322.71,322.41,315.20,310.24,312.30,306.13,306.44,302.37,302.69,295.19,291.38,290.38,291.77,290.26,287.01,291.81,292.67,295.78,297.41,295.42,296.94,298.92,294.75,303.64,305.58,306.45,312.01,312.40,320.57,314.00,323.02,327.46,327.08,332.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-19 21:57:12+00:00,L7,,,,,,,,,,,,,,,,,,,,,,194.26,177.12,204.22,179.76,191.36,200.30,264.77,318.34,177.28,174.11,183.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-22 21:54:10+00:00,L5,,,,,,,,,,,,,,,,,207.65,214.81,215.72,194.24,190.91,199.33,187.29,206.24,190.34,198.89,209.63,265.62,303.29,187.90,176.11,191.44,315.58,181.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.89,318.68,325.19,325.87,326.66,331.98,331.44,335.24,,,,,,,,,,,,,330.51,331.17,327.93,336.07,331.70,322.67,320.61,,,,,,,,,,,,,,,299.10,,,,,,,,,,
2006-08-31 21:50:40+00:00,L7,322.31,312.15,313.75,317.41,308.63,312.72,310.94,302.99,,,,,,,213.90,221.86,,250.28,310.47,312.16,312.69,308.15,308.14,308.64,304.07,301.15,297.17,286.68,290.11,294.72,295.01,301.34,301.92,305.05,304.84,303.30,302.05,298.30,305.21,291.81,292.29,281.48,283.17,292.33,303.09,,295.28,289.54,282.12,285.21,205.13,269.14,292.86,282.05,,,,,,,,,,,,,,,277.55,276.81,279.29,278.83,271.03,274.38,284.64,285.61,279.02,273.02,275.57,269.73,279.68,276.77,277.78,265.58,259.06,258.40,255.50,258.93,259.64,266.41,263.85,262.80,261.71,261.18,261.09,270.74,278.38,272.89,270.71,272.93,272.46,283.95,281.87,289.34,298.43,296.67,301.04,307.32,313.99,308.56,316.91,319.07,319.81,324.96,325.56,330.98,331.07,336.44,341.66,353.69,358.30,351.61,363.35,356.39,361.53,367.01,365.24,353.80,345.70,346.13,345.71,339.92,334.46,333.82,338.55,325.48,320.57,313.69,310.87,307.52,298.59,293.96,284.22,279.22,276.09,284.72,292.56,295.35,294.72,288.05,289.26,293.30,307.17,308.65,301.54,312.44,313.05,317.03,324.16,329.38,,325.92,335.14
2006-09-07 21:56:48+00:00,L7,,,,,,,,,,,,,,,346.32,354.71,352.32,352.07,348.86,345.65,346.15,353.03,352.72,357.19,352.57,344.99,336.77,338.94,339.78,340.42,343.05,344.74,348.18,349.24,343.54,341.71,336.22,334.59,,,,,,,,,,,,,,144.26,116.57,93.22,,,,,,306.79,308.29,310.05,306.64,307.93,304.91,307.42,309.85,310.36,311.96,309.17,314.41,311.90,308.96,317.32,311.18,324.43,325.23,323.12,312.08,308.74,304.80,308.71,306.72,299.65,301.69,289.67,284.56,286.36,286.29,293.28,288.04,294.81,287.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.34,175.68,,,144.06,136.49,151.15,,,106.79,121.15,114.28,133.19,114.16,101.45,112.23,115.67,331.69,333.38,347.95,351.06,349.86,349.93,350.67,352.86,356.10,358.06,366.95
2006-09-16 21:50:34+00:00,L7,323.33,323.49,323.29,316.27,315.57,312.84,311.24,308.36,310.36,309.17,310.98,310.07,306.89,306.20,317.66,318.08,323.85,319.91,325.75,313.83,314.53,316.74,317.74,320.27,309.86,304.44,302.48,302.50,302.95,300.49,,,,,,,,,,,275.20,277.53,284.03,283.19,289.12,288.51,281.85,281.19,282.42,283.36,271.21,275.48,271.84,268.71,271.22,275.35,269.61,271.23,267.88,270.31,271.73,280.84,275.31,273.46,272.21,270.51,272.10,268.29,278.41,278.82,283.65,283.14,276.39,280.35,286.16,286.56,280.79,278.23,280.72,267.92,270.82,261.64,260.65,257.53,,,,,,,,,,,,,,,,,,,,,,,,,,,316.80,320.00,321.90,326.56,327.46,328.67,337.65,341.01,345.53,350.82,357.70,368.00,367.80,374.89,366.80,363.81,365.14,354.72,357.68,348.75,346.89,341.14,335.18,334.76,333.04,328.26,317.53,309.12,302.62,298.96,298.98,290.57,288.24,284.01,278.36,285.94,289.29,294.63,295.50,294.59,291.06,296.52,299.30,309.60,317.05,314.45,317.48,323.62,326.42,329.01,334.29,331.10,347.02
2006-10-10 21:55:08+00:00,L5,330.37,331.51,332.46,328.66,324.30,324.32,318.90,321.00,318.16,316.46,318.81,324.86,328.72,326.39,328.25,329.49,329.88,330.25,332.96,332.99,335.21,330.93,323.50,332.00,334.98,326.60,319.56,318.57,317.56,318.91,327.09,322.11,322.14,324.09,313.95,311.46,309.91,310.34,303.69,294.43,288.23,291.28,296.34,296.77,298.62,297.19,300.16,300.43,284.90,277.53,,253.40,290.01,287.97,281.69,282.47,284.17,284.21,284.03,288.60,282.32,289.13,286.50,281.88,287.71,282.40,294.41,276.14,274.17,275.79,278.92,290.99,286.26,289.44,291.88,302.53,296.01,288.90,291.98,287.90,285.88,266.94,272.24,273.17,271.07,269.87,270.71,277.88,269.60,271.94,264.96,267.35,268.86,272.44,272.29,270.58,282.04,274.23,274.72,271.75,273.92,282.41,288.84,296.63,300.09,309.58,308.09,314.43,319.66,318.89,326.24,320.15,328.92,327.62,334.11,337.26,344.65,352.58,350.12,351.90,355.84,362.50,370.52,379.34,381.57,375.95,371.62,355.38,357.60,346.40,339.52,335.17,333.39,331.30,329.40,324.19,322.28,314.97,305.99,309.52,306.18,294.34,296.83,288.10,291.43,294.46,298.77,297.97,297.11,302.24,302.59,304.25,315.70,314.21,317.21,322.60,330.69,333.71,335.11,337.61,342.10,349.04,357.21
2006-10-25 21:56:53+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.43,294.75,282.60,281.75,289.27,295.70,287.20,285.94,289.83,294.09,291.76,291.77,298.70,295.05,297.28,296.38,289.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.46,346.60,351.43,354.96,351.66,359.18,369.69,372.62,388.77,365.89,374.97,373.00,370.94,353.49,347.79,348.66,341.66,339.61,336.65,330.01,322.95,319.04,319.27,300.97,307.79,296.53,297.43,296.83,286.77,288.14,285.52,297.54,300.94,309.76,310.69,304.41,301.73,316.08,319.31,309.64,319.19,320.97,332.29,335.47,340.32,341.42,351.89,356.93
2006-11-02 22:01:32+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.85,191.99,183.55,212.71,149.43,165.42,162.56,157.93,151.13,117.73,98.34,80.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.90,112.75,109.18,110.66,72.46,132.02,153.19,118.94,158.70,142.69,,,,165.00,175.98,178.00,188.94,177.91,,,,,,,,,,,,,,199.44,204.45,190.40,,,,,,,,,,,,,,,,,,,,,,,
2006-11-10 21:57:06+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.57,289.33,301.20,305.72,320.23,323.10,324.29,325.93,329.15,333.98,332.14,342.45,345.80,352.04,359.29,363.58,368.46,373.79,373.05,370.22,366.67,355.37,347.87,338.45,333.81,331.05,326.92,321.80,319.48,319.20,311.12,316.03,311.25,307.60,301.08,287.78,291.99,274.20,287.38,289.21,288.55,289.70,299.18,298.46,297.63,289.94,298.99,308.81,323.22,318.75,318.71,311.13,317.32,329.92,324.09,326.62,336.86
2007-01-05 22:02:04+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.93,81.55,103.87,126.41,137.26,163.92,179.10,198.84,219.48,241.17,268.47,281.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.12,106.54,83.34,165.49,157.04,,,,146.72,160.67,166.78,175.91,165.50,,,,,,,,,,113.07,116.33,155.59,161.15,180.47,186.92,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-21 22:02:09+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.55,393.20,414.51,423.97,450.05,465.48,489.00,510.55,526.66,542.28,550.16,566.32,573.78,588.33,596.61,611.22,625.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.86,135.00,,143.20,62.57,144.91,159.46,156.44,162.66,172.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-29 21:57:33+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.70,335.18,334.11,334.98,330.91,,,,228.90,,,,262.36,319.68,309.84,308.93,315.69,314.15,312.03,301.84,302.03,301.59,301.82,295.84,,,,,,,,,,,,,,,,,,,,,,66.99,73.65,74.89,,,297.80,291.81,290.14,291.44,296.32,300.49,297.25,297.18,295.92,299.08,301.58,298.81,302.07,304.32,302.14,306.48,305.14,312.34,317.24,321.66,324.97,330.02,331.66,337.96,341.77,337.93,342.11,341.79,343.22,341.81,354.34,356.08,363.57,362.63,372.15,379.52,380.61,379.34,367.12,361.27,336.44,338.34,369.81,368.44,372.41,372.19,373.05,365.28,365.22,358.44,356.91,352.71,343.06,331.15,323.04,326.38,322.98,326.31,326.31,323.88,313.08,312.02,318.77,321.66,328.23,330.90,325.05,326.58,327.08,330.24,337.80,,,,,,,,
2007-01-30 21:56:00+00:00,L5,363.27,360.61,361.32,352.26,350.83,347.72,354.04,346.48,347.96,349.71,352.83,356.94,353.22,360.82,355.05,358.66,357.81,356.91,356.17,350.98,355.25,351.10,357.78,354.90,357.63,355.22,344.71,340.30,336.82,345.26,338.25,343.76,349.94,344.29,336.96,335.90,340.70,341.96,327.74,333.43,336.74,333.41,342.37,355.83,360.70,361.57,349.84,322.57,309.78,286.65,321.87,313.04,308.80,307.03,304.10,306.27,305.57,305.68,302.38,311.04,306.75,310.31,310.83,315.88,315.82,315.55,321.27,320.00,323.04,319.18,322.64,320.55,319.23,329.32,328.47,331.80,330.48,324.86,325.15,314.33,309.55,303.72,300.92,303.05,300.71,289.06,296.79,295.70,292.83,300.51,303.06,298.67,297.00,301.42,306.56,305.07,306.67,310.58,309.99,311.64,319.78,322.43,320.38,326.88,332.38,328.01,330.38,341.25,341.39,339.54,346.34,349.17,355.88,350.47,357.39,366.67,374.70,373.91,374.43,380.11,385.12,390.74,395.82,399.85,397.27,393.70,396.86,386.86,386.94,381.29,375.82,369.65,359.49,360.11,356.29,351.06,344.04,338.15,339.65,337.85,334.14,327.63,320.29,316.70,313.29,311.89,312.28,322.15,328.63,326.72,319.71,326.34,336.17,341.47,341.53,341.39,349.66,351.51,354.32,353.68,361.16,364.39,376.62
2007-02-06 22:02:11+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.58,408.60,434.41,437.90,458.85,463.34,475.49,491.40,496.26,515.41,522.21,535.52,549.65,557.61,576.73,579.31,597.13,606.40,620.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-18 21:57:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.75,373.38,371.84,359.97,366.99,368.08,356.77,361.33,343.82,355.33,368.48,,,,,,,,,,,,,,,,,,,,,,330.03,328.44,325.26,327.73,332.00,334.58,336.06,328.95,335.72,341.23,344.93,352.97,,327.96,329.15,323.69,329.40,331.33,341.41,328.02,328.99,324.98,309.72,322.45,325.31,312.18,309.93,304.25,307.90,304.28,303.58,305.77,304.42,306.70,316.13,312.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-19 21:57:43+00:00,L7,339.98,333.31,332.58,338.32,338.52,341.07,336.37,329.58,342.93,331.98,342.05,343.61,340.71,338.09,344.13,,,,,,,,,,,,,,,218.00,215.64,202.63,,201.78,323.03,333.12,320.85,321.64,307.27,313.41,315.42,315.88,310.00,316.55,314.34,314.30,319.53,314.82,310.27,304.06,301.31,301.17,301.07,301.26,302.79,299.39,301.78,290.99,,294.04,,,,,,,,,,,,,,,,,,,,,,,,,285.98,284.16,286.69,278.58,286.71,282.49,288.60,279.72,277.23,278.68,277.52,285.82,289.38,290.50,287.95,286.64,296.05,301.33,311.06,312.13,310.26,314.11,326.83,312.87,324.51,330.37,335.77,337.39,342.52,338.84,339.72,345.71,346.61,354.90,361.42,369.01,371.05,375.17,380.17,392.84,384.82,376.74,376.22,369.57,367.35,362.94,355.86,349.98,345.83,342.34,340.19,336.18,332.82,319.35,318.47,321.69,315.77,304.95,300.12,300.02,295.63,300.07,306.67,311.37,317.41,313.97,307.80,307.96,309.68,,,,,,,,,,
2007-05-30 21:51:18+00:00,L7,346.57,344.41,345.76,339.69,338.98,,,,,,,,260.24,295.37,205.13,199.11,340.30,318.21,219.21,193.37,195.65,201.78,191.52,207.57,335.56,327.35,212.09,257.81,293.12,320.00,335.83,341.19,170.89,326.08,334.48,329.77,325.98,322.28,327.85,,319.49,320.57,325.51,331.39,328.55,328.49,322.84,324.09,322.41,324.64,313.51,,,,,,,,,,,,300.23,300.25,303.74,308.55,308.62,309.28,310.41,308.83,305.99,306.90,305.03,316.19,320.81,315.96,314.42,313.44,306.91,307.05,306.20,288.25,294.21,294.19,295.05,295.34,285.21,290.79,283.85,,,,,,,,,,,,,,,,,,325.03,325.42,334.74,339.55,340.72,341.75,337.19,337.34,347.68,352.69,355.48,361.41,360.59,372.36,374.78,377.23,389.80,395.97,386.84,381.17,377.59,373.21,370.89,362.96,358.56,353.31,353.33,347.27,346.83,345.10,336.91,332.97,333.04,323.95,314.50,313.31,305.14,,,,,,,,,,,,,,,,,,,,
2007-06-06 21:57:29+00:00,L7,321.96,319.30,317.22,,284.50,210.41,237.62,,266.67,275.35,295.32,303.03,292.58,194.91,204.26,215.65,222.31,,,,,,,,,,,,,,,,128.91,143.41,144.52,141.76,142.35,120.21,96.41,74.75,63.85,,,,,,278.69,266.71,286.66,300.33,294.71,291.91,285.26,290.12,264.43,,,,,,,206.75,210.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.66,273.94,279.27,285.26,294.95,295.43,309.51,304.31,312.14,312.73,312.83,314.11,322.06,325.82,323.23,330.70,333.28,334.92,335.65,344.48,,,347.99,362.69,370.33,374.11,373.30,384.19,384.58,367.63,,,369.10,361.00,358.78,349.20,345.88,338.93,341.91,333.41,327.54,322.40,321.30,318.38,313.73,308.28,301.67,301.45,281.54,276.46,,,,,,,,,,,,,,,,,
2007-08-25 21:57:11+00:00,L7,,,,,,,,,,,,,,,,230.11,227.54,253.05,266.10,319.71,313.96,316.57,315.28,330.06,326.61,321.39,322.83,314.41,319.08,319.42,320.93,325.65,327.58,329.48,328.32,320.57,314.07,309.73,313.15,313.70,311.61,305.50,302.56,,,,,,,,,,,,,,,,,,,,,,277.80,273.02,280.07,284.67,286.83,277.38,278.29,277.98,279.49,284.97,289.90,296.99,295.97,285.42,286.10,,,,,270.06,273.40,270.36,265.84,266.15,259.41,267.12,265.70,267.73,269.32,271.19,271.03,272.44,272.24,276.02,276.41,277.87,279.32,275.94,286.17,294.37,305.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.87,132.38,148.70,144.78,159.36,72.30,66.77,,125.31,150.44,144.52,188.64,177.53,143.60,145.31,142.87,157.66,137.65,118.14,,,,,,95.40,114.03,95.21
2007-09-10 21:57:03+00:00,L7,,,,,,,,,,,,,,,,,,326.66,311.39,313.17,317.38,314.76,319.78,321.06,325.30,314.93,314.14,305.94,307.96,311.26,316.43,327.83,330.46,324.89,316.60,308.32,306.97,301.43,298.47,289.76,,,,,,,,,,,,,,,,,,,,,,264.14,266.00,262.21,267.01,275.02,275.53,269.64,271.59,270.68,276.36,278.32,278.58,281.79,273.58,284.55,287.82,288.63,281.61,273.87,267.74,268.02,266.47,266.50,269.33,273.60,266.85,259.64,261.03,263.92,269.66,272.19,272.25,271.78,274.25,269.39,265.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.47,137.74,157.86,,137.48,138.82,149.42,,,117.78,125.60,116.24,126.92,115.27,97.82,115.92,119.30,129.40,105.47,,,,,325.74,333.30,334.92,341.50,353.03
2007-10-28 21:57:10+00:00,L7,,,,,,,,,,,,,,,,,,,,331.94,330.72,331.69,331.48,333.19,328.81,324.90,323.88,320.33,318.38,320.23,,,,,,,,,,,,,,,,,169.32,178.91,267.59,298.11,293.58,298.10,302.54,301.35,288.93,294.74,284.26,287.91,289.05,282.92,290.99,282.12,285.06,280.20,287.08,283.09,296.92,295.22,294.16,297.47,292.25,299.53,292.04,292.75,293.67,302.44,293.63,295.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.21,350.65,358.22,363.88,364.62,376.75,363.93,374.28,361.35,353.75,347.96,338.04,339.59,336.67,344.21,329.06,329.83,320.29,318.57,316.63,314.10,306.19,292.27,282.62,286.91,288.53,293.34,289.23,293.53,304.46,312.59,309.22,305.32,303.89,318.23,308.39,318.92,330.09,328.02,327.95,324.51,332.17,332.89,334.41,342.11
