dates,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0048,nzd0353-0049,nzd0353-0050,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0115,nzd0353-0116,nzd0353-0117,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0124,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0153,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0157,nzd0353-0158,nzd0353-0159,nzd0353-0160,nzd0353-0161,nzd0353-0162,satname
1999-08-28 21:53:59+00:00,337.63,335.08,333.37,327.36,325.73,325.05,327.35,333.63,325.18,327.98,325.37,322.65,332.29,333.79,331.01,335.06,337.96,343.05,338.87,343.79,338.82,348.48,335.83,341.23,338.81,337.15,335.43,323.63,328.91,324.72,339.31,340.11,334.49,330.95,324.43,324.30,330.77,326.26,333.97,325.63,318.08,312.45,308.69,313.38,315.27,320.08,322.79,306.15,271.31,308.86,,326.66,321.67,314.77,310.49,305.78,303.09,302.11,304.50,303.46,306.00,308.75,309.35,306.69,306.17,310.42,306.66,306.68,306.86,303.02,305.77,304.62,304.74,305.34,310.54,317.63,314.80,311.25,311.03,300.26,301.83,297.46,288.43,285.71,265.50,272.85,274.05,272.54,272.09,270.09,279.60,278.40,268.62,266.49,272.44,279.18,274.90,279.90,277.77,294.07,286.56,285.53,286.95,277.56,291.37,288.33,294.05,297.74,301.43,308.48,316.72,320.22,317.64,331.56,341.31,340.04,339.89,336.74,351.52,353.47,367.66,370.50,375.16,384.11,384.74,379.52,373.80,368.04,362.73,352.46,349.87,345.89,345.06,341.72,344.92,344.42,,,,,,,,,,,,,,313.95,305.99,309.52,318.06,325.09,349.46,,,336.61,321.30,322.23,323.09,312.68,,L7
1999-09-29 21:54:04+00:00,336.19,331.33,331.11,326.71,325.22,323.25,320.70,324.98,322.24,322.89,320.87,319.03,328.05,329.47,331.21,333.23,338.45,339.24,332.28,335.61,334.43,338.31,330.56,327.22,326.18,324.57,323.96,322.30,324.45,323.88,331.31,330.63,325.41,327.10,324.05,320.51,323.23,318.55,323.02,320.66,319.45,314.25,308.03,316.19,314.00,318.74,325.48,310.45,289.75,308.05,,307.67,319.71,312.03,307.40,300.93,300.21,303.01,302.77,302.90,307.31,305.36,308.48,302.85,297.86,309.05,304.62,307.30,306.81,299.30,305.66,304.66,304.35,300.06,308.88,314.70,313.96,308.64,303.94,297.66,296.66,289.86,282.87,277.75,269.87,270.29,274.48,271.13,269.91,270.17,274.81,272.17,265.23,268.92,266.41,275.83,276.53,285.83,284.62,289.39,286.26,287.79,286.26,281.97,292.35,293.13,293.96,300.83,304.48,311.16,318.87,322.66,323.73,330.37,338.60,339.31,344.35,343.16,352.03,358.19,367.45,373.56,373.10,386.02,380.65,377.52,374.10,367.57,363.37,354.43,353.69,349.49,347.25,343.72,344.44,344.03,335.85,330.50,326.47,330.13,322.36,317.83,309.66,299.76,294.34,294.95,292.02,296.10,302.21,306.98,298.19,306.73,316.19,320.13,332.02,324.66,320.45,333.44,329.48,328.43,332.50,326.01,353.80,L7
1999-12-09 22:00:09+00:00,336.19,331.33,331.11,326.71,325.22,323.25,320.70,324.98,322.24,322.89,320.87,319.03,328.05,329.47,331.21,333.23,338.45,339.24,332.28,335.61,334.43,338.31,330.56,327.22,326.18,324.57,323.96,322.30,324.45,321.60,327.10,324.97,322.79,325.00,323.86,321.97,320.74,320.14,320.95,320.67,318.10,316.31,312.20,315.02,314.68,317.22,319.91,312.92,291.16,303.18,296.75,302.29,309.68,306.55,303.16,298.56,298.66,302.39,301.70,303.85,304.58,305.81,304.86,303.42,300.40,309.12,304.63,302.98,305.02,298.11,302.36,300.91,300.83,296.00,306.38,312.49,311.97,306.07,300.96,291.54,290.82,284.21,280.19,276.60,271.11,271.88,274.01,270.05,269.80,269.81,273.13,270.48,266.60,269.94,270.89,276.42,277.72,282.08,282.53,286.50,283.43,285.86,284.32,281.28,289.37,293.29,290.61,299.40,303.29,308.31,312.75,316.63,323.32,328.19,335.26,337.32,343.11,343.99,351.49,357.37,364.32,371.40,373.99,383.76,375.72,374.29,371.99,364.38,359.01,351.29,349.53,345.05,344.72,341.75,339.56,337.27,328.56,327.22,321.39,324.57,309.24,304.99,299.76,296.27,294.28,293.76,291.74,293.49,301.09,306.84,300.52,305.82,315.02,320.11,328.00,326.50,320.20,329.16,326.70,327.78,330.49,326.85,347.30,L7
2000-01-19 21:53:49+00:00,328.67,324.27,325.01,319.77,320.75,317.59,316.58,320.12,315.85,317.20,314.50,315.64,321.45,323.36,323.95,326.56,332.86,336.00,331.94,332.77,336.26,337.87,333.19,330.88,327.51,327.68,326.46,323.79,325.65,321.78,325.77,325.44,323.88,322.69,321.39,319.32,316.71,315.62,316.58,316.89,315.16,311.62,307.74,310.74,311.42,315.00,318.33,312.57,298.79,305.19,299.93,299.85,304.18,302.86,300.42,298.15,297.95,299.61,299.72,301.29,301.64,302.78,302.16,301.04,298.97,306.65,302.94,302.58,303.89,299.58,302.34,300.74,300.41,297.62,305.53,310.96,311.52,306.04,301.19,291.56,290.62,285.46,280.45,276.85,272.29,272.50,271.73,268.33,268.37,269.26,271.91,269.02,268.33,267.33,269.92,275.07,276.30,279.62,279.24,283.77,281.03,283.81,283.81,280.29,287.34,291.55,290.98,300.29,302.63,307.03,312.14,314.50,318.93,325.85,331.07,334.07,340.00,343.48,349.93,355.46,363.35,369.78,374.50,380.89,373.97,373.51,371.99,364.38,359.01,351.29,349.53,345.05,344.72,341.75,339.56,337.27,328.56,327.22,321.39,324.57,309.24,304.99,299.76,296.27,294.28,292.31,292.14,292.23,302.25,307.33,302.41,307.15,316.69,319.96,327.52,328.51,327.23,331.24,329.76,331.92,331.56,329.25,347.64,L7
2000-01-26 22:00:02+00:00,326.65,323.91,323.11,319.17,320.85,316.95,315.44,318.11,315.90,315.80,316.02,315.87,321.36,323.18,324.86,326.03,331.86,334.14,329.74,331.48,333.50,335.31,330.33,329.61,327.25,325.71,322.37,321.11,324.92,321.67,323.88,322.64,323.11,322.00,320.40,318.42,317.22,314.29,314.70,315.01,314.75,310.04,306.59,309.61,310.01,316.79,321.16,315.60,298.79,305.19,301.65,300.09,303.04,300.95,297.83,296.15,297.20,296.60,295.44,298.99,300.37,302.50,300.84,298.75,299.26,303.42,302.43,299.80,302.18,298.92,301.59,300.20,301.30,297.66,303.54,309.40,309.35,305.52,300.86,291.99,288.19,284.17,280.13,276.25,272.64,271.26,270.62,266.69,268.50,268.30,270.82,269.02,266.90,268.25,269.67,273.74,274.54,278.30,277.17,282.28,278.20,282.35,283.17,280.38,285.49,290.24,289.42,296.80,299.67,304.50,311.64,317.10,320.48,324.38,330.62,333.92,339.94,344.51,347.57,355.36,361.52,369.78,375.13,379.27,373.06,370.89,370.58,363.71,358.14,350.19,349.81,344.50,343.55,340.37,335.19,335.11,325.45,325.46,318.36,317.63,306.14,302.19,299.31,294.78,290.15,289.94,292.34,292.84,299.45,304.88,300.29,306.35,314.28,316.37,322.18,326.11,323.95,326.18,326.98,329.51,330.71,328.89,347.40,L7
2000-02-11 21:59:57+00:00,327.77,325.31,324.14,320.02,321.54,318.57,317.53,319.20,317.97,317.97,318.74,318.09,322.64,324.38,326.26,328.84,333.06,334.43,331.02,333.24,334.31,336.04,331.91,331.20,328.65,327.24,323.43,321.42,323.73,321.60,324.00,322.21,323.29,323.82,322.36,319.88,318.52,315.67,315.72,315.88,315.28,311.20,307.44,311.06,311.45,318.82,323.70,318.61,305.65,311.14,305.16,302.24,305.85,303.18,300.10,298.38,299.36,298.54,297.99,301.04,301.96,303.19,302.70,301.35,301.57,305.33,304.21,301.56,303.55,300.48,302.14,301.36,301.46,299.76,304.33,310.90,310.26,306.81,302.33,294.59,290.22,285.98,282.56,277.28,273.72,271.56,271.40,268.63,269.67,269.64,271.73,270.55,268.42,270.19,271.35,274.85,275.79,279.83,279.44,284.03,280.64,283.80,284.21,282.81,287.73,291.99,292.07,297.65,301.17,305.38,312.93,318.94,321.58,325.65,332.05,336.21,340.69,345.97,349.28,357.65,363.53,372.04,377.33,381.35,375.52,373.72,372.06,365.89,360.04,352.77,350.61,345.32,344.33,342.66,337.83,337.39,327.38,325.83,320.20,321.11,309.49,305.06,303.61,297.72,293.09,291.84,293.68,296.14,300.93,306.19,301.30,307.14,314.55,317.91,323.31,328.03,325.49,326.98,328.12,330.34,331.46,329.97,347.37,L7
2000-02-27 21:59:52+00:00,327.68,324.04,321.95,318.23,319.29,317.90,316.69,318.64,316.80,316.71,318.71,318.93,321.65,323.11,325.96,328.03,331.11,332.62,330.31,331.49,334.27,333.53,331.62,330.36,327.53,325.95,322.62,321.14,322.26,321.63,321.30,318.40,321.90,323.75,323.88,319.84,317.26,315.08,313.97,314.33,314.33,311.12,308.36,311.98,311.41,319.90,323.65,320.55,313.68,312.10,307.95,299.78,303.69,302.64,299.93,297.99,300.03,299.54,298.21,301.65,301.89,303.42,301.55,300.68,302.10,305.00,303.29,301.22,302.63,300.86,301.82,299.57,300.50,298.20,302.22,308.76,309.12,306.78,300.82,293.15,288.36,284.31,281.73,274.94,275.24,270.90,271.74,268.96,267.62,269.57,268.26,269.15,267.26,270.18,270.73,274.78,276.80,280.45,281.30,282.75,280.62,283.90,283.53,284.05,288.07,293.41,293.24,298.85,303.08,306.25,312.93,319.49,321.93,324.79,330.35,336.41,341.91,347.47,349.09,357.92,363.45,372.96,379.54,382.21,375.40,374.02,372.20,365.31,359.71,354.32,351.76,346.11,345.19,342.21,336.27,334.96,328.12,326.23,323.01,322.94,312.38,306.41,305.05,298.80,291.49,291.82,291.70,295.07,299.36,304.05,298.66,304.31,311.78,315.55,319.37,328.75,326.80,324.25,329.01,331.42,332.32,332.90,346.68,L7
2000-03-14 21:59:47+00:00,326.80,322.42,321.36,317.48,318.81,317.27,316.99,317.80,316.65,315.28,317.96,318.11,320.49,320.71,325.24,326.33,330.53,331.63,328.98,329.83,332.55,332.30,329.89,329.47,326.14,325.13,321.84,320.35,320.36,320.57,319.96,318.90,321.76,322.81,322.78,319.23,317.31,314.54,313.43,313.64,312.22,307.20,306.23,309.49,310.73,316.48,322.46,319.61,315.02,312.40,307.59,299.48,302.44,301.62,298.27,295.91,297.99,298.06,296.71,300.84,299.90,302.30,300.01,299.71,301.94,304.19,302.98,299.89,301.75,300.16,301.06,298.78,299.40,297.25,302.09,307.98,308.80,305.76,300.82,293.15,288.36,284.31,281.73,273.08,272.99,269.33,270.11,267.66,267.54,268.59,268.07,268.62,266.26,268.37,268.46,273.08,275.10,278.20,280.08,280.56,279.03,282.80,282.68,284.12,287.52,292.81,292.62,296.91,301.40,303.98,311.39,317.67,319.84,323.88,330.25,337.49,343.01,346.24,347.91,356.75,362.98,373.23,378.83,381.35,374.21,373.30,370.93,364.15,357.65,352.05,350.54,345.04,343.30,338.73,333.60,332.64,326.24,324.98,320.56,320.18,311.26,305.00,303.45,297.57,290.75,291.56,291.74,294.60,299.76,302.29,298.90,304.16,310.93,314.38,317.82,326.81,325.42,324.03,326.99,330.04,332.03,332.90,346.68,L7
2000-03-30 21:59:45+00:00,327.34,323.19,322.05,318.50,320.01,319.25,320.18,320.25,318.42,317.80,320.86,321.33,321.86,322.01,324.96,326.32,330.73,332.33,331.22,332.31,334.51,334.60,332.09,334.61,330.32,328.74,325.11,321.39,321.89,321.79,321.78,320.83,324.37,324.45,323.86,321.54,319.08,316.72,314.64,314.97,312.73,307.95,308.24,310.04,312.02,317.15,320.82,319.47,313.88,308.76,308.13,301.77,299.75,300.50,297.88,296.41,298.79,297.55,297.21,301.17,299.35,301.70,299.62,300.65,304.63,304.19,303.97,299.82,300.87,301.20,300.60,298.67,299.73,298.78,302.41,307.66,309.29,306.12,302.07,293.90,288.43,285.98,282.57,274.83,273.79,271.11,270.79,268.74,269.05,269.45,268.62,269.99,267.77,269.20,270.57,274.58,276.19,276.71,278.64,280.43,278.96,281.83,283.13,284.82,287.13,292.27,292.35,296.64,301.10,304.19,310.98,316.69,318.99,324.53,330.45,337.93,342.83,346.53,348.67,356.62,362.98,372.84,380.13,380.87,373.17,373.27,370.06,364.31,356.61,350.82,348.78,344.21,342.37,338.29,333.48,331.84,326.25,324.81,320.87,319.04,310.79,304.46,302.77,298.35,290.88,292.29,293.29,296.59,300.87,304.19,301.79,305.83,310.48,313.96,318.49,326.63,327.58,323.76,326.18,329.75,330.98,332.37,344.80,L7
2000-04-15 21:59:31+00:00,327.34,323.19,322.05,318.50,320.01,319.25,320.18,320.25,318.42,317.80,320.86,321.33,321.86,322.01,324.96,326.32,330.73,332.33,331.22,332.31,334.51,334.60,332.09,334.61,330.32,328.74,325.11,321.39,321.89,321.79,321.78,320.83,324.37,324.45,323.86,321.54,321.54,319.55,317.85,316.55,314.21,310.03,309.98,312.28,312.49,316.21,318.40,318.25,311.19,308.76,311.10,304.19,300.48,299.87,297.99,296.93,299.33,297.57,298.60,301.68,300.50,302.81,301.53,303.33,305.58,305.80,304.90,301.46,302.36,301.34,300.23,298.58,300.30,300.23,302.34,309.05,309.16,307.30,302.72,294.68,289.79,286.21,282.61,275.83,274.32,271.61,270.46,269.01,269.61,269.89,268.64,269.38,265.98,267.21,268.70,272.35,273.74,273.20,278.64,280.43,278.96,281.83,283.13,284.82,287.13,292.27,292.35,296.64,296.64,304.19,310.98,316.69,318.99,324.53,330.45,333.75,342.83,346.53,346.87,353.70,361.31,371.57,378.71,379.87,371.57,372.12,368.44,361.94,354.27,349.48,347.74,344.90,343.15,340.18,335.12,333.48,328.06,327.34,322.84,320.26,313.84,307.07,304.37,298.97,292.25,293.74,294.97,297.20,301.99,304.72,302.61,306.96,312.16,315.85,320.48,327.92,329.17,325.32,327.25,330.90,331.55,334.66,346.20,L7
