dates,nzd0075-0000,nzd0075-0001,nzd0075-0002,nzd0075-0003,nzd0075-0004,nzd0075-0005,nzd0075-0006,nzd0075-0007,nzd0075-0008,nzd0075-0009,nzd0075-0010,nzd0075-0011,nzd0075-0012,nzd0075-0013,nzd0075-0014,nzd0075-0015,nzd0075-0016,nzd0075-0017,nzd0075-0018,satname
1999-08-26 22:04:44+00:00,387.95,,366.94,363.36,368.82,371.44,386.35,375.92,372.88,383.05,393.76,387.38,389.55,386.50,385.33,393.43,390.61,383.09,371.37,L7
1999-09-27 22:04:48+00:00,384.62,379.32,370.85,370.35,383.47,375.57,387.24,382.20,376.93,382.55,389.94,386.24,387.58,384.27,381.65,389.23,390.12,381.65,368.98,L7
1999-11-14 22:04:42+00:00,382.10,377.89,370.18,371.19,385.33,376.35,386.34,384.80,378.99,381.04,389.84,383.47,385.44,380.85,379.20,385.62,386.95,379.91,368.93,L7
2000-01-01 22:04:37+00:00,379.90,376.83,370.56,371.12,386.36,374.53,386.57,383.69,377.89,379.70,388.57,381.26,383.75,380.75,380.27,385.85,386.36,377.79,366.28,L7
2000-01-17 22:04:35+00:00,377.91,376.64,370.46,371.57,387.55,373.61,386.50,383.00,376.39,377.94,386.21,379.06,382.26,380.02,380.84,386.11,385.72,376.74,365.00,L7
2000-05-24 22:03:46+00:00,373.44,377.88,371.32,372.41,391.33,370.19,385.69,382.00,375.94,374.60,381.24,374.78,379.07,379.83,383.15,386.81,384.05,373.68,361.91,L7
2000-07-11 22:03:17+00:00,372.07,382.71,375.11,375.31,392.56,370.85,384.63,384.47,377.94,375.03,380.73,376.69,381.45,380.55,384.70,390.12,386.27,377.76,363.32,L7
2000-08-12 22:02:54+00:00,369.98,383.18,376.11,376.46,391.08,368.60,383.10,385.87,382.56,376.75,384.10,381.78,386.33,383.26,384.84,392.73,387.77,379.16,362.64,L7
2000-09-13 22:02:26+00:00,368.98,381.26,374.95,376.43,391.47,367.66,381.90,384.04,381.59,376.74,383.32,381.38,384.48,382.21,384.17,391.34,387.00,378.29,361.93,L7
2000-10-15 22:01:56+00:00,369.85,380.03,374.65,377.26,390.51,368.46,381.60,383.08,381.59,376.74,383.32,381.38,384.48,382.21,384.17,391.34,387.00,378.83,361.52,L7
2001-01-03 22:02:12+00:00,368.86,378.57,374.25,378.85,390.92,369.04,382.45,383.54,381.51,376.56,383.57,380.12,384.21,382.19,384.89,393.30,387.80,378.76,361.48,L7
2001-06-12 22:01:24+00:00,365.60,371.29,366.80,372.65,388.48,367.59,381.36,387.65,378.88,374.25,380.10,373.91,378.83,378.27,382.28,390.16,383.15,373.39,363.56,L7
2001-08-15 22:00:38+00:00,365.13,373.05,369.49,370.83,387.88,366.21,379.82,382.82,378.05,379.26,384.39,379.96,385.61,384.45,385.70,392.31,383.87,376.98,364.95,L7
2001-12-05 22:00:18+00:00,367.48,372.83,368.64,370.77,387.45,367.80,380.58,380.25,377.53,376.50,382.75,378.05,385.02,383.96,383.78,389.01,381.46,375.83,364.74,L7
2001-12-21 22:00:29+00:00,369.27,373.39,369.01,371.40,388.69,370.39,381.79,380.62,378.00,377.29,383.38,378.38,385.73,385.41,383.91,389.16,383.09,377.99,368.56,L7
2002-01-06 22:00:31+00:00,371.69,375.63,369.27,372.14,389.76,371.92,382.53,382.25,379.34,378.14,383.28,379.51,385.90,385.82,384.81,388.13,381.46,380.08,369.68,L7
2002-01-22 22:00:40+00:00,373.95,378.97,370.75,374.32,391.25,373.74,384.47,383.97,381.21,380.73,386.24,381.36,388.88,387.63,386.93,391.16,384.93,381.79,370.68,L7
2002-02-23 22:00:43+00:00,374.68,379.00,370.20,375.00,392.65,374.43,384.49,384.73,382.58,380.68,386.31,380.29,387.49,385.68,385.61,389.96,384.89,381.92,370.31,L7
