dates,nzd0075-0000,nzd0075-0001,nzd0075-0002,nzd0075-0003,nzd0075-0004,nzd0075-0005,nzd0075-0006,nzd0075-0007,nzd0075-0008,nzd0075-0009,nzd0075-0010,nzd0075-0011,nzd0075-0012,nzd0075-0013,nzd0075-0014,nzd0075-0015,nzd0075-0016,nzd0075-0017,nzd0075-0018,satname
1999-08-26 22:04:44+00:00,387.95,,366.94,363.36,368.82,371.44,386.35,375.92,372.88,383.05,393.76,387.38,389.55,386.50,385.33,393.43,390.61,383.09,371.37,L7
1999-09-27 22:04:48+00:00,381.28,379.32,374.76,377.33,398.11,379.70,388.13,388.47,380.98,382.04,386.13,385.09,385.61,382.05,377.98,385.02,389.63,380.21,366.58,L7
1999-11-14 22:04:42+00:00,377.07,376.46,368.84,372.88,389.05,377.90,384.54,390.02,383.10,378.04,389.62,377.93,381.15,373.99,374.30,378.42,380.60,376.43,368.84,L7
2000-01-01 22:04:37+00:00,373.30,374.72,371.68,370.92,389.45,369.10,387.25,380.33,374.62,375.68,384.79,374.64,378.70,380.47,383.46,386.51,384.59,371.44,358.32,L7
2000-01-17 22:04:35+00:00,369.94,376.07,370.10,373.35,392.33,369.89,386.25,380.28,370.36,370.90,376.77,370.24,376.28,377.08,383.13,387.15,383.18,372.55,359.91,L7
2000-05-24 22:03:46+00:00,377.07,382.84,372.18,372.96,392.22,371.57,383.58,385.38,382.84,377.23,382.15,379.45,382.22,381.94,382.85,386.76,384.39,377.04,367.50,L7
2000-07-11 22:03:17+00:00,369.20,389.22,383.04,379.63,393.13,371.09,384.05,387.76,380.62,376.96,383.26,380.38,385.86,382.62,388.11,396.46,391.25,383.68,362.54,L7
2000-08-12 22:02:54+00:00,363.68,377.48,373.11,376.79,387.89,363.13,381.66,384.46,384.21,376.07,386.90,385.51,390.90,385.21,383.57,394.97,387.67,376.77,357.87,L7
2000-09-13 22:02:26+00:00,365.98,375.49,371.46,376.32,392.65,364.86,378.32,378.58,378.69,376.70,380.98,380.18,378.95,379.09,382.13,387.18,384.68,375.65,359.82,L7
2000-10-15 22:01:56+00:00,373.31,375.11,373.47,380.59,386.65,371.64,380.39,379.24,,,,,,,,,,381.00,359.86,L7
2001-01-03 22:02:12+00:00,372.14,375.55,370.17,380.92,394.30,374.47,387.83,387.65,382.51,376.52,383.13,374.43,381.13,381.83,385.76,394.59,387.60,376.72,367.32,L7
2001-06-12 22:01:24+00:00,359.05,367.03,363.43,364.39,382.66,360.71,374.89,,375.26,371.99,377.06,373.40,376.53,374.72,378.80,385.73,378.70,370.06,359.79,L7
2001-08-15 22:00:38+00:00,371.22,379.07,375.54,377.27,393.10,371.71,384.76,382.82,380.84,386.53,391.73,386.53,394.69,394.17,392.60,398.88,389.03,383.89,370.10,L7
2001-12-05 22:00:18+00:00,372.17,372.39,366.94,370.64,386.58,370.99,382.10,377.68,376.49,370.97,379.45,374.21,383.83,382.98,379.93,382.41,376.66,373.55,364.34,L7
2001-12-21 22:00:29+00:00,364.42,368.70,364.54,366.29,386.38,368.47,378.50,381.35,376.67,374.38,378.96,374.39,378.68,379.07,379.20,386.20,383.57,376.53,371.24,L7
2002-01-06 22:00:31+00:00,378.96,382.38,370.05,374.37,392.97,376.53,384.78,387.14,383.35,380.68,382.97,382.92,386.41,387.08,387.53,385.05,376.57,386.35,373.04,L7
