dates,nzd0210-0000,nzd0210-0001,nzd0210-0002,nzd0210-0003,nzd0210-0004,nzd0210-0005,nzd0210-0006,nzd0210-0007,nzd0210-0008,nzd0210-0009,nzd0210-0010,nzd0210-0011,nzd0210-0012,nzd0210-0013,nzd0210-0014,nzd0210-0015,nzd0210-0016,nzd0210-0017,nzd0210-0018,nzd0210-0019,nzd0210-0020,satname
1999-09-22 21:46:36+00:00,392.64,384.72,375.11,388.19,394.95,411.22,412.86,402.18,389.00,388.47,378.83,374.57,384.71,378.21,363.76,370.54,362.16,366.79,363.85,361.48,371.98,L7
2000-04-01 21:46:10+00:00,393.88,377.81,373.48,384.05,407.17,422.95,417.82,409.02,398.35,390.42,391.09,390.38,401.27,378.29,376.10,373.37,376.91,359.64,363.32,359.75,355.65,L7
2000-05-03 21:45:55+00:00,389.33,377.68,367.62,389.38,404.75,418.23,420.45,405.63,393.98,390.95,385.77,382.90,381.00,373.75,370.37,359.10,357.00,361.02,360.35,351.00,349.24,L7
2000-05-19 21:45:43+00:00,402.58,386.16,377.77,387.01,411.63,424.51,422.78,407.60,398.59,392.20,390.30,388.09,391.66,380.06,375.11,365.77,362.64,365.88,366.87,365.77,360.39,L7
2000-08-07 21:44:45+00:00,403.84,388.32,394.97,408.08,418.76,423.62,420.02,413.07,402.74,399.18,391.56,396.94,394.84,375.58,376.68,368.03,361.09,376.98,367.51,364.13,357.81,L7
2000-11-11 21:44:00+00:00,384.42,366.90,367.05,379.09,392.43,406.50,406.29,396.01,379.26,,,,,,,,,,,,,L7
2001-04-04 21:43:43+00:00,421.15,403.53,382.48,384.59,406.43,423.54,426.72,413.49,402.70,395.12,401.55,395.40,393.55,388.65,390.68,391.35,371.46,366.84,377.57,375.52,363.90,L7
2001-04-20 21:43:46+00:00,400.85,387.67,375.33,387.06,399.83,420.78,420.88,408.84,396.76,390.66,387.74,398.19,395.91,386.65,384.49,377.26,370.27,373.69,377.98,373.82,363.38,L7
2001-05-22 21:43:30+00:00,393.98,380.11,371.96,382.00,397.11,405.49,409.08,397.64,389.40,386.77,380.50,382.58,377.60,369.54,366.32,358.09,354.96,353.32,361.36,360.75,348.56,L7
2001-06-07 21:43:18+00:00,422.21,398.48,380.59,,,,416.52,402.91,388.52,384.75,,,379.81,373.76,368.05,364.23,,368.98,371.80,365.69,369.34,L7
2001-07-25 21:42:54+00:00,405.59,393.69,383.29,391.22,405.38,418.67,423.08,406.55,400.71,393.00,394.75,390.21,389.52,386.65,379.66,373.60,366.21,370.80,379.64,368.75,365.91,L7
2001-08-26 21:42:25+00:00,401.84,379.52,377.17,385.12,402.65,411.79,413.86,401.22,389.77,388.43,385.35,379.89,385.25,369.77,364.72,360.13,358.27,364.45,368.95,363.95,362.06,L7
2001-09-11 21:42:14+00:00,406.65,388.28,395.32,398.30,404.70,417.80,418.52,,,,,,,,,,,,,,,L7
2001-10-13 21:41:51+00:00,,,,415.42,402.14,420.32,413.69,423.23,,389.98,394.21,390.32,396.53,386.81,390.41,393.10,386.68,372.85,391.01,384.81,391.32,L7
2002-04-07 21:42:28+00:00,394.95,377.86,373.95,386.89,405.14,421.05,425.09,410.18,401.75,393.64,391.61,389.24,382.16,373.12,373.17,371.32,365.87,365.39,366.01,363.73,359.97,L7
2002-08-29 21:41:39+00:00,404.15,385.51,375.05,386.49,405.14,414.44,411.18,398.65,387.47,381.35,382.00,379.29,378.50,369.43,373.19,363.50,354.97,355.78,367.79,363.65,361.75,L7
2002-09-14 21:41:31+00:00,398.64,375.70,366.00,382.51,397.79,410.12,418.90,392.68,381.23,384.24,380.38,383.69,389.21,378.37,374.61,364.03,351.57,353.45,375.76,360.72,359.77,L7
2002-10-16 21:41:24+00:00,372.82,352.96,338.83,365.71,382.30,390.68,394.36,383.05,371.78,369.06,369.95,353.32,348.08,337.32,,318.07,,330.67,346.31,346.35,340.79,L7
2002-11-01 21:41:30+00:00,398.01,366.44,361.25,377.73,390.49,407.49,403.27,401.42,398.08,384.02,379.30,367.77,368.71,369.53,358.89,353.57,361.02,346.05,362.20,362.06,357.36,L7
2003-04-10 21:42:26+00:00,401.42,386.75,378.72,385.51,404.45,422.78,422.86,411.53,406.42,399.07,398.34,400.23,399.84,390.34,386.91,380.98,378.26,382.39,385.56,374.30,373.36,L7
2003-04-26 21:42:25+00:00,413.01,400.02,378.48,391.92,407.54,418.98,425.81,411.34,403.92,391.00,386.74,405.95,408.18,394.48,393.33,393.68,369.79,366.25,376.63,368.19,361.84,L7
2003-05-28 21:42:22+00:00,405.59,402.67,403.49,386.41,404.13,419.95,422.61,410.81,402.50,396.73,393.85,395.27,397.84,392.59,389.99,379.83,367.86,378.17,374.11,363.47,361.77,L7
2003-07-23 21:30:14+00:00,419.89,411.53,405.66,404.26,412.77,433.29,446.29,420.70,417.53,397.36,400.54,398.56,405.58,398.14,400.68,392.73,368.59,377.94,379.48,373.01,368.88,L5
2003-08-16 21:42:04+00:00,400.82,384.07,377.28,387.15,398.05,417.76,419.91,411.20,397.96,390.69,388.81,385.90,,,,372.49,368.52,366.01,377.28,370.06,369.29,L7
2003-08-24 21:30:48+00:00,416.88,383.96,,,,413.13,416.43,409.17,396.55,387.24,385.84,392.82,382.49,368.72,381.31,,,,,,,L5
2003-11-04 21:42:03+00:00,398.39,376.89,359.26,377.08,394.30,407.42,413.69,414.72,386.32,385.06,385.97,,,,372.94,369.91,365.71,370.26,373.08,372.83,366.77,L7
2003-11-20 21:42:19+00:00,387.35,367.75,354.20,371.95,387.95,398.62,411.03,407.62,384.96,382.06,372.78,374.16,374.66,367.92,,,352.38,352.88,362.42,361.86,351.44,L7
2003-11-28 21:32:10+00:00,403.59,383.11,373.87,383.13,399.12,409.68,418.14,408.67,390.68,390.90,387.63,382.30,379.88,375.67,370.80,362.03,361.08,366.19,376.09,371.12,375.58,L5
2003-12-30 21:32:24+00:00,396.89,381.44,374.44,383.37,396.75,410.04,409.12,401.83,388.71,384.72,383.99,379.41,375.07,382.21,385.43,373.30,369.07,376.83,379.53,372.10,377.57,L5
2004-01-15 21:32:26+00:00,392.83,380.65,371.97,383.07,402.29,423.94,426.41,417.00,402.34,386.93,384.59,379.66,373.55,378.34,373.47,366.95,363.55,368.91,379.49,371.84,371.40,L5
2004-01-23 21:42:42+00:00,,375.66,363.25,374.27,394.67,412.37,416.00,402.59,390.07,380.58,379.00,377.15,381.88,376.01,369.27,366.08,361.06,,,368.11,369.54,L7
2004-02-24 21:42:45+00:00,395.60,376.59,360.03,371.86,396.57,411.91,410.01,405.12,388.51,,,,,374.63,372.03,365.60,359.88,360.61,373.73,362.44,368.82,L7
2004-03-27 21:42:57+00:00,388.26,374.05,360.72,372.27,395.28,,,,,380.89,382.64,384.21,381.20,373.07,370.74,361.17,352.89,353.35,366.28,359.11,352.39,L7
2004-06-07 21:34:54+00:00,407.90,396.41,379.65,388.25,406.43,422.77,429.06,415.25,413.34,401.02,397.75,396.58,390.58,384.45,378.05,371.90,359.25,366.93,371.70,364.55,363.56,L5
2004-06-23 21:35:22+00:00,406.70,389.76,373.37,384.71,400.49,421.84,426.81,413.65,408.20,400.47,393.51,390.11,386.82,377.91,376.19,363.33,361.53,358.58,364.12,352.10,351.85,L5
2004-07-25 21:36:14+00:00,414.85,392.80,387.87,394.20,409.84,423.56,428.81,421.18,402.62,391.51,393.37,401.43,403.70,399.69,389.02,375.66,371.19,378.20,379.33,372.47,368.05,L5
2004-08-02 21:42:28+00:00,422.91,394.08,381.57,394.00,408.04,422.55,,,,,394.80,386.01,390.22,383.21,377.79,372.54,361.77,368.03,371.54,366.73,362.50,L7
2004-09-03 21:42:23+00:00,401.94,374.44,364.42,375.96,398.00,417.60,419.97,399.48,393.08,388.47,403.22,,,,366.85,360.99,358.48,364.04,367.22,362.06,363.94,L7
2004-09-19 21:42:17+00:00,411.63,381.46,377.19,399.20,,,,,398.46,390.29,385.29,383.28,391.28,378.46,371.36,364.96,362.60,367.73,373.87,367.27,370.10,L7
2004-10-13 21:38:08+00:00,402.27,371.18,367.39,377.35,392.89,410.52,411.20,395.40,391.08,384.00,372.29,374.68,378.57,368.16,358.73,358.26,362.79,360.65,372.23,362.97,352.46,L5
2004-10-21 21:42:23+00:00,399.39,364.79,357.02,375.60,397.13,,,,,,377.06,381.61,388.94,375.49,357.02,359.28,361.79,359.75,372.71,358.39,360.61,L7
2004-11-06 21:42:35+00:00,402.23,383.03,366.50,389.74,404.80,424.96,423.35,411.74,406.14,390.67,381.50,387.57,,,,370.70,375.64,374.46,387.22,376.08,377.60,L7
2004-12-08 21:42:50+00:00,379.02,350.31,349.82,367.53,386.93,396.47,403.44,394.04,,,,,368.27,358.25,351.51,352.78,351.90,346.56,356.78,361.05,358.12,L7
2005-02-18 21:40:18+00:00,399.25,378.79,370.27,382.93,406.52,422.38,422.71,407.35,392.73,387.86,387.97,390.09,384.34,377.36,387.66,386.94,375.73,371.63,380.94,373.45,377.19,L5
2005-02-26 21:43:20+00:00,400.35,379.96,377.08,386.61,405.01,,,,,392.75,390.65,395.87,392.34,383.47,384.16,379.30,375.04,375.65,388.84,374.69,378.70,L7
2005-03-22 21:40:41+00:00,398.05,382.96,377.04,384.56,410.64,429.44,431.84,417.61,401.90,396.23,393.85,397.26,389.85,381.77,382.94,381.62,374.39,368.16,382.89,379.48,372.09,L5
2005-05-09 21:40:56+00:00,402.61,383.46,375.48,387.16,403.67,424.09,428.73,416.22,409.98,399.26,399.47,401.55,398.84,392.11,388.11,383.45,378.49,378.06,385.39,364.37,360.64,L5
2005-05-17 21:43:17+00:00,,,,,,,,,407.55,411.31,413.03,401.45,396.12,,,,370.49,365.91,371.76,360.02,349.95,L7
2005-06-10 21:41:12+00:00,422.29,398.31,387.60,389.19,408.51,427.70,429.47,420.11,407.21,399.42,403.36,402.59,405.73,400.40,390.62,382.67,382.51,381.03,390.71,368.79,369.55,L5
2005-06-26 21:41:16+00:00,406.31,386.48,374.97,383.81,403.14,424.28,427.49,416.92,406.80,399.65,391.19,392.13,397.48,384.84,384.50,369.42,361.31,360.37,366.28,356.15,361.75,L5
2005-07-12 21:41:23+00:00,400.29,380.26,372.03,385.06,404.03,419.38,425.49,407.60,393.82,386.86,383.93,375.82,377.62,369.89,367.66,362.04,358.37,354.38,361.66,357.94,356.36,L5
2005-07-20 21:43:05+00:00,399.60,377.75,364.96,383.00,397.69,407.79,411.22,407.23,394.32,387.38,382.43,382.02,379.55,,,,356.84,359.18,360.82,357.65,350.31,L7
2005-08-29 21:41:46+00:00,424.73,,373.44,401.02,418.15,426.41,440.29,433.39,413.64,400.17,392.76,409.22,408.18,404.97,401.64,399.47,385.39,385.52,401.64,,404.78,L5
2005-10-08 21:42:41+00:00,397.94,376.10,362.17,372.27,394.08,408.33,406.97,402.62,393.98,383.79,373.74,,,,367.14,361.94,352.86,355.60,368.26,361.74,366.19,L7
2006-02-05 21:44:00+00:00,391.19,378.64,365.01,379.37,401.44,420.59,423.62,409.73,397.57,393.37,389.24,387.54,385.08,377.33,375.20,366.22,368.65,373.17,379.51,373.05,373.19,L5
