dates,nzd0210-0000,nzd0210-0001,nzd0210-0002,nzd0210-0003,nzd0210-0004,nzd0210-0005,nzd0210-0006,nzd0210-0007,nzd0210-0008,nzd0210-0009,nzd0210-0010,nzd0210-0011,nzd0210-0012,nzd0210-0013,nzd0210-0014,nzd0210-0015,nzd0210-0016,nzd0210-0017,nzd0210-0018,nzd0210-0019,nzd0210-0020,satname
1999-09-22 21:46:36+00:00,392.64,384.72,375.11,388.19,394.95,411.22,412.86,402.18,389.00,388.47,378.83,374.57,384.71,378.21,363.76,370.54,362.16,366.79,363.85,361.48,371.98,L7
2000-04-01 21:46:10+00:00,393.88,377.81,373.48,384.05,407.17,422.95,417.82,409.02,398.35,390.42,391.09,390.38,401.27,378.29,376.10,373.37,376.91,359.64,363.32,359.75,355.65,L7
2000-05-03 21:45:55+00:00,391.61,377.75,370.55,386.72,405.96,420.59,419.13,407.32,396.17,390.69,388.43,386.64,391.13,376.02,373.24,366.24,366.96,360.33,361.84,355.38,352.44,L7
2000-05-19 21:45:43+00:00,395.26,380.55,372.96,386.81,407.85,421.90,420.35,407.42,396.97,391.19,389.05,387.12,391.31,377.37,373.86,366.08,365.52,362.18,363.51,358.84,355.09,L7
2000-08-07 21:44:45+00:00,397.41,382.49,378.46,392.13,410.58,422.33,420.27,408.83,398.42,393.19,389.68,389.58,392.19,376.92,374.56,366.57,364.41,365.88,364.51,360.16,355.77,L7
2000-11-11 21:44:00+00:00,396.95,380.46,379.93,391.39,407.61,418.21,416.36,405.56,393.53,395.69,390.93,392.51,393.25,377.82,375.89,366.90,361.86,371.43,367.19,364.95,359.10,L7
2001-04-04 21:43:43+00:00,402.78,385.21,374.76,381.84,399.43,415.02,416.50,404.75,390.98,395.12,401.55,395.40,393.55,388.65,390.68,391.35,371.46,366.84,377.57,375.52,363.90,L7
2001-04-20 21:43:46+00:00,402.14,386.03,374.95,383.58,399.56,416.94,417.96,406.11,392.91,392.89,394.64,396.79,394.73,387.65,387.59,384.31,370.87,370.26,377.77,374.67,363.64,L7
2001-05-22 21:43:30+00:00,405.33,390.44,376.59,384.55,401.12,416.60,418.89,406.66,396.29,390.85,389.93,392.06,389.02,381.61,380.50,375.57,365.56,364.62,372.30,370.03,358.61,L7
2001-06-07 21:43:18+00:00,409.55,392.45,377.59,384.55,401.12,416.60,418.30,405.72,394.34,389.32,389.93,392.06,386.72,379.65,377.38,372.73,365.56,365.71,372.18,368.94,361.29,L7
2001-07-25 21:42:54+00:00,408.76,392.70,378.73,386.22,402.19,417.12,419.26,405.89,395.62,390.06,391.13,391.59,387.28,381.05,377.84,372.91,365.72,366.73,373.67,368.91,362.22,L7
2001-08-26 21:42:25+00:00,407.60,390.50,378.47,386.00,402.28,416.05,418.36,405.11,394.64,389.79,389.98,389.25,386.94,379.17,375.65,370.78,364.23,366.35,372.88,368.08,362.19,L7
2001-09-11 21:42:14+00:00,407.47,390.18,380.88,388.05,402.68,416.35,418.38,405.11,394.64,389.79,389.98,389.25,386.94,379.17,375.65,370.78,364.23,366.35,372.88,368.08,362.19,L7
2001-10-13 21:41:51+00:00,405.19,387.96,380.61,393.19,401.97,415.81,416.52,406.73,393.03,388.93,388.51,388.24,387.44,378.86,375.61,371.07,367.28,367.35,375.12,369.63,366.76,L7
2002-04-07 21:42:28+00:00,394.95,377.86,373.95,401.15,403.64,420.69,419.39,416.71,401.75,391.81,392.91,389.78,389.35,379.97,381.79,382.21,376.27,369.12,378.51,374.27,375.64,L7
2002-08-29 21:41:39+00:00,399.55,381.69,374.50,386.69,405.14,417.75,418.13,404.41,394.61,387.50,386.81,384.26,380.33,371.27,373.18,367.41,360.42,360.58,366.90,363.69,360.86,L7
2002-09-14 21:41:31+00:00,399.25,379.69,371.67,385.30,402.69,415.20,418.39,400.50,390.15,386.41,384.66,384.07,383.29,373.64,373.66,366.28,357.47,358.21,369.85,362.70,360.50,L7
2002-10-16 21:41:24+00:00,391.87,371.39,359.96,378.24,395.08,405.08,408.15,391.46,380.16,378.22,377.44,372.10,371.93,361.71,373.90,348.53,353.27,346.63,363.29,356.91,354.10,L7
2002-11-01 21:41:30+00:00,393.40,370.15,360.28,378.11,393.93,405.68,406.93,393.95,384.64,379.67,377.91,371.02,371.12,363.66,368.90,349.79,355.85,346.49,363.01,358.19,354.92,L7
2003-04-10 21:42:26+00:00,390.75,368.72,359.60,376.32,392.41,406.98,406.83,398.67,392.09,384.05,382.53,373.77,372.21,365.73,372.90,350.87,369.64,353.04,364.69,360.90,357.17,L7
2003-04-26 21:42:25+00:00,404.15,384.40,372.82,385.05,400.83,416.42,417.31,408.10,402.81,391.36,388.13,391.32,392.24,384.78,379.71,376.08,369.69,364.90,374.80,368.18,364.19,L7
2003-05-28 21:42:22+00:00,406.67,396.48,386.90,387.95,405.37,420.57,423.76,411.23,404.28,395.60,392.98,400.48,401.95,392.47,390.08,384.83,371.97,375.60,378.77,368.65,365.66,L7
2003-07-23 21:30:14+00:00,409.98,400.24,391.59,392.02,407.22,423.75,429.39,413.59,407.59,396.04,394.87,400.00,402.86,393.89,392.73,386.81,371.12,376.19,378.94,369.74,366.46,L5
2003-08-16 21:42:04+00:00,408.15,397.01,388.73,391.05,405.39,422.55,427.50,413.12,405.67,394.97,393.66,397.18,402.86,393.89,392.73,383.94,370.60,374.15,378.61,369.81,367.03,L7
2003-08-24 21:30:48+00:00,409.60,394.83,388.73,391.05,405.39,420.98,425.65,412.46,404.15,393.68,392.35,396.45,398.79,388.85,390.44,383.94,370.60,374.15,378.61,369.81,367.03,L5
2003-11-04 21:42:03+00:00,408.31,391.82,386.42,388.73,402.31,418.31,423.79,413.32,400.17,391.42,391.00,393.14,395.30,386.48,386.23,378.74,367.67,373.09,375.99,369.84,366.68,L7
2003-11-20 21:42:19+00:00,404.82,387.81,379.98,385.37,399.44,415.03,421.66,412.37,397.64,389.86,387.96,389.34,390.14,381.84,386.23,378.74,364.61,369.05,373.27,368.25,363.63,L7
2003-11-28 21:32:10+00:00,404.49,384.55,374.05,384.71,398.44,413.32,420.91,412.01,395.67,388.88,386.93,386.75,385.65,377.61,381.43,374.29,363.26,366.66,373.67,369.78,366.39,L5
2003-12-30 21:32:24+00:00,403.40,384.11,374.12,384.49,398.16,412.85,419.23,410.56,394.67,388.29,386.51,385.53,383.54,378.53,382.23,374.09,364.22,368.35,374.65,370.16,368.26,L5
2004-01-15 21:32:26+00:00,402.08,383.67,373.81,384.29,398.75,414.24,420.13,411.36,395.63,388.12,386.27,384.69,381.87,378.50,380.77,372.90,364.13,368.43,375.34,370.40,368.70,L5
2004-01-23 21:42:42+00:00,399.54,379.19,367.75,380.00,396.16,411.62,416.34,409.10,392.20,386.02,383.58,381.63,377.92,374.81,375.54,368.46,363.05,366.85,374.65,369.70,368.80,L7
2004-02-24 21:42:45+00:00,395.78,377.44,365.29,377.82,395.95,410.57,414.91,408.22,390.23,385.04,382.33,378.54,377.01,375.80,373.99,367.31,361.82,365.95,374.06,368.61,368.73,L7
2004-03-27 21:42:57+00:00,394.70,377.02,364.72,377.12,395.87,410.57,414.91,408.22,390.23,384.45,382.37,379.48,377.71,375.41,373.53,366.43,360.70,364.15,372.95,367.43,366.69,L7
2004-06-07 21:34:54+00:00,396.30,380.80,368.34,378.85,398.67,416.21,418.12,408.36,396.59,386.83,385.59,383.40,380.46,378.12,374.83,367.50,360.95,365.33,374.15,366.36,367.21,L5
2004-06-23 21:35:22+00:00,398.03,382.08,369.06,379.69,398.93,417.14,419.57,409.24,398.53,389.10,386.91,384.52,381.52,378.09,375.03,366.90,361.03,364.20,372.47,364.32,365.02,L5
2004-07-25 21:36:14+00:00,402.66,385.92,372.33,382.26,401.72,420.02,423.67,413.80,403.17,393.47,391.82,393.08,390.57,381.95,377.21,367.53,360.95,363.53,371.03,362.13,360.93,L5
2004-08-02 21:42:28+00:00,406.04,387.28,373.87,384.21,402.78,420.53,423.67,413.80,403.17,393.47,392.41,391.67,390.50,382.16,377.30,368.37,361.09,364.28,371.12,362.90,361.19,L7
2004-09-03 21:42:23+00:00,407.09,386.92,374.60,384.90,403.01,421.66,426.16,412.39,404.31,392.47,394.21,391.67,390.50,383.67,376.44,367.60,360.85,364.86,370.03,362.84,360.38,L7
2004-09-19 21:42:17+00:00,407.74,386.14,374.97,386.94,403.01,421.66,426.16,412.39,403.14,392.11,392.94,390.27,390.63,382.80,375.71,367.22,361.10,365.27,370.58,363.47,361.77,L7
2004-10-13 21:38:08+00:00,409.74,385.73,375.92,387.67,402.62,419.81,423.17,408.99,401.13,392.63,391.46,388.68,390.19,381.98,374.00,366.81,362.52,366.31,371.43,364.02,361.78,L5
2004-10-21 21:42:23+00:00,408.45,383.11,373.56,386.16,401.83,419.81,423.17,408.99,401.13,392.63,389.66,387.67,390.02,381.05,371.88,365.87,362.43,365.49,371.59,363.32,361.63,L7
2004-11-06 21:42:35+00:00,407.76,383.11,372.78,386.56,402.20,420.54,423.20,409.45,401.85,392.35,388.75,387.66,390.02,381.05,371.88,366.40,363.89,366.49,373.33,364.74,363.41,L7
2004-12-08 21:42:50+00:00,404.55,377.98,369.46,384.25,399.76,416.79,418.93,405.91,399.93,390.90,387.63,386.38,386.83,377.31,368.56,364.28,363.08,364.22,371.67,364.35,362.80,L7
2005-02-18 21:40:18+00:00,399.39,372.00,364.66,381.19,397.71,414.39,416.13,401.60,396.30,388.26,384.56,383.45,382.28,371.54,365.52,364.84,364.13,363.55,373.00,365.90,365.72,L5
2005-02-26 21:43:20+00:00,399.51,373.00,366.21,381.87,398.75,414.39,416.13,401.60,396.30,389.01,385.43,385.52,383.96,373.53,368.18,366.65,365.50,365.06,374.98,367.00,367.34,L7
2005-03-22 21:40:41+00:00,397.22,373.00,366.45,380.62,400.56,416.75,418.51,405.23,397.96,390.30,383.89,387.85,383.72,374.08,370.34,369.84,368.18,365.27,377.37,369.44,368.11,L5
2005-05-09 21:40:56+00:00,395.86,375.10,369.94,381.76,402.55,418.09,421.68,408.81,401.54,394.03,392.99,396.19,386.73,378.59,378.88,376.82,371.11,368.01,378.97,370.61,369.35,L5
2005-05-17 21:43:17+00:00,395.86,375.10,369.94,381.76,402.55,418.09,421.68,408.81,403.04,397.48,396.99,397.24,388.29,378.59,378.88,376.82,371.01,367.66,377.77,368.84,366.12,L7
2005-06-10 21:41:12+00:00,404.51,384.70,377.49,386.09,406.87,425.90,428.19,415.32,403.87,397.81,398.06,398.13,394.54,387.02,386.70,382.80,376.11,373.41,383.42,370.13,368.02,L5
2005-06-26 21:41:16+00:00,404.81,384.99,377.07,385.71,406.25,425.58,428.05,415.64,404.36,398.07,397.07,397.28,394.96,386.66,386.33,380.57,373.99,371.54,380.97,368.14,367.12,L5
2005-07-12 21:41:23+00:00,404.16,384.32,376.35,385.62,405.93,424.55,427.62,414.30,402.86,396.67,395.43,394.59,392.79,384.26,383.66,377.92,372.04,369.40,378.56,366.86,365.78,L5
2005-07-20 21:43:05+00:00,403.59,383.50,374.93,385.29,404.90,422.15,425.28,413.29,401.79,395.64,393.99,393.20,391.32,384.26,383.66,377.92,370.35,368.26,376.59,365.84,364.06,L7
