,dates,nzd0210-0000,nzd0210-0001,nzd0210-0002,nzd0210-0003,nzd0210-0004,nzd0210-0005,nzd0210-0006,nzd0210-0007,nzd0210-0008,nzd0210-0009,nzd0210-0010,nzd0210-0011,nzd0210-0012,nzd0210-0013,nzd0210-0014,nzd0210-0015,nzd0210-0016,nzd0210-0017,nzd0210-0018,nzd0210-0019,nzd0210-0020
0,1999-09-22 21:46:36+00:00,194.37968069767624,184.5141594373691,174.60654574740846,182.20924461583328,196.9037551823954,206.68426173517219,207.5352453552704,201.89668673709957,188.94157624415953,186.47693065539946,179.41698078052653,172.91847423594723,185.73224298729116,173.67498464416624,163.09222099126976,160.60064495578675,151.0258135249996,158.04436544575373,157.42430055563338,155.36207614569656,153.9984645312658
1,2000-04-01 21:46:10+00:00,190.82329027084646,173.00365306328445,174.27247583354097,179.89918075343977,204.12836688297887,219.46317249895654,213.44110624780052,207.37934216288056,194.72511226797997,187.61990444739354,189.0995071636689,191.3106700675086,192.2720910694656,180.05058006082123,174.07640525612655,166.31914920088172,167.42636426668753,158.5729191041189,167.5553767704193,161.9046137416055,157.51662521808416
2,2000-05-03 21:45:55+00:00,183.94772138221242,173.7268641324025,165.88401580731033,187.42258547782086,200.9849727592091,213.3749387627692,216.0235532657237,201.56681037868398,191.47374633276817,185.1188263377482,183.18513165840682,179.84623936285988,180.60422492224828,171.8935285531097,167.45405263155646,155.48313551366198,154.03868645691531,154.0687004826459,154.83474887220396,146.37709137923716,145.4390629706337
3,2000-05-19 21:45:43+00:00,187.50589276837616,173.56940969843765,167.1382711570355,179.0711424062846,205.98268876802334,213.45277503208078,211.91764476916842,198.06960398069026,189.08543680754465,182.9453157319731,181.7355037434736,175.0718445279399,176.25649123876462,165.5755185766685,163.972730030546,155.7826410021344,152.6703113786973,150.55196973526606,153.1087849715519,148.67917944000436,146.0654687117582
4,2000-08-07 21:44:45+00:00,202.62844215589473,188.90215042686734,190.72834458991275,208.41959663491912,218.3366017525371,223.0840018565949,219.0181109220723,212.9128278682875,201.95263486777776,198.51277875315932,194.67758001519476,196.9559599788192,196.93613698887924,177.86541049437244,177.19053453996912,167.0704432515384,161.2902154448046,177.78271566994684,169.1435588926301,161.78388948682414,158.35993238182448
5,2000-11-11 21:44:00+00:00,177.12887914638532,161.2527856164901,159.4861084186723,174.31447657840963,185.67328480700706,199.99110396494228,198.08371053986627,186.38871237008937,170.69454188496033,158.73013134539332,,,155.15302679611978,151.19526518491656,,,,,,,
6,2001-04-04 21:43:43+00:00,231.7066899325295,203.8858250038849,186.7076726629055,188.23403873309212,213.65611987994953,228.46344327949623,232.34776690828286,214.8210637327423,205.85384326035307,200.8099017188825,204.69416383483886,206.34775517076713,207.34102555304116,203.60825125931734,198.40905321092538,198.22867648769392,178.31666305526457,176.12261451726545,188.07433185562996,173.14728091926747,171.69940737764003
7,2001-04-20 21:43:46+00:00,208.37023091937544,190.7370577812462,178.5467404510091,188.6504343755183,207.7960613293899,223.76474646049445,224.30423274226942,211.26923915555238,198.7331429509676,192.6789012246897,191.75221621134276,204.39542535138392,203.38765431756764,194.49644669517897,188.3003566447357,181.24109114229185,175.98210255331955,180.40338722242421,185.74728742812457,175.72147714089897,170.03081629532122
8,2001-05-22 21:43:30+00:00,191.65535292200371,179.6447759988675,172.8262858484673,180.8521338669743,196.45153321534224,204.8961834244696,208.62725078497706,197.72338470419808,187.73428519496434,185.4380941652877,179.5967650400599,180.56149012977153,177.00957771010425,168.82589725530545,165.97884233490024,157.16088576773174,154.18235012443614,150.64380710090117,160.93782667749971,153.49282851377373,145.56590284232465
9,2001-06-07 21:43:18+00:00,209.9008938287788,186.8221163006179,169.00251473182146,173.5807613526874,185.84971444486354,200.7875552781028,205.89819420509681,192.3375282546799,178.67844262567684,176.37042950937365,173.53513153415048,165.21292433753447,164.1639619095738,158.09544264110505,156.83030190935165,152.7320531062037,146.7930313493315,153.38178903484928,154.06444650588406,152.15322125076472,151.75089418766402
10,2001-07-25 21:42:54+00:00,186.6409423071443,177.56785046873944,166.33748582506186,178.4568680077039,193.0186007570407,205.25445416025093,207.69262901443795,193.1282898286832,187.85727063634675,181.4795329128343,180.6439737402542,170.34144188662776,168.4648085835811,163.6811734963527,163.5500553098615,156.28440531064643,149.06489565125378,146.6812077848174,155.4980632628328,148.8356851085835,142.86289859605054
11,2001-08-26 21:42:25+00:00,201.91828447126187,180.57351118010945,174.40681626579624,186.38322166170576,200.563063621046,211.08942264371893,213.99542396141976,201.89946852376477,190.68450378187416,187.8820574498066,184.7138701682558,181.84508780051877,187.45384090218147,171.80620045672126,166.88246191142997,162.2832916854321,159.3359661567897,166.1170731347564,171.00233450760288,160.46434485152687,161.27196174982575
12,2001-09-11 21:42:14+00:00,200.26724271303843,181.71869955435358,190.42667997301078,190.09057512820843,204.57277911697537,210.55780921598532,210.62336256605653,,,,,,,,,,,,,,
13,2001-10-13 21:41:51+00:00,,,,185.58773679543464,197.39315801787725,213.41406947914146,205.0942128292431,205.89423058036076,189.58692161157296,187.979261749966,186.04909247491713,185.29957050654832,199.02375687170354,192.86046575121892,186.79271343118862,185.88288985218125,175.13286319851034,167.7139718425984,191.9952152936111,177.20352275189765,202.43222518873043
14,2002-04-07 21:42:28+00:00,201.13650989454712,185.94022268067602,179.99247774119277,190.23219607531522,213.8895811544186,227.13939332116595,230.11054456264137,215.66573659914442,204.6685085650626,198.84063399508383,196.43718601705606,198.2863839661226,193.6778687196059,184.06474146717662,181.08693359322714,177.59634030852249,175.05702370697304,176.08994599757625,177.66464666889436,168.3840150585584,170.32622707491322
15,2002-08-29 21:41:39+00:00,194.29573401613737,177.3123941938977,165.94187008357943,179.83757251230463,198.8873769907852,207.39541235077613,201.40043677140096,191.86728365561697,176.73223011125697,174.65716554422278,174.76741022059667,169.67765546932674,167.19560107390527,158.3992342498468,163.93673130262616,154.65887542090658,146.49135778452484,145.0261020600193,155.94718158154973,151.84416518970687,148.47934277114257
16,2002-09-14 21:41:31+00:00,189.57302788505396,173.39699022076127,162.90388159516908,178.14484448250508,196.3692798278771,208.5111090354984,212.742705121551,189.7113067257264,179.64932771470714,180.91865058688927,176.59471239580571,178.91779555432475,186.6227337319291,173.69915138048725,169.0430391440019,157.66875361224746,146.50668519221557,149.17359555872054,165.478280788938,151.91715405088178,151.56833281446916
17,2002-10-16 21:41:24+00:00,181.13913746336272,156.5143691937975,,167.64703517775692,183.97484179328507,193.40346361039366,195.68767150066486,181.79413163104863,173.1159350189902,170.3504167471029,169.35022689608547,152.18767458749628,154.23494199667115,,,,140.15409241007006,132.98224209504224,153.92975447312526,,
18,2002-11-01 21:41:30+00:00,212.93612914173883,175.90715918286466,177.07571065820468,188.712234715458,208.02735718726368,219.26692777769105,215.68211984999428,212.88876260016806,205.5254400223921,190.69883088082813,189.62163509159032,183.28727521232224,190.21008509584541,189.96424582989908,174.5670058453528,168.18067175355876,175.40530618145362,166.59335199483874,182.7136774351783,178.7125540001472,176.4715581322457
19,2003-04-10 21:42:26+00:00,198.32485784605774,188.14332621603253,178.53907570492387,185.9895498254585,206.10667194736763,222.76048498740258,221.89591034754588,211.2650321355653,204.36478255555264,198.43355083587414,197.0136048700539,199.4399229934939,200.6426733244736,192.16175952785693,188.07420645622204,179.6319718954561,178.5006296948151,183.14828685089662,185.93263747319008,174.1734734514788,171.58578520713067
20,2003-04-26 21:42:25+00:00,215.9188044581325,198.90615217573293,182.5412046405323,191.0111279904869,213.57445007009576,223.38931703099325,225.24245368049745,212.74334706065036,205.06844294622383,198.39447143812632,192.7913415592909,210.92612508601061,216.46959875318854,198.15413143210517,197.9197099859899,193.18789166403837,178.97434152073214,177.5163752035674,185.79110598662078,169.07280593923468,170.90453040586803
21,2003-05-28 21:42:22+00:00,213.54052857751145,203.49945425650333,201.25269265222346,187.86041619224454,211.50621739927547,224.75140169499906,225.22426024113554,213.7992948071853,204.65200459253077,200.30568084192885,196.497920924031,200.6083907127806,203.92968414287924,197.51956455292367,193.20371818704263,185.865294902811,173.9657079211607,180.41987820161796,182.0317419392084,166.00866986879043,169.78377236532242
22,2003-07-23 21:30:14+00:00,,,,,,,237.55938373374795,220.64666820431282,217.43082409239196,196.50632143412957,202.56792337756835,202.3503976793043,213.4014432912387,205.7952151266955,202.11530800588395,194.43037543368274,169.65642791444282,182.0212988817339,182.95186852771167,168.60776431775196,169.56461119968338
23,2003-08-16 21:42:04+00:00,179.1144855205278,167.01481368016445,158.0773014331072,173.2089359352454,184.42634109545003,202.40725307328435,203.71337642122757,194.36668919743298,183.5996762177533,177.6607833353866,173.92514978443268,164.37402392549245,,,,154.08023163792365,150.67888590965273,143.34928076395926,153.34777722644247,146.43431991068172,143.74649171569794
24,2003-08-24 21:30:48+00:00,184.3277337850184,181.3376114748259,158.91060805625682,179.22088473408397,197.3195887447889,217.87813307623256,217.21178451377827,212.2747956607689,191.90968817429112,190.6809525045044,190.48532484536264,199.8789927556259,191.89842728482935,173.28645131876044,184.8750649935682,,,,,,
25,2003-11-04 21:42:03+00:00,188.4454237217191,170.65828060288104,152.12334940756574,168.95487905563354,187.2347807196202,200.47527588565217,205.38221265551567,196.4410934724725,177.02640543358112,176.8947980140618,175.1620632061611,159.5374391196256,,,,150.2090340723118,151.69846705643943,148.40287453342893,157.96418152498782,148.40200658704322,152.65874340401695
26,2003-11-20 21:42:19+00:00,187.5576697504924,172.81178288575353,159.40910739744476,174.54891170097207,191.06607701685357,206.61442924690374,219.4650276395866,207.39942805372795,189.688594524476,181.11318190046308,176.54234362003325,182.59397945381505,185.51881687118225,172.83337534168143,,,154.60203247950406,156.95273985356727,166.95388770234484,168.05959652937733,160.48421821546796
27,2003-11-28 21:32:10+00:00,180.63846724754916,164.66124177372507,153.80299990945093,168.40877268555886,186.5078825310633,193.33712430008444,200.54236147871137,192.39329443938752,175.79698744270033,177.08114949166523,172.454471505075,159.73039049553472,153.11328679597526,149.2459712109702,150.30533983396217,141.75951997079886,141.09369680662127,140.02442371186325,149.43998272441797,147.8332757388139,149.34587881546526
28,2003-12-30 21:32:24+00:00,191.62677822109418,178.06910926738863,170.9697268666356,182.333708987062,193.62142163260478,206.40863268462238,206.14714857159214,198.12418881305462,185.98537532167575,180.9495725661239,181.1045262091156,176.0440342627597,171.26995606165417,178.8851072338835,180.75978054802414,169.5319278730458,165.89687117153125,173.52811050851014,176.2119288736907,169.04928313005018,173.11911098870672
29,2004-01-15 21:32:26+00:00,192.15051147477627,179.34817533187956,169.92134044257187,182.3674446766955,200.5320588246249,222.9500807202039,225.04868245769578,215.69133456505716,199.29793008975136,185.65919607798614,183.51157309555447,178.85730649617554,173.18008583578853,176.6268520406855,171.61729672692272,165.86680597506802,162.80392996474905,167.1941502242095,179.18540171574324,170.4015457231441,170.55933234941492
30,2004-01-23 21:42:42+00:00,,151.83477243265264,136.7423567287087,155.33183537986537,172.68270191957623,191.61640007433348,191.16893489766056,179.63401937639873,168.73542388543137,160.8739493366397,159.29494545322746,149.28811353760742,149.7516872632943,143.6890315795868,144.51887811035147,140.8342170241109,135.58068208703537,,,139.02135286163173,137.37267072857426
31,2004-02-24 21:42:45+00:00,170.1286398929756,157.58389604084752,137.1546249126355,154.8256336150143,178.49111962973058,193.82733401001104,188.52771884012674,187.0244835739751,174.75250528842219,,,,,146.34847242772082,150.22222420084958,141.6661360083623,138.07747124429613,131.74688982856645,146.02795693510552,136.0432207047092,140.27278474946547
32,2004-03-27 21:42:57+00:00,174.5406851330291,158.33379685560493,146.83554981934907,158.76241153726016,180.0747806282414,,,,,166.62063114528817,167.84842856607602,160.06044391475206,161.67158829281072,151.88062484051068,155.39412759579687,144.9505160804033,135.82838802826666,130.37776061832247,146.4981192804126,138.12775751081253,133.28834826313454
33,2004-06-07 21:34:54+00:00,189.29151135992197,181.21601987537028,161.79903445008733,175.46058011934468,193.3596413099487,208.17064180457584,211.07128932447753,201.77802150993705,199.73023986887534,188.9628393538786,184.2100531052648,177.65383094822766,168.7964008656025,162.86694200866262,161.08764721972886,155.27044156104236,143.28845044387114,144.30948256201935,149.04083005778182,143.52050854786714,138.14578324720435
