,dates,usa_CA_0044-0000,usa_CA_0044-0001,usa_CA_0044-0002,usa_CA_0044-0003,usa_CA_0044-0004,usa_CA_0044-0005,usa_CA_0044-0006,usa_CA_0044-0007,usa_CA_0044-0008,usa_CA_0044-0009,usa_CA_0044-0010,usa_CA_0044-0011,usa_CA_0044-0012,usa_CA_0044-0013,usa_CA_0044-0014,usa_CA_0044-0015,usa_CA_0044-0016,usa_CA_0044-0017,usa_CA_0044-0018,usa_CA_0044-0019,usa_CA_0044-0020
0,1984-03-23 17:50:13+00:00,198.25931741076124,227.92873313199004,220.1958467833591,204.52227160969596,193.99818588669655,191.35527270035496,186.3432986453217,188.15403312732383,183.93482153872625,191.0377555782853,192.2540353959034,185.44237110568343,180.05534205990855,190.35158437381727,181.60286259647555,176.41863463893756,198.98904053016744,204.4574776621822,187.59479608935757,201.491621132794,202.7176283421034
1,1984-04-27 17:55:52+00:00,205.29094260871113,224.6447812058427,221.8713849659709,201.50077633420653,179.27434495466474,173.09255218441376,169.16616972241957,173.116122861235,172.51319773299983,178.84473846848118,183.21750224797796,175.08364326648226,179.74912572862786,189.76286200977293,178.30998517038233,173.18681629239057,190.2223392259188,196.89507680675652,187.38591172716363,192.28833977902048,193.21304496386003
2,1984-05-06 17:49:52+00:00,203.63372283272182,229.01414868912815,219.8408470209919,199.73178865739737,176.01054891962954,168.01755805405756,164.28532574826747,171.61702035236024,169.95526932675486,178.0406101059992,184.38180116992461,178.72304198778076,180.73598338760587,192.7021633157304,181.4342131277069,173.8037082593353,194.23535382138652,206.00284472120902,187.8653036484546,198.36570901657242,200.04793658360066
3,1984-05-29 17:56:43+00:00,190.96580706390202,230.37414605678404,,188.36375796162176,184.26622997844638,181.46801942348384,177.9532141855085,179.19199238044052,175.53860197462515,180.905011230187,181.31009475470933,179.6293305439886,176.22404773233734,186.52730495554775,176.0628488082125,173.16886293730573,195.13598889540503,201.37123501897074,182.7509633728543,189.686775670542,192.34186905304793
4,1984-06-07 17:50:43+00:00,210.71090908735727,229.7894381877396,225.40118795169374,213.62716588788572,193.794439324745,187.38357113000544,179.81810221770883,184.45609633035997,175.47911032970813,185.89333475347482,,,,,173.33363983681807,172.67791879512245,193.38802207475774,202.0689808653372,195.2317385669277,203.49278275317195,204.36093208556207
5,1984-06-23 17:50:58+00:00,209.23494919100648,233.93937177312603,226.27918830788076,214.47333199460718,190.79677253730026,184.51098613813357,183.24739042805933,179.29736334726755,179.2361004006734,181.57559076796244,190.6077350187494,185.553704410753,181.9668366184434,190.99092518142604,182.4456082317718,178.84506389909725,202.7189066876765,206.20636537742996,190.44524516735248,198.79365073762474,199.95195744700155
6,1984-07-16 17:57:29+00:00,191.57643449846208,214.1068266386545,221.8291196016593,212.21751490484317,190.90930801236235,199.26303768175424,196.41034585786005,203.29659656445457,196.2455792311292,203.0382249068721,200.67684144226104,202.46874632774865,194.01427487838836,184.8572962428859,179.52309225000764,173.46571986952708,206.7564630196099,211.08299180190713,195.41779129922585,204.3581364944419,205.60349136917856
7,1984-08-26 17:52:34+00:00,199.4950337525245,174.17121890667423,177.50407253780347,172.95909711108146,172.16411681540615,164.15522588223232,176.97511796646833,186.47868038664825,182.55963999894632,198.64716693513336,,209.51185784682744,200.20206677665934,162.31747117779025,159.51142777447575,148.5969727600644,186.6384097243783,195.05681787505233,185.86675334815132,,
8,1984-10-13 17:52:38+00:00,,191.54311355744846,188.79333389480576,181.98292455109367,171.8415729790059,176.29851795362697,182.62440447241022,190.1979234100009,186.9857524188709,202.188933247818,217.39578111862505,220.99270601876214,211.26500646204343,197.7544315119909,180.18585393487464,167.31241256406977,192.94306988885825,208.9096768825824,204.9936909356006,213.8736033898404,215.26221664408283
9,1984-12-16 17:52:39+00:00,167.86227204412978,193.71775037870535,193.74982066814144,177.21897420337103,161.85321578339608,167.6167001533833,168.93498692460395,184.29733692272606,176.36211760775328,192.8651783752204,197.44695357858492,199.1797070379548,184.85503964586178,185.42417575316094,172.40411767026396,165.68938956093407,186.19075359017248,198.74612607739638,192.09242671485836,193.57887424749129,196.2658664876646
10,1985-03-29 17:59:06+00:00,212.1161584560703,,215.2383311404967,200.8837439181307,176.4865487929752,168.0837221709475,166.83325390903906,177.30700495077437,174.7587081087728,184.57953393971076,184.44424875084212,181.96309357108214,180.8800272104034,190.7533249824923,172.12507008310246,172.87148271872564,196.74587293283844,206.03736223719056,199.14943096248672,203.7071637725815,204.02007210519702
11,1985-04-23 17:52:47+00:00,210.44011568253194,237.77765737655164,229.43328528567,207.83535951895755,188.8546983201318,184.4959756080273,182.65400857353708,186.71246763867603,183.79002459771888,189.25005016003874,190.98570304064964,182.49103612156628,181.98107413989308,190.50107741644027,182.39528630779392,176.98685586267683,199.48171871108445,202.3210921347599,191.85375353245206,199.82175984580508,202.16539714208568
12,1985-08-29 17:52:02+00:00,213.9157064063605,173.76552595209716,181.3538080898391,180.25980261512404,173.32269451441923,174.29674747288868,175.9476215327917,184.8935276657466,187.18825051125097,193.0563261246829,199.66364509104028,207.25462790074621,194.78511209038874,174.76064184399982,161.45759253848425,152.9931010627485,183.84033529182867,197.7293210178173,190.90686698818197,194.9004334021508,196.67089826678415
13,1985-09-21 17:57:55+00:00,151.53113212644251,177.2175208690851,189.64630787586947,190.2991643010616,180.98912543205046,180.36874201535707,181.31458547327736,191.94535772812486,191.51846342579776,199.30216300650727,206.3475243688937,219.47991241073296,210.76445873516133,192.36734279823446,183.72861183090424,167.98881297431603,207.11920918801394,207.15048898150448,187.51960273377327,193.65223326537838,196.75622089389174
14,1985-11-01 17:51:17+00:00,143.29438970347104,184.68708488169858,181.43274484179196,186.41428024809377,178.95816956811348,177.74490476044045,188.19122428522775,194.3910168326227,199.92823681497077,206.10982139358214,220.17018015892705,220.94605640136973,210.7230403686271,195.22322330929043,183.75359591387385,176.42546202210337,201.2571928572035,210.47647349263784,193.454207128221,198.62048735338874,200.91540885845197
