,dates,usa_CA_0044-0000,usa_CA_0044-0001,usa_CA_0044-0002,usa_CA_0044-0003,usa_CA_0044-0004,usa_CA_0044-0005,usa_CA_0044-0006,usa_CA_0044-0007,usa_CA_0044-0008,usa_CA_0044-0009,usa_CA_0044-0010,usa_CA_0044-0011,usa_CA_0044-0012,usa_CA_0044-0013,usa_CA_0044-0014,usa_CA_0044-0015,usa_CA_0044-0016,usa_CA_0044-0017,usa_CA_0044-0018,usa_CA_0044-0019,usa_CA_0044-0020
0,1984-03-23 17:50:13+00:00,206.92109706815236,238.0341427322797,229.52391718362645,213.18405126708709,202.65996554408767,200.01705235774608,195.00507830271283,196.81581278471495,192.01914921895798,199.69953523567642,199.3872657019902,193.52669878591516,188.71712171729968,198.435912054049,193.72935411682312,183.55186494502436,206.12227083625424,219.61559206261668,196.92286648962494,209.57594881302572,210.80195602233513
1,1984-04-27 17:55:52+00:00,205.82411454529267,225.2668151318545,222.4455701284433,202.03394827078807,179.80751689124628,173.6257241209953,169.6993416590011,173.64929479781654,173.01082487380927,179.37791040506272,183.65658501928039,175.5812704072917,180.2822976652094,190.26048915058237,179.05642588159648,173.625899063693,190.66142199722123,197.8281276957742,187.96009688963605,192.78596691982992,193.71067210466947
2,1984-05-06 17:49:52+00:00,211.2984046727522,237.95627750249696,228.0951197717939,207.39647049742777,183.67523075965994,175.68223989408796,171.95000758829786,179.28170219239064,177.1089723774499,185.7052919460296,190.69389209700847,185.8767450384758,188.40066522763627,199.85586636642543,192.16476770374948,180.11579918641917,200.54744474847038,219.41603794126223,196.1195763992566,205.51941206726747,207.2016396342957
3,1984-05-29 17:56:43+00:00,187.92395935113103,226.8253237252179,,185.32191024885077,181.2243822656754,178.42617171071285,174.9113664727375,176.15014466766954,172.69954410937225,177.863163517416,178.80504369713321,176.7902726787357,173.18220001956635,183.68824709029485,171.80426201033313,170.66381187972962,192.63093783782892,196.04800152162153,179.47512737448557,186.8477178052891,189.50281118779503
4,1984-06-07 17:50:43+00:00,220.85621943831356,241.6256335971886,236.32690679118514,223.77247623884202,203.9397496757013,197.52888148096173,189.96341256866512,194.60140668131626,184.94806665726733,196.0386451044311,,,,,187.53707432815688,181.03288026061585,201.74298354025115,219.8232739795107,206.1574574064191,212.96173908073115,213.82988841312127
5,1984-06-23 17:50:58+00:00,213.78921249411164,239.25267896008205,231.1837795573786,219.02759529771234,195.35103584040542,189.06524944123873,187.8016537311645,183.8516266503727,183.48674615023822,186.1298540710676,194.35830479777718,189.80435016031782,186.52109992154857,195.24157093099086,188.82157685611904,182.59563367812504,206.4694764667043,214.17632615786397,195.34983641685034,203.04429648718957,204.20260319656637
6,1984-07-16 17:57:29+00:00,190.67168620576308,213.05128696383898,220.85477528644498,211.31276661214417,190.00455971966335,198.35828938905524,195.50559756516105,202.39184827175558,195.4011474912768,202.1334766141731,199.9317546129795,201.62431458789624,193.10952658568937,184.01286450303348,178.25644464022903,172.72063304024553,206.01137619032835,209.49968228968388,194.44344698401153,203.5137047545895,204.75905962932615
7,1984-08-26 17:52:34+00:00,192.79886979943814,166.35902762807348,170.2928190498643,166.2629331579951,165.46795286231978,157.45906192914595,170.27895401338196,179.78251643356188,176.3098869760657,191.951002982047,,203.26210482394683,193.50590282357297,156.06771815490964,150.13679824015486,143.08248479869917,181.12392176301307,183.3385309571512,178.65549986021216,,
8,1984-10-13 17:52:38+00:00,,179.23423497617117,177.43129212747286,171.43245719571314,161.29110562362536,165.74805059824644,172.0739371170297,179.64745605462036,177.13864955384906,191.63846589243747,208.70716094360577,211.1456031537403,200.7145391066629,187.90732864696906,165.41519963734189,158.6237923890505,184.25444971383897,190.44635901066644,193.6316491682677,204.02650052481857,205.415113779061
9,1984-12-16 17:52:39+00:00,172.149084791659,198.71903191748945,198.36638824240367,181.50578695090024,166.1400285309253,171.90351290091252,173.22179967213316,188.58414967025527,180.36314283878056,197.15199112274962,200.9772699589031,203.1807322689821,189.141852393391,189.42520098418822,178.40565551680487,169.21970594125224,189.72106997049065,206.24804838557253,196.7089942891206,197.57989947851857,200.26689171869188
