dates,nzd0308-0000,nzd0308-0001,nzd0308-0002,nzd0308-0003,nzd0308-0004,nzd0308-0005,nzd0308-0006,nzd0308-0007,nzd0308-0008,nzd0308-0009,nzd0308-0010,nzd0308-0011,nzd0308-0012,nzd0308-0013,nzd0308-0014,nzd0308-0015,nzd0308-0016,nzd0308-0017,nzd0308-0018,nzd0308-0019,nzd0308-0020,nzd0308-0021,nzd0308-0022,nzd0308-0023,nzd0308-0024,nzd0308-0025,nzd0308-0026,nzd0308-0027,nzd0308-0028,nzd0308-0029,nzd0308-0030,satname
1999-08-12 21:53:32+00:00,,,,,334.70,335.82,345.53,353.45,358.87,357.83,351.21,318.52,322.22,326.04,335.65,338.00,344.57,356.52,,294.03,292.58,319.02,315.52,332.67,325.94,331.43,328.95,322.80,322.48,325.00,332.83,L7
1999-08-21 21:47:20+00:00,380.20,386.08,388.94,367.74,351.31,349.97,349.29,355.38,365.86,364.37,352.48,326.06,325.61,330.37,337.89,338.56,347.64,358.35,,298.83,300.73,321.48,317.92,330.20,326.09,331.26,325.65,317.51,319.09,325.34,324.34,L7
1999-09-22 21:47:24+00:00,373.09,376.53,383.29,366.51,354.06,350.06,349.24,354.78,364.14,361.24,348.12,325.91,322.45,327.76,335.53,335.73,348.16,356.95,359.55,309.40,308.37,317.49,320.26,328.87,324.38,331.01,325.66,322.78,327.48,328.38,325.15,L7
1999-09-29 21:53:40+00:00,371.65,376.01,381.19,367.32,356.55,349.99,348.82,354.07,362.92,361.67,348.74,326.86,323.15,326.31,335.56,337.47,352.14,356.55,346.21,311.50,308.19,310.97,320.62,328.44,326.66,332.56,330.32,324.17,328.34,329.33,325.27,L7
1999-10-24 21:47:20+00:00,367.93,373.56,378.88,366.76,356.62,349.36,347.96,353.71,361.31,359.63,346.64,325.56,321.01,324.72,334.43,336.00,351.07,354.82,343.32,314.07,311.81,312.40,322.76,328.23,325.26,332.82,331.09,326.28,328.46,328.31,326.09,L7
1999-11-25 21:47:14+00:00,367.93,373.56,378.88,366.76,356.62,349.36,347.96,353.71,361.31,360.54,344.29,320.40,318.43,322.41,334.21,331.68,347.76,354.82,335.05,312.73,306.94,306.45,322.76,326.76,322.41,332.82,331.09,326.28,331.10,328.31,328.56,L7
2000-01-03 21:53:28+00:00,364.22,370.52,375.04,364.74,355.16,347.35,345.36,351.12,358.48,357.46,340.35,318.15,315.14,320.17,331.91,329.95,346.48,354.92,331.01,311.75,303.88,305.02,321.84,326.22,321.88,332.14,329.57,324.98,328.94,328.55,329.89,L7
2000-01-19 21:53:25+00:00,360.01,366.80,371.13,361.45,353.35,345.85,342.86,349.54,354.89,354.45,337.83,315.74,312.80,317.92,330.10,328.51,344.00,354.68,328.69,311.98,302.70,305.63,320.33,325.05,320.57,331.45,329.47,323.03,325.71,326.78,328.61,L7
2000-02-04 21:53:25+00:00,359.31,365.40,369.41,360.85,352.93,345.19,341.93,348.77,353.75,353.08,336.61,314.90,311.92,317.35,329.75,328.95,344.35,353.92,326.92,311.18,302.70,305.63,320.54,325.84,321.89,333.05,331.08,324.43,325.44,326.85,328.80,L7
2000-02-20 21:53:17+00:00,356.58,362.48,366.76,360.89,353.81,344.62,339.89,347.00,350.63,349.47,332.36,312.07,307.87,314.52,327.93,327.60,344.58,351.84,326.17,314.52,303.35,300.35,322.61,326.45,322.92,334.92,333.85,327.47,327.23,326.86,329.69,L7
2000-05-03 21:46:43+00:00,353.50,359.57,362.71,360.05,352.22,344.02,337.04,346.53,348.94,347.62,329.22,308.77,305.53,312.94,328.27,326.93,342.25,356.25,317.87,308.60,292.63,301.39,322.42,327.88,323.95,337.25,333.99,325.22,324.74,326.38,331.12,L7
2000-05-26 21:52:36+00:00,357.96,363.33,368.36,364.14,356.24,347.59,340.81,350.85,354.45,348.21,333.62,316.53,307.81,316.24,329.94,334.07,349.31,358.81,322.43,311.62,300.97,314.58,326.84,333.66,331.30,339.48,335.32,327.32,323.75,329.11,331.21,L7
2000-07-13 21:52:07+00:00,359.62,364.46,370.38,366.09,358.58,349.70,342.47,354.15,356.99,352.56,337.57,320.15,314.18,320.50,332.70,335.68,348.57,355.56,323.94,307.96,299.60,316.21,325.42,333.20,331.06,341.62,337.99,329.41,325.31,328.18,328.34,L7
2000-07-29 21:51:50+00:00,363.76,367.71,373.19,369.17,360.63,351.14,344.84,356.77,360.68,355.56,340.36,324.40,317.73,324.13,335.01,337.10,349.41,356.03,327.66,303.99,295.84,318.22,326.49,335.44,333.71,345.21,340.28,334.46,330.86,330.60,328.09,L7
2000-08-07 21:45:32+00:00,367.41,371.85,375.99,371.68,364.57,353.90,347.59,359.81,364.85,359.69,345.18,329.36,320.75,326.44,337.27,338.63,351.31,357.62,329.27,303.65,292.14,312.66,326.51,335.79,335.03,345.52,339.57,335.58,332.18,331.50,328.69,L7
2000-08-14 21:51:44+00:00,365.80,371.33,375.06,370.16,363.91,353.67,346.84,358.37,363.65,358.92,344.93,327.94,319.28,326.24,336.43,337.95,350.61,355.37,324.01,300.01,289.20,308.26,323.20,334.28,334.27,345.52,339.57,334.90,331.78,331.77,328.82,L7
2000-10-26 21:44:46+00:00,364.50,370.66,374.52,368.73,363.96,353.26,346.33,358.01,362.79,358.40,345.58,329.17,320.02,325.80,335.72,336.48,350.79,357.12,324.53,298.30,289.20,308.38,322.99,334.72,335.46,353.60,344.91,334.67,331.73,332.77,329.54,L7
2000-12-04 21:50:58+00:00,362.34,369.64,371.74,366.05,363.54,352.52,345.35,355.31,360.45,357.71,344.91,325.41,320.11,326.05,334.46,335.37,348.57,351.15,321.34,293.05,284.24,304.69,320.19,334.29,337.58,367.76,359.91,337.35,332.11,330.87,329.43,L7
2000-12-13 21:44:52+00:00,362.83,369.42,371.77,366.75,363.54,352.56,345.47,354.77,360.61,357.71,345.35,325.43,320.21,326.34,334.88,336.84,350.38,351.14,321.74,294.05,286.32,304.87,320.68,335.56,338.65,362.21,355.24,337.44,331.42,330.68,328.72,L7
2001-01-05 21:51:04+00:00,364.05,370.04,371.68,367.51,364.11,352.58,346.19,354.85,360.37,357.64,345.15,325.89,320.40,326.30,335.07,338.18,351.33,352.39,322.28,297.21,290.50,307.23,322.96,337.52,340.93,363.86,356.21,340.06,334.99,333.69,330.36,L7
2001-01-21 21:51:10+00:00,362.47,368.32,370.16,365.90,362.42,351.44,345.71,353.41,359.44,354.39,343.54,323.16,316.71,323.81,334.05,338.91,353.04,353.41,321.61,299.46,293.03,308.28,325.70,339.94,344.62,362.45,356.02,341.73,337.40,335.89,332.17,L7
2001-03-10 21:50:58+00:00,361.23,366.37,369.49,366.08,360.82,349.83,344.06,350.59,357.07,352.21,341.22,321.65,314.77,322.52,333.16,340.56,356.11,355.53,323.84,306.02,304.99,314.33,332.42,345.11,350.89,360.99,356.03,345.08,340.81,338.96,335.80,L7
2001-03-19 21:44:40+00:00,363.61,367.29,371.00,367.57,362.01,350.83,344.96,351.75,358.20,352.60,341.25,322.81,315.24,323.14,333.95,341.95,357.44,358.46,325.88,308.37,304.99,314.33,333.52,345.70,350.92,361.05,356.90,346.92,342.34,340.36,336.22,L7
2001-04-04 21:44:30+00:00,363.04,366.98,370.97,367.85,361.98,350.91,345.06,351.84,357.87,351.78,340.62,322.40,314.69,322.63,333.52,342.69,357.00,358.06,325.13,308.04,305.35,314.48,332.89,344.84,349.98,360.14,356.08,346.75,341.77,339.98,335.45,L7
2001-04-20 21:44:34+00:00,363.52,367.22,371.12,368.16,362.71,351.36,345.34,352.51,358.15,353.04,341.20,323.75,314.94,323.36,334.68,344.49,359.12,360.92,326.78,309.54,307.33,315.10,333.03,345.12,349.78,359.99,355.97,347.23,342.23,341.16,336.82,L7
2001-04-27 21:50:43+00:00,365.58,368.95,372.55,370.42,363.43,352.17,346.49,353.74,359.86,355.67,342.92,324.24,316.17,324.30,335.92,346.98,361.06,362.15,327.53,311.55,309.36,317.69,334.06,346.40,351.12,359.48,356.96,349.31,343.62,342.90,338.25,L7
2001-05-13 21:50:33+00:00,364.75,368.45,372.55,370.42,363.43,352.17,346.49,353.74,359.86,355.67,342.92,324.24,316.17,324.30,335.92,346.98,361.06,362.15,327.53,311.55,309.36,317.69,334.06,346.40,351.12,359.48,356.96,349.31,343.62,342.20,338.00,L7
2001-05-22 21:44:18+00:00,365.05,368.61,373.11,370.19,363.08,352.34,346.68,354.54,360.48,356.00,343.27,325.12,316.88,324.27,336.78,347.30,361.49,362.75,326.98,311.42,309.76,317.91,334.01,345.82,350.18,359.16,356.29,349.30,343.75,342.58,338.45,L7
2001-06-07 21:44:06+00:00,364.99,368.61,373.22,370.19,361.79,352.16,346.19,354.44,360.35,355.80,342.77,325.14,316.12,324.15,336.61,346.62,362.01,363.72,327.23,312.42,309.74,317.39,333.24,345.00,348.66,358.10,355.66,349.16,343.62,343.96,338.87,L7
2001-07-25 21:43:42+00:00,364.39,368.51,374.92,370.07,361.25,351.72,344.90,353.92,360.54,356.86,343.14,327.48,315.32,323.66,336.90,346.60,362.75,365.85,325.00,309.48,310.68,318.60,333.94,343.32,346.63,352.78,356.62,346.93,341.26,343.06,339.92,L7
2001-09-18 21:49:05+00:00,362.36,367.75,374.60,369.50,362.68,352.25,345.90,354.09,360.67,357.69,344.92,328.58,318.00,324.08,336.76,344.44,360.50,361.99,322.75,305.58,307.47,316.17,330.87,342.23,342.84,348.61,353.07,341.99,337.27,340.34,338.11,L7
2001-09-27 21:42:53+00:00,362.36,367.75,374.60,369.50,362.68,352.50,345.82,353.62,359.64,356.44,344.51,326.66,317.58,323.13,335.06,341.85,357.18,359.91,321.60,304.44,306.40,316.16,332.28,344.22,342.84,348.61,354.84,341.47,335.77,339.15,336.84,L7
2001-10-04 21:48:54+00:00,363.15,368.49,375.48,370.76,364.36,353.16,345.93,353.69,360.12,357.70,346.46,328.01,319.96,324.39,335.68,340.15,356.82,359.67,322.49,304.34,306.17,316.87,333.43,346.19,342.87,347.41,355.99,340.84,334.80,338.66,337.21,L7
2001-10-29 21:42:45+00:00,360.97,366.86,374.31,368.63,363.68,352.06,345.55,352.18,358.58,353.75,344.25,325.54,319.69,322.89,333.33,333.97,352.01,354.60,317.96,296.31,301.99,316.13,334.37,346.26,337.51,349.77,357.19,340.18,333.85,335.55,333.34,L7
2002-02-18 21:43:18+00:00,359.68,367.14,373.84,371.20,368.73,354.32,346.40,351.10,356.70,353.34,347.43,325.07,321.93,324.40,331.09,331.93,346.82,350.68,320.35,299.10,302.19,316.78,334.82,348.81,327.47,353.84,356.56,339.66,330.34,331.56,328.29,L7
2002-02-25 21:49:35+00:00,356.87,365.64,371.45,370.66,368.72,352.94,344.51,349.67,354.40,350.99,345.14,324.16,319.75,322.34,329.61,329.71,344.18,349.09,321.38,300.17,301.50,315.52,333.44,345.98,327.47,355.80,352.58,337.59,331.31,334.05,331.27,L7
2002-03-06 21:43:23+00:00,358.18,367.81,373.72,373.05,371.27,355.28,345.95,350.92,356.00,353.10,346.17,324.98,320.02,323.29,330.68,331.29,345.67,349.06,321.49,300.41,301.39,315.80,332.76,344.46,325.91,354.03,351.09,337.23,330.89,334.33,332.45,L7
