dates,satname,nzd0308-0000,nzd0308-0001,nzd0308-0002,nzd0308-0003,nzd0308-0004,nzd0308-0005,nzd0308-0006,nzd0308-0007,nzd0308-0008,nzd0308-0009,nzd0308-0010,nzd0308-0011,nzd0308-0012,nzd0308-0013,nzd0308-0014,nzd0308-0015,nzd0308-0016,nzd0308-0017,nzd0308-0018,nzd0308-0019,nzd0308-0020,nzd0308-0021,nzd0308-0022,nzd0308-0023,nzd0308-0024,nzd0308-0025,nzd0308-0026,nzd0308-0027,nzd0308-0028,nzd0308-0029,nzd0308-0030
1999-08-12 21:53:32+00:00,L7,,,,,336.70,337.40,347.03,354.81,361.01,360.83,354.54,321.52,325.22,329.04,338.65,341.75,350.57,362.52,,300.03,297.58,323.31,319.81,336.96,330.94,335.72,333.95,326.55,326.23,328.33,336.16
1999-08-21 21:47:20+00:00,L7,383.84,389.16,391.80,370.41,370.59,366.22,355.06,359.12,375.71,374.91,358.18,337.61,333.00,338.70,344.14,344.13,358.71,368.17,328.91,311.64,315.55,329.65,326.03,333.44,332.91,336.80,329.02,317.22,320.69,330.11,320.29
1999-09-22 21:47:24+00:00,L7,375.07,374.68,384.79,371.95,366.24,355.52,354.14,358.13,367.83,364.99,350.52,335.60,326.13,332.54,340.80,342.55,369.19,374.17,384.55,350.52,340.33,323.81,339.24,340.49,337.63,344.81,342.36,345.83,356.78,345.58,337.89
1999-09-29 21:53:40+00:00,L7,354.94,363.28,366.11,358.81,353.86,341.75,339.94,345.04,348.39,347.75,333.69,314.51,310.05,306.78,320.47,323.70,333.71,324.92,294.87,287.39,282.32,269.70,299.97,305.43,308.16,315.50,318.97,309.33,311.91,315.30,308.74
1999-10-24 21:47:20+00:00,L7,366.97,374.80,379.97,372.54,364.41,352.76,350.12,357.34,362.89,362.65,350.71,331.57,323.63,329.55,341.07,344.13,369.19,370.30,365.55,346.76,344.97,334.11,347.35,343.41,338.33,349.85,352.84,348.71,342.93,336.64,341.78
1999-11-25 21:47:14+00:00,L7,278.64,,,,,249.37,192.58,267.22,295.75,356.92,323.40,286.37,297.35,302.64,324.92,299.79,314.80,,289.74,289.64,268.91,265.02,239.98,307.70,294.51,,,,334.08,,331.85
2000-01-03 21:53:28+00:00,L7,358.30,365.91,366.67,363.19,354.38,342.42,337.29,342.63,351.33,348.80,327.60,314.46,305.22,316.57,327.93,331.84,358.38,375.05,339.35,325.44,301.85,310.43,331.22,336.96,335.04,342.75,338.29,330.74,328.18,340.63,348.74
2000-01-19 21:53:25+00:00,L7,352.55,359.74,362.27,354.99,352.50,344.80,335.34,346.87,344.07,348.33,336.85,313.85,311.39,317.10,332.40,337.23,356.63,383.22,354.56,343.65,319.41,331.32,332.73,338.34,336.35,348.73,353.84,330.09,321.87,332.83,336.33
2000-02-04 21:53:25+00:00,L7,361.16,362.06,363.80,361.65,354.35,344.03,338.71,346.38,350.44,348.74,334.23,314.85,311.47,319.45,333.56,340.72,360.34,361.84,332.84,317.95,,,331.37,341.60,343.44,353.70,353.41,342.44,331.52,334.69,337.60
2000-02-20 21:53:17+00:00,L7,361.63,366.14,370.84,368.43,356.30,351.03,342.72,349.87,356.56,347.41,335.01,315.16,307.52,321.36,332.10,338.08,354.01,349.36,322.38,314.43,,,330.71,340.23,339.60,343.41,340.57,332.67,327.83,324.58,327.74
2000-05-03 21:46:43+00:00,L7,372.79,376.93,380.53,380.51,372.10,360.34,352.54,366.33,372.87,370.09,356.67,342.51,334.82,335.14,353.30,357.17,378.52,397.36,354.84,329.71,326.00,337.95,347.22,351.86,352.40,358.81,355.19,343.68,348.20,346.72,342.94
2000-05-26 21:52:36+00:00,L7,377.69,379.97,394.58,382.73,374.45,363.94,358.28,371.21,379.99,365.91,355.80,338.37,316.41,327.83,340.38,349.39,368.01,366.05,330.59,318.54,311.26,325.48,344.93,350.13,347.61,346.62,337.29,334.32,334.90,339.64,338.38
2000-07-13 21:52:07+00:00,L7,369.70,373.93,379.94,375.95,369.51,355.97,348.05,363.14,367.72,376.49,353.08,337.73,345.04,343.75,346.06,343.46,357.09,358.75,,306.69,299.04,319.26,324.97,336.49,336.30,,,345.29,339.53,336.82,333.26
2000-07-29 21:51:50+00:00,L7,,,379.86,374.16,365.46,353.97,350.05,363.07,366.94,367.34,354.70,444.17,436.99,339.83,347.25,347.01,363.71,,375.66,321.84,306.07,340.77,340.63,353.22,353.94,,,361.64,356.42,348.50,335.96
2000-08-07 21:45:32+00:00,L7,369.42,374.28,372.75,369.39,370.66,354.78,349.68,359.61,367.56,362.52,350.96,328.64,315.57,322.34,336.11,336.18,349.73,347.78,313.36,293.89,270.00,284.11,315.76,327.97,333.02,,,335.38,325.68,327.84,328.95
2000-08-14 21:51:44+00:00,L7,364.48,374.45,374.79,365.95,364.88,356.16,346.04,353.07,361.78,361.70,351.64,328.21,319.34,332.45,338.82,343.13,361.20,358.90,316.25,292.95,286.86,296.82,313.93,335.76,342.05,,,340.09,338.65,341.60,337.86
2000-10-26 21:44:46+00:00,L7,362.56,369.49,373.89,364.81,363.09,353.25,343.98,351.72,357.41,353.32,350.24,332.18,321.53,327.84,336.69,339.80,374.50,379.06,349.46,321.67,,323.68,342.94,357.02,363.92,381.36,372.58,343.04,339.48,342.27,343.42
2000-12-04 21:50:58+00:00,L7,362.83,370.65,374.25,369.37,370.99,359.39,351.78,357.18,366.29,359.89,347.75,319.31,318.08,325.08,336.81,346.39,355.19,349.26,310.99,291.24,300.58,313.53,332.94,345.26,354.59,360.74,354.92,342.43,336.62,327.08,336.00
2000-12-13 21:44:52+00:00,L7,356.89,361.24,365.37,364.85,357.43,347.97,341.59,347.30,355.01,348.51,337.77,316.32,311.51,318.88,328.23,334.15,342.82,332.72,300.70,281.64,281.36,292.80,310.46,330.09,329.77,337.95,330.57,326.49,315.83,319.35,314.23
2001-01-05 21:51:04+00:00,L7,375.75,377.44,374.44,375.98,371.24,355.23,353.64,357.64,362.15,361.99,349.07,333.47,326.34,330.81,341.21,353.56,367.57,369.49,337.57,329.00,323.57,330.60,345.76,358.09,364.88,375.69,367.10,364.36,365.98,360.07,347.21
2001-01-21 21:51:10+00:00,L7,357.55,361.03,366.96,362.32,355.21,346.26,343.60,351.03,359.42,349.24,338.83,317.39,318.02,322.61,336.68,347.82,368.37,363.49,342.35,322.21,314.80,325.90,345.20,354.10,363.81,371.38,372.25,357.16,357.28,353.09,346.36
2001-03-10 21:50:58+00:00,L7,,,,,354.72,342.99,335.60,343.94,350.44,351.91,336.56,322.83,304.76,321.52,330.95,336.15,351.39,362.38,330.98,313.53,,,333.80,342.65,347.70,355.39,358.07,351.49,344.17,344.81,340.48
2001-03-19 21:44:40+00:00,L7,382.05,377.45,383.69,379.84,373.92,360.63,353.91,361.97,370.15,362.12,349.39,336.99,325.21,334.07,345.91,359.25,379.84,390.39,356.12,336.88,,,350.42,359.54,363.12,371.67,374.14,367.00,360.55,356.74,346.69
2001-04-04 21:44:30+00:00,L7,371.31,374.93,379.91,378.02,370.32,358.18,352.17,358.35,364.63,358.90,350.43,332.32,323.64,331.80,343.30,363.88,379.52,380.88,351.87,331.34,328.09,333.52,346.78,357.14,364.71,372.07,371.69,361.53,353.72,351.52,344.35
2001-04-20 21:44:34+00:00,L7,376.71,377.26,379.84,377.54,375.76,360.63,353.00,362.70,368.10,373.88,357.86,345.33,327.76,340.03,354.70,372.41,397.69,405.44,367.00,343.14,335.23,334.26,349.58,362.75,366.15,374.28,373.05,364.55,359.41,362.63,359.73
2001-04-27 21:50:43+00:00,L7,359.76,367.02,370.23,368.78,355.44,349.41,343.72,353.22,357.70,355.83,342.14,315.42,311.40,315.11,326.72,335.69,349.53,347.73,303.21,297.41,303.20,311.51,321.91,338.26,340.70,346.44,346.18,335.29,325.48,334.34,332.79
2001-05-13 21:50:33+00:00,L7,350.29,357.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.40,326.11
2001-05-22 21:44:18+00:00,L7,375.56,376.67,383.68,374.07,365.68,358.43,352.71,365.62,372.23,367.52,355.98,341.61,331.88,332.61,353.10,360.92,382.58,385.32,343.53,327.42,326.95,331.75,345.84,352.93,356.08,368.62,364.60,359.95,355.69,355.90,352.51
2001-06-07 21:44:06+00:00,L7,366.26,373.98,378.42,372.34,,359.87,349.06,358.19,368.12,362.26,347.70,126.13,187.05,328.31,339.50,,369.16,367.71,324.42,,,,,,,,355.95,346.50,340.86,347.12,345.51
