dates,nzd0308-0000,nzd0308-0001,nzd0308-0002,nzd0308-0003,nzd0308-0004,nzd0308-0005,nzd0308-0006,nzd0308-0007,nzd0308-0008,nzd0308-0009,nzd0308-0010,nzd0308-0011,nzd0308-0012,nzd0308-0013,nzd0308-0014,nzd0308-0015,nzd0308-0016,nzd0308-0017,nzd0308-0018,nzd0308-0019,nzd0308-0020,nzd0308-0021,nzd0308-0022,nzd0308-0023,nzd0308-0024,nzd0308-0025,nzd0308-0026,nzd0308-0027,nzd0308-0028,nzd0308-0029,nzd0308-0030
1999-08-12 21:53:32+00:00,137.00165863496156,147.90084055640793,145.13317438393764,142.4926627771888,135.1299931858734,135.58216380454027,145.46051116280253,153.26771852286134,156.38732797858802,155.529689042675,148.73109730498672,119.02763954799302,123.39191723168662,125.558412569996,136.1405667402085,137.98905398894127,144.79393407337884,155.31581006959277,121.1995387232931,94.37049000452863,91.8737708977978,118.08393770153796,115.88000585144832,132.95144898083214,126.2169068207495,130.1909553491173,129.13391709992064,122.49890222555123,122.2003708848828,122.86419831154564,130.3939632965623
1999-08-21 21:47:20+00:00,178.08821372457663,184.04725462995222,184.23157438946734,166.99393427875802,163.02991073543316,161.79120433415756,151.04969725324284,156.23074173939096,161.2927757788743,163.2793639099878,147.61067226672836,130.682115788283,125.76531928881896,131.63835604304205,138.22073166545752,137.22845884376815,149.76156858169907,157.01773556342928,117.9069767786422,102.59461415080924,106.9669408673724,120.01683645116779,118.08533519631841,125.73294424631253,125.47916487441474,127.77906496311874,121.85346224858564,110.76903390283957,114.01190652200019,120.94696831115166,111.9736940874581
1999-09-22 21:47:24+00:00,160.76024252203302,164.03122978320332,171.81303998026047,163.5346141770459,156.46973015839757,144.83734378281932,143.2511290808132,148.03140899713827,155.3533842032376,150.71117877863085,138.8678804452797,121.28442053496087,115.72218972426619,116.97467761452435,124.86288880201113,125.07490254770036,144.074196252224,144.16240633594333,153.99756301903193,124.90818540360183,114.12122393345928,109.11460543408856,120.0292504827868,120.62288889841376,118.73462388936922,122.30370784928982,122.89819002105044,128.45675898134874,139.8535559725225,120.46181490865533,115.19651503504855
1999-09-29 21:53:40+00:00,175.41419727850027,179.54179754248528,180.07696134220393,171.8440966309307,167.46075003354198,156.83845408315813,154.15844016528993,159.37210671775995,163.71503360055516,162.4783765647129,150.68877220864326,128.37887250721795,126.50678252851989,128.28622414652293,142.41387588718032,147.21871676606378,168.18197619377477,165.26965195977465,134.62156674906498,119.94709534559655,114.16168970899821,101.91270497001076,127.48829426033697,133.00859316422495,135.40700438329318,147.6076807178802,146.51998550911676,132.66733108193108,135.0402567815634,147.7871393415856,140.78026676587692
1999-10-24 21:47:20+00:00,152.96446706638326,163.9317908993874,169.99281274823107,162.80593322964438,154.44995969298307,142.67442937846613,140.9660793307985,146.86261532488132,151.06404363599196,150.51190538134236,138.26541093668044,117.60905342231796,112.93401894199778,114.37468220783273,125.7086513762898,126.2475420270107,144.97067532594056,140.42716309597614,134.82519315162443,121.76387461561413,116.51918290695988,109.91253905254467,126.70951909065737,123.85144157059715,117.88386449836266,125.93948222168882,132.33442268274214,131.68627688634805,125.7806955239594,112.6404050741846,120.43583246096236
1999-11-25 21:47:14+00:00,,153.3353474586552,,,,102.01944086203429,,81.6937197028826,176.27455381438364,162.8938649879772,164.21593181222798,137.06628152574788,,,147.2233442177682,,170.78421423777934,,122.9327553871328,121.59790134799013,105.57933236045795,121.07861460872479,,135.42085565329862,,147.26277760565645,154.44562457379197,,,222.41622948569,
2000-01-03 21:53:28+00:00,145.28113130761304,154.4776272861481,154.96043156644384,152.3991161076002,145.9246438128624,131.83016226119082,126.15071618165904,129.98264439612726,139.36970297572876,137.76497416810082,113.69854102773785,99.02595433452261,91.82686254708169,100.0063606613744,112.72778654594296,116.11114039808521,135.4467787525957,144.11148620571316,110.80623962440905,97.32483066288643,76.48023162655797,87.20948565671064,114.1494503454273,118.27500521778838,115.6398315486778,120.81435207339112,119.32475962018519,112.1139431554854,110.36693249836888,117.0406131790713,124.73891461628929
2000-01-19 21:53:25+00:00,128.60149243021644,140.25637583460068,140.5486625228649,137.06283406240357,136.59657363173923,125.49361229408733,115.11341836874358,123.74193668674076,114.30648899533332,127.25757430817787,111.85697517404488,92.96506045229972,89.2058213000764,87.80976795220798,107.29528105679915,110.371768164823,117.19235727278968,120.91973826146315,91.57770305730767,98.73425836482616,71.60160895807164,86.49070506529674,97.9198951599767,105.07466398806011,104.19545673177095,108.1529178874884,112.30938583343203,96.99458731788529,92.82595226213961,94.4781856453526,95.06703541651726
2000-02-04 21:53:25+00:00,148.8344982671052,150.4611148369949,152.86907707106025,151.18190021974056,145.15853603203362,132.62435333256641,128.7270568334163,135.40195471662935,139.87897800990083,139.01492940326963,121.26220263072145,104.26119461278455,98.33622777969371,105.66770732924832,121.08955493990271,125.0059597271128,139.95666199645032,139.28873209530937,104.9920044249018,99.56139221724251,97.89838450954024,102.67449514688323,116.40278819176646,125.85039795030596,127.1679958320967,132.61487690750582,137.10361096996013,123.1583331206863,116.43254389754733,116.97293092760965,121.22269605732573
2000-02-20 21:53:17+00:00,158.87660380297606,162.1684031020764,166.349412457564,162.36101361580992,152.38140208548964,146.98957438474383,138.47453442055507,145.45342338812657,152.9258479475816,147.055962454651,130.05615570532416,111.93007926859713,101.74267971420068,117.24349185340895,129.0054831850631,133.9062533795943,150.19226103968978,144.62835833902253,115.11234466619617,109.75622604814647,108.30458383244992,116.64712129432134,126.28543294234724,136.27615511681003,135.70200646392763,139.28309032606762,136.19007347010887,129.60505821231902,123.26952406950062,120.76669587225987,122.96877369766771
