dates,satname,sar2113-0000,sar2113-0001,sar2113-0002,sar2113-0003
1984-04-13 09:27:07+00:00,L5,244.55,230.18,260.09,241.84
1984-05-31 09:27:59+00:00,L5,111.31,429.65,,
1984-07-18 09:28:46+00:00,L5,240.08,225.99,254.15,240.91
1984-08-03 09:29:20+00:00,L5,245.41,226.42,255.28,239.68
1984-08-19 09:29:51+00:00,L5,235.86,226.04,251.75,239.13
1984-09-20 09:30:04+00:00,L5,237.86,225.73,245.72,231.41
1984-10-22 09:30:00+00:00,L5,241.63,232.32,261.70,240.58
1984-11-07 09:29:53+00:00,L5,243.25,229.21,257.19,235.70
1984-12-09 09:29:58+00:00,L5,251.69,229.06,254.34,241.25
1985-01-10 09:30:15+00:00,L5,,,278.98,165.69
1985-06-03 09:30:04+00:00,L5,233.73,221.54,235.20,237.53
1985-07-05 09:29:57+00:00,L5,300.24,251.71,313.59,
1985-08-22 09:29:32+00:00,L5,246.56,234.89,260.53,246.62
1985-10-09 09:28:59+00:00,L5,237.61,235.90,253.97,245.06
1985-11-10 09:28:33+00:00,L5,236.46,232.04,260.16,240.43
1986-01-13 09:27:22+00:00,L5,233.43,210.89,236.52,226.35
1986-04-19 09:25:17+00:00,L5,236.19,218.40,244.97,231.92
1986-07-08 09:22:57+00:00,L5,241.97,233.42,250.08,235.17
1986-09-26 09:20:09+00:00,L5,234.09,220.06,246.09,232.80
1986-10-12 09:19:38+00:00,L5,238.00,230.96,264.38,238.64
1986-12-31 09:19:14+00:00,L5,242.79,224.22,259.66,242.91
1987-02-01 09:20:12+00:00,L5,236.98,224.65,245.82,236.55
1987-02-17 09:20:59+00:00,L5,245.52,236.46,245.15,244.76
1987-03-21 09:22:02+00:00,L5,242.26,224.30,261.41,242.01
1987-04-06 09:22:36+00:00,L5,237.98,229.47,260.30,239.91
1987-05-08 09:23:35+00:00,L5,254.93,236.86,272.60,244.25
1987-05-24 09:24:00+00:00,L5,233.06,218.78,230.73,229.29
1987-06-09 09:24:23+00:00,L5,237.55,224.28,246.85,227.26
1987-06-25 09:24:44+00:00,L5,249.20,235.73,248.58,237.57
1987-07-11 09:25:03+00:00,L5,237.35,234.22,254.50,235.74
1987-07-27 09:25:25+00:00,L5,234.41,230.78,238.57,237.03
1987-08-03 09:31:49+00:00,L5,240.59,225.45,247.31,233.00
1987-09-13 09:26:45+00:00,L5,240.95,230.24,255.60,237.55
1987-10-31 09:27:40+00:00,L5,236.41,229.27,256.36,239.03
1987-11-16 09:28:03+00:00,L5,244.28,229.10,260.11,235.33
1987-12-02 09:28:18+00:00,L5,243.11,229.22,254.80,238.78
1988-02-20 09:29:38+00:00,L5,255.50,234.66,260.65,250.84
1988-03-07 09:29:48+00:00,L5,238.21,220.64,230.18,227.66
1988-06-11 09:30:29+00:00,L5,234.21,218.21,231.80,227.96
1988-07-13 09:30:39+00:00,L5,238.52,224.77,245.78,240.82
1988-07-29 09:30:42+00:00,L5,236.64,226.60,249.30,234.80
1988-08-14 09:30:40+00:00,L5,235.37,222.02,234.58,233.44
1988-09-15 09:30:41+00:00,L5,212.83,212.76,229.97,220.74
1988-10-01 09:30:34+00:00,L5,238.06,211.90,231.34,233.08
1988-11-18 09:30:32+00:00,L5,251.79,242.16,260.70,237.15
1988-12-04 09:30:29+00:00,L5,238.30,232.65,268.04,241.66
1989-02-06 09:29:59+00:00,L5,234.89,229.89,260.16,243.50
1989-03-26 09:28:53+00:00,L5,235.67,235.94,257.30,242.48
1989-05-29 09:28:17+00:00,L5,231.41,216.55,238.16,232.06
1989-06-14 09:27:46+00:00,L5,245.60,228.79,245.51,234.74
1989-06-30 09:27:39+00:00,L5,246.01,233.89,260.84,246.34
