,dates,mex0179-0000,mex0179-0001,mex0179-0002,mex0179-0003,mex0179-0004,mex0179-0005,mex0179-0006,mex0179-0007,mex0179-0008,mex0179-0009,mex0179-0010,mex0179-0011,mex0179-0012,mex0179-0013,mex0179-0014,mex0179-0015,mex0179-0016,mex0179-0017,mex0179-0018,mex0179-0019,mex0179-0020,mex0179-0021,mex0179-0022,mex0179-0023,mex0179-0024,mex0179-0025,mex0179-0026,mex0179-0027,mex0179-0028,mex0179-0029,mex0179-0030,mex0179-0031,mex0179-0032,mex0179-0033,mex0179-0034,mex0179-0035,mex0179-0036,mex0179-0037,mex0179-0038,mex0179-0039,mex0179-0040,mex0179-0041,mex0179-0042,mex0179-0043,mex0179-0044,mex0179-0045,mex0179-0046,mex0179-0047,mex0179-0048,mex0179-0049,mex0179-0050,mex0179-0051,mex0179-0052,mex0179-0053,mex0179-0054,mex0179-0055,mex0179-0056,mex0179-0057,mex0179-0058,mex0179-0059,mex0179-0060,mex0179-0061,mex0179-0062,mex0179-0063,mex0179-0064,mex0179-0065,mex0179-0066,mex0179-0067,mex0179-0068,mex0179-0069,mex0179-0070,mex0179-0071,mex0179-0072,mex0179-0073,mex0179-0074,mex0179-0075,mex0179-0076,mex0179-0077,mex0179-0078,mex0179-0079,mex0179-0080,mex0179-0081,mex0179-0082,mex0179-0083,mex0179-0084,mex0179-0085,mex0179-0086,mex0179-0087,mex0179-0088,mex0179-0089,mex0179-0090,mex0179-0091,mex0179-0092,mex0179-0093,mex0179-0094,mex0179-0095,mex0179-0096,mex0179-0097,mex0179-0098
0,1985-09-26 16:41:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-04-06 16:38:23+00:00,,,,,,,,,,,323.7107898843781,321.7670466985473,309.448355349106,308.1535670563627,308.70192864450615,307.3143214831469,314.13785972357164,308.57360645433255,313.80319049769594,312.2171163946055,309.5833510504865,315.51692868175445,307.4409976501361,312.71415930100034,315.8016433565918,310.6549874511098,298.8119657688512,300.89887500261045,296.7650871148652,280.38919737016136,288.43811319072915,285.13454755842645,282.1583140691026,275.5833804311076,278.9250914046246,278.843505202464,264.2535436501109,267.5937614472831,268.2055346018006,262.94689233898185,258.92396175249644,256.94798190694985,249.444859779272,251.48024776086692,265.2612779612441,265.97002796135865,273.5220666786774,274.8161882886013,274.6267375375171,271.63170378725135,262.87570804001336,279.0345508201772,275.09372709483733,267.99897439496385,265.30312017849735,272.30609512519345,268.5136326256996,271.22690500443673,251.2874143983173,260.80834008876525,259.3603648459425,268.9077995480092,273.52005940465756,272.85978499330486,264.3351100976961,261.8318196491573,239.99152291695287,240.00116739016647,243.66389515753696,252.6499203439046,248.63909831872934,249.17548643399198,265.66555528931895,264.91156562018153,261.40831530502624,275.3144444218991,289.68983069965566,281.42204496513006,285.8670628962825,276.04900947117085,270.97353831261023,283.92635716700863,272.91746061196056,269.8205943689496,253.60744179201433,253.9453611395618,258.6972765824454,261.0817036274267,266.39737821241283,262.6904892576488,259.9688713497005,277.98105677081276,266.66837895252917,279.9747735879529,279.9801931983259,280.1890891630127,276.44040774869615,286.68510428421285,281.1878830725622
2,1986-04-22 16:38:01+00:00,,,,,,,,,,,326.60959858531703,314.61186559277485,314.5226455420395,307.1700888320915,300.3265519461737,307.3432473611341,309.1675591897366,309.542687578189,312.45957593516914,307.57054989309523,307.2096301479648,311.37861698324946,304.1386200077302,308.0988615965616,311.41572595921775,302.28465785345367,309.1054636619474,300.92248224815853,284.9338127669388,290.7015821845226,285.8735153214219,281.7068166862563,272.3458866035223,282.37453246563507,274.6986037946252,276.8049262296251,257.8699359690454,266.0256607011795,267.1932000321184,260.70031416298036,263.3525887524306,257.76488334533116,251.72030531380983,265.1479393268187,266.368578110537,269.78954191756543,267.10822395549246,271.0729481755112,259.43179316508827,255.4033995187929,273.2822942704553,275.44449487211307,261.69233777935926,262.18497390198706,274.5640882016568,272.64968768237634,270.644618652105,268.66036392805574,244.1866252936691,262.4897559389676,268.3614435610892,278.2845144583757,277.59912894402464,278.1189891082928,266.0928410178617,251.59544051973944,252.7883821832311,247.05380047222545,252.66177871764407,250.9685633948398,253.93406643110535,256.3725387400605,256.64620157526156,258.566768709904,269.222628433217,278.6930821042881,277.3344259194208,280.4601014787605,277.62895749089466,273.18597658107285,277.9000853186908,278.7960151485901,274.99699896550356,270.28748331038975,261.86820163228685,246.46784992834702,266.0030485723216,264.28785326287664,261.64762557317863,260.4199967433949,269.67742391505305,272.9063902899371,270.41451959455287,282.83825645528265,283.2915280688488,285.6120020864368,282.2651162082238,285.5521214474491,291.61105035617004
3,1987-09-16 16:39:39+00:00,277.59942650305277,282.5301990701178,287.8791968748251,292.22205256956545,287.18906768081456,,291.572319320817,294.42525473523426,280.8173796072314,271.2216500225444,272.05042087122706,266.0081222067965,259.55824860504345,256.00763002320934,250.4583640854005,253.6034550447241,250.80549441871622,241.2321360628241,250.7292381084683,258.1978290980334,253.7365897602716,256.3761933341921,250.0555589700331,248.37457624795604,254.14321978039698,260.3005752234288,255.5107076644609,257.53013677083146,256.3187857115171,257.1144953658851,252.50199418448676,246.66632975136582,246.7348725023416,237.09356736160453,232.55897705368824,228.76931833678555,229.9003341272949,222.60154241003522,218.11685546070245,220.0492654207216,,223.36556832137802,232.15235636743452,229.975072435621,228.6630507894737,230.24447681836057,224.7056793503469,214.82992563503524,215.46690060496235,216.18950821261177,221.91615552440624,219.99683752324418,215.0603124916019,213.9489093933642,211.32321552060927,212.90387612823082,217.75969459898693,218.23817031460297,216.52162180696698,217.67848561690255,204.96785591600622,208.63272085616842,205.93029897633107,202.9832053842134,196.32025454135703,196.90302603950633,195.93668932868815,196.82032626206544,195.94102609517847,191.49198888275924,189.69947180336848,195.46854578971877,,206.18203758488517,203.03044444760306,202.0089090475268,206.07445352819786,202.17500119789975,199.30261312249417,,,,191.95719701747203,191.17193757023037,186.9214112239203,,,,,,,,,204.84994766874658,209.31468084053517,205.12757045785187,195.02929968009627,200.769804556665,
4,1990-01-27 16:34:51+00:00,270.3904718972093,276.6709454885201,,,,,282.7060939364373,294.41130322687076,286.9443783196026,294.58693352613096,284.86587433174964,281.4420759819355,281.13236341231175,277.75273193195744,263.5763813966074,272.77976329302874,267.76394068729996,265.1388297163454,263.02838057665616,262.78937289579795,269.70396024536274,258.4623592544859,261.8917272485419,264.1740683303724,264.40118444903663,265.7054048799907,263.77140141294683,269.0895072701911,270.7188484521046,272.24618301270345,251.35154889233533,261.4230939893482,265.2524698335892,246.18364598416895,254.85196411365243,255.9357082224971,248.37886086767654,247.90797805016012,241.9401868908009,236.9537194557205,258.18161019727415,258.1110526538403,264.09716495564567,259.5343164995759,254.62583334788982,249.9756520669127,243.21341583027623,230.52194066651896,247.7307958259728,239.98390407536266,257.556648455316,242.54912191564583,226.26613705012252,227.4829818972855,230.00546001156442,244.13950840050458,207.2494929720222,214.1350969493344,235.54022318541558,247.51746113208856,233.85569333790264,231.92311582183223,201.75450383890228,195.800243685097,219.43068050770708,221.1247610563151,213.40728097680324,220.2183073309775,228.74093430442946,202.40303554987864,205.7520977643149,220.147182756282,235.86456707241388,238.74711904470166,232.5302087897747,222.98345179552427,212.0598535731018,228.80153746260032,227.90461631713447,241.97755631489653,240.53151071790157,235.61413466042217,,215.2441789443481,218.18893352770738,233.97172828054192,233.36824051570966,232.28028373700582,235.92624138957564,238.7388849459442,238.89346474731354,238.20283247377574,252.11412458215028,240.65678179537753,238.26281597249218,244.33764845151998,231.43326908391364,237.46083296831534,244.279778590063
5,1990-02-28 16:33:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.68579984824828,216.01920535315003,215.59705773047742,228.34183804382482,234.7412424438997,236.8693730514998,225.84260803511455,219.98392057918943,216.83796480285798,217.2375242660263,221.59337703073487,216.15925519973132,212.4110679966841,217.00663611039874,224.03311873913424,228.94272641849454,225.64234456699825,221.7079870564444,224.62763476157585,223.2283521325944,228.3890843261501,219.94515798332003,228.82190233730586,233.82377364097326,237.3865729263006,247.4085177402778,233.0883969081369,237.70343636204143,228.34796896131652,227.0034384055794,228.34190273284514,229.8547505496077,222.19393591550897,225.2971032311633,228.46269387194198,232.92392204607592,236.11282953981416,238.78511534145036,246.82302323939555,244.17377029826005,251.83434452880806,249.07226359125775,246.83117738979237,252.41208719159602,268.82820989933134
6,1990-03-16 16:33:16+00:00,298.59072151923556,306.7848692445016,306.46367166485703,311.95084158574565,321.4271782543308,,,318.93405047917565,318.1020139964412,314.8669717527597,302.2255029097356,293.80777751236576,290.2628006647151,283.07539117277673,272.4224237352966,275.3137128768475,277.07296247559725,283.5317295082392,279.9656273737444,284.0359754164132,278.00642572807396,282.1725862972539,281.1381254444426,270.32126513453,286.23219994121473,292.6083846901671,288.6926989648292,294.2981217672675,288.639682762467,282.86996197668566,285.53742434710614,283.14469262300855,271.37123482069575,274.53473511723206,275.32877266998617,273.5731297379998,280.0602003469549,265.0115753024719,272.87867010470507,271.83616398853883,271.602556575549,267.3415109757,274.31609620191307,274.8105833151868,283.37531620763536,275.0387866254182,273.5231848779275,266.4058662884099,253.244120401143,241.16728239604868,240.00303901661113,249.28358482223126,247.65605714946156,248.13580353584257,258.40858365816973,246.01746793504617,235.60995745962086,249.36897079343484,259.88647860692447,260.2797740103208,261.77716895913517,243.392330665353,244.60958042998857,254.39732147281165,246.62464279030345,235.60206610933233,235.40698607413395,242.4110911651,247.59168048559232,244.63973969091194,245.26198087550378,235.09012380699255,242.06803928561573,231.7198022105374,247.353414841342,246.96502225687442,248.40664379736052,256.49481512249554,263.03646658199636,254.34971117173566,252.03463970693366,264.13193062949887,256.14808261275607,244.12608217663166,250.2002655266709,254.02993570466225,248.54132740210576,251.50072712781312,251.79541508600454,253.975290544063,262.22526753771234,250.56507901581602,260.401425595007,258.67214471833245,277.7650899642252,273.1335447394189,285.15606986572584,286.6725553382174,299.5520890462221
7,1990-05-03 16:32:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.75691138632854,252.82091755885935,243.35568435709678,255.13894408160962,259.6332824002912,254.65714417121876,253.41666434076686,232.04169840529048,246.10365326219335,247.8283195427246,270.921460111152,274.59928061791237,263.222319821077,254.5223723672345,256.1472961998756,240.51618348623873,239.42167545193155,266.7917131340216,268.2762175432929,265.06589843481623,253.2658814626335,256.01483756707825,256.47286834320454,251.85491952792003,249.05225982584847,237.2026480679387,238.05621844195542,254.0404834330543,260.50769230956047,261.6888418676733,259.83150721245363,263.6839875662699,266.8836888572081,258.6664904165607,263.13250126117435,266.5556575266615,268.89231627507826,269.0685765594,264.2821736377399,271.5917211305321,265.2305473568355,261.0808346757884,261.20799278940547,260.5889874811312,273.2322316341698,277.65599155867733,282.1880514906577,286.12434574869184,291.4004288149114,290.10898721780853,296.93037808551435
8,1992-08-28 16:34:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.41151063275294,198.84455714987084,195.4360296957625,,194.59734413777886,192.09458616249407,199.67617919555698,,203.72536338422142,,,,,189.32867211584826,193.79699479803048,,,,191.4201419961205,187.0268785722261,,,,,,,,,
9,1993-01-03 16:34:15+00:00,249.95252698061284,252.29466618405985,259.2629528316689,265.5736439157562,257.7806304710683,252.828535808413,262.06406760064306,253.60754941049555,254.4688534349603,259.63408439208206,252.83575951572803,248.7657769374655,256.21241340786173,253.20026079593845,254.62424393048767,260.9915011744575,264.57235365349266,269.50944040822475,275.24115149673054,284.36041846440526,275.55366784905243,271.15578691300243,271.690973853031,262.77198186518376,258.56864447405883,271.15317521675775,269.2652069407784,272.15611597238706,274.0752644314374,266.00922317181266,267.9972403649726,262.8426513759967,264.9561518393015,260.62576666764596,255.71000859799165,252.94435911777347,253.88169079004433,250.21530740857486,247.66238336364898,243.87953367405822,246.84558759310224,244.27272457614936,248.1169712697535,252.93887251684632,256.46520233488025,253.36312839605736,254.31611882604895,251.92463642780126,247.78388797744833,251.30960562565235,248.46754441433637,247.32654604856265,257.0758505520783,253.26786887696187,259.69685120046444,262.5211379586635,256.5950667921588,252.14967523028275,248.3503507069458,253.07800201143786,255.19960122308228,258.941583367501,250.90765799453055,238.69976390308057,238.81685363608943,227.55406492400505,222.4196373462703,223.09857205872692,222.8843711408748,226.19546421352595,224.13643632991415,219.37913514664956,220.52552588832816,227.53647962759015,224.43887251291866,230.04845397959554,231.81591154263575,237.3181281678402,232.39747227293736,232.75826093007333,238.34503737411873,238.82688087591393,237.65257482398198,229.12099604246148,226.67636308700003,226.72198217607388,233.62048329182716,228.10570171176903,224.0134209701498,225.95631861637477,246.68673125864888,243.69040347732562,249.2099758419628,248.96843722228584,245.7177892625517,261.9187270746918,253.34482407209913,258.3141946225826,258.0909553846301
