dates,satname,nzd0338-0000,nzd0338-0001,nzd0338-0002,nzd0338-0003,nzd0338-0004,nzd0338-0005
1999-07-18 22:00:01+00:00,L7,249.91,104.57,,,,639.14
1999-08-12 21:53:56+00:00,L7,361.83,348.74,337.88,339.88,334.83,335.30
1999-09-13 21:53:53+00:00,L7,367.92,350.02,357.44,353.21,356.07,354.91
1999-09-29 21:54:04+00:00,L7,374.07,357.09,366.36,360.57,365.19,363.82
1999-11-16 21:53:56+00:00,L7,375.96,356.05,366.34,357.02,366.68,365.07
1999-12-09 22:00:09+00:00,L7,365.71,352.17,358.44,353.09,358.30,365.12
2000-01-19 21:53:49+00:00,L7,372.17,354.11,362.79,355.14,364.79,360.71
2000-02-27 21:59:52+00:00,L7,371.21,353.93,362.60,361.29,364.36,366.46
2000-03-14 21:59:47+00:00,L7,379.68,359.44,369.54,363.76,368.69,374.40
2000-03-30 21:59:45+00:00,L7,,,,,,363.02
2000-05-01 21:59:30+00:00,L7,375.30,353.90,361.95,354.77,357.89,364.21
2000-05-17 21:59:19+00:00,L7,369.41,350.13,353.57,352.92,355.25,357.60
2000-05-26 21:53:00+00:00,L7,379.20,349.66,358.36,353.61,357.84,361.54
2000-06-18 21:59:03+00:00,L7,369.69,350.06,355.24,353.42,352.43,352.87
2000-07-13 21:52:31+00:00,L7,362.31,349.98,352.59,346.29,352.61,352.13
2000-07-29 21:52:14+00:00,L7,403.87,404.70,400.94,353.33,356.82,348.98
2000-08-05 21:58:20+00:00,L7,366.51,334.93,348.75,349.92,352.57,358.97
2000-08-14 21:52:08+00:00,L7,376.56,352.66,357.35,350.34,356.76,357.73
2000-09-22 21:57:41+00:00,L7,365.82,347.29,,,,
2000-10-17 21:51:13+00:00,L7,368.95,353.49,359.64,346.44,353.12,353.39
2000-11-25 21:57:34+00:00,L7,365.13,355.82,361.67,358.77,363.28,359.38
2000-12-04 21:51:22+00:00,L7,379.27,358.61,367.31,362.32,365.95,369.25
2000-12-11 21:57:36+00:00,L7,354.01,344.81,345.71,343.63,350.29,352.21
2000-12-20 21:51:28+00:00,L7,365.56,349.07,355.18,352.11,359.67,360.11
2001-01-05 21:51:28+00:00,L7,376.92,357.32,365.14,363.05,365.48,370.07
2001-02-06 21:51:26+00:00,L7,375.24,359.22,364.25,360.22,366.77,370.19
2001-03-10 21:51:22+00:00,L7,372.24,354.66,364.33,354.65,365.01,364.93
2001-04-02 21:57:18+00:00,L7,376.69,355.48,360.44,359.69,358.94,363.24
2001-04-27 21:51:07+00:00,L7,375.07,352.46,355.64,356.01,356.98,362.18
2001-05-13 21:50:57+00:00,L7,369.53,347.78,358.35,356.06,356.64,360.37
2001-05-20 21:57:04+00:00,L7,360.71,345.18,347.16,349.45,351.51,351.38
2001-05-29 21:50:49+00:00,L7,366.44,345.18,353.91,349.12,351.37,350.20
2001-06-30 21:50:24+00:00,L7,384.87,349.67,354.42,349.89,348.27,354.25
2001-07-07 21:56:36+00:00,L7,363.99,356.98,355.40,355.97,357.42,353.49
2001-08-08 21:55:49+00:00,L7,363.86,353.53,354.47,349.81,352.62,353.11
2001-09-02 21:49:41+00:00,L7,373.66,353.94,363.30,354.10,365.65,364.23
2001-09-18 21:49:29+00:00,L7,371.88,354.35,364.15,356.59,365.33,362.94
2001-11-05 21:49:26+00:00,L7,377.36,359.45,364.63,357.03,364.37,367.29
2001-12-30 21:55:49+00:00,L7,368.86,353.58,360.02,357.16,361.96,358.69
2002-02-16 21:55:42+00:00,L7,373.75,356.42,362.47,359.53,365.75,366.85
2002-05-07 21:56:03+00:00,L7,375.22,354.58,360.67,355.36,359.34,364.34
2002-05-16 21:49:45+00:00,L7,367.16,352.70,352.36,352.77,357.57,353.10
2002-06-24 21:55:16+00:00,L7,361.59,327.77,351.00,342.78,345.25,348.43
2002-07-10 21:55:37+00:00,L7,361.06,346.40,350.38,344.91,350.08,347.86
2002-08-20 21:49:10+00:00,L7,366.64,354.02,361.57,353.52,359.08,359.40
2002-09-12 21:55:07+00:00,L7,375.31,361.15,370.90,363.42,368.37,369.52
2002-10-14 21:54:31+00:00,L7,375.99,358.19,365.95,362.54,366.82,369.80
2002-10-23 21:48:51+00:00,L7,369.74,354.58,363.78,354.50,362.80,365.42
2002-10-30 21:55:01+00:00,L7,370.54,354.98,362.40,357.56,362.19,362.63
2002-12-01 21:55:28+00:00,L7,369.95,356.20,365.21,360.26,365.49,365.78
2002-12-26 21:49:23+00:00,L7,384.47,363.06,370.03,367.14,368.31,368.03
2003-01-02 21:55:34+00:00,L7,364.73,355.40,361.66,360.09,362.44,360.29
2003-01-27 21:49:33+00:00,L7,374.70,355.38,365.05,359.51,365.24,367.06
2003-02-12 21:49:43+00:00,L7,371.68,354.57,361.25,359.10,364.21,362.67
2003-02-19 21:55:54+00:00,L7,370.90,356.20,361.71,357.75,364.97,363.02
2003-03-07 21:55:34+00:00,L7,304.99,293.77,261.68,243.72,239.48,242.35
2003-03-23 21:55:28+00:00,L7,380.13,360.08,367.29,367.44,365.88,367.85
2003-04-01 21:49:46+00:00,L7,374.49,353.52,355.12,353.12,365.14,365.14
2003-04-08 21:55:35+00:00,L7,375.61,358.76,364.60,357.79,365.49,369.04
2003-04-24 21:55:58+00:00,L7,,,,370.00,359.07,368.68
2003-05-26 21:55:31+00:00,L7,370.48,354.55,363.48,354.54,353.59,358.46
2003-07-21 21:43:21+00:00,L5,380.46,360.61,368.46,356.34,356.57,366.02
2003-07-29 21:55:41+00:00,L7,370.03,,,,,297.24
2003-09-24 21:49:14+00:00,L7,350.69,341.14,345.30,343.22,347.31,347.57
2003-10-17 21:55:27+00:00,L7,381.90,363.86,367.21,365.39,369.68,370.44
2003-10-18 21:39:00+00:00,L5,379.75,,,,,
2003-10-26 21:49:26+00:00,L7,,,,,364.64,365.10
2003-12-21 21:39:43+00:00,L5,373.99,354.96,362.32,352.74,349.04,338.68
2003-12-28 21:45:57+00:00,L5,,,,,,
2004-02-23 21:40:02+00:00,L5,365.03,352.31,353.47,351.61,355.75,362.94
2004-03-01 21:46:14+00:00,L5,,,,,,
2004-03-25 21:56:30+00:00,L7,,,,162.89,,180.45
2004-04-02 21:46:30+00:00,L5,368.54,357.80,358.14,351.84,357.56,353.64
2004-04-10 21:56:02+00:00,L7,371.85,,,,,
2004-04-18 21:46:37+00:00,L5,375.82,360.97,368.71,361.74,364.68,365.22
2004-05-12 21:56:25+00:00,L7,561.28,556.74,,564.23,576.88,593.14
2004-05-20 21:47:32+00:00,L5,361.50,356.56,363.86,357.46,360.27,356.24
2004-05-21 21:50:13+00:00,L7,361.19,351.26,355.26,346.45,351.97,354.34
2004-06-05 21:48:24+00:00,L5,,,,,,
2004-06-06 21:50:08+00:00,L7,375.85,353.55,361.63,353.96,,
2004-06-30 21:42:58+00:00,L5,331.12,345.49,352.64,345.72,346.24,343.93
2004-07-07 21:49:21+00:00,L5,379.57,341.39,341.02,349.66,,412.65
2004-07-08 21:50:02+00:00,L7,378.47,351.47,357.20,347.83,356.87,352.82
2004-07-23 21:49:45+00:00,L5,328.89,318.45,359.21,356.06,361.72,351.60
2004-07-24 21:49:57+00:00,L7,392.96,358.83,365.77,359.03,,
2004-07-31 21:56:03+00:00,L7,373.46,357.00,359.55,350.79,354.90,355.22
2004-08-08 21:49:38+00:00,L5,371.15,350.33,354.28,350.71,355.11,348.13
2004-08-09 21:49:51+00:00,L7,,,,,,339.01
2004-08-25 21:49:49+00:00,L7,353.92,354.56,359.51,327.41,,335.44
2004-09-01 21:55:33+00:00,L7,,348.25,355.30,348.89,350.66,350.86
2004-09-18 21:44:58+00:00,L5,373.49,356.83,359.87,353.46,364.58,363.83
2004-09-25 21:50:55+00:00,L5,370.88,362.31,364.36,359.54,367.83,370.07
2004-10-20 21:45:40+00:00,L5,372.45,364.73,369.63,364.71,373.44,375.17
2004-11-13 21:49:59+00:00,L7,368.53,353.42,360.70,355.91,362.61,360.87
2004-11-29 21:50:09+00:00,L7,356.70,350.78,357.97,354.40,361.80,359.24
2004-12-06 21:56:23+00:00,L7,366.73,354.09,354.35,,,
2005-01-15 21:53:21+00:00,L5,388.19,372.03,373.23,365.11,369.24,369.78
2005-02-08 21:56:22+00:00,L7,,,,361.67,365.83,364.08
2005-02-17 21:50:40+00:00,L7,374.14,358.68,367.07,358.81,,
2005-02-24 21:56:29+00:00,L7,,355.58,363.30,355.31,363.79,362.05
2005-03-12 21:56:56+00:00,L7,,,,,,
2005-03-13 21:47:59+00:00,L5,379.91,363.59,369.11,364.74,366.07,368.70
2005-04-05 21:53:54+00:00,L5,377.76,359.67,370.30,365.30,366.29,366.13
2005-04-06 21:50:40+00:00,L7,360.14,361.33,,,,
2005-04-21 21:53:58+00:00,L5,366.50,352.73,361.12,367.27,368.80,368.10
2005-04-22 21:50:35+00:00,L7,373.00,353.09,361.96,352.39,352.72,355.01
2005-05-08 21:50:39+00:00,L7,358.21,349.85,356.94,348.92,353.27,353.04
2005-05-23 21:54:12+00:00,L5,368.95,350.62,358.46,347.69,353.02,353.65
2005-05-31 21:56:47+00:00,L7,,351.43,355.54,347.07,355.27,351.04
2005-06-01 21:48:30+00:00,L5,382.39,353.78,355.34,346.92,352.34,345.41
2005-06-08 21:54:20+00:00,L5,372.24,492.22,,,358.89,361.73
2005-06-17 21:48:37+00:00,L5,468.54,363.38,,,,625.52
2005-07-18 21:56:15+00:00,L7,367.35,343.08,352.39,346.30,,485.62
2005-08-03 21:56:37+00:00,L7,,,358.04,349.81,354.99,356.80
2005-08-12 21:50:23+00:00,L7,361.69,344.32,350.37,347.36,342.49,326.63
2005-08-19 21:56:07+00:00,L7,,,,,,344.81
2005-08-27 21:54:55+00:00,L5,392.96,370.48,374.81,369.99,374.91,371.58
2005-08-28 21:50:16+00:00,L7,382.43,,,,,
2005-09-12 21:55:22+00:00,L5,,,,,,
2005-09-20 21:56:18+00:00,L7,369.77,354.43,362.63,357.13,,
