dates,tide
2024-01-29 22:00:00+00:00,0.2
2024-02-21 22:10:00+00:00,0.25
2024-03-08 22:10:00+00:00,0.47
2024-03-09 22:00:00+00:00,0.62
2024-03-16 22:10:00+00:00,-0.08
2024-04-17 22:10:00+00:00,-0.07
2024-04-26 22:00:00+00:00,0.44
2024-05-03 22:10:00+00:00,-0.07
2024-05-04 22:00:00+00:00,0.14
2024-05-19 22:10:00+00:00,0.1
2024-06-04 22:10:00+00:00,0.35
2024-06-20 22:10:00+00:00,0.41
2024-06-28 22:10:00+00:00,-0.31
2024-07-06 22:10:00+00:00,0.49
2024-07-07 22:00:00+00:00,0.42
2024-07-23 22:00:00+00:00,0.36
2024-08-23 22:10:00+00:00,0.17
2024-08-31 22:10:00+00:00,0.33
2024-09-09 22:00:00+00:00,-0.03
2024-09-17 22:00:00+00:00,0.66
2024-10-03 22:00:00+00:00,0.57
2024-10-10 22:10:00+00:00,-0.1
