,dates,chi0518-0000,chi0518-0001,chi0518-0002,chi0518-0003,chi0518-0004,chi0518-0005,chi0518-0006,chi0518-0007,chi0518-0008,chi0518-0009,chi0518-0010,chi0518-0011,chi0518-0012,chi0518-0013,chi0518-0014,chi0518-0015,chi0518-0016,chi0518-0017,chi0518-0018,chi0518-0019,chi0518-0020,chi0518-0021,chi0518-0022,chi0518-0023,chi0518-0024,chi0518-0025,chi0518-0026,chi0518-0027,chi0518-0028,chi0518-0029,chi0518-0030,chi0518-0031,chi0518-0032,chi0518-0033,chi0518-0034,chi0518-0035,chi0518-0036,chi0518-0037,chi0518-0038,chi0518-0039,chi0518-0040,chi0518-0041,chi0518-0042,chi0518-0043,chi0518-0044,chi0518-0045,chi0518-0046,chi0518-0047,chi0518-0048,chi0518-0049,chi0518-0050,chi0518-0051,chi0518-0052,chi0518-0053,chi0518-0054,chi0518-0055,chi0518-0056,chi0518-0057,chi0518-0058,chi0518-0059,chi0518-0060,chi0518-0061,chi0518-0062,chi0518-0063,chi0518-0064,chi0518-0065,chi0518-0066,chi0518-0067,chi0518-0068,chi0518-0069
0,1985-01-25 14:06:27+00:00,177.2389379881146,170.73617464146295,,140.20834824154358,138.735474548028,140.5367699752595,140.24760514805612,145.10346473059326,149.15046031119434,161.13146146594858,173.09044983313098,186.67278681666986,181.92582649386281,176.9001000852387,175.53641720629787,182.49937733536095,175.43920676403064,181.28767955892016,184.45578800035815,198.41571639935847,212.7020323238436,230.31227484061623,224.10752899186963,205.99181472328067,213.6007568074232,206.28123162446198,204.78794935621428,195.40459969460636,202.76732266385488,223.91935150183207,207.0871216826008,212.511421166675,206.0882769321136,212.4125506990998,209.9980161439835,215.78117090196898,212.5894147311608,208.33671973397176,224.54381922200227,215.37849815553503,189.5827564244694,194.41932547902502,201.90055026026067,187.92899278542745,184.3162779545726,186.31737926482535,189.49708849339365,175.6718025824377,189.62951425635583,153.05318543146245,179.05036550337357,186.34449210724807,178.93248995377223,182.55264342485978,177.44748299277657,168.44855766154146,175.25849035828668,166.65789085800014,172.7075136417936,180.78222312837113,202.6774723809274,208.1402198105331,192.28621338151032,204.55214548515613,194.01729009971572,188.64912605478835,190.81302359665622,189.79368233452345,163.94593796169863,162.2025266414475
1,1986-01-12 14:03:30+00:00,192.9527483751242,180.11264718180627,169.07144345012802,155.11468320290635,154.859401876071,148.5835278716611,146.36030702095968,146.13269098050574,166.43771500248758,164.96257724709733,176.1854229288682,191.9158443393261,183.00648277834,180.31558836851298,190.92492765990255,194.08037050321275,195.00049275429453,199.52542120001587,197.93728189301663,208.84835833643967,216.69616631567635,216.29589037827847,222.22300644996776,211.15038298550476,224.02790188214794,221.52637207321277,225.05332070390222,226.84243589048404,223.56908291369854,233.31812820871932,229.0905588592224,235.63508369943733,231.4491865908657,223.45249735139177,228.57133157497418,227.1117437787765,227.6703393858408,226.59801789044275,231.23442506960276,221.94569722919195,214.93955608616986,206.2008046338325,198.71733402522372,186.33232560368427,206.4349323188098,201.24949096030565,199.1193679809192,186.89157741270571,192.66710910356005,187.53389942256004,194.16813801961635,206.3941342435785,193.03972748675267,182.09556366787717,173.57804624297495,163.27823676421724,177.55505648007204,179.4383461183619,191.98573178062537,200.70985073041086,217.79975320634912,227.18494062282156,234.43872155703025,232.58468494461098,221.83979906914976,212.82314563155165,207.0157513574975,207.80578117221634,185.3470056922393,179.0269063337898
2,1986-08-15 14:03:53+00:00,199.61604384691535,176.96512032057507,162.93579137224614,,,,,151.3093756040366,153.0219454086037,152.99903844126652,169.771759548355,198.53140885108172,201.9490877248661,193.9360442955096,202.24573280878138,198.67180676790036,204.89915000541674,209.669580627021,206.03315750493547,211.81292148572237,225.9018195941491,229.2624487188142,228.46080832214759,223.59290881104812,220.68222405167444,230.34105329995543,224.57061030277126,207.8144703097434,226.9348512686295,245.85651807933843,248.6363676508182,232.83275881581358,229.42272285197217,223.5956144079117,224.36261936272416,229.97595719555284,235.830257170796,229.36738099353158,230.41814236364957,230.94961615781085,227.31695945085946,224.43565313270648,215.22334265981607,212.11498563777968,216.88749648887045,198.6357748323119,195.32324227641635,194.80565235322797,202.49349627175746,192.24566656101177,214.98753150123764,218.6189781641279,211.7669618446356,202.7716048678688,191.39035810176642,188.65079729243917,187.66840098815672,187.88858476226372,195.29717823006897,219.50759871677792,227.29803410301844,249.16888740225693,232.8737134901389,231.56482767569565,227.34713171019882,219.09552267487015,214.73866669471914,201.1482109701885,,171.84983356355102
3,1986-08-31 14:03:16+00:00,191.70214566814337,164.04968995183958,,,,,,,,125.08179959874735,136.8145253820683,,162.92275124949143,159.74990949776975,168.20418022411704,174.10820701504474,172.405501756012,182.15994929760666,173.93767730783597,188.99638702402842,203.17296718222408,193.62688597933817,201.3011432184526,188.89985966710964,194.89535399480798,196.8764373325872,199.9297260044535,194.65612710584443,196.86432597304392,217.2021541590247,214.8677762183046,206.60775475446204,197.19507472416518,202.09650665917016,206.55929101505637,203.68420665176168,201.34227905691702,197.34824758475483,211.1591121258877,214.69017637134056,195.23328486035575,201.6603320900865,182.4067167987178,195.04089075595536,189.54824920468067,183.30782154334864,175.36513309522948,166.6298646614964,185.0924378271084,172.82622940800496,191.1403914027803,193.82594347127534,182.0874461697078,183.40277198520957,176.30674474800114,162.6273812655911,176.76833943166258,167.3465267720503,170.09761233241494,184.64575023150243,,212.04173116336978,192.99069642283405,192.86888592559248,,176.79531076962655,181.10518746562934,174.91627569195109,156.87215444883236,159.86126609709356
4,1986-09-25 13:56:18+00:00,180.5599430463818,164.7445375687333,139.9727592388436,147.58793045873585,,147.172374649662,147.02467068987542,144.7894829116296,134.97088654031273,140.35732808395403,153.9669665832206,183.33616914288345,178.77146727387736,173.28554686658094,182.63239469162576,185.9278600920455,180.19719599283803,191.67100391445436,185.38157518647134,203.01857661199446,220.9331638222233,213.2812979136022,213.85279036829064,197.8910692568936,208.74655254384666,219.42152297289485,207.39146386723388,200.5212196813456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-10-18 14:01:44+00:00,208.78376672697198,198.10658223957307,175.03921103921718,158.29693162745727,,,,,,,,,,,,,,,,,221.0598868185597,214.45395057996714,222.8169654306701,205.5554223583925,209.27709347583627,207.06106669401288,211.98508595737658,211.64804988132448,208.9486214248129,241.92399672843786,226.69584022629596,225.2648925487768,215.77282940341348,224.4962267949942,211.11316198737148,220.34403529703505,208.1245912202018,191.37054332721817,217.21075343805794,227.27175985985377,211.34902180594605,199.54343625804276,191.55101543047073,193.90850056579836,194.3990841658411,202.27798502102968,188.23903126696624,173.32227455058668,187.51696839519002,181.2105397200673,196.30176655828325,200.93172205875027,192.8203155119175,187.54671425452278,187.74655071216137,169.94667253695584,173.91820941853146,176.03041871495304,184.30840011952878,202.47124607831574,,229.78777227463047,214.76904314730876,218.68326998889447,203.42977505161141,206.32785652137707,202.9884389104302,183.57208374470324,165.87553037177761,164.9709919745684
6,1987-01-15 13:55:47+00:00,203.01127510733076,197.76158637058094,180.50117993596965,,166.95830512138784,177.13987324694486,174.44155056464191,179.36560586104937,187.95506936543313,191.60910014436854,199.28591427956098,207.84093307842923,200.0532116637005,199.7583422930151,202.07658664793644,204.73686198746833,199.8555048186879,196.58637391754624,197.82736591884978,208.34270501949575,231.38126038007235,231.69202579695127,230.0233570571885,216.38834795482472,220.28326291984789,222.2926089991802,222.30840728893344,215.657430557559,221.20588613165106,241.80028579183875,240.15336801001223,229.3181583563756,223.7862648649426,221.5157513182072,220.0176500510959,225.35637289181582,226.85291704107746,219.5792330073604,221.56142537350715,222.04499548095183,218.81335857117188,,214.33613855135496,200.81911831585734,207.51709141171466,212.0324150641713,196.77838455897455,185.36747163082995,193.13811867895097,185.89997606883756,199.46347106199542,198.76971836917954,198.24839910768452,197.30388003319234,195.84217092467682,178.61375057356057,183.01127205812418,183.9200947148757,198.40686426747936,207.16785410291618,216.53882263181072,230.26931649853896,230.92549686892465,234.9574060265391,,226.43009880347591,221.64955052610065,,187.7354651758759,179.00414689592702
7,1998-02-21 14:18:29+00:00,181.02574630410493,165.44277336899117,153.36618347999402,140.2517159960315,117.10794689558176,,,,173.6114807703004,186.12060970529043,201.2613225391095,205.34345913429294,200.6858018873291,197.42408326092664,194.77933006334968,200.9960290224009,200.48036273513617,200.57817292269752,204.88644168229916,212.186480498824,218.1648483062149,216.32861292768,201.37696708832053,189.49915416905318,179.00624465163855,177.6022558178394,176.9816551798095,189.26339566157125,196.07108307584085,205.3222121973964,200.0131333067843,196.34730577901283,196.0596058988131,198.62817827526678,202.24552055115134,198.87622034522403,213.30071723408312,224.95703033003616,236.19662453684944,229.6224320339275,213.93790858455856,214.12484609183625,210.6888485491167,200.54966169979406,197.0638691348556,201.5046783120764,192.3492401695344,186.07544774362984,200.11209351842155,192.766625998679,200.8535800589247,211.9752156824802,201.52630281494302,200.52318393878915,197.08169340712985,188.31445890838157,190.7046890048988,180.51231385723182,177.20924317948217,186.16099233693757,205.52453945169376,209.12230342974016,208.08090976258384,207.28809445643637,204.1547922928595,187.82051204430113,172.50594258012578,162.85566872836537,135.03414201965685,134.27832868589013
8,1998-08-25 14:14:40+00:00,,,,123.0721317252404,139.56994318131126,,,152.03325347083052,169.48654207090786,197.13993838899472,196.21696793047687,204.25331307034574,200.94387293140883,200.03862427599705,191.22731860783628,182.19687863354903,186.31577025193084,181.84108823732555,189.27823280969932,195.3000212683954,197.5427094284039,188.0352101698326,,170.24064078559337,174.21167765008641,176.47526816062998,176.0963485646062,171.9035462937416,186.88164253629208,202.94483405259948,209.6627209449049,206.48298076069406,201.92953651785612,208.65094024780984,200.84850178239407,204.62725558637362,201.084616514001,190.14222079822258,222.13272370237553,217.88358644196057,215.66677223386324,208.7979030468835,194.19722994019466,184.6044305439484,182.27252059199463,185.31310541491393,183.33725890497203,154.24691561077634,165.93291510630695,,158.31141299302428,180.13929234664897,164.907465662442,159.1972890808482,155.7487017801071,,140.87183396498682,143.95368289853488,154.58663531241655,,,167.9014103066959,164.52381890464684,175.17310552197193,154.56430094808334,159.84699500866182,140.0091785621797,133.54893571552327,115.11125045023282,126.09539498664981
9,1998-09-01 14:20:55+00:00,,,154.2727741845448,162.64178229900025,162.98423719177745,155.05599777007828,150.87626972845086,168.42074673260203,187.19883510861303,190.54498657362046,187.3960084179933,201.42663008028765,204.09329215825144,194.7069869124042,186.44772473654496,185.21166536359556,193.311663754229,193.0801066944347,189.39881417521266,198.20023290829866,203.48993073536258,206.28071643913756,201.09025008388502,191.23881742383494,194.36269429505649,189.6038006045364,185.2188150256132,191.76934777882641,196.53802932800153,215.74194225811033,218.90254904716394,215.02037428684528,210.8850617618131,200.36662254340843,210.98686752317772,218.15450481468818,218.03948212452144,,237.666478573579,232.58381630103395,228.014606843363,221.37534192701014,205.95131563891871,211.8379671902718,211.8869808927445,208.03929454032232,192.55236886340012,163.3360737478966,176.53445943441744,180.57225467301845,191.7933507867046,204.8815212384996,190.10720051680286,179.08359113134128,175.32597537865766,149.08182691918515,183.210403160184,172.09436219614142,185.05563648657198,208.9120840841002,169.31216699929877,183.71382617396816,189.65917108258745,201.46963700791426,182.4036738511489,185.86681553945496,162.85440955927234,157.33798716666684,136.0292525499973,144.32258926871614
