,dates,aus0041-0000,aus0041-0001,aus0041-0002,aus0041-0003,aus0041-0004,aus0041-0005,aus0041-0006,aus0041-0007,aus0041-0008,aus0041-0009,aus0041-0010,aus0041-0011,aus0041-0012,aus0041-0013,aus0041-0014,aus0041-0015,aus0041-0016,aus0041-0017,aus0041-0018,aus0041-0019,aus0041-0020,aus0041-0021,aus0041-0022,aus0041-0023,aus0041-0024,aus0041-0025,aus0041-0026,aus0041-0027,aus0041-0028,aus0041-0029,aus0041-0030,aus0041-0031,aus0041-0032,aus0041-0033,aus0041-0034,aus0041-0035,aus0041-0036,aus0041-0037,aus0041-0038,aus0041-0039,aus0041-0040,aus0041-0041
0,1987-05-22 23:06:32+00:00,,,,,,,,,,,,,133.0673563595692,142.09384385520903,146.79087758272067,143.49786406394415,146.14102892006335,140.61703436239054,140.4541716695669,139.79477535813925,147.4385558653869,155.14964289334034,170.7862147955472,191.0199266811536,196.87200812877686,199.10973331475847,202.93182107123891,204.12057582314867,201.6191885878025,198.4792028295156,197.82793469082728,204.26878782262804,207.61120096885395,203.6257282549808,199.0363228389589,193.4568317012879,190.51012963999318,198.55970019103341,209.75326145134855,223.92533864932324,233.6837293469766,225.425677478259
1,1987-09-11 23:08:53+00:00,157.57737679768866,159.94281882181212,169.6353789839219,169.97202598735075,153.93786150822683,155.54809148309513,146.79721747113535,148.22471028189074,140.8549876436248,138.0350412241935,130.49514107261015,137.32023794183098,141.82999229194627,140.1466545539052,144.69892802873497,140.82614280880057,148.88602153868524,143.11698183253495,141.91433739764176,146.30181817064388,158.31067261182787,170.25821802942642,178.67790200181676,194.80788437344924,205.14059403117767,201.58459820877664,203.8605563688723,208.82390275426988,212.69694588148676,216.16111709223117,211.57941355483646,212.7321294039752,206.75505310045486,208.74050248253408,198.28178453706244,198.6227625463508,201.82262854364186,215.8793678698973,221.02271072706768,238.10228428290355,239.79462081874564,242.84120240676657
2,1987-09-27 23:09:15+00:00,166.6244843549904,174.97052943278362,191.64397816068345,193.9803690023937,173.46690807287376,168.97470861129037,160.24199996776161,163.94154849940176,158.8549687802762,140.82877086982418,136.13776779416054,156.9010465218911,154.7119190405649,155.37663592019965,156.3809139308326,152.74716067526532,163.27147686204728,166.81454751673212,170.04974050383356,172.51344027755513,175.18183085315127,179.8772105838736,192.49021996895814,212.3936058140219,220.44904288450175,213.47267055458025,219.27617438764622,217.80706457720902,219.1091790550223,220.4274690790224,216.69333673398668,219.78342694997224,217.51805851619105,211.4779967625396,207.43645345887285,203.4999632345287,210.44057471785024,216.90960129696438,227.34223131083843,235.24818286648846,246.7272223995825,244.81011391134587
3,1987-12-16 23:10:41+00:00,174.0401944249242,181.87958670885436,191.33317489285855,198.25641182569905,185.7186945717049,177.00239842834446,173.50924343132868,172.4436220907537,166.2736258532977,159.6026598546075,153.40486571261494,158.1912104066115,169.08750602115842,171.20838764157872,169.5284956308392,167.7691583573244,168.11869578844406,168.10116600088014,169.02170410809748,180.30123605396417,181.80608885442948,183.60675332320005,192.19846895132585,206.75998804721544,219.0762785190079,217.53833637469043,212.78837217995408,215.68718459682944,220.61038951716495,214.16628664848278,215.03640820424377,216.2385747861775,218.17134369049828,215.51419626138176,208.39236113356162,208.15877304738325,209.3575096072501,222.63303452630547,230.01420594698544,236.23083028624512,233.65834361293471,232.5800581150949
4,1988-01-01 23:10:57+00:00,152.9141413683449,156.03731825772232,165.9824813418038,171.977652425913,153.8875141487552,150.9879461065475,146.9506919753169,143.27216043490148,142.133639597593,136.77357095505636,128.54666766531733,130.79515622445203,133.04448069603967,143.47731739131893,145.87594890986702,146.00486609495002,138.63820607156055,146.42182069274037,141.40723372469364,152.54122389895798,152.1955402204744,157.91501040008143,165.9039097930199,182.3442342796448,200.737815108346,192.49193435516014,193.57457535820382,193.54842796152948,194.4200800251354,198.3337217281421,198.20982107564427,198.0176216605614,196.2549488660443,190.77972653588694,187.92563519206328,188.44442501971363,190.13199669237576,214.9358639088415,220.96505283514222,224.34595673811248,227.5094564665321,222.76611575106494
5,1988-01-17 23:11:14+00:00,119.62905547524252,128.96377551895358,138.43617428612856,142.6773692974656,129.40772617771842,125.24575311273944,128.36617498550774,125.29164539960405,120.04942018604268,112.28686142768862,108.33311340943368,108.51551506829965,114.08605226326662,117.18406364207493,119.39592931875649,123.28595027312551,122.6953646787656,119.23360241522352,124.51896159111416,132.4016077113796,140.3697358458167,140.1045373721852,151.0158416025245,173.75749885336828,182.23260171431474,179.9345685842355,185.48311007045987,189.33050588080658,188.55238145030967,190.01270204920476,195.66872669536264,190.860507084416,187.6717188792551,187.83657307946282,182.88066835304562,182.66407611628318,188.34142010788008,206.12898178861812,208.0473624867002,215.079540635799,217.93192007926282,216.3012609269573
6,1988-02-18 23:11:47+00:00,114.97078848334364,122.82836544062353,130.16955497357026,135.28268025122748,117.17056395760174,114.72076627691602,116.10182625032516,117.77502845065423,115.34841003630582,104.38032570075593,96.54153682286207,95.20122057526453,103.74158099142626,112.5893280824956,113.10457342116236,110.54026815280078,117.54955330022992,111.83482243633554,111.88093130853449,121.45122550688465,128.1296685809018,133.06694174961703,140.8633308517185,157.87653706499262,176.74750336367768,175.13328683926278,177.88334779546756,175.6887941187166,181.75175244914738,182.18076951859075,185.88529647933618,189.3603173965144,188.83606486892154,185.7548708093263,178.81066267800577,178.99851265938548,179.56449262556998,185.48557559623643,187.70551268185068,185.835029955159,204.88204878344806,203.966317832361
7,1988-03-05 23:11:57+00:00,116.75761656775454,122.17470652599918,131.71921600045243,136.9838246056239,111.7107406294796,110.22163514920686,119.7271371205617,122.06570962802785,114.44615063887277,107.43461268959192,99.08328399679675,100.34738441434311,100.59878307920951,108.55597484444148,114.32282810866916,106.00262282403041,107.45640779334902,103.79960259608313,110.40576354619796,114.48844577095475,120.97024362219132,129.28969109217843,140.91143216104928,163.16584981867376,170.2789754438768,170.97610987220185,174.53554258114224,167.6282627674039,166.68269959859475,166.49904283327118,169.76283076456997,186.1553344644268,184.68170393041174,181.82421270738166,176.4746815763374,167.34502236038298,170.46204498788435,175.34085888390482,193.58769493349203,192.79693949211634,211.50901959427188,206.93364416022177
8,1988-04-06 23:12:12+00:00,105.47614260551836,118.04242873362165,124.36395326413918,140.5979694713903,120.70037643474117,123.08452707135908,129.00979863114947,128.84189980271134,118.1179856730804,113.73782669996278,106.63784012144924,107.23369108314262,112.85331172816191,119.03092645593154,118.6452896700986,127.67654061562664,121.42068642584218,123.36713104381678,127.94720077375456,136.84649639298104,143.17350875832477,142.6796942689178,151.73140082592352,176.13837040561666,183.7257815351401,186.26416189402403,191.1715938279377,188.98472201801994,184.80029548245875,187.7916168535003,188.043036734898,188.35302074169272,185.0830790128282,182.07817518908382,179.060139760737,170.08493616971106,173.0894316040288,184.19447881495606,196.82053358993812,207.94808603859366,216.18908430368964,211.8313017637309
9,1988-04-22 23:12:17+00:00,125.14706757561653,137.81358442617957,140.61359290217803,140.93426692014617,131.06244060633645,132.65867852628685,131.64315646957095,131.182864998181,124.9083232775623,127.92790529775638,117.58672270279823,119.14552357297707,121.38894691734137,127.15096320002074,137.69178722219306,134.15792541766876,133.455147927308,135.32886249073792,140.86449090127024,153.58270242184616,149.0737423810271,159.64353048136462,172.66632721175995,181.90035434274293,194.8072481386464,194.07318675190308,194.53659966831148,191.08465576492233,189.86831100217705,189.96637491583311,192.50923337736452,201.1083155706069,197.1884235332237,191.44453916768413,182.3969361370984,180.07681624317271,182.63894668259346,191.41301883002876,209.42024839159188,219.8278474434708,230.82884643647878,221.79547980691612
