dates,satname,nzd0542-0000,nzd0542-0001,nzd0542-0002,nzd0542-0003,nzd0542-0004,nzd0542-0005,nzd0542-0006,nzd0542-0007
1999-10-13 22:07:36+00:00,L7,282.68,266.52,279.11,279.87,279.80,285.15,286.92,299.33
1999-12-07 22:13:41+00:00,L7,336.38,327.43,312.36,306.05,312.81,327.62,344.14,357.80
1999-12-16 22:07:33+00:00,L7,269.10,262.82,254.71,253.87,255.54,261.68,269.76,289.13
2000-02-18 22:07:16+00:00,L7,348.24,340.16,327.76,318.00,324.52,324.07,328.61,339.13
2000-05-08 22:06:44+00:00,L7,305.49,297.53,297.53,288.08,281.07,283.51,281.05,296.47
2000-05-15 22:12:54+00:00,L7,293.81,285.92,270.35,260.66,265.00,261.29,262.45,287.97
2000-05-31 22:12:42+00:00,L7,274.76,264.96,260.75,252.11,252.79,258.90,263.90,284.88
2000-07-11 22:06:05+00:00,L7,262.95,250.11,253.12,255.45,253.02,,,
2000-08-12 22:05:41+00:00,L7,246.43,244.75,246.69,250.08,255.28,257.59,265.92,286.25
2000-08-19 22:11:49+00:00,L7,260.30,262.62,281.90,282.35,280.13,,284.64,295.44
2000-09-20 22:11:14+00:00,L7,259.86,248.17,248.51,247.85,251.14,256.06,259.67,284.17
2000-10-31 22:04:58+00:00,L7,307.19,297.43,285.69,270.05,280.01,,,
2001-01-10 22:11:15+00:00,L7,334.05,340.70,,,,,346.48,370.45
2001-02-20 22:05:00+00:00,L7,328.03,309.26,312.21,309.19,307.80,307.66,312.89,322.28
2001-04-16 22:10:54+00:00,L7,284.80,268.32,266.32,263.24,262.86,260.45,268.46,290.49
2001-05-11 22:04:33+00:00,L7,,234.88,,,273.33,252.41,247.73,289.58
2001-05-27 22:04:24+00:00,L7,,,279.05,277.91,276.71,,,
2001-06-19 22:10:17+00:00,L7,232.62,280.93,285.75,274.72,278.79,269.48,275.80,290.25
2001-07-05 22:10:09+00:00,L7,336.10,336.07,323.95,311.04,300.65,298.53,301.34,319.34
2001-07-14 22:03:57+00:00,L7,242.18,239.89,241.61,243.29,250.08,252.22,240.63,261.34
2001-08-15 22:03:26+00:00,L7,252.52,244.30,246.46,248.72,252.11,258.74,269.98,274.39
2002-01-29 22:09:33+00:00,L7,303.71,295.77,,273.93,280.04,,,
2002-03-11 22:03:31+00:00,L7,303.45,295.09,293.54,296.00,292.58,299.32,316.64,324.11
2002-04-12 22:03:25+00:00,L7,311.01,304.42,301.05,295.33,302.47,322.65,340.68,330.81
2002-05-05 22:09:37+00:00,L7,222.71,213.22,219.25,229.00,233.29,230.76,231.28,245.68
2002-05-14 22:03:19+00:00,L7,294.92,295.75,307.64,306.93,312.44,313.01,301.21,329.68
2002-06-15 22:03:07+00:00,L7,246.45,263.51,257.69,274.96,276.66,276.05,280.71,289.50
2002-07-01 22:03:02+00:00,L7,,,,,,,,
2002-07-08 22:09:12+00:00,L7,268.56,269.94,270.07,279.99,282.58,283.02,286.02,293.94
2002-08-09 22:08:57+00:00,L7,336.22,317.73,313.98,311.25,319.69,324.30,338.20,
2002-09-10 22:08:43+00:00,L7,312.68,313.27,316.07,299.61,302.59,302.12,308.23,311.23
2002-11-13 22:08:42+00:00,L7,265.79,262.99,259.12,254.30,254.78,257.66,259.85,274.98
2002-11-22 22:02:45+00:00,L7,336.55,320.45,305.18,315.19,325.48,312.34,327.72,336.78
2003-02-10 22:03:16+00:00,L7,305.09,294.64,281.37,277.39,279.60,279.89,282.63,296.61
2003-03-21 22:09:27+00:00,L7,360.06,355.41,336.07,322.79,329.62,331.00,346.18,363.81
2003-05-01 22:03:22+00:00,L7,331.80,329.42,318.22,308.09,305.75,308.11,315.98,320.99
2003-08-05 22:02:59+00:00,L7,258.56,240.91,243.06,244.60,245.91,243.54,240.77,261.82
2003-08-13 21:51:32+00:00,L5,344.17,332.89,324.13,295.81,299.42,295.43,,
2003-10-07 21:58:35+00:00,L5,303.31,292.10,294.21,287.83,283.72,284.12,291.73,311.11
2003-10-15 22:08:58+00:00,L7,,296.03,300.61,291.35,288.09,294.24,304.71,312.56
2003-10-24 22:02:58+00:00,L7,,,,,313.12,310.46,330.23,317.95
2003-11-16 22:09:23+00:00,L7,,,249.20,254.46,258.31,253.18,266.44,290.21
2003-11-24 21:59:15+00:00,L5,362.91,336.83,316.94,301.27,302.43,299.37,306.12,331.69
2003-12-26 21:59:30+00:00,L5,329.38,325.07,319.66,312.27,305.89,304.92,317.63,342.87
2004-03-16 22:03:52+00:00,L7,294.72,291.78,285.12,276.56,262.08,262.63,,
2004-03-23 22:10:04+00:00,L7,313.67,313.74,319.30,309.96,307.33,309.90,323.49,336.59
2004-03-31 21:59:59+00:00,L5,272.40,259.40,259.24,259.01,257.41,270.48,274.34,288.44
2004-04-08 22:10:00+00:00,L7,,,,,,,,
2004-04-24 22:09:55+00:00,L7,,,313.20,306.19,305.73,306.63,309.01,314.82
2004-04-25 21:54:35+00:00,L5,318.11,299.05,295.26,283.47,280.72,285.26,289.70,298.06
2004-05-02 22:00:57+00:00,L5,300.81,273.83,273.93,267.12,269.32,269.09,277.41,292.41
2004-05-03 22:03:47+00:00,L7,315.14,317.99,,,,,,
2004-05-18 22:01:26+00:00,L5,349.18,349.95,343.07,311.11,311.39,300.62,308.16,336.89
2004-05-26 22:09:57+00:00,L7,317.16,300.64,297.66,288.33,281.89,285.50,286.08,304.85
2004-06-04 22:03:43+00:00,L7,,,,,,,272.19,290.24
2004-06-12 21:55:59+00:00,L5,,289.64,279.59,280.15,274.74,282.31,286.40,299.97
2004-06-27 22:09:48+00:00,L7,,232.83,238.03,242.31,245.29,239.08,240.23,259.24
2004-07-06 22:03:36+00:00,L7,323.66,295.78,309.21,291.79,295.46,,,
2004-07-22 22:03:32+00:00,L7,,298.10,,,,,,
2004-07-29 22:09:38+00:00,L7,303.35,284.44,284.83,272.43,271.35,,,
2004-07-30 21:57:15+00:00,L5,332.87,335.06,327.47,308.15,301.69,305.32,306.07,312.81
2004-08-15 21:57:37+00:00,L5,,,,,,,,
2004-08-22 22:04:00+00:00,L5,,,243.91,250.14,249.81,259.04,263.07,287.12
2004-09-08 22:03:17+00:00,L7,292.71,271.60,270.10,268.55,,,,
2004-09-23 22:04:50+00:00,L5,,,,,203.87,,256.86,274.31
2004-09-24 22:03:12+00:00,L7,,,,,,258.54,261.96,275.00
2004-11-19 21:59:42+00:00,L5,,,,,,,,
2005-01-13 22:06:52+00:00,L5,361.12,334.59,311.48,291.15,300.25,304.51,316.12,332.06
2005-02-14 22:07:21+00:00,L5,332.22,318.18,305.25,288.50,270.80,271.60,283.64,297.61
2005-03-03 22:04:17+00:00,L7,305.31,299.50,285.10,274.10,,,,
2005-03-10 22:10:29+00:00,L7,382.71,372.00,358.00,337.79,339.08,,,
2005-03-18 22:07:46+00:00,L5,288.44,281.32,262.12,263.12,263.27,274.77,314.18,308.56
2005-04-11 22:10:22+00:00,L7,,,316.83,302.99,304.17,305.07,316.80,319.82
2005-04-20 22:04:08+00:00,L7,,,,271.52,260.72,266.69,271.74,289.36
2005-04-27 22:10:21+00:00,L7,340.86,,,,,301.59,306.51,316.57
2005-05-13 22:10:24+00:00,L7,,,262.10,264.25,256.63,,,
2005-05-14 22:01:54+00:00,L5,282.08,274.20,273.60,269.92,271.03,268.01,275.93,286.01
2005-06-14 22:10:13+00:00,L7,311.46,,285.78,281.67,287.53,286.09,292.30,302.90
2005-06-15 22:02:10+00:00,L5,256.12,244.13,252.04,251.62,255.77,258.97,262.69,280.83
2005-06-22 22:08:22+00:00,L5,,,302.14,288.44,291.18,284.07,289.95,303.55
2005-07-08 22:08:27+00:00,L5,313.37,266.94,326.06,330.37,300.75,320.47,324.67,343.72
2005-07-09 22:04:02+00:00,L7,338.43,326.48,302.59,302.53,,,,
2005-07-16 22:10:12+00:00,L7,,,,,251.39,254.08,257.00,273.64
2005-07-25 22:04:01+00:00,L7,325.01,293.62,300.62,286.37,286.01,281.60,,
2005-08-09 22:08:46+00:00,L5,326.08,321.14,308.79,298.14,295.62,291.58,298.00,303.15
2005-08-25 22:08:52+00:00,L5,259.02,237.52,244.33,247.32,250.11,250.97,253.55,269.08
2005-08-26 22:03:51+00:00,L7,273.48,245.36,246.62,,,,,
2005-09-10 22:08:55+00:00,L5,314.10,288.92,284.60,281.05,279.40,268.46,274.22,290.45
2005-09-11 22:04:05+00:00,L7,,,,,,,,
2006-01-01 22:04:45+00:00,L7,,,,,337.06,332.28,,
2006-01-08 22:10:37+00:00,L7,278.01,259.93,257.10,257.36,253.44,258.51,,
2006-02-09 22:10:49+00:00,L7,317.03,314.35,302.20,291.67,285.31,284.02,,
