,dates,nzd0007-0000,nzd0007-0001,nzd0007-0002,nzd0007-0003,nzd0007-0004,nzd0007-0005,nzd0007-0006,nzd0007-0007,nzd0007-0008,nzd0007-0009,nzd0007-0010,nzd0007-0011,nzd0007-0012,nzd0007-0013,nzd0007-0014,nzd0007-0015,nzd0007-0016,nzd0007-0017,nzd0007-0018,nzd0007-0019,nzd0007-0020,nzd0007-0021,nzd0007-0022,nzd0007-0023,nzd0007-0024,nzd0007-0025,nzd0007-0026,nzd0007-0027,nzd0007-0028,nzd0007-0029,nzd0007-0030,nzd0007-0031,nzd0007-0032,nzd0007-0033,nzd0007-0034,nzd0007-0035
0,1999-08-17 22:10:26+00:00,102.57927169318725,82.40540219579559,84.61676794585742,,,,,155.5046391850007,,182.19401247742715,,201.65538651596975,220.48009925000153,164.26629815355795,,161.2105793226588,,172.91660317593048,,,,128.36299198270333,106.60054492537517,100.8440232958662,118.68547507941523,114.74241497242565,94.19270928661656,121.04878124881148,119.23582411531422,127.21244890169429,128.25976946462248,129.2193867755078,,156.21032396818055,184.89803509286386,189.09934635852935
1,1999-12-07 22:10:30+00:00,117.97862724815784,104.87754132401004,,,,,,178.24008739647653,,208.68060754133907,,199.669721311671,,190.0443204197809,179.82391445257187,182.96563895054547,184.09716669045184,196.55421042343505,187.13764510381108,,161.11418784642817,,133.0103949571834,136.51265313217556,133.52709032444994,,134.35757544662178,136.76980685300734,,142.8370161646815,140.21168138301135,156.8270206415149,,182.96432629649092,211.9168002219539,
2,2000-02-09 22:10:19+00:00,,,126.27651233189657,141.71788786859818,165.71870155879148,189.38904435041061,,198.90547904452146,,225.1191930596932,,209.02222731097845,209.94903457367263,208.76446984986546,214.57713778984873,209.2843870997286,208.20075667255966,208.49839046441085,191.1860595211519,,186.78236211072556,,164.75728800265773,166.95329913254915,161.48058240571493,169.69944965502674,,158.7136793742184,,163.25472716775315,169.54114915924387,185.75675666691234,196.3440398180062,201.93772721775034,232.0248232866749,225.87887556978782
3,2000-03-28 22:10:07+00:00,121.67898584605896,107.10183851774207,114.74761664251791,103.92691645493102,152.1810121533545,179.1379669814708,,183.98451549402552,,195.83711137620756,,203.83455323364907,207.83986446745664,,,,207.66865361726815,,211.7673627056348,164.19576452557365,160.35245821362426,118.06794924615123,133.32953544876855,147.3028192194505,144.00075212060912,148.34625512423037,,122.1765520210875,127.56896697358654,131.30245942407177,137.3470714762497,149.48063383763542,,177.18198544632332,191.06320227517543,203.06985681351287
4,2000-04-29 22:09:53+00:00,,,134.84850449903718,102.59778111565214,184.93632210773913,191.55540075041162,,198.02048942306763,205.3411576899312,222.80863258857227,,,219.27005513223855,,200.5687395471546,,215.50563843995076,200.5662738502708,204.37440442462878,198.06394306264403,178.60043387522347,,,155.2958116520126,146.45304689171778,143.1636295683114,155.42468137183567,128.52113160927766,133.58938005506155,135.50736062194989,150.49409635500007,182.04006726650255,,196.78283627672934,211.5001107291809,207.6839351808577
5,2000-05-15 22:09:42+00:00,120.43053918895825,,,,,,,,,,,192.9805003766419,192.53515618592078,195.79535073414104,183.58004244482285,180.44928482496604,190.09834320924463,,175.8553305975671,,155.8541201805391,,138.393484836891,,136.87152791624084,130.268255777928,127.29904450466671,113.28120134283519,124.94890545964043,120.87058883661629,129.313706851405,154.59972357443274,171.1210842794106,170.81888274491217,173.3544217354877,179.83869131767798
6,2000-06-16 22:09:26+00:00,130.78673150406894,118.38632715456613,120.11584813427062,,163.65505420813486,179.89880355493452,,184.13225710014882,,208.38138884318064,,204.572556954714,201.2895835887448,200.03300293505225,192.99274481176084,195.12101613344615,201.69070436299342,,189.05416530359855,,170.80728644257357,,154.85551275743518,,149.02561487080743,143.8887684233921,143.62954951014981,121.69921276203462,137.13234103283492,132.9656430711614,142.89320286799287,163.54574551263784,,183.21398358444424,197.0048865103003,196.54091497905648
7,2000-08-03 22:08:44+00:00,,,,,116.15382782482601,136.66383493872064,,,,182.45749704217644,,,,172.8702369938651,169.90678104073797,173.62047818176617,175.4779654743924,173.28253617064937,,133.5211039298226,,107.50941268971764,,,,,,88.68834203584112,93.41978331558732,97.6252556931116,98.97229647649681,125.31425806787263,,172.454074975858,175.01469670995067,163.42913105419262
8,2000-09-20 22:08:03+00:00,125.81054128329824,83.8950927697732,,116.35618690860963,139.59040275152137,163.1178632355007,,193.06999527687952,,206.1191056357433,,187.8057084433658,199.49227160929374,171.3681737451782,183.24286382113914,188.8013148003189,198.40563218108676,,182.98377626107052,,171.534275826711,,136.798929590541,,134.87084329048494,143.01656617175257,110.52000439243018,,97.68858952395396,99.83751184484885,116.11644248586812,142.89709916371103,182.70987752658394,,,164.54004056540637
9,2001-01-26 22:08:07+00:00,110.52899013902724,89.0260578069374,99.69598043849099,115.00054316119565,138.83592531672628,176.17166598628629,,192.74554267450873,,217.3147889659342,,,,,,,,,,,,137.5062061510051,123.27591622393473,,121.34839251092207,104.2905900367415,97.14097666891735,104.30208710220194,118.86822820014498,121.39031940131935,122.94022182203753,136.33994071399155,161.5447091178351,172.20037331641973,200.00723340346033,191.86123701704338
10,2001-05-18 22:07:26+00:00,,,,,,,,,,174.3720941167903,,218.26396938355796,197.9724769587779,185.04452343841345,159.3385334388506,166.21438480826416,171.1000222386199,131.21096363381218,137.2344208030646,133.46048799689558,130.33890271309085,,,,,,,107.91394233233433,99.01717365554859,134.2880715842412,,,141.15354679197273,145.73606246212307,154.87131437970774,160.65747865938096
11,2001-06-03 22:07:16+00:00,82.81801198444023,85.88961745537148,124.9216315690552,,,172.47430802151027,163.9876476482897,154.25025762694546,175.90914405099358,195.94982611734378,,185.46553409094435,186.78501180011932,186.42169682076747,173.44550923667356,183.38430714555747,168.843078634057,144.7582433014683,136.8602705939052,,142.94606892292236,,,,108.67234915907457,,104.42424883303478,106.14982622239258,123.29899899177288,120.63490387757061,116.55444599977336,122.22600307727603,153.35381860731385,155.75496345240146,160.35738643923537,162.4944369793402
12,2001-06-19 22:07:05+00:00,103.33344318882658,94.25945556410976,121.14476059870391,,,158.79149761765694,163.7898326681336,165.0348497986677,,196.75008685381263,,180.3753928807094,,176.70779908075073,170.74564027502865,182.68866691493275,171.3450757225369,140.7441738059122,134.6130625807925,136.46838246119438,129.84680013605802,,123.89047007869475,100.78139716550454,107.02848346938879,92.95702912380311,88.38988174428063,108.05171909112556,,104.70179484074788,99.4136704703518,125.09084818949493,139.576652255457,139.10223537099642,157.8113793852264,164.3510456142651
13,2001-12-28 22:06:14+00:00,112.03313934504364,119.59282447563528,131.22556766444993,,159.851794714603,163.50247585527907,,205.83699326841258,,226.78020497588943,,195.54357474663706,192.10667651877966,201.10789297074487,193.50078425437786,182.74992258060436,179.8317858794682,,166.25925478260638,138.37414779704858,140.51967500023093,143.44875966283828,129.35886369243244,114.76567565019748,114.01513826266671,130.31692167440437,,119.25282338386127,109.80562925674586,114.09272188130281,128.8021397149513,145.52699160586036,134.7512883438531,151.4739272776199,170.97358779891312,175.8370558333798
14,2002-01-29 22:06:21+00:00,,,97.69456158477992,91.5052290457083,,,,171.2571637930966,,181.82587175385385,,169.2985616932839,,170.15636430947814,,161.94055888982697,161.35318812848308,157.1589158079395,,127.42388233751755,121.01587816700405,110.25755468415683,,75.57373981019882,87.3788725124499,,105.48975139119338,88.63707486667852,90.01850388137863,96.2773396303867,101.63063443174555,118.40955476870495,120.67994826289129,133.12652532273955,169.1247461399052,167.22396954605375
15,2002-02-14 22:06:29+00:00,108.5598290392611,130.74771753347036,126.87539476139207,126.90739993324895,,,,190.0342305751409,198.06359003420633,215.78729768125226,,195.1082792483241,,186.61043022697996,,,174.37027060605016,177.14573199057887,155.56288786354938,142.21015221582053,137.45731444116745,130.5560287837289,115.87168632928092,111.67671298119976,112.95689676303256,,127.52029194167173,109.98554948257765,111.4719707419786,110.84946642248136,121.98305023780853,132.2213429945362,132.24535068732948,142.69406218752692,170.63691237641797,172.18039535045352
16,2002-04-03 22:06:21+00:00,,131.57822866140333,139.89364854845974,154.53278698594954,,174.1162500407363,,198.285092240776,,215.3245600136196,212.91300607165178,197.2249204094803,202.51208997826956,198.36767830304348,195.6706821778021,190.21697731666058,184.28480551854184,,171.60443827518463,,143.66773602910655,132.424740048776,126.94443428124343,111.54029911777316,124.17186888508529,,115.9576507275352,114.7969092296017,131.03439954329244,122.86978660597927,119.37063762099842,128.83097500989365,146.38990238909665,151.83553050077057,172.89823265582393,164.8472660777643
17,2002-06-22 22:06:03+00:00,,118.60788742892767,121.01507524696042,144.956474478882,,,,214.854891981795,,192.27901010227546,207.68114407677118,208.6649665127934,195.59965187853697,192.75213772673692,197.77641605273155,178.42578080360684,169.38618125179903,,158.65460607166554,163.8901857736057,154.96847463623163,,146.34781711192105,143.7765469592724,105.99001323174964,136.773492029777,107.12030310856974,107.3541778755266,,117.67853129230932,123.93944360176857,106.49749329181797,134.34005659456574,139.10612073833562,152.61673188809553,147.26521337005505
18,2002-07-24 22:05:50+00:00,116.19283410090404,129.9047659510025,122.7325183452278,139.5048012952095,155.47438186409323,,175.8638334341945,195.95832996862265,,200.4304716820632,194.0978906347387,192.61862138739798,,193.06500217040337,184.51093423500967,179.91984357799467,170.96473699544822,170.51986869943588,157.48461417036864,151.05679237573779,144.71729248280494,137.6555494394954,123.71739722416802,137.75344687380937,119.0160116287254,124.28924921316597,115.89595456586058,,109.07547162082521,104.30874809323367,109.07756060972908,118.25748397756136,134.60107773660607,140.3063213671097,161.4357089551936,158.8382290862343
