,dates,chi0085-0000,chi0085-0001,chi0085-0002,chi0085-0003,chi0085-0004,chi0085-0005,chi0085-0006,chi0085-0007,chi0085-0008,chi0085-0009,chi0085-0010
0,1985-03-05 14:07:05+00:00,200.36794098143656,178.2103801552882,187.21829041330852,214.03420217616835,204.86501263528925,211.32284273935778,200.54572649871236,220.2690850823879,179.9265186441356,179.15352670753737,162.18713195224706
1,1985-03-28 14:13:13+00:00,191.56096927090323,165.8268040799963,173.10062852184836,204.8029980945735,187.24814753057308,192.62759719882908,202.7250007516041,215.89302502539863,175.19451771020618,172.23481994428982,160.01155631912326
2,1986-02-04 14:03:35+00:00,203.78276808677674,182.87763658669653,179.75733896405134,210.85311177388544,198.12373227290942,208.79634692913007,210.22040862601452,227.65817395154264,191.18475819932405,185.24898978843373,190.70095636295872
3,1986-04-09 14:02:13+00:00,,170.8504573917017,183.29200142836868,211.22512904253122,197.08024791461125,202.27595511224789,197.33889988696723,203.26737037031202,166.2955418022406,180.3658780818806,157.17650330716756
4,1986-10-18 13:56:08+00:00,182.5313311165827,167.92447165959396,175.12048286181843,191.64638933672842,185.4697946234659,192.0076292039684,192.86916446786265,205.97253207594406,179.03653938787537,181.98499283495318,172.90579904237217
5,1986-11-10 14:01:28+00:00,204.4698321762944,179.4642366476676,186.12890014659246,204.00367079416313,189.13070856535893,195.50468869127005,192.96263485350482,206.32915040884217,178.26202775227844,176.63440555049024,179.91815815582282
6,1986-12-21 13:55:38+00:00,204.2799104444831,183.86463710638753,189.14621993680822,211.25440332981745,200.1957946441556,195.50828159464317,201.9127600199028,216.01270741064903,182.33988274914333,184.73801066407324,189.72129936422252
7,1987-01-22 13:56:34+00:00,208.76600834058237,174.58486497417258,171.20917854623943,197.47843491569984,173.3326211673654,175.72485988463364,179.0809218022109,197.2224856032653,176.7477835023472,164.5834277101726,156.8210376739819
8,1987-02-07 13:57:09+00:00,189.62227680800635,173.1576368256837,184.99491071224892,203.85835271164626,197.16436388926684,190.90743674943667,196.91811220431893,213.01181093592027,181.15160808883655,175.48186866825026,180.39053013791806
9,1987-03-02 14:04:14+00:00,173.5061328598005,165.03210387327516,164.05126795602672,202.72918287847364,179.008502966793,185.05441052188064,194.37437493605847,204.85175467733893,171.90049765511213,173.3579386962644,164.1698762366903
10,1987-03-18 14:04:49+00:00,,,173.4611210050013,208.01223404620782,190.6349861550135,205.2095543172124,202.39309252269067,212.52233386788808,177.27411953109015,179.2019969116753,159.27139295306853
11,1987-11-29 14:11:09+00:00,204.64268857706023,178.8555899850372,174.69407768896713,199.1430443117987,196.40250416283823,201.60412497255913,198.82287742783492,206.33005077866585,179.7370651847997,181.37579940483732,178.22828431756187
12,1987-12-08 14:05:05+00:00,201.80788947942807,187.76319201730314,188.459115019556,209.59660492234542,199.15603779753994,205.35016786295813,199.68492596916178,210.50347750175715,187.45556080627088,186.96972247991073,183.4236869105145
13,1987-12-31 14:11:39+00:00,206.29442292660934,187.39148069557547,190.42513066705894,208.7508219914755,206.97638438988514,202.70553080565696,199.9689030566626,212.35640220091102,187.53015436165435,181.42133874637037,181.15868605368638
14,1988-01-09 14:05:37+00:00,206.08380542590177,182.80991720594128,196.1793285139525,214.83005757413207,204.6363362581898,208.89293086173336,205.1749676195179,217.2401792107713,190.7887672639106,186.56340095248453,186.51193481106645
15,1988-02-01 14:12:14+00:00,192.244674345204,174.17960525330162,174.9655350919989,202.46594885048026,196.51539083319318,201.89473264113508,197.43704904848528,206.03650965996255,176.06369236840135,180.68500488542028,181.05024391492458
