,dates,chi0519-0000,chi0519-0001,chi0519-0002,chi0519-0003,chi0519-0004,chi0519-0005,chi0519-0006,chi0519-0007,chi0519-0008,chi0519-0009,chi0519-0010,chi0519-0011,chi0519-0012,chi0519-0013,chi0519-0014,chi0519-0015,chi0519-0016,chi0519-0017,chi0519-0018,chi0519-0019,chi0519-0020
0,1985-01-25 14:06:51+00:00,182.0078529751096,173.53671181770838,196.67653099208556,195.98581156879538,175.1685909754677,167.66414056147295,179.02379255478317,185.46274305154387,186.8386577641103,191.16730454214007,179.8898589688692,183.436026580566,197.92383270847336,204.31848878052114,208.63176975323475,203.27691152206296,205.72491313900082,206.70990022558587,198.54981400379924,190.70525240343997,
1,1986-08-15 14:03:53+00:00,208.5379165961067,201.71681889666144,219.40097096124055,210.09538885045595,187.84665105788815,194.32745594957888,206.2170867575197,219.4914251121851,199.22071457558178,211.30074064954255,214.50706260801144,202.01617978480422,206.8997392023834,214.09960605731314,211.74615226009018,210.64667579444398,192.39524953406766,194.94418233529134,205.06062401449117,180.88662637577366,
2,1986-09-25 13:56:18+00:00,214.56176941673368,221.60995157800926,230.99640666808654,229.88518261405565,216.90147632238728,216.4567108483841,221.96761111789746,226.82338242083114,220.29879659534208,222.32887869079045,224.49232615253572,220.56455534263313,219.72141314839874,224.51928118483403,225.99215305228788,229.6666338247504,206.9888275100378,204.15802673778313,209.5843893802703,208.48167126145663,208.98300395761134
3,1986-10-18 14:01:44+00:00,209.6493498629255,203.34632682993595,223.03910845439228,222.83055287468892,208.67050439308414,202.97845568335464,207.5146012158736,226.40488945850717,217.36931602959015,207.69713768883838,208.78612518316368,207.02885156268982,208.1832613664142,210.46549398137572,217.83673639681132,212.21743017321702,198.960795998135,195.15178024854137,199.689196508729,205.6749487536005,190.74283830312467
4,1987-01-15 13:55:47+00:00,218.67234134078126,193.75672651595235,220.72841868108054,220.22811418521417,191.2130803366653,196.49996904286624,200.4969143093346,196.9762886979269,201.58484877206513,204.51007513661798,206.3647752821723,203.95887940825344,211.23996485458017,237.12720312238307,222.2602782451267,219.69355946622784,213.59840837139637,212.48997796400218,215.9238752452555,194.53762607920015,182.9692183922181
5,1998-02-21 14:18:29+00:00,195.89797559035608,198.3622337123797,216.35221014106725,214.48220098744417,187.99285491125357,177.6818472068018,183.78589437190496,203.34384091246724,182.44695460144368,174.38756045888013,203.16270311310754,221.19899296251702,200.95208149388364,210.7737803298527,223.81824336449452,224.93922193614995,226.13183915606376,216.4994646325263,216.7007933330551,215.22678534166494,216.84634728131604
6,1998-09-01 14:20:55+00:00,206.49114395312816,181.24502355009918,191.74177747482472,191.6312600234112,169.6571733838858,165.15601357265356,176.87597642081724,187.1108103548229,218.56834068162297,215.75440647143688,183.89407918280443,174.97482501071343,197.91004926640778,212.66851966394623,204.26755385182145,197.470639925538,221.21887605392956,220.58230154544563,182.00576461624095,164.52769019085528,166.03151224369637
7,1998-09-17 14:21:02+00:00,213.08476688594283,191.16238463913123,201.69164920068675,194.6497747207721,166.63084314371082,171.08087072199137,180.8145625410267,196.77858633131217,223.35886844784923,232.90596048195982,191.42087755182465,191.3569450299725,185.09911461901606,215.25978343746382,219.53210010392104,232.2705701558709,250.22025678147784,244.98157735074932,212.3320250260214,201.43468379035528,192.71563429038753
8,1998-10-28 14:15:20+00:00,213.18814809964928,183.299613327909,201.15508248574412,183.1794739803709,162.84654535967974,164.71627720828022,178.33441103953254,204.80352373377633,208.47841833981656,219.277112758402,212.00635936576865,197.66814288275967,196.77842546443784,197.13414693313467,204.88049128074593,229.3652488306794,242.0890473754047,229.27876046279,215.86768778797313,208.97215385048207,207.84869025429575
9,1999-01-16 14:15:02+00:00,213.84543999300635,187.62515880899448,190.88585765125075,193.48179520816126,150.33177988042561,140.88916088068038,170.94335558892004,192.86150023560225,187.51602511371908,184.24956200631428,197.3796151638059,209.19314385037168,207.83589766507436,212.7505126922648,232.7642236808426,233.27325436451696,232.97180432991638,228.755629359131,220.81717971698865,209.97170214019235,219.69978850355915
