,dates,aus0089-0000,aus0089-0001,aus0089-0002,aus0089-0003,aus0089-0004,aus0089-0005,aus0089-0006,aus0089-0007,aus0089-0008,aus0089-0009,aus0089-0010,aus0089-0011,aus0089-0012,aus0089-0013,aus0089-0014,aus0089-0015,aus0089-0016,aus0089-0017,aus0089-0018,aus0089-0019,aus0089-0020,aus0089-0021,aus0089-0022,aus0089-0023,aus0089-0024,aus0089-0025,aus0089-0026,aus0089-0027,aus0089-0028,aus0089-0029,aus0089-0030,aus0089-0031,aus0089-0032,aus0089-0033,aus0089-0034,aus0089-0035,aus0089-0036,aus0089-0037,aus0089-0038,aus0089-0039,aus0089-0040,aus0089-0041,aus0089-0042,aus0089-0043,aus0089-0044,aus0089-0045,aus0089-0046,aus0089-0047,aus0089-0048,aus0089-0049,aus0089-0050,aus0089-0051,aus0089-0052,aus0089-0053,aus0089-0054,aus0089-0055,aus0089-0056,aus0089-0057,aus0089-0058,aus0089-0059,aus0089-0060,aus0089-0061,aus0089-0062,aus0089-0063,aus0089-0064,aus0089-0065,aus0089-0066,aus0089-0067,aus0089-0068,aus0089-0069,aus0089-0070
0,1987-09-11 23:09:41+00:00,212.26114531189438,237.91926548058868,245.27877950049978,252.60129274020073,248.24176142501852,235.71326410711407,229.42205532184576,218.48616085835803,210.7771163726212,203.8477026251558,201.49946137192686,212.22006287201887,215.0385050544414,215.59280121302655,212.70607695837245,204.3619890668248,199.84906716657773,192.99546453685758,203.8176239453419,206.40581052906757,201.57641623378473,201.42556222478566,196.14143817227145,198.50685152007068,197.58129057867507,203.9293655591701,201.49972438921702,205.35491920739145,209.29350108345872,212.87678926936894,212.35662643528752,211.02398596091453,208.06712113596865,201.1088192890285,204.92665521440017,205.69822059025626,196.11963116984987,193.36229691786735,183.93575244378812,187.02242256207904,181.45713868437124,182.24568007638757,181.50272678681054,176.54226565378954,179.16458834293394,176.27393721913865,178.6835522298592,173.6147781480289,175.01971314427843,182.0836738583768,176.01465962579442,170.83230523263353,170.1606343684725,173.20751215028946,175.70977358315673,188.03946567973114,189.808838086083,196.03080378942778,198.26304230539364,193.0561381444312,200.90444521030443,194.12681298227636,203.0369240145872,206.18061620129257,207.82973923976806,220.39661722597148,220.02817917075052,219.4542772392968,223.0986425009412,225.66801993105346,225.54309342900305
1,1987-09-27 23:10:03+00:00,230.6862774795388,251.3032433413365,255.05442493833482,264.01601539097476,260.29408341814093,253.24698575376695,249.90495328835001,233.20621559265666,231.72008507954592,224.5790493744905,224.10718607216782,223.87374148986785,224.46410069333544,227.03083961849748,222.95075091375313,220.14011593791622,210.47340648838858,213.34453368418858,213.09001754199255,220.14740044897945,220.6815144134941,211.6384297176227,206.98719279415556,210.56168487161787,211.84397123752453,208.40642016919168,211.81113236926845,208.22251119920637,213.1782587492941,215.14287983398594,224.65255379683302,214.8524367030623,222.1822187562321,213.68647347307711,218.93203000363806,214.82112940923506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.9108217440805,224.8910271573736,221.03523973234311,227.63927009003228,229.51779767089565,228.499471470213,227.31172838868517
2,1987-10-06 23:04:03+00:00,230.3337200792339,255.6796026825687,259.35920554800026,268.65957407535825,261.79202025856205,255.72904232369072,248.6202992475973,243.4622781891644,235.80579534955655,230.46029959798648,229.02731636023975,233.3664444110012,229.4751259921492,232.33765508124682,227.7550826450644,223.442372012175,213.58898771465408,218.2619254768342,217.1248049955297,216.19872454931328,213.05383982172927,212.20334554598267,213.3949657199694,207.9496327815098,214.8656532102001,217.2662163572039,217.98431384886692,225.09628906391387,221.52894082334208,223.4547531554853,221.6468416626868,231.4269582692228,224.4081287876357,227.5333617689644,222.26633086840081,222.37285940007857,211.0343048445114,207.84878966847467,207.31316391998504,203.53713700468384,199.09818220227393,199.71302535361286,193.59486256356706,190.61186390063546,186.6757339917256,186.81340184621624,184.44161980207713,181.16498051496293,184.33707701476442,180.99984169374773,180.16480974071064,176.01439027786395,173.205587167341,179.3104193115657,181.36103440020904,191.43827235770834,195.21770924494885,199.58728349572604,202.10201041742334,200.61173453359137,199.4662518201414,206.1627426756816,205.29583659166946,212.22472355694208,217.75484101584644,227.6425491616627,229.1645001931184,227.58546884052592,230.86424679469778,233.27755528806665,232.86135750248332
3,1987-11-14 23:10:59+00:00,236.7914533246793,251.48523967512705,260.0898271142387,273.5356626589742,267.2701690836626,254.18610177601738,251.1088617589106,223.77422841937334,213.00087945736038,215.64965818209936,216.90220127328482,214.66144945716718,211.5955575887112,,,204.95136624561613,194.17184490155276,182.06090189748792,183.87545598656214,186.22448415958848,191.04020424593773,196.1794993560311,193.7240780349331,194.816698254332,196.93397790459125,196.6828840220872,196.33577131807343,198.5847858392902,199.58600523056057,208.64214940842436,212.8070137672103,213.44611026884243,209.7270974657953,207.5004890102075,207.44049324280758,202.76719298005438,193.58878466095047,185.32491745102072,177.32338804638567,178.9971521810754,179.24822362645745,179.3260104854288,175.57612641682022,169.5004410815193,173.78208529696502,171.6392914014656,172.09595738209492,164.45056144253508,164.32165563148544,160.50071008566943,159.84125186180694,158.00019649349204,168.46664169741246,163.5118483950893,173.40883059064834,178.39880126319443,185.00542898711925,190.0430360467875,188.88164212154746,192.88003819975737,185.50862977083767,193.31781475260507,197.33547840846026,201.96164054000002,205.6175929728506,217.00618635123678,215.31759600957324,214.1606016721804,214.94507328221397,224.87368345550138,223.5709075395167
4,1987-12-16 23:11:29+00:00,254.9144879594781,271.3014754896203,272.9671727527016,285.32906505400933,281.78399714331135,277.40562896788697,266.93475398401495,254.19263503108996,248.8156726417296,244.08784907914492,242.2262078736274,227.12344326597986,227.044443538136,220.4176098767231,218.9310579318662,216.55169200364494,219.13351393279441,211.34425168037885,214.38598429211456,208.16297272951434,214.70877605316147,210.19718040074002,208.48576253758912,205.58750824243313,212.2910442838534,206.32892609054957,216.05711571210574,218.33300730132518,222.42474471685955,227.18931681039203,232.144702939526,226.13442773266712,221.71314258316616,216.724002276232,218.88357032539045,210.66559749063288,209.40715433118962,198.66572776719445,195.64932916082614,195.45951878533018,194.97560291376854,194.64973545276507,189.83366128208147,188.6273700159356,182.27783275941752,186.180170861657,183.88698732277786,186.8226158898537,178.8082230594776,180.2979955502109,177.209976025351,176.78102169419495,174.36668476621537,178.13362417216126,177.66241484238182,183.92064084754733,192.2746412458427,195.92243707422236,196.21270962623572,192.51812404577402,193.7443634410097,192.62426976029764,197.18408232653215,200.49224412593838,209.79721950825316,215.1782915345881,216.088199527243,222.8560007632196,227.13589659759793,228.61534291951412,227.45984736973156
5,1988-01-17 23:12:02+00:00,210.8738008648108,227.97814859642884,228.23935840282604,231.53041077191358,235.35752069477894,226.29789984687187,221.10875832401464,214.4937902763324,210.19509812601942,209.16148909226231,207.0011025217981,206.80166797746767,207.09066210466588,207.17155329143242,202.08485715497676,197.59530905647637,187.06648493337866,186.17138322356413,185.02224744955328,180.30348793077786,186.18748177737186,190.0457747734283,190.6552121996797,189.05153932224658,188.24819767922725,189.710658824339,184.6302859798413,189.8936690353823,195.01854893576592,199.63819898492454,200.79612666878032,202.87508022746823,198.10656966330134,190.31151765250337,192.96756909724542,191.13451408630132,181.0668607833633,174.60702370813954,171.37721447367392,172.92975375248167,172.03622702124173,172.37997217652017,161.6579766058512,160.71806559458355,148.98485932400638,149.22225455421753,149.3079212676906,148.64621134119054,153.9169831355099,154.91041362273097,155.9308236990132,153.8345192189023,153.83736517798002,153.16386590685508,154.8213693328015,161.14570438736274,169.39758247930448,165.02040148738513,163.4216385726531,159.51579124526882,169.1224264856734,167.88564602078367,175.21862362552366,180.89110256088782,188.4622423727487,204.22267073638605,200.70843322187056,199.57870970958052,206.81882857140704,213.91878099496972,210.71064263394751
6,1988-02-18 23:12:35+00:00,227.04080093190726,241.35268564150763,244.28700761923508,252.87739607599073,246.87790110726365,241.18186255772815,238.7234298938247,224.8717014006751,217.99987772135742,216.59677834433685,210.14467254961585,209.24282342228943,209.04662391410443,210.50965618491662,200.4173310047638,202.33787619719723,203.23395176287593,196.76272248998984,189.58501467940312,192.39335628285534,196.38977768630227,197.68695263046274,192.18076135717197,200.261994553058,202.98580486878362,205.99795579751517,202.40785733087472,206.2202674213142,207.67789944156584,212.0347853704801,209.3947945069642,210.9767193463043,206.4535262650155,200.84006213824622,201.04764465403196,198.5916594070053,192.63008081786552,184.54273577813035,177.8782385492272,179.46757855871195,173.32577205566366,173.36211760384032,164.14659849799162,161.03904946052245,156.19594874450107,157.00549247262617,154.39377110931474,157.41909948776976,147.351506472924,156.33885298406594,150.83364839448828,146.82573813353812,148.2564761748579,156.51331437868677,158.5938903121239,171.00271504777487,176.07259347232548,175.48157611287175,174.61346529022745,161.44321755060764,159.93710503984667,165.17468740324102,174.18498913029663,175.90032226680023,188.24994800258398,205.20815586273295,197.01274084103767,205.16481399830948,216.3977882639318,220.78146187957066,222.34252876817476
7,1988-04-22 23:13:04+00:00,191.90292526884653,218.51033008998067,223.12096473361976,232.5949130837851,239.8843699976173,226.33436317106614,225.21893415156921,217.2448082470221,210.7831729845267,214.3519246065588,224.88430836085868,214.4077431844078,204.79200510504717,204.70750480929738,201.8787485387413,196.4235528447155,196.48917153617828,200.05092802432782,205.74736651789868,202.99316165650544,200.23530775395093,189.93886408116296,183.68826074232283,189.91180782759693,196.34168038585892,191.63172647225025,191.9166530809021,191.3673666549828,197.54491287532278,200.44137018021848,205.4481420094962,206.2186048547172,203.01737246695157,201.15850397669897,199.88001403412173,197.05080252695,184.22362355595888,190.16903425725417,184.4088663567527,191.05135636644542,195.45561520574307,194.63805102761896,191.7473044248883,176.27652478440166,161.40544300170686,168.02667342451184,173.46505266167375,174.16966115941187,186.35232350305407,192.04723088514294,184.27618964493627,182.93434896482248,170.78819485615648,157.9800453565619,172.21762221993473,168.73831347525257,183.83158381236524,188.77227138912681,190.28610687554828,174.5739330620008,183.2864499150779,182.31802700334538,189.498225475209,175.05902823379333,194.39059365028217,212.33498541030391,214.25976321358218,203.66880319353055,204.08042554133067,216.02398764598723,226.36566641061782
8,1988-05-08 23:13:14+00:00,211.96183678468964,221.33504637800715,214.34440089928566,231.6057617555058,233.13940265594843,226.3033696152397,217.96638525824517,215.7646649360022,202.8935667361217,200.8201692240132,208.26270567825878,210.7680946942668,211.81068572798537,208.08827450699246,212.11237996361677,210.2779344050234,209.0696671291908,206.90427848791077,206.1310631457147,202.96798691172762,202.7386478064964,199.60962043337827,191.86435430069358,196.1602128287373,202.0073280203057,201.03311463535144,200.45982738130255,201.70531819319913,205.0763580250958,208.25639970994763,209.84648212099566,201.9553913540561,203.94836458740107,207.22855529683756,211.60791049267212,211.10612673487097,199.4842637515853,195.49014203044973,192.06967683411844,195.4610306469947,196.20780412999449,195.76458285228333,192.96065437983313,173.99375303286612,167.88700526373714,167.73983552368762,180.6051513815976,187.82978508531383,184.1854012338279,192.7752273791564,189.8473982733437,186.69975253602894,175.65863247079525,165.67509680082534,168.71658616266734,173.9970698249262,172.20792973451563,185.34205367458554,185.9894456183203,178.19309184959985,184.39128859990885,174.00317626010528,179.80775638852208,183.22507816886036,186.7124330537214,213.34310308336882,212.95483663923287,205.64885048147926,205.8751467959351,214.32206455084972,226.2275853691959
9,1988-05-24 23:13:21+00:00,202.5867066552065,229.5151122062479,222.71684785023183,239.42732655628788,245.85833687047713,230.31157196422933,230.08990824824596,228.45695048027446,231.52127118946024,225.8869618164122,226.98026130873848,219.5126736069684,211.51196757978988,204.13278564394264,201.29428778233049,203.44866652496495,217.59146998925354,212.8347221181732,210.80707941575656,203.8787879496171,207.05424858476155,212.58498986787714,204.98178793729028,196.11315606955043,199.7767001040989,199.87266800841405,207.38546498024715,208.85439561272725,207.70020073825984,211.16282825634514,215.417974234685,213.22063099352727,213.03541709827869,208.95427150275887,210.60280786460393,211.90936973169485,205.1572455262375,201.97779401552768,200.92371619076783,196.97372581066722,198.6612429360743,198.8913376859556,194.89345803912792,185.42910620307816,171.4560462536845,169.14586041431497,176.0364477169681,189.29224397470418,186.75657629689348,193.5428383130265,193.25432512892513,181.46303627004679,175.57105057707687,178.79054381659412,173.29981182954896,175.1529688232409,186.12784336717522,192.691535111845,192.40102298817084,183.6659463076039,195.48368165452305,192.15691172309346,197.15009488509776,193.39997094379567,204.20657372102073,217.41790507439427,213.89908942743654,214.84783061729385,213.7925008165947,213.20549447769045,232.24656045055906
