dates,nzd0428-0000,nzd0428-0001,nzd0428-0002,nzd0428-0003,nzd0428-0004,nzd0428-0005,nzd0428-0006,nzd0428-0007,nzd0428-0008,nzd0428-0009,nzd0428-0010,nzd0428-0011,nzd0428-0012,nzd0428-0013,nzd0428-0014,nzd0428-0015,nzd0428-0016,nzd0428-0017,nzd0428-0018,nzd0428-0019,nzd0428-0020,nzd0428-0021,nzd0428-0022,nzd0428-0023,nzd0428-0024,nzd0428-0025,nzd0428-0026,nzd0428-0027,nzd0428-0028,nzd0428-0029,nzd0428-0030,satname
1999-11-05 22:12:52+00:00,,,,,,,,,413.05,414.26,412.41,413.81,408.31,,,,383.15,391.96,393.83,387.56,386.43,390.55,383.30,371.84,387.70,387.19,388.23,389.76,388.68,377.99,349.01,L7
1999-11-21 22:12:47+00:00,365.33,382.93,400.48,406.18,411.20,419.25,417.41,407.12,415.46,417.78,416.50,422.81,418.24,426.12,419.79,415.87,394.66,401.83,400.26,392.54,391.60,397.08,389.13,382.38,388.91,386.54,387.50,388.30,395.52,388.53,362.22,L7
1999-12-07 22:12:53+00:00,364.83,380.29,399.25,398.72,399.55,410.06,414.21,406.01,411.22,414.05,412.90,419.44,414.66,415.53,407.53,405.71,391.06,397.11,395.47,385.29,383.74,389.21,385.03,381.21,387.74,383.97,383.87,383.02,393.63,390.99,370.87,L7
2000-01-24 22:12:47+00:00,380.30,391.18,406.78,402.47,408.07,420.31,414.21,406.01,411.67,410.10,409.91,427.68,419.34,415.53,407.53,403.52,392.15,391.77,390.11,385.29,388.72,395.47,387.56,381.21,387.74,393.79,383.87,393.65,396.22,392.48,377.10,L7
2000-04-13 22:12:18+00:00,384.16,392.45,405.66,403.66,407.91,416.26,413.71,401.15,410.34,411.32,412.23,427.18,419.51,418.32,414.31,405.45,394.72,395.47,392.46,390.06,392.60,395.47,387.56,381.21,387.74,393.79,383.87,393.65,396.22,392.48,377.10,L7
2000-09-20 22:10:27+00:00,388.17,397.95,407.11,408.16,409.93,409.81,414.66,400.95,406.70,415.97,426.95,432.77,427.09,426.42,422.51,407.01,402.72,400.92,402.69,408.31,408.76,397.05,397.85,396.88,400.26,397.93,411.69,411.52,407.40,387.43,385.03,L7
2000-11-07 22:10:17+00:00,373.24,388.26,407.58,406.37,407.38,414.06,420.63,416.01,410.18,417.84,425.82,432.03,431.03,426.54,418.49,412.99,405.15,404.60,404.80,405.87,403.56,397.34,395.90,393.02,394.31,391.43,399.57,398.82,397.64,385.55,377.87,L7
2001-01-10 22:10:27+00:00,372.40,384.98,403.95,404.70,404.57,414.95,424.53,418.91,415.55,419.84,427.62,434.44,431.47,427.38,418.34,413.11,404.18,403.31,399.69,399.05,396.52,394.47,389.27,386.14,387.37,384.39,391.55,394.34,394.70,385.32,372.57,L7
2001-01-26 22:10:30+00:00,371.03,381.70,398.57,400.24,400.15,409.48,420.45,415.26,412.68,417.37,422.91,430.64,426.97,423.19,415.80,410.56,401.94,399.76,395.50,394.42,390.94,387.99,383.31,378.90,379.40,378.96,383.72,386.43,387.78,381.43,368.87,L7
2001-02-27 22:10:18+00:00,375.96,384.47,398.56,400.15,399.70,411.99,422.80,418.52,416.36,419.59,424.46,430.89,427.40,424.48,417.56,412.30,404.11,400.15,396.22,394.73,390.35,387.19,382.39,378.24,378.03,377.35,382.41,385.37,387.37,380.92,370.54,L7
2001-03-15 22:10:15+00:00,379.07,385.48,397.75,397.86,398.26,410.05,422.33,417.67,415.89,419.92,425.37,431.06,427.88,424.81,417.54,411.70,404.56,399.33,396.10,394.37,387.53,384.43,379.42,375.52,375.81,374.71,380.66,383.59,385.05,377.31,368.86,L7
2001-03-31 22:10:07+00:00,381.96,386.80,397.39,397.69,398.56,411.99,426.15,421.24,418.93,421.49,425.58,430.62,427.91,425.44,418.78,415.56,408.32,403.00,397.32,393.26,385.17,382.48,377.29,373.55,373.08,372.94,376.48,380.35,381.88,375.28,365.63,L7
2001-05-02 22:10:03+00:00,385.81,388.76,399.08,398.33,399.34,410.69,423.80,419.13,416.98,419.86,424.09,429.66,426.28,423.36,417.18,414.28,407.04,402.08,395.18,392.23,383.96,381.50,376.74,372.99,371.88,371.54,376.48,380.35,381.88,375.28,365.63,L7
2001-06-03 22:09:40+00:00,393.94,393.52,401.06,399.53,401.17,411.43,423.44,418.71,417.82,419.85,424.90,430.32,425.65,422.78,416.25,413.13,405.86,398.87,393.70,390.56,382.37,380.08,374.46,370.30,369.13,369.31,374.29,379.19,380.68,373.19,364.36,L7
2001-09-07 22:08:34+00:00,402.67,401.82,408.11,403.08,406.10,410.09,419.52,415.03,411.57,417.96,423.51,426.87,422.72,418.86,412.44,410.74,405.44,397.71,393.80,391.06,382.35,376.39,372.37,367.57,364.94,364.33,367.71,370.16,369.17,341.15,360.49,L7
2001-09-23 22:08:26+00:00,400.39,402.98,410.34,406.30,408.61,411.67,418.10,413.04,408.06,411.93,418.21,421.83,417.02,413.12,408.86,407.95,403.03,397.27,392.84,390.27,384.62,376.84,372.99,367.09,362.52,361.79,362.67,360.95,363.83,334.45,346.09,L7
2001-12-12 22:08:38+00:00,386.17,398.30,407.82,404.61,404.82,405.25,409.56,404.14,400.17,406.25,412.00,409.59,405.39,400.95,394.10,391.48,387.30,382.98,378.71,374.86,371.26,359.77,354.55,349.14,341.50,338.83,340.86,345.38,351.54,334.45,346.09,L7
2002-01-29 22:08:45+00:00,377.47,389.94,402.27,401.80,401.43,410.02,417.52,412.02,410.86,415.87,421.59,419.03,413.06,407.64,399.23,394.39,389.49,383.48,379.35,375.86,371.67,363.64,357.06,352.52,344.30,345.79,347.38,353.35,363.69,356.40,372.15,L7
2002-02-14 22:08:53+00:00,375.58,386.21,399.93,400.08,403.13,414.16,421.63,417.76,414.76,419.69,423.23,422.52,416.13,409.12,401.09,395.61,389.89,384.25,379.41,375.29,371.04,364.05,357.50,352.77,346.64,347.19,348.97,355.86,365.08,360.94,374.78,L7
2002-03-02 22:08:56+00:00,370.68,382.23,395.69,396.76,401.96,412.07,421.47,417.09,414.62,417.81,418.79,419.41,413.67,405.30,398.28,392.18,386.23,380.03,376.93,372.09,367.39,360.61,355.71,351.08,346.28,348.11,349.58,354.19,365.08,360.94,374.78,L7
2002-04-03 22:08:45+00:00,365.90,375.44,388.61,393.27,400.35,416.25,427.14,422.27,418.38,419.45,418.86,421.93,415.01,406.42,397.02,390.07,381.96,374.66,372.67,366.79,362.19,358.56,355.64,352.79,351.43,355.41,357.67,360.07,383.21,384.57,389.50,L7
2002-06-06 22:08:34+00:00,370.88,375.79,389.22,393.08,398.27,412.25,421.87,417.23,412.89,413.94,412.75,414.69,409.95,401.37,393.46,386.92,378.84,372.14,370.49,366.79,362.19,358.56,355.64,352.79,351.43,355.41,357.67,360.07,383.21,384.57,389.50,L7
2002-09-10 22:07:55+00:00,386.67,386.53,393.19,393.96,390.30,395.46,402.04,396.04,388.34,390.84,395.30,395.40,392.50,384.25,380.57,377.44,367.14,363.28,363.55,358.42,358.03,354.45,357.95,357.10,364.19,365.56,370.30,349.88,365.69,378.84,390.26,L7
2002-12-31 22:08:20+00:00,383.49,381.24,391.19,387.33,379.79,378.63,389.28,388.42,387.81,394.75,403.26,402.67,395.25,384.13,377.64,376.03,361.52,362.05,356.64,347.11,343.28,343.42,337.76,337.38,339.65,341.73,343.06,348.32,343.00,352.45,335.08,L7
2003-02-01 22:08:33+00:00,383.49,381.24,391.19,387.33,379.79,378.63,389.28,388.42,387.81,394.75,403.26,402.67,395.25,384.13,377.64,376.03,360.14,362.05,356.64,347.11,343.28,343.42,337.76,337.38,339.65,341.73,343.06,331.90,326.50,352.45,335.08,L7
2003-08-20 21:57:03+00:00,373.33,375.86,380.68,372.34,366.69,,,,,,,,,,,,,,,,,330.63,323.66,319.89,,,,,,,,L5
2003-08-28 22:08:21+00:00,371.03,370.63,382.18,375.72,371.90,377.63,,,386.94,392.35,398.35,400.94,387.99,372.95,359.05,351.75,340.83,338.81,334.22,331.25,330.58,330.63,323.66,319.89,,,,,,,,L7
2003-11-24 21:58:27+00:00,369.49,363.31,374.16,368.32,370.68,375.14,389.31,386.44,384.41,391.23,400.65,398.03,383.28,367.50,360.74,351.87,341.32,340.93,338.63,331.90,328.12,329.52,320.70,320.06,319.91,310.00,308.23,314.06,328.60,324.41,304.18,L5
2003-12-02 22:08:38+00:00,367.90,360.62,369.34,362.92,363.96,369.48,389.31,386.44,379.15,382.40,395.91,395.62,380.46,367.01,357.71,348.40,338.55,338.66,335.31,328.97,323.56,329.52,313.86,312.96,310.58,304.14,305.11,311.98,320.91,317.45,305.35,L7
2003-12-10 21:58:29+00:00,367.06,359.92,367.73,361.72,363.95,370.76,385.10,381.87,378.98,383.21,394.57,393.98,380.20,367.49,361.26,352.13,342.59,342.28,336.87,330.99,325.14,324.76,312.83,310.77,309.66,305.95,306.49,315.16,325.26,323.21,311.25,L5
2003-12-26 21:58:42+00:00,365.03,358.60,365.63,359.70,360.80,366.59,380.54,379.24,378.58,383.34,393.56,392.77,379.69,364.68,357.98,351.16,342.55,340.24,335.37,329.74,325.58,323.13,313.11,310.57,310.09,306.92,309.19,312.98,321.19,318.66,309.28,L5
2004-01-19 22:08:59+00:00,363.02,356.81,365.07,360.09,360.83,366.26,380.54,379.24,378.58,383.15,392.17,390.80,379.24,363.51,357.08,351.38,341.20,338.76,332.78,328.99,324.87,323.13,313.11,310.57,310.09,306.92,309.19,313.31,321.22,320.07,310.30,L7
2004-01-27 21:58:50+00:00,363.86,358.29,365.43,360.08,362.33,367.06,380.00,378.02,378.43,382.63,392.09,390.99,380.15,364.40,357.99,352.83,343.61,339.69,333.11,329.39,326.34,322.71,315.08,312.58,312.68,310.31,313.27,315.43,321.42,318.96,310.95,L5
2004-02-04 22:09:05+00:00,362.24,357.21,365.11,359.97,361.34,367.06,380.00,378.02,378.43,382.63,392.09,390.99,380.15,364.40,357.99,352.83,343.61,339.69,333.11,329.39,326.34,322.71,315.08,312.58,312.68,310.31,313.27,315.43,321.42,318.96,310.95,L7
2004-03-23 22:09:16+00:00,361.03,354.09,359.90,354.86,356.63,365.30,380.00,378.02,373.42,377.94,388.29,387.56,378.12,362.76,357.05,351.71,343.65,339.77,331.99,327.23,325.63,320.73,313.36,311.12,312.68,310.31,313.27,315.43,321.42,318.96,310.95,L7
2004-04-08 22:09:12+00:00,363.34,355.71,361.48,354.87,356.11,364.65,378.46,376.67,373.70,377.74,386.17,385.41,376.85,362.76,357.05,351.93,344.07,340.00,332.50,327.23,325.63,320.73,313.36,311.12,312.68,310.31,313.27,315.43,321.42,318.96,310.95,L7
2004-04-24 22:09:07+00:00,363.34,355.71,361.48,355.63,356.19,363.93,377.05,374.10,373.46,378.42,385.45,384.42,375.65,362.70,357.55,352.22,344.07,340.00,332.95,328.19,326.47,320.82,314.70,312.82,313.97,312.42,315.49,317.45,321.42,318.96,310.95,L7
2004-05-02 22:00:09+00:00,363.47,355.00,360.76,355.13,355.49,363.07,375.21,371.13,373.44,378.14,384.43,383.02,373.99,362.59,355.97,350.57,341.34,338.84,332.95,328.19,326.47,320.82,314.70,312.82,313.97,312.42,315.49,317.02,322.19,318.96,310.95,L5
2004-05-18 22:00:38+00:00,366.17,357.66,364.85,358.47,357.15,365.31,376.86,372.81,375.12,379.12,384.69,383.19,374.86,364.00,357.50,352.01,343.40,341.20,334.89,329.93,327.30,323.38,317.57,312.82,313.97,312.42,315.49,317.02,322.19,318.96,310.95,L5
2004-07-29 22:08:50+00:00,375.25,363.27,372.40,362.45,354.86,362.99,370.42,364.85,370.36,372.51,372.72,371.49,367.27,360.95,357.04,350.82,342.05,343.31,337.83,331.64,332.30,328.69,328.10,321.29,320.45,322.97,326.59,321.78,326.79,,,L7
2004-10-01 22:08:33+00:00,380.82,368.16,377.94,365.46,357.13,361.90,368.38,362.44,369.19,375.10,372.92,369.58,365.04,360.15,357.07,350.87,342.02,342.63,339.58,337.32,331.76,328.01,324.81,321.29,320.45,315.70,314.32,317.19,322.27,308.39,299.05,L7
2004-10-17 22:08:38+00:00,380.57,368.03,378.89,367.57,356.79,358.79,364.00,357.99,366.43,371.45,371.97,369.88,364.27,359.37,354.81,348.43,340.56,342.89,340.74,334.92,330.72,326.96,322.55,319.19,316.79,314.23,311.79,315.48,319.95,302.33,298.84,L7
2004-11-18 22:08:57+00:00,382.25,369.64,377.78,368.39,358.41,355.64,356.30,345.85,347.52,346.08,358.22,363.54,360.06,352.03,343.33,334.67,340.45,339.75,320.76,324.78,321.78,317.51,314.41,313.35,311.95,310.28,306.75,309.62,314.79,302.33,298.84,L7
2004-11-26 22:05:17+00:00,374.99,362.00,369.37,362.94,354.74,354.67,355.45,344.92,347.83,348.88,360.18,364.54,357.65,350.50,341.66,334.00,336.32,332.02,317.70,322.46,321.06,317.89,314.14,311.55,310.47,309.89,303.38,306.70,312.26,305.50,297.01,L5
2005-01-29 22:06:17+00:00,367.64,371.50,360.26,360.54,355.16,354.92,350.25,342.70,346.23,352.26,365.92,369.53,358.77,358.17,341.66,334.00,334.86,326.26,317.70,322.46,326.23,317.89,314.14,319.93,311.53,309.89,306.75,303.34,312.26,305.50,308.02,L5
2005-02-14 22:06:33+00:00,369.56,371.87,363.43,360.88,356.31,354.75,351.52,344.06,345.88,351.09,363.37,366.20,355.47,355.68,340.81,333.82,335.06,326.97,320.63,323.75,322.46,312.89,309.57,314.27,306.96,305.68,303.59,304.28,311.61,303.69,307.14,L5
2005-03-02 22:06:47+00:00,368.94,368.57,362.92,360.02,355.74,355.91,354.77,346.78,347.88,352.60,362.80,365.35,355.11,353.92,340.13,332.63,332.48,324.51,320.88,323.38,321.14,311.58,309.45,313.17,306.23,305.68,303.59,304.28,311.61,303.69,307.14,L5
2005-03-26 22:09:40+00:00,369.72,367.50,364.58,360.81,356.86,358.18,357.92,346.78,347.88,355.93,364.70,367.14,356.03,353.62,342.95,335.65,334.52,327.60,321.55,322.65,320.66,311.58,309.45,313.17,306.23,305.68,303.59,304.28,311.61,303.69,307.14,L7
2005-04-27 22:09:33+00:00,374.82,364.97,362.45,360.71,359.69,362.03,360.27,348.31,346.96,356.86,364.39,366.57,354.33,352.24,340.51,333.70,331.89,325.91,319.60,319.34,317.74,305.60,306.47,313.42,304.85,302.89,310.94,310.32,308.34,305.05,312.68,L7
2005-05-29 22:09:33+00:00,383.01,374.35,365.57,359.99,359.38,361.33,361.10,354.58,351.47,362.26,364.83,366.90,354.32,353.14,341.87,335.98,331.41,326.43,323.25,320.72,319.64,302.29,303.26,315.74,301.99,288.83,316.66,314.39,309.03,298.27,322.34,L7
2005-07-08 22:07:39+00:00,383.40,374.14,367.01,360.84,358.43,361.27,360.05,353.33,352.88,361.47,363.60,366.37,355.44,353.48,342.36,338.18,332.48,326.43,323.25,320.72,319.64,302.29,303.26,315.74,301.99,288.83,316.66,314.39,309.03,298.27,322.34,L5
2005-07-24 22:07:50+00:00,382.00,372.06,365.39,358.42,355.69,357.41,356.72,349.12,347.34,357.29,363.60,366.37,355.44,356.38,342.36,338.18,332.08,325.45,325.03,321.48,318.46,305.00,303.26,315.74,301.99,288.83,316.66,314.39,309.03,298.27,322.34,L5
2005-09-10 22:08:07+00:00,382.90,366.90,363.98,356.13,353.52,355.59,357.49,347.55,348.06,357.29,364.39,368.04,360.03,357.15,346.23,341.71,333.58,326.66,325.32,320.18,315.79,312.00,311.71,314.70,311.64,302.20,324.44,330.47,,,,L5
2005-09-26 22:08:06+00:00,384.76,367.85,362.19,354.24,348.07,352.34,352.98,347.55,348.06,352.63,360.48,364.16,359.64,358.27,342.83,338.70,331.36,323.33,325.41,320.65,315.28,312.00,311.71,314.70,311.64,302.20,324.44,330.47,,,,L5
2005-10-20 22:09:11+00:00,379.51,363.81,363.91,354.24,348.07,353.90,356.40,352.02,350.63,354.87,363.60,366.85,361.93,358.54,344.75,341.85,333.99,327.09,325.41,320.65,319.18,315.69,316.40,317.24,317.62,316.11,327.04,331.64,338.98,336.68,328.14,L7
2005-11-13 22:08:20+00:00,367.45,358.57,359.09,347.28,341.43,349.02,353.84,349.59,349.01,349.33,358.69,360.93,358.62,356.77,343.97,341.34,333.78,328.39,327.17,320.27,318.83,316.77,314.38,310.07,309.69,311.37,313.23,316.21,324.72,323.52,311.29,L5
2005-12-23 22:09:39+00:00,355.67,346.39,354.23,343.47,340.69,347.33,352.76,350.68,351.17,352.32,362.36,363.12,359.04,358.08,348.87,347.43,339.18,334.00,330.23,324.89,321.64,318.04,316.75,312.88,313.94,315.41,313.23,316.21,324.66,319.44,312.52,L7
2006-01-24 22:09:56+00:00,344.15,336.25,346.70,335.55,335.71,346.12,356.30,354.50,356.67,356.00,361.09,361.41,356.42,352.73,349.89,344.92,340.33,336.04,328.87,324.35,323.06,317.80,315.73,312.12,313.38,315.46,314.67,316.21,324.66,318.75,313.38,L7
