dates,satname,nzd0428-0000,nzd0428-0001,nzd0428-0002,nzd0428-0003,nzd0428-0004,nzd0428-0005,nzd0428-0006,nzd0428-0007,nzd0428-0008,nzd0428-0009,nzd0428-0010,nzd0428-0011,nzd0428-0012,nzd0428-0013,nzd0428-0014,nzd0428-0015,nzd0428-0016,nzd0428-0017,nzd0428-0018,nzd0428-0019,nzd0428-0020,nzd0428-0021,nzd0428-0022,nzd0428-0023,nzd0428-0024,nzd0428-0025,nzd0428-0026,nzd0428-0027,nzd0428-0028,nzd0428-0029,nzd0428-0030
1999-11-05 22:12:52+00:00,L7,,,,,,,,,397.67,398.88,399.08,398.43,394.02,372.44,347.70,347.66,375.46,379.46,385.13,382.30,379.29,378.05,375.30,365.59,382.70,380.29,383.23,382.07,376.92,359.81,341.32
1999-11-21 22:12:47+00:00,L7,358.93,376.53,383.41,386.49,394.13,400.96,401.41,388.83,398.18,401.62,403.51,412.12,409.88,410.12,405.57,401.65,396.32,395.71,395.56,390.78,387.62,387.60,384.72,384.92,383.73,377.07,380.37,376.99,387.31,375.81,365.57
1999-12-07 22:12:53+00:00,L7,359.89,373.20,386.15,377.56,376.03,388.17,399.88,392.19,389.06,392.90,393.83,399.00,394.79,393.83,385.39,385.65,377.00,376.54,378.16,366.11,361.66,362.35,369.71,373.32,380.95,372.68,372.16,365.60,379.37,379.71,381.34
2000-01-24 22:12:47+00:00,L7,413.87,415.60,428.91,418.13,432.18,448.37,,,421.16,406.39,408.02,460.55,440.95,,,405.03,399.53,382.38,378.62,,407.45,420.87,399.39,,,426.91,,429.64,410.22,406.61,399.86
2000-04-13 22:12:18+00:00,L7,394.85,395.37,399.89,404.46,405.03,401.56,410.47,388.86,402.27,413.42,419.11,422.40,417.60,421.64,425.85,409.27,403.59,408.03,400.32,403.43,406.84,,,,,,,,,,
2000-09-20 22:10:27+00:00,L7,384.69,403.73,422.86,421.71,423.35,427.21,426.85,422.18,420.97,428.36,443.32,452.99,445.72,439.20,426.28,411.86,406.78,401.82,410.63,416.55,415.26,407.30,404.41,402.00,404.36,403.59,415.79,417.83,417.05,402.34,391.34
2000-11-07 22:10:17+00:00,L7,363.93,374.94,398.02,397.65,397.13,407.06,419.79,415.99,406.00,413.93,414.05,417.69,422.48,419.26,415.48,418.90,406.84,412.74,402.71,397.46,394.93,392.75,390.83,386.72,386.40,382.23,385.50,383.13,383.30,376.58,367.71
2001-01-10 22:10:27+00:00,L7,366.49,374.18,385.36,388.29,387.64,404.57,421.68,412.56,413.21,410.76,419.88,426.19,420.22,418.44,408.60,403.92,395.69,390.13,382.07,380.94,376.37,378.11,369.21,367.06,369.26,364.47,371.25,378.84,378.82,369.40,355.44
2001-01-26 22:10:30+00:00,L7,365.90,370.86,379.78,383.76,384.22,390.20,405.72,401.44,400.98,406.87,406.14,416.17,410.58,408.13,405.94,400.66,393.67,386.59,381.22,379.47,372.75,366.06,363.82,355.93,354.48,361.28,359.22,361.15,364.65,366.14,356.22
2001-02-27 22:10:18+00:00,L7,397.73,397.57,403.97,406.13,403.35,427.91,437.32,437.45,437.41,434.78,436.10,438.20,435.01,434.74,429.19,423.82,415.93,406.85,402.63,398.13,390.92,389.11,381.99,378.15,374.61,373.73,379.23,384.26,390.55,386.34,380.36
