,dates,usa_CA_0026-0000,usa_CA_0026-0001,usa_CA_0026-0002,usa_CA_0026-0003,usa_CA_0026-0004,usa_CA_0026-0005,usa_CA_0026-0006,usa_CA_0026-0007,usa_CA_0026-0008,usa_CA_0026-0009,usa_CA_0026-0010,usa_CA_0026-0011,usa_CA_0026-0012
0,1984-03-23 17:50:13+00:00,227.75356546323968,243.55143452410672,235.3700938927662,228.614329273664,210.77572105249084,201.9649917369847,202.32925301538552,195.7239791279862,187.35747763743112,182.93710249019543,177.28720076370558,161.46419098076944,143.24356820663596
1,1984-04-27 17:55:52+00:00,223.32914908309994,231.94239226112256,224.28691267190817,223.51271756240257,211.41118867095028,189.4241660918008,193.57123519033837,189.0007686861699,187.4628717457193,188.30293286667197,180.33729860074578,168.37708823722497,149.90617745447713
2,1984-05-06 17:49:52+00:00,224.06827143685604,225.1250549042772,218.87848021283588,219.50296104375064,210.14114925076674,192.16991442634753,197.4025087566146,194.06432252808654,186.56882052693135,184.17090484856942,175.46422693970524,164.62175814319653,150.86129100290657
3,1984-05-29 17:56:43+00:00,222.1560007015363,235.25656876024408,231.94578092253798,227.5884232056397,215.21665960861742,195.75893304506624,193.96161825259333,191.95956447082142,190.34395583341546,187.99916791651322,176.6651363197721,171.3109481406953,160.30308757040046
4,1984-06-07 17:50:43+00:00,230.00482433009364,230.5665498542465,225.31504729825951,227.5040032888171,216.7792843501536,202.26125617747584,201.4117174169368,199.8338203634905,204.44796386412838,205.67191943575523,192.1909937230468,180.25136429363738,174.1617240084322
5,1984-06-14 17:57:01+00:00,216.5943885740175,232.40618502249367,228.0995941862436,229.26343607452185,219.26328413314695,187.05957380857058,,185.48965857244514,195.68707260324658,196.88106570973008,180.57996121894925,169.64713805035464,156.13636310743303
6,1984-06-23 17:50:58+00:00,223.10539892146852,218.43792914057454,215.21313166118964,222.67827468751247,216.17494390932964,206.140677652435,205.9293749114846,215.0470048681248,214.2607849307997,215.06221850550844,198.52846986860166,188.32397645602344,177.95946754247595
7,1984-08-26 17:52:34+00:00,221.37113304486147,173.47526829778806,,,166.28240073538055,175.2576407448614,197.5014998325233,212.65596421119912,222.65497632730654,231.22954575062914,225.97724177114387,225.06541706285716,221.95602268275027
8,1984-10-13 17:52:38+00:00,223.89414545867064,205.99056002739457,,,185.97339660516317,187.4672314270389,202.66026291124248,215.8855973516286,233.39110140962924,243.37280916881448,244.6290227761783,245.80123598375064,237.58677485336116
9,1984-12-16 17:52:39+00:00,216.0299023690076,217.98026627894524,213.91168534610387,217.74524389878837,205.2804762499182,192.52576200447962,197.46682631794556,200.40785489445335,200.17827673164948,203.19541615354456,193.7731369167743,187.99469125419085,180.4581142828221
10,1985-03-29 17:59:06+00:00,227.39932908116808,234.03207798459692,224.99608905857494,225.99596293870928,207.32222125364285,191.73205234472942,198.47765409110605,195.70697632294866,189.15992236334606,187.5926301736123,177.13707672781197,164.02936993961373,158.8334623556414
11,1985-04-23 17:52:47+00:00,231.08891205368738,245.65893649981814,244.0198940594097,236.92810014051338,220.61858943345595,198.20237480134892,201.9339115123457,201.64840816401409,194.98806752432202,200.1705458616487,186.02967842121038,174.51495925186862,162.32455967888345
12,1985-08-13 17:52:13+00:00,217.61338920666753,179.92269216953966,173.3434342451178,181.58720064268803,188.4081530229268,197.4557829904744,208.65553132543522,222.54679234557403,230.3956914063181,241.75955172991183,238.46518596490466,235.55059946727556,235.9233053817905
13,1985-08-29 17:52:02+00:00,,159.5782703792773,144.06804267582208,163.46411458417788,176.74843175430223,184.31876274378496,205.704858806484,215.77215756830483,230.63496595577854,241.51365315855438,230.86633135484973,224.39242488432595,220.89235481140943
14,1985-09-14 17:51:50+00:00,223.4146667567325,173.3515377049351,170.1797068565964,179.9245730878696,183.03333039775188,187.8331273468757,204.3868993173631,216.34240369963544,224.99503561872774,229.05492408243708,234.21334344717255,238.47269440671448,236.11615064729241
15,1985-09-21 17:57:55+00:00,227.24713088094862,184.42163467642453,170.89618383400583,177.17087669097668,183.22746560395723,190.94605659772992,200.69766250221832,214.62427370938047,228.61026398393605,251.2045152819104,252.6887976696644,250.85140700830644,245.59490796570023
16,1985-10-07 17:57:46+00:00,222.57000509815612,188.03765207056645,167.1262613721367,167.5592101654927,176.20251265153917,188.3503356277706,,,,,,,
17,1985-11-01 17:51:17+00:00,216.62722957068823,173.5165450539768,171.4279290526983,174.0663635682132,183.55553898596386,198.83703875579516,207.64583913059542,221.05324635264262,234.0272779362399,245.48736416468608,251.36302219441535,244.54254283443973,243.02078373489496
18,1985-11-17 17:51:01+00:00,,162.0336324503458,164.59266619602724,172.63593116332737,184.06030112355228,193.04573554534335,208.5128274430748,220.29838882689626,233.5339268036857,248.15485556674082,242.85321389948575,240.92598257711813,238.15704469892216
19,1985-12-10 17:56:46+00:00,217.06709223329722,182.7221567501085,186.1147546497688,188.51218285430207,186.330865933673,193.29131325412513,215.20895915307798,215.30395620711855,213.4395127485592,223.51499336976084,216.18506724517124,206.4796893595326,192.70974426527633
20,1986-01-27 17:55:50+00:00,239.4101817991426,217.65125524566758,224.3263145364252,221.09418968337877,215.83195164691995,215.1962829477082,226.12303726401908,221.14476443804702,224.83612564816565,228.4097704490123,220.47305473568284,207.10000208437768,192.83441216487995
21,1986-02-05 17:49:27+00:00,,186.91578029157978,185.71129532994632,184.76692956044826,186.8512545434438,192.7408211006118,202.9177366343439,198.2184078803034,183.7887853028571,176.34825223754297,166.4937513320377,148.21785221137748,148.18406770918503
22,1986-02-21 17:49:05+00:00,209.08963373902432,202.42388409829167,202.8508079071534,200.1122710957461,190.2886112114768,183.26138411245233,201.63408580051762,202.45920113540987,187.6989503620075,168.04219758171584,166.01293950964413,150.3963554595216,147.28883221865456
23,1986-03-25 17:48:25+00:00,230.57030935098155,218.92989122583052,215.8022501148311,203.91989929222765,193.2079146307585,188.91223122113516,204.3323546555206,198.2430183274447,176.2866325901012,166.71148184122708,164.73612580090258,149.41278902271364,146.67453051782692
24,1986-04-17 17:54:06+00:00,226.37521075656971,220.54760091574812,218.1568283171929,220.7608892692679,210.19116064157913,196.2047072667513,204.5252062696556,196.87739426321718,190.78455240964848,183.69248289012307,168.42031650840835,151.6954505257046,147.9442413240451
25,1986-05-03 17:53:42+00:00,,,,,,,,,,,164.18635569119385,147.88382216498658,137.8252381019028
26,1986-05-12 17:47:17+00:00,225.15157247591054,226.4361808117518,222.97096788348526,236.30897419372204,221.45481890785643,205.44021595092286,205.3987241935902,203.06276767688544,192.59930701982356,183.02179596271444,172.20368707756026,152.94338922516218,146.20393802705382
27,1986-06-13 17:46:21+00:00,234.91804403169044,231.83527270174554,232.73812179555864,230.720647936687,219.06419494268027,203.887527863594,203.47572774905086,198.78260257319553,193.48349621272396,199.40780397797286,191.277181278842,182.43531966252795,169.67746341598948
28,1986-07-15 17:45:17+00:00,222.74661611616594,216.41619078006394,207.71877455244586,211.8025777217311,211.04141789899046,210.15886854854875,213.77651642812825,218.7720750763086,215.32041785797463,212.7608307300859,204.2882253997771,195.0779375597055,185.72124540143835
29,1986-09-01 17:43:32+00:00,207.37827885719884,177.04781517777843,166.75024404490753,178.6635480585484,190.8665185246427,202.99382165298346,216.2831365028034,222.5278238447557,236.0706865356952,245.3998998986405,240.9097811623196,235.7614223475662,229.85309629650877
30,1986-09-17 17:43:01+00:00,225.15871112077335,187.56783933442253,184.2673207755262,191.84295787204434,197.5274792095076,206.3882169089835,218.73483564542934,230.2309830336911,240.4333674619824,251.52105602757604,251.1059706182859,253.14613400391002,246.19192026739006
31,1986-10-03 17:42:31+00:00,216.96671847004546,179.82603440054177,179.8286956900213,188.28582220062927,183.22290465705086,196.53039116132695,220.44663016883848,236.222061119693,245.3048155679504,247.16884219599532,244.13661036807326,241.0620839711748,222.90374417725775
