,dates,chi0495-0000,chi0495-0001,chi0495-0002,chi0495-0003,chi0495-0004,chi0495-0005,chi0495-0006,chi0495-0007,chi0495-0008,chi0495-0009,chi0495-0010,chi0495-0011,chi0495-0012,chi0495-0013,chi0495-0014,chi0495-0015,chi0495-0016,chi0495-0017,chi0495-0018,chi0495-0019,chi0495-0020,chi0495-0021,chi0495-0022,chi0495-0023,chi0495-0024,chi0495-0025,chi0495-0026,chi0495-0027,chi0495-0028,chi0495-0029
0,1985-01-25 14:06:03+00:00,159.4241729485551,,188.17016277510533,191.1446633669045,166.53917807809563,160.95114925359312,167.23917138043424,106.29841008736719,132.67093974679213,120.34082165293357,110.34769166803207,116.67065982078336,132.56719844849835,160.7469144943184,149.9289210676255,149.90141708105878,150.8560554310199,154.91774707242035,167.3332758605699,,,,,,48.40725647655362,51.77192972210958,30.971328573761188,,113.15299372840961,171.85276905267975
1,1986-01-12 14:03:06+00:00,139.97289990285688,146.42039532691447,165.730622694907,167.11520102018335,188.49707909417407,,157.53580415184476,113.75995863312386,113.43895304753231,92.79029338272584,108.68980982131488,125.24727874548745,123.38820091975383,160.71162047159513,145.93152933000567,146.23341219948554,172.19445233269855,188.853393627005,145.11557658263723,,,,,,67.86246764361567,65.22598551490043,46.97097549303335,,119.82536455373287,174.59076690690716
2,1986-08-15 14:03:29+00:00,161.74120160213414,167.93824332406484,203.94043495187205,214.04092627088784,201.4536528517607,,211.85994068124603,172.47651545190612,179.19233041072258,160.68501736399736,116.7357273895661,,,,,,,,,,,,,,,,,,,
3,1986-09-16 14:02:21+00:00,185.92323426628212,185.2500660366132,199.91988452122214,203.8870671141752,192.57821282255793,198.88505546438233,185.50872493465732,178.56706194762862,166.07128599443874,158.39339038773548,171.1337601512026,169.35086482349007,169.74556022334355,168.97275670284736,160.47886445858185,162.79434904638967,163.59956366084953,163.46025791206876,,52.0886138869969,40.95596317937516,42.44796361829547,32.09029690727434,70.79137762890602,,45.077446401914166,39.643419518633934,14.646542730658654,,
4,1986-09-25 13:55:54+00:00,201.87892667656433,201.68313172483792,204.6861741275346,209.74521756948255,218.3988644729369,215.3859352511063,190.16901317302236,178.4895859108686,169.76162245575927,182.72705946961923,196.94846281518548,184.75174827345327,177.82891623000248,175.25554650266844,165.3806782893445,173.17447211863697,174.1268319729587,179.56522770237635,179.379451262552,53.54491986642099,34.43740016592707,49.31374497212251,34.44617670853052,71.81245185926518,41.42647319788027,41.62814582455342,38.71208096855991,15.962746373700945,,
5,1986-10-18 14:01:19+00:00,196.6475419760659,181.28910075406938,192.05184307964268,189.4738988158537,200.5176920782761,208.1487018104291,173.45938875253972,172.46253131138235,174.2309204757947,201.7300769226611,210.21369688351783,180.67331305456688,162.8554040049419,166.13399780063503,169.54090343951063,158.93215079258655,157.76189586071368,172.82735530913527,195.23341643203747,,,61.68942150060364,52.98515555817858,92.09083824941962,146.0917811983421,149.25180191633774,143.63721763456633,135.94706125471765,118.58147844680705,185.12509464856248
6,1986-12-21 14:00:49+00:00,197.39971046586894,199.62615763185275,192.893015395761,182.44937643396284,225.37768609312704,236.74544461632658,,188.6509755171273,169.86670514095727,181.62847944649448,223.4880540866421,206.71964942148026,185.1344731670527,187.39790731140906,166.56460096436612,163.48432013538016,156.156944963371,157.3109140099755,205.49887507065512,,,,,,146.6377145474223,183.07986093853435,173.73162807143987,164.27281927849324,139.0590083768896,186.1429420174994
7,1986-12-30 13:54:55+00:00,193.15791728547174,187.44498758115722,173.282854615095,163.54449076778047,195.92283616010235,224.5608107179203,,188.2800750263074,153.83989153009188,168.22921051144405,206.40148981611748,192.93751559755015,180.62927734063405,180.54386828870665,165.8507845938948,155.61778860560668,162.02323930001637,160.39117506717994,177.6540600896214,,,,,,134.39260637446938,155.97588722196917,173.56483183644977,164.34483780948014,146.3041497182762,166.51989359179404
8,1998-04-03 14:12:30+00:00,191.62614664080456,196.6219174928655,185.11186653061333,182.90546244435816,213.3345312765115,191.71257765499834,171.78296191440322,180.0967737083129,207.50298325512503,,213.56326208835767,203.9340145012373,197.53399173492775,183.69283378429387,178.0435394870846,151.82589403888878,166.4035082476988,,214.25577401943124,17.36354570382313,7.855211785379366,30.1178694210193,,54.80545258471314,167.76043314283476,178.4651843045385,171.90947646879724,162.69588922678832,161.41987211926028,
9,1998-08-25 14:14:16+00:00,164.89566612833306,163.15354709560683,175.72000607121544,173.6929602567943,185.2983760663915,188.85698126621358,177.05713693750877,183.19641082172768,186.5543159700053,164.8683085859913,163.96425134926008,173.1525241865748,164.0496555834066,146.03376908264158,,,,,,,,,,,,,,,,
