,dates,jap0172-0000,jap0172-0001,jap0172-0002,jap0172-0003,jap0172-0004,jap0172-0005,jap0172-0006,jap0172-0007,jap0172-0008,jap0172-0009,jap0172-0010,jap0172-0011,jap0172-0012,jap0172-0013,jap0172-0014,jap0172-0015,jap0172-0016,jap0172-0017,jap0172-0018,jap0172-0019,jap0172-0020,jap0172-0021,jap0172-0022,jap0172-0023,jap0172-0024,jap0172-0025,jap0172-0026,jap0172-0027,jap0172-0028,jap0172-0029,jap0172-0030,jap0172-0031,jap0172-0032,jap0172-0033,jap0172-0034,jap0172-0035,jap0172-0036,jap0172-0037,jap0172-0038,jap0172-0039,jap0172-0040,jap0172-0041,jap0172-0042
0,1984-07-31 00:45:05+00:00,157.67671715095193,161.47234844909804,168.3650236055876,176.3364856667919,181.19104768863082,185.83172232289007,189.59868986783522,194.3436084153966,196.74942652706778,200.87600563017122,196.95263026633833,198.82184617752003,202.6540349966409,203.24374215134634,198.85776352637075,192.92115205368245,198.57835472960812,196.88393974133552,205.9531181277081,201.38664396176705,201.1514534449579,202.6038964261052,208.97514069690598,210.58851599848646,212.61683687565085,212.3219445677683,213.6419054006656,212.41687819990344,216.94974017059076,211.2033390312193,211.63483824953641,209.05157604852133,208.38883709258914,209.56685242159912,197.88982515784795,196.79572499186284,,210.73307049828344,209.74775344008268,202.05919818937815,196.0378871519065,189.81803683582643,171.0241456399512
1,1984-08-16 00:45:37+00:00,173.00142924144052,180.83075320819236,184.33530423941016,189.6551845338164,192.44491886896472,200.46253737423282,204.8717541827775,209.2849475781521,207.85386758676893,213.18935426093438,210.6787375105275,210.2883897742908,207.91171599820365,219.99291003943577,218.3402563976064,204.3668936820419,208.85973998833674,209.69570528656982,217.27806384064823,212.79942964093186,212.6613514689509,213.25980954555817,210.83917301156586,222.1813328215746,222.84159468075072,230.9583096433348,225.48232995365998,225.4596971466089,229.6276306151632,228.65895460451932,226.85631438031507,221.0653919891246,225.926702282065,222.48202557941036,214.94773561446905,213.0487051779493,219.9686464273896,226.3283527639494,226.0879266116824,212.54011889852447,210.93697234354102,203.70442352806623,185.0702602766104
2,1984-09-10 00:39:44+00:00,160.3779142089831,165.85901421872745,170.98631803874918,178.98734289677867,182.79680480622062,191.63175051182364,201.39369996580405,202.39829130606876,200.41990865627702,203.15737014097078,209.56694889291796,213.64690658446182,207.72531273425864,200.1356141851665,201.25611377281197,201.18156882103602,201.55350765773466,203.32732098070218,210.4083750324045,212.2898714696462,214.09242674062293,217.58715754333932,220.0022480558123,221.16337631212267,213.08045841321493,214.75820088833973,218.60760299908884,219.6702905808422,220.20453422278067,213.15970681117813,222.0527295966374,225.72151391237827,221.88503402634194,214.53343755065058,215.75161488930624,208.7306227334704,208.81466357089835,209.78269276542477,219.78940270254236,210.21169312330665,205.4147121476918,199.7317060517887,174.52438389210556
3,1984-11-04 00:45:46+00:00,171.24957083665714,167.28207324143165,174.5822123516623,185.3158158813331,200.3167115622879,199.48336630554803,204.2790615943276,217.5983534906905,207.27462459842107,214.73762072207282,215.36939030022035,206.04971752667385,212.52101083944135,218.53627364114914,218.97067762933392,213.8642470995545,203.66963490490696,223.46448762206478,221.83324178099218,220.83292554815694,221.15974260479993,227.35023635069282,224.2144381397902,226.0941208764974,223.17618081053593,226.39681090202237,229.11817876512478,226.64982169950596,229.33654661739715,223.32409250386846,226.07051121152267,228.80453404198173,226.70928239138928,215.46058170600296,229.0546091562871,215.5018029198999,212.4143626663498,220.48092202839487,217.55630942273945,216.87635349470574,211.64519616352004,204.29920186468522,192.96794515258406
4,1985-01-07 00:46:06+00:00,167.07892858795648,178.58244257764244,174.1485868286521,187.80165945522097,193.07058403865915,196.84651310796556,211.2224585127532,215.26876660278205,212.63366001370198,212.1541638613821,212.2611561550037,218.46139014698684,220.74864226952397,217.67793939443402,220.2689318088729,217.8240689628716,211.68790992829437,216.88834603747523,219.53455584611183,218.96052147905823,226.72777791952794,224.75220092327024,223.6111963189646,226.8165541574026,229.61382782953896,227.4417811850337,219.10281602161155,236.65851004353195,230.4110786456114,223.96520074674922,229.97554788748351,222.04915247935372,227.86829089228564,227.8566725408917,224.23396546676506,220.9301682616294,224.89713125903066,223.09461179920916,218.65465611674958,212.54476133293062,205.7502325674194,208.61477435211253,187.4438438888101
5,1985-07-27 00:39:29+00:00,193.38498288494682,197.8321899171947,198.8646638763569,209.50743414895862,220.27111943771914,220.4836804740461,220.1808274558186,225.04252330962368,229.49264771575633,224.08319375102306,221.8915104404983,219.81833029068275,218.68229166275256,218.26638641782256,220.0316693657656,226.56056658979185,234.5005491465625,238.88457405330462,238.65257999962114,236.71726875903636,236.24973089913914,232.11943638974859,221.7618892097616,218.71269169124645,225.2076869395315,222.0825865690401,223.2007303414323,228.0445835316271,237.8718806863874,234.55365330022877,234.93694702596784,231.66463314411632,236.67504706050534,233.44758623498828,226.99962601212616,216.4099628467099,212.66262608537792,211.6924319719474,217.168517448703,213.0493949982609,219.51554318863495,209.83611187767528,190.76683826200136
6,1985-08-28 00:39:09+00:00,186.17038347339994,188.78549089581009,195.21565314789888,208.26587683540697,186.08766871411385,188.14690778366443,188.49863807897086,192.0405653253994,188.63393991764232,191.32372384518192,200.1006760820835,210.73334506484645,210.2013945655182,216.89971773159928,228.9284538111349,218.70039726591995,217.54174365558987,213.53249722713906,208.69531219480822,211.5276257590354,207.83246606468543,205.41274051926487,215.5483321238869,213.2432617390391,215.16681077204254,220.06501403837274,215.24542889088156,215.03625341765405,211.22778547710058,204.3616029926454,,,,,,211.3435268336785,209.4765911355549,209.7539842738894,207.8045032332518,203.64121267910292,189.09545088951018,,
7,1985-09-04 00:45:15+00:00,,,,,,,,,,,,198.63535468395406,209.9881998834145,211.80061948873526,210.6648801341615,209.22550582979179,207.78386139762304,208.30303007266878,207.96041885668268,205.41441557389706,205.60304435050867,202.42710735525884,200.84323915132518,203.44662600890996,207.55000082808868,207.3086097299487,206.7181861883774,207.5317549058656,203.89245225806613,199.7222204600386,196.89059123008127,201.9869648053258,213.5975864623291,210.47203248166872,208.17359468902347,,,201.7510988472046,198.56646583208237,189.3001269435215,185.85779445591237,179.5840582431531,165.8497716279667
8,1985-12-02 00:38:15+00:00,,162.65513606388842,,,191.00304419124203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-01-10 00:43:19+00:00,195.7303219956653,199.41407715350846,201.47456991368225,215.21714148807504,221.27041165602074,225.36081882663765,234.64005608373594,234.87731619782468,236.3867344056608,233.4953457107004,230.02036651934742,233.78704771522987,236.21037382122006,231.01618844937224,232.30323555404846,226.7997139283917,225.8218143423838,228.775387468421,238.18514992987105,244.93235685125723,243.3420282576642,241.58406672226192,234.11863291025702,230.59753098108675,229.21542022862525,228.88425082782877,233.94700899955905,243.16698046348142,239.7771871326281,235.18360929718324,233.5836790130771,242.57104655233763,241.85454104810054,241.98578112038217,233.12486614100442,222.5532197876969,226.60871795918914,241.3793704814697,232.95180413208737,226.7509578175439,221.06031015418674,214.22804045415984,196.84164737909845
