dates,nzd0036-0000,nzd0036-0001,nzd0036-0002,nzd0036-0003,nzd0036-0004,nzd0036-0005,nzd0036-0006,nzd0036-0007,nzd0036-0008,nzd0036-0009,nzd0036-0010,nzd0036-0011,satname
1999-07-25 22:04:15+00:00,354.64,337.00,,327.21,339.91,330.15,328.91,337.13,341.80,337.36,310.26,,L7
1999-08-17 22:10:26+00:00,362.26,348.45,326.82,333.54,338.01,332.75,333.62,337.53,342.53,342.10,333.51,306.49,L7
1999-08-26 22:04:21+00:00,363.15,346.22,331.22,339.86,348.42,341.93,336.89,341.63,345.96,342.73,320.99,317.88,L7
1999-09-27 22:04:25+00:00,364.68,358.41,332.36,340.87,344.77,338.33,340.83,343.09,347.65,347.27,335.05,,L7
1999-10-04 22:10:38+00:00,354.50,347.56,341.34,354.55,358.06,343.44,346.35,355.23,358.81,353.33,314.97,376.34,L7
1999-10-13 22:04:24+00:00,370.21,362.10,337.12,343.81,354.92,342.57,342.28,347.54,348.63,347.82,339.22,,L7
1999-11-14 22:04:18+00:00,381.11,356.93,336.28,340.55,346.13,340.74,343.66,347.12,351.70,357.81,350.45,340.06,L7
2000-02-09 22:10:19+00:00,382.82,365.04,367.13,363.04,362.19,355.60,362.03,365.50,373.43,375.59,365.20,376.64,L7
2000-04-13 22:09:54+00:00,370.29,367.85,374.84,370.96,371.57,364.76,362.65,366.14,370.49,372.02,353.79,348.81,L7
2000-04-29 22:09:53+00:00,369.88,364.09,368.41,369.82,369.31,365.65,359.57,362.90,367.78,366.97,365.43,353.26,L7
2000-05-24 22:03:22+00:00,378.04,363.77,367.50,366.33,367.00,360.12,365.35,362.87,365.41,364.07,364.27,,L7
2000-08-03 22:08:44+00:00,369.87,365.23,347.79,351.58,354.13,348.12,345.09,350.85,359.22,360.72,355.25,,L7
2000-08-12 22:02:30+00:00,355.39,341.49,334.14,340.21,340.20,333.88,,,,,,,L7
2000-09-04 22:08:22+00:00,353.30,340.73,326.45,330.82,337.52,328.97,332.10,332.14,336.37,337.28,331.79,324.04,L7
2001-01-03 22:01:48+00:00,374.10,363.45,369.03,371.98,367.63,364.04,363.65,364.45,368.32,370.44,366.51,365.60,L7
2001-01-26 22:08:07+00:00,379.74,369.19,373.32,372.97,379.73,367.08,368.82,369.65,375.08,375.63,371.92,366.76,L7
2001-02-11 22:08:01+00:00,360.60,352.56,365.83,365.12,367.30,362.51,366.92,368.17,373.97,369.08,358.91,349.44,L7
2001-03-24 22:01:35+00:00,385.00,372.61,370.90,369.43,369.33,362.25,364.07,367.52,370.66,369.12,371.65,,L7
2001-06-03 22:07:16+00:00,362.10,352.93,361.19,362.01,360.60,356.68,355.95,353.92,352.53,356.74,348.22,,L7
2001-06-12 22:01:01+00:00,373.38,351.44,352.94,359.76,362.83,353.25,345.42,349.95,373.12,363.45,356.82,,L7
2001-06-19 22:07:05+00:00,358.46,350.94,351.19,353.69,355.82,347.55,342.74,347.04,350.12,348.44,338.87,,L7
2001-06-28 22:00:45+00:00,358.05,351.96,349.03,348.82,349.82,343.31,339.31,340.45,328.85,329.89,316.16,,L7
2001-08-15 22:00:14+00:00,357.14,345.86,343.45,347.85,346.69,339.94,340.12,336.99,339.40,338.70,354.02,,L7
2001-08-31 22:00:05+00:00,347.40,337.55,338.41,343.58,344.42,330.88,329.77,333.49,334.26,336.41,312.76,,L7
2001-09-07 22:06:11+00:00,376.37,355.70,361.26,362.14,364.69,350.23,349.46,350.10,352.48,348.53,347.16,,L7
2001-11-19 21:59:56+00:00,377.74,360.03,357.85,357.71,358.74,355.43,353.82,355.02,356.92,354.80,344.44,339.74,L7
2001-11-26 22:06:09+00:00,358.24,342.23,346.44,344.84,350.44,345.12,345.40,348.16,350.43,352.97,338.17,341.64,L7
2001-12-05 21:59:55+00:00,359.03,348.60,346.74,353.03,354.13,346.55,350.13,352.33,355.19,354.84,349.92,331.10,L7
2002-01-22 22:00:16+00:00,374.12,363.51,368.26,369.50,369.98,366.64,365.73,364.79,367.69,367.36,359.15,362.85,L7
2002-01-29 22:06:21+00:00,351.27,341.16,348.96,353.09,354.69,351.31,349.58,350.47,353.46,355.84,351.26,331.55,L7
2002-02-14 22:06:29+00:00,364.63,349.87,361.85,363.72,367.10,358.83,364.58,362.73,365.75,364.18,358.36,361.78,L7
2002-03-27 22:00:13+00:00,362.96,359.36,359.38,360.18,361.54,352.88,355.76,358.55,361.43,359.76,348.52,341.18,L7
2002-04-12 22:00:13+00:00,376.05,358.34,362.93,359.30,367.43,357.63,359.51,365.38,372.65,376.38,363.68,,L7
2002-06-15 21:59:55+00:00,368.41,350.79,348.97,348.02,354.39,345.00,347.44,347.39,348.95,349.77,331.11,,L7
2002-06-22 22:06:03+00:00,356.57,345.38,346.88,347.10,349.79,339.42,,,,343.07,339.22,,L7
2002-07-01 21:59:51+00:00,366.56,353.05,350.41,351.43,353.01,350.57,347.86,350.21,352.39,345.85,333.16,310.45,L7
2002-08-09 22:05:46+00:00,348.44,336.72,328.92,328.90,333.20,332.17,,,,,,,L7
2002-08-18 21:59:33+00:00,363.72,348.07,342.86,345.14,348.71,347.90,343.39,348.37,351.78,347.95,327.09,,L7
2002-11-13 22:05:30+00:00,363.89,352.51,352.67,356.16,365.23,360.68,359.53,362.20,361.55,363.14,352.30,,L7
2003-01-09 21:59:45+00:00,370.25,354.05,357.57,359.32,360.56,353.30,356.17,358.86,365.24,369.56,366.54,350.43,L7
2003-01-25 21:59:54+00:00,373.15,360.65,365.65,366.79,368.63,365.69,360.65,361.61,366.15,366.35,361.17,345.56,L7
2003-02-01 22:06:10+00:00,355.95,348.82,358.07,358.58,360.45,353.40,358.37,358.89,366.15,372.27,369.46,342.59,L7
2003-04-22 22:06:19+00:00,361.25,352.47,349.32,353.03,349.81,343.13,342.96,346.50,350.11,352.87,349.81,299.69,L7
2003-05-08 22:06:20+00:00,373.31,359.33,362.08,363.18,363.79,352.95,354.78,355.11,361.20,364.44,366.41,335.65,L7
2003-05-24 22:06:17+00:00,359.97,351.22,348.69,347.96,349.95,341.88,346.41,344.76,345.18,346.03,359.70,,L7
2003-07-28 21:48:04+00:00,372.37,351.31,340.75,342.13,346.95,340.56,341.61,346.44,347.81,353.14,336.07,321.90,L5
2003-08-29 21:48:38+00:00,379.97,369.76,364.66,367.10,373.55,357.12,355.26,360.69,365.32,363.75,358.22,,L5
2003-09-30 21:49:06+00:00,364.78,352.77,338.24,346.01,349.90,,,,,,,,L5
2003-10-31 22:06:00+00:00,343.00,333.13,322.83,329.09,332.91,330.48,331.38,333.43,337.45,338.48,,,L7
2003-11-16 22:06:11+00:00,,346.14,341.06,346.12,355.15,350.75,350.62,357.06,360.93,,,,L7
2003-12-10 21:56:06+00:00,353.99,334.72,335.34,342.46,339.29,338.38,347.01,340.45,356.43,353.55,333.85,355.74,L5
2003-12-19 21:50:03+00:00,379.82,364.85,366.73,371.28,374.21,365.48,363.93,367.00,367.49,371.56,360.22,375.03,L5
2004-01-19 22:06:35+00:00,362.43,352.56,358.71,362.62,366.42,360.63,353.11,356.50,361.47,358.90,338.67,,L7
2004-02-04 22:06:41+00:00,364.33,343.88,351.57,351.23,356.65,350.50,348.32,,,,,,L7
2004-03-07 22:06:48+00:00,,,,,,344.21,346.50,350.70,354.24,356.71,349.30,336.17,L7
2004-04-01 22:00:40+00:00,357.78,355.49,347.73,353.55,356.12,351.56,350.33,352.41,362.90,,,,L7
2004-04-08 22:06:49+00:00,372.88,352.22,350.84,352.66,357.55,351.09,353.32,354.85,,,,,L7
2004-04-17 22:00:33+00:00,,,,,354.56,352.32,353.68,354.16,363.07,360.03,351.23,348.30,L7
2004-05-03 22:00:35+00:00,345.46,336.63,334.01,340.10,337.51,,,,,,,319.34,L7
2004-05-26 22:06:45+00:00,367.77,356.70,342.51,351.67,356.00,355.17,,,,,,,L7
2004-06-03 21:58:42+00:00,364.58,329.76,323.86,337.68,343.60,335.01,327.97,340.74,348.99,349.78,351.18,332.89,L5
2004-06-11 22:06:38+00:00,,,,,360.43,357.88,357.76,359.04,361.92,363.13,363.88,,L7
2004-06-12 21:52:47+00:00,370.26,353.08,343.84,349.40,365.12,357.34,361.02,364.43,371.45,374.98,364.36,,L5
2004-06-20 22:00:26+00:00,,,,338.00,353.15,337.94,336.73,350.65,,348.84,347.98,,L7
2004-07-06 22:00:24+00:00,355.76,345.80,,334.77,348.57,337.52,,,358.35,358.89,351.70,,L7
2004-07-22 22:00:20+00:00,379.10,,,,,349.25,,,363.14,367.79,361.44,,L7
2004-07-29 22:06:27+00:00,355.14,344.89,327.05,346.44,,,,,,,334.71,,L7
2004-07-30 21:54:04+00:00,364.32,347.52,329.98,338.30,343.74,339.88,339.84,345.49,352.11,355.07,355.77,,L5
2004-08-07 22:00:13+00:00,,,,,,,,,,362.25,350.10,328.79,L7
2004-08-15 21:54:25+00:00,364.38,349.65,335.33,343.13,346.83,335.00,337.53,341.90,340.22,342.48,325.68,,L5
2004-08-30 22:06:20+00:00,,,,,,347.05,343.65,342.74,344.30,351.65,,,L7
2004-10-17 22:06:14+00:00,366.04,346.29,325.51,334.45,336.65,336.28,,,,,,,L7
2004-11-03 21:56:19+00:00,380.39,355.93,352.11,358.94,360.62,360.68,364.24,359.24,355.03,354.54,354.09,354.09,L5
2004-11-18 22:06:34+00:00,365.71,352.07,340.12,345.99,346.94,341.81,349.73,349.93,357.06,356.72,348.91,,L7
2004-11-19 21:56:31+00:00,375.88,359.90,360.11,363.52,363.62,355.71,355.71,356.94,361.52,364.20,358.67,362.54,L5
2004-11-27 22:00:30+00:00,,,,,,,,,,339.72,329.68,340.34,L7
2004-12-13 22:00:36+00:00,,,,351.57,357.64,347.45,351.98,361.98,362.76,361.03,357.24,340.91,L7
2005-01-13 22:03:41+00:00,376.49,357.33,360.30,359.74,365.03,365.99,371.77,379.82,363.32,373.91,369.82,343.82,L5
2005-01-14 22:00:49+00:00,,,,349.97,360.85,354.86,359.11,364.05,369.40,376.56,378.87,359.77,L7
2005-01-21 22:06:59+00:00,364.23,353.10,,,,,,,,,354.52,355.22,L7
2005-02-15 22:01:01+00:00,376.30,355.29,360.88,363.79,365.34,376.05,,,,,,353.01,L7
2005-02-22 22:07:14+00:00,,,,,,,,,364.34,365.77,357.33,358.59,L7
2005-02-23 21:58:07+00:00,384.46,372.83,372.29,374.84,380.29,374.13,376.76,379.40,381.41,382.00,379.30,372.12,L5
2005-03-03 22:01:06+00:00,,,,,,,,,,374.18,366.22,362.46,L7
2005-03-19 22:01:06+00:00,,,,,,,,,366.36,366.69,355.93,352.36,L7
2005-04-03 22:04:40+00:00,387.27,377.47,380.89,384.14,387.42,373.68,369.06,369.83,372.04,370.72,354.49,357.42,L5
2005-04-12 21:58:31+00:00,395.27,371.43,377.54,368.90,372.82,369.77,370.99,370.16,374.39,376.18,377.18,356.20,L5
2005-05-06 22:01:01+00:00,367.42,360.90,366.10,365.90,,,,,,,345.78,335.68,L7
2005-05-22 22:01:00+00:00,361.45,345.63,348.47,350.83,352.09,345.17,346.21,346.88,353.74,352.30,344.11,323.52,L7
2005-05-29 22:07:09+00:00,,,,,,,,,348.48,343.72,,,L7
2005-06-06 22:05:05+00:00,384.40,364.75,359.24,361.56,367.73,360.20,356.39,358.03,358.35,358.56,362.97,334.30,L5
2005-06-07 22:00:55+00:00,374.85,365.64,358.20,361.11,368.40,,,,,,,,L7
2005-06-14 22:07:02+00:00,,,,,,,351.88,351.00,356.35,356.25,355.43,,L7
2005-06-22 22:05:11+00:00,,,,,,,,,355.05,353.56,349.79,314.97,L5
2005-06-30 22:06:59+00:00,,,343.85,357.66,363.60,355.19,348.85,354.58,,,,,L7
2005-07-08 22:05:15+00:00,367.07,355.17,336.62,342.30,347.46,344.77,346.41,345.16,350.39,356.31,362.11,,L5
2005-07-09 22:00:50+00:00,,,,,,348.56,348.18,353.65,355.40,355.63,363.30,,L7
2005-07-17 21:59:11+00:00,366.47,347.34,321.06,322.68,331.94,327.93,328.29,334.97,330.10,,,,L5
2005-08-10 22:00:46+00:00,,,,,,342.09,343.12,344.30,346.72,347.10,345.53,,L7
2005-08-25 22:05:41+00:00,375.03,359.89,344.41,347.46,347.66,345.37,349.43,352.66,360.94,354.92,350.16,339.14,L5
2005-09-02 22:06:46+00:00,366.37,351.63,345.36,349.73,369.37,,,,,,,332.55,L7
2005-09-03 21:59:32+00:00,376.94,361.93,352.23,351.18,359.38,354.24,356.63,359.50,368.78,363.23,350.23,332.34,L5
2005-09-19 21:59:32+00:00,366.78,355.01,335.40,337.19,338.69,338.40,345.41,347.31,349.03,340.41,322.03,321.52,L5
2005-09-26 22:05:42+00:00,383.94,364.00,354.83,349.45,358.03,349.66,349.31,357.94,365.28,358.49,354.24,380.97,L5
2005-10-28 22:05:36+00:00,,,,,,,,,361.35,373.25,366.71,374.52,L5
2005-11-21 22:07:07+00:00,351.63,336.35,338.62,339.79,342.69,340.31,342.14,347.60,351.39,353.77,359.61,,L7
2005-11-22 21:59:59+00:00,382.84,365.96,359.26,362.22,364.20,358.50,360.80,363.14,371.89,373.06,375.72,368.81,L5
2005-11-30 22:01:00+00:00,374.68,354.49,361.14,375.77,,,,,,,354.87,355.10,L7
2005-12-16 22:01:02+00:00,,,,,,,,354.57,356.33,356.82,350.77,339.31,L7
2005-12-23 22:07:15+00:00,,,,,,,,,341.53,343.35,336.76,320.64,L7
2006-01-01 22:01:10+00:00,378.97,355.30,352.23,358.49,361.17,352.70,356.22,356.54,359.72,,,,L7
2006-01-08 22:07:25+00:00,,,,,,,,,,366.33,358.24,356.86,L7
2006-02-09 22:07:38+00:00,361.62,349.36,345.61,350.11,350.50,347.71,347.06,349.87,356.55,357.25,,,L7
2006-02-10 22:01:51+00:00,382.29,368.97,365.75,365.13,368.42,357.96,359.04,362.51,370.63,373.10,371.24,358.03,L5
2006-02-17 22:08:11+00:00,372.75,342.35,357.32,366.57,360.32,353.88,356.81,360.55,366.73,372.02,378.83,371.31,L5
2006-03-14 22:02:31+00:00,375.78,356.84,349.28,351.16,355.69,348.75,353.10,360.32,361.58,362.41,370.23,352.56,L5
2006-03-22 22:01:30+00:00,,,,,,327.00,323.21,348.50,359.83,364.03,369.28,332.51,L7
2006-04-14 22:07:36+00:00,361.73,355.36,341.92,349.98,355.01,356.43,355.25,348.44,363.82,,,,L7
2006-04-30 22:07:38+00:00,372.29,348.19,344.98,339.47,346.29,,,,,,,,L7
2006-05-09 22:01:28+00:00,,,,,,,,347.91,351.64,355.57,340.62,313.73,L7
2006-05-16 22:07:40+00:00,,,,,,,366.74,364.74,368.45,365.50,364.42,341.14,L7
2006-06-10 22:01:26+00:00,,,,,,,,,,350.51,346.22,,L7
2006-06-25 22:10:20+00:00,374.69,364.59,346.17,346.04,356.32,353.21,358.94,358.09,363.71,361.34,348.48,,L5
2006-06-26 22:01:20+00:00,,,,,345.57,345.61,341.92,344.19,348.85,346.13,345.50,,L7
2006-07-11 22:10:34+00:00,366.08,348.22,340.70,341.87,343.99,343.85,348.15,349.82,354.74,351.90,351.85,331.93,L5
2006-07-27 22:10:47+00:00,382.86,370.46,351.55,358.88,371.06,366.61,366.09,363.34,360.87,360.07,354.41,,L5
2006-08-12 22:10:59+00:00,375.26,359.75,339.36,342.66,345.24,346.43,349.49,355.24,359.13,359.33,,,L5
2006-08-13 22:01:05+00:00,361.97,364.75,338.97,338.11,347.35,346.85,345.50,353.00,359.74,356.84,,,L7
2006-08-29 22:01:02+00:00,,,,,,,,,,349.92,349.42,338.38,L7
2006-09-14 22:00:57+00:00,361.08,356.28,339.68,350.69,355.87,348.37,354.41,358.06,362.56,362.92,355.48,,L7
2006-10-16 22:00:55+00:00,,,,,,355.15,355.97,358.32,366.62,370.21,360.64,368.38,L7
2006-10-24 22:05:38+00:00,379.90,363.78,345.04,355.37,360.99,360.37,360.16,358.59,359.20,361.20,354.89,352.28,L5
2006-11-24 22:07:37+00:00,357.84,344.61,334.58,338.78,343.32,344.48,,,,,,,L7
2006-11-25 22:06:19+00:00,367.45,372.57,392.09,396.97,403.88,404.49,411.83,416.42,,433.35,,,L5
2006-12-02 22:12:34+00:00,349.59,,365.75,368.74,376.84,377.66,382.09,390.38,,397.36,383.30,,L5
2006-12-10 22:07:44+00:00,,,,,,,,353.09,356.72,358.25,348.70,352.92,L7
2007-02-12 22:08:00+00:00,,,,,359.48,354.69,354.86,358.00,365.11,365.67,360.54,353.52,L7
2007-02-13 22:06:23+00:00,367.65,359.43,364.67,366.03,372.83,367.42,365.63,371.11,377.63,377.67,361.14,359.59,L5
2007-04-01 22:08:07+00:00,,,,,,,,,,351.64,345.09,320.91,L7
2007-04-17 22:08:06+00:00,,,,365.18,369.34,360.12,,,,351.93,343.14,323.74,L7
2007-05-03 22:08:02+00:00,,,,,,,,362.54,364.14,365.03,363.38,327.50,L7
2007-05-12 22:01:48+00:00,364.10,357.18,359.81,361.22,363.36,356.35,350.34,351.41,353.48,354.55,,,L7
2007-05-28 22:01:40+00:00,,,,,,,,358.71,360.41,359.71,352.51,,L7
2007-07-22 22:07:45+00:00,364.53,352.83,344.87,356.85,351.24,345.07,,,,,,289.64,L7
2007-08-07 22:07:40+00:00,,,,,,,351.39,353.63,356.99,351.36,342.35,,L7
2007-09-25 22:04:24+00:00,370.44,355.78,336.48,345.92,347.71,345.14,342.40,343.22,350.16,347.11,335.14,330.78,L5
2007-10-02 22:10:31+00:00,372.84,358.42,336.36,339.75,344.59,341.79,345.60,347.11,352.46,350.91,338.03,345.68,L5
2007-11-27 22:07:48+00:00,,,,,347.84,344.85,348.03,349.58,352.52,349.03,343.66,,L7
2007-12-29 22:07:56+00:00,,,,,,,,,355.75,357.09,349.96,346.31,L7
2008-01-23 22:01:45+00:00,378.53,358.17,338.38,343.72,349.38,346.38,347.57,350.02,358.46,,,,L7
2008-02-24 22:01:38+00:00,375.82,365.11,353.81,352.62,354.93,343.32,342.29,341.53,339.09,343.86,,,L7
2008-03-11 22:01:32+00:00,,,,,,,,365.51,369.94,371.73,366.38,343.12,L7
2008-04-28 22:01:29+00:00,,,,,,,,342.02,353.17,357.28,362.40,354.43,L7
2008-05-05 22:07:38+00:00,352.61,334.32,330.33,335.97,341.06,335.45,335.67,,,,,,L7
2008-05-30 22:01:17+00:00,363.14,349.88,343.90,347.42,352.42,340.88,349.45,353.77,357.70,360.37,350.35,,L7
2008-06-06 22:07:24+00:00,366.63,358.85,340.48,344.37,349.43,342.01,346.32,346.52,348.08,357.26,,,L7
