dates,nzd0036-0000,nzd0036-0001,nzd0036-0002,nzd0036-0003,nzd0036-0004,nzd0036-0005,nzd0036-0006,nzd0036-0007,nzd0036-0008,nzd0036-0009,nzd0036-0010,nzd0036-0011,satname
1999-07-25 22:04:15+00:00,354.64,337.00,,327.21,339.91,330.15,328.91,337.13,341.80,337.36,310.26,,L7
1999-08-17 22:10:26+00:00,358.45,342.73,326.82,330.38,338.96,331.45,331.26,337.33,342.16,339.73,321.88,306.49,L7
1999-08-26 22:04:21+00:00,360.02,343.89,329.02,333.54,342.11,334.94,333.14,338.76,343.43,340.73,321.59,312.19,L7
1999-09-27 22:04:25+00:00,361.18,347.52,330.13,335.37,342.78,335.79,335.06,339.84,344.49,342.37,324.95,312.19,L7
1999-10-04 22:10:38+00:00,359.85,347.53,332.94,339.21,345.83,337.32,337.32,342.92,347.35,344.56,322.96,333.57,L7
1999-10-13 22:04:24+00:00,361.57,349.96,333.77,339.97,347.35,338.19,338.15,343.69,347.56,345.10,325.67,333.57,L7
1999-11-14 22:04:18+00:00,364.36,350.95,334.19,340.06,347.17,338.56,338.93,344.18,348.15,346.92,329.21,335.19,L7
2000-02-09 22:10:19+00:00,368.39,354.96,338.90,345.17,350.36,342.19,343.67,348.23,352.67,352.38,337.06,343.48,L7
2000-04-13 22:09:54+00:00,378.07,363.27,359.42,358.18,359.96,353.70,356.11,359.59,365.21,368.47,356.48,355.17,L7
2000-04-29 22:09:53+00:00,376.02,363.48,361.66,361.09,362.30,356.69,356.98,360.41,365.85,368.10,358.72,354.69,L7
2000-05-24 22:03:22+00:00,375.26,365.19,369.47,367.54,367.52,361.53,362.40,364.35,369.28,369.66,362.17,359.57,L7
2000-08-03 22:08:44+00:00,374.18,365.20,365.13,364.35,364.84,358.85,358.94,361.65,367.27,367.87,360.79,359.57,L7
2000-08-12 22:02:30+00:00,368.69,360.49,358.54,359.78,360.44,354.51,358.16,360.69,365.72,365.95,359.69,351.04,L7
2000-09-04 22:08:22+00:00,366.13,357.19,353.19,354.95,356.62,350.25,352.95,354.98,359.85,360.21,354.11,342.04,L7
2001-01-03 22:01:48+00:00,363.16,352.73,344.35,348.65,349.87,343.75,346.95,349.15,354.64,356.15,351.18,344.82,L7
2001-01-26 22:08:07+00:00,366.48,356.02,350.15,353.51,355.84,348.42,352.41,354.27,359.75,361.02,356.37,352.13,L7
2001-02-11 22:08:01+00:00,366.94,356.48,358.66,360.22,363.05,355.65,357.87,358.60,363.44,363.11,357.28,351.46,L7
2001-03-24 22:01:35+00:00,374.86,364.45,369.77,369.88,371.00,363.97,365.87,367.45,372.01,371.07,367.25,360.60,L7
2001-06-03 22:07:16+00:00,372.31,362.15,368.05,368.30,368.92,362.51,363.88,364.74,368.11,368.20,363.44,360.60,L7
2001-06-12 22:01:01+00:00,372.49,360.36,365.54,366.88,367.90,360.97,360.81,362.28,368.95,367.41,362.34,360.60,L7
2001-06-19 22:07:05+00:00,370.48,359.02,363.49,364.99,366.18,359.05,358.22,360.10,366.26,364.70,358.99,360.60,L7
2001-06-28 22:00:45+00:00,368.93,358.13,361.68,362.97,364.13,357.08,355.86,357.64,361.58,360.35,353.63,360.60,L7
2001-08-15 22:00:14+00:00,365.69,354.29,354.78,356.93,357.52,350.50,347.94,349.31,352.45,351.06,347.62,,L7
2001-08-31 22:00:05+00:00,363.08,351.90,352.44,355.02,355.64,347.69,345.34,347.05,349.85,348.96,342.64,,L7
2001-09-07 22:06:11+00:00,364.74,352.37,353.55,355.91,356.77,348.01,345.86,347.43,350.18,348.91,343.21,,L7
2001-11-19 21:59:56+00:00,363.83,350.80,351.91,354.44,355.45,347.16,344.57,345.87,348.46,347.12,339.81,339.74,L7
2001-11-26 22:06:09+00:00,363.21,349.85,351.31,353.38,354.89,346.93,344.67,346.12,348.68,347.77,339.62,340.69,L7
2001-12-05 21:59:55+00:00,362.87,349.37,349.70,352.38,354.18,345.81,344.02,345.95,348.97,347.56,339.81,337.49,L7
