dates,satname,nzd0036-0000,nzd0036-0001,nzd0036-0002,nzd0036-0003,nzd0036-0004,nzd0036-0005,nzd0036-0006,nzd0036-0007,nzd0036-0008,nzd0036-0009,nzd0036-0010,nzd0036-0011
1999-07-25 22:04:15+00:00,L7,361.72,343.57,,332.62,345.66,335.90,335.99,343.70,348.37,344.44,321.76,
1999-08-17 22:10:26+00:00,L7,358.72,345.16,324.11,330.83,335.14,329.88,330.08,334.24,339.24,338.56,327.76,301.89
1999-08-26 22:04:21+00:00,L7,360.53,343.79,329.22,337.86,346.29,339.80,334.27,339.20,343.53,340.11,316.74,314.48
1999-09-27 22:04:25+00:00,L7,349.14,343.98,320.48,328.99,332.15,325.71,325.29,328.66,333.22,331.73,309.80,
1999-10-04 22:10:38+00:00,L7,366.65,358.85,350.63,363.84,367.94,353.31,358.50,366.52,370.10,365.48,334.72,392.14
1999-10-13 22:04:24+00:00,L7,358.36,351.10,328.06,334.75,345.29,332.95,330.43,336.54,337.63,335.97,319.97,
1999-11-14 22:04:18+00:00,L7,376.65,352.79,332.87,337.14,342.51,337.11,339.20,342.98,347.56,353.35,343.20,334.26
2000-02-09 22:10:19+00:00,L7,368.97,352.18,356.54,352.45,350.94,344.35,348.18,352.64,360.57,361.74,342.70,358.64
2000-04-13 22:09:54+00:00,L7,380.60,377.42,382.72,378.84,379.95,373.14,372.96,375.71,380.06,382.33,370.54,362.21
2000-04-29 22:09:53+00:00,L7,378.96,372.52,375.35,376.76,376.68,373.03,368.65,371.33,376.21,376.05,380.18,365.06
2000-05-24 22:03:22+00:00,L7,375.42,361.34,365.50,364.33,364.87,357.99,362.73,360.44,362.98,361.45,360.02,
2000-08-03 22:08:44+00:00,L7,355.56,351.94,336.85,340.64,342.51,336.49,330.78,337.56,345.93,346.41,332.00,
2000-08-12 22:02:30+00:00,L7,361.24,346.92,338.61,344.68,344.95,338.63,,,,,,
2000-09-04 22:08:22+00:00,L7,350.53,338.16,324.33,328.70,335.27,326.72,329.33,329.57,333.80,334.51,327.29,320.44
2001-01-03 22:01:48+00:00,L7,378.25,367.31,372.21,375.16,371.01,367.41,367.80,368.31,372.18,374.59,373.26,371.00
2001-01-26 22:08:07+00:00,L7,366.20,356.62,362.97,362.62,368.73,356.08,355.28,357.08,362.51,362.09,349.92,349.16
2001-02-11 22:08:01+00:00,L7,343.06,336.27,352.42,351.71,353.05,348.26,349.38,351.88,357.68,351.54,330.41,326.64
2001-03-24 22:01:35+00:00,L7,377.92,366.04,365.49,364.02,363.58,356.50,356.99,360.95,364.09,362.04,360.15,
2001-06-03 22:07:16+00:00,L7,370.41,360.64,367.54,368.36,367.35,363.43,364.26,361.63,360.24,365.05,361.72,
2001-06-12 22:01:01+00:00,L7,372.61,350.73,352.35,359.17,362.21,352.62,344.65,349.24,372.41,362.68,355.57,
2001-06-19 22:07:05+00:00,L7,366.00,357.94,356.95,359.45,361.95,353.67,350.28,354.04,357.12,355.98,351.12,201.29
2001-06-28 22:00:45+00:00,L7,365.59,358.96,354.79,354.58,355.95,349.44,346.85,347.45,335.85,337.43,328.41,152.74
2001-08-15 22:00:14+00:00,L7,370.22,358.00,353.45,357.85,357.32,350.57,353.20,349.13,351.54,351.78,375.27,
2001-08-31 22:00:05+00:00,L7,351.86,341.69,341.82,346.99,348.04,334.51,334.23,337.63,338.40,340.87,320.01,218.50
2001-09-07 22:06:11+00:00,L7,366.37,346.41,353.61,354.49,356.57,342.10,339.46,340.81,343.19,338.53,330.91,
2001-11-19 21:59:56+00:00,L7,365.74,348.89,348.67,348.53,348.99,345.68,341.82,343.88,345.78,342.80,324.94,324.14
2001-11-26 22:06:09+00:00,L7,366.39,349.80,352.68,351.08,357.07,351.75,353.55,355.73,358.00,361.12,351.42,352.24
2001-12-05 21:59:55+00:00,L7,348.26,338.60,338.50,344.79,345.38,337.80,339.36,342.33,345.19,344.07,332.42,317.10
2002-01-22 22:00:16+00:00,L7,378.12,367.22,371.32,372.56,373.23,369.89,369.73,368.50,371.40,371.36,365.65,368.05
2002-01-29 22:06:21+00:00,L7,338.50,329.30,339.20,343.33,344.31,340.94,336.81,338.61,341.60,343.07,330.51,314.95
2002-02-14 22:06:29+00:00,L7,350.63,336.87,351.14,353.01,355.72,347.46,350.58,349.73,352.75,350.18,335.61,343.58
2002-03-27 22:00:13+00:00,L7,361.58,358.07,358.32,359.12,360.41,351.75,354.38,357.26,360.14,358.38,346.27,339.38
