dates,nzd0462-0000,nzd0462-0001,nzd0462-0002,nzd0462-0003,nzd0462-0004,nzd0462-0005,nzd0462-0006,nzd0462-0007,nzd0462-0008,nzd0462-0009,nzd0462-0010,nzd0462-0011,nzd0462-0012,nzd0462-0013,nzd0462-0014,nzd0462-0015,nzd0462-0016,nzd0462-0017,nzd0462-0018,nzd0462-0019,nzd0462-0020,nzd0462-0021,nzd0462-0022,nzd0462-0023,nzd0462-0024,nzd0462-0025,nzd0462-0026,nzd0462-0027,nzd0462-0028,nzd0462-0029,nzd0462-0030,nzd0462-0031,nzd0462-0032,nzd0462-0033,nzd0462-0034,nzd0462-0035,nzd0462-0036,nzd0462-0037,nzd0462-0038,nzd0462-0039,nzd0462-0040,nzd0462-0041,nzd0462-0042,nzd0462-0043,nzd0462-0044,nzd0462-0045,nzd0462-0046,nzd0462-0047,nzd0462-0048,nzd0462-0049,nzd0462-0050,nzd0462-0051,nzd0462-0052,nzd0462-0053,nzd0462-0054,nzd0462-0055,nzd0462-0056,nzd0462-0057,nzd0462-0058,nzd0462-0059,nzd0462-0060,nzd0462-0061,nzd0462-0062,nzd0462-0063,nzd0462-0064,nzd0462-0065,nzd0462-0066,nzd0462-0067,nzd0462-0068,nzd0462-0069,nzd0462-0070,nzd0462-0071,nzd0462-0072,nzd0462-0073,nzd0462-0074,nzd0462-0075,nzd0462-0076,nzd0462-0077,nzd0462-0078,nzd0462-0079,nzd0462-0080,nzd0462-0081,nzd0462-0082,nzd0462-0083,nzd0462-0084,nzd0462-0085,nzd0462-0086,nzd0462-0087,nzd0462-0088,nzd0462-0089,nzd0462-0090,nzd0462-0091,nzd0462-0092,nzd0462-0093,nzd0462-0094,nzd0462-0095,nzd0462-0096,satname
1999-08-26 22:07:08+00:00,297.49,297.56,296.27,300.24,302.47,309.77,311.06,,,,,,,,,,,,,319.99,321.24,319.75,317.16,319.94,312.51,319.35,312.86,327.11,327.10,325.35,322.83,327.58,329.24,341.98,343.97,347.18,361.84,353.53,347.85,345.50,351.73,352.42,347.77,349.70,338.93,338.54,328.19,330.56,326.39,325.83,327.95,330.70,327.72,328.82,330.43,329.69,335.24,335.82,340.48,338.49,346.39,345.94,354.90,342.55,345.83,342.88,343.51,344.67,341.46,342.12,346.70,351.23,362.16,371.67,369.48,381.44,377.29,365.26,354.38,354.70,353.09,353.10,343.09,354.44,359.93,351.58,348.92,344.40,345.34,341.47,340.41,340.34,334.06,347.89,354.78,355.81,356.04,L7
1999-09-11 22:07:04+00:00,311.83,309.47,308.26,310.58,312.14,321.39,322.68,332.23,340.17,341.42,340.67,343.57,337.09,331.57,330.70,323.65,320.07,327.67,332.12,325.62,328.50,325.53,324.87,323.43,314.44,318.47,317.02,327.87,326.91,322.82,323.47,328.68,331.56,342.17,347.91,350.98,360.10,353.06,345.88,343.52,351.14,354.26,351.35,348.02,338.43,336.98,330.00,334.47,333.14,333.94,337.92,338.10,334.55,340.44,340.53,340.79,347.48,349.53,352.47,352.28,355.05,356.15,362.61,355.31,353.12,348.90,347.69,345.14,341.52,342.51,346.01,351.39,364.71,366.05,367.33,382.46,376.44,367.04,355.65,355.36,356.85,356.24,344.15,358.28,363.35,355.94,352.22,353.05,354.13,348.06,341.07,344.12,342.22,348.54,354.84,357.19,355.40,L7
1999-09-27 22:07:12+00:00,314.90,310.92,311.14,314.79,315.07,322.11,325.75,333.19,335.97,339.97,341.84,343.39,336.97,330.80,325.20,323.78,322.42,328.63,330.39,324.59,328.46,326.24,326.60,325.00,317.17,319.70,320.25,328.84,328.82,325.14,327.09,331.38,334.63,342.84,350.03,351.75,360.79,354.61,346.90,345.00,353.97,355.84,351.07,344.88,336.77,337.00,331.48,333.22,334.15,333.19,339.19,337.97,334.72,341.49,341.26,342.80,347.77,351.33,353.77,354.21,358.11,356.70,362.00,357.14,355.84,352.36,349.58,346.75,344.72,343.03,346.37,351.89,363.98,365.77,367.06,380.72,376.48,369.06,352.04,354.01,356.69,354.36,341.97,355.92,361.19,352.39,351.23,350.39,352.38,346.61,337.81,344.27,342.52,347.89,355.23,355.17,352.79,L7
1999-10-13 22:07:12+00:00,318.39,315.42,313.19,315.29,315.32,322.69,327.00,332.93,337.01,338.56,341.26,342.65,339.15,331.32,324.67,322.33,324.38,328.35,328.29,325.11,329.86,328.55,326.77,324.29,317.92,319.68,321.38,327.81,329.31,324.81,326.21,330.45,334.36,342.73,348.40,350.87,358.61,352.90,345.39,344.52,354.82,356.23,351.24,343.77,336.18,334.96,329.86,330.75,334.06,332.50,340.29,338.15,336.36,345.23,345.14,346.97,351.08,355.19,358.04,356.77,358.95,358.92,362.07,357.57,356.18,352.60,350.75,348.06,345.96,344.04,346.72,351.56,362.94,365.54,366.83,379.55,377.35,368.13,350.47,351.84,356.68,352.57,341.70,355.62,363.10,353.15,352.06,351.28,354.36,348.76,339.78,344.43,342.73,347.67,354.83,352.40,354.11,L7
1999-11-30 22:06:59+00:00,315.55,311.54,310.35,313.01,315.79,321.62,326.21,329.76,333.92,333.28,334.81,337.63,335.01,328.45,322.07,320.33,320.56,323.73,323.66,322.65,326.21,324.88,323.76,321.65,315.65,316.46,318.52,326.07,327.34,323.16,324.13,328.80,332.54,341.93,347.21,349.55,356.04,351.67,343.80,345.56,353.72,354.47,348.28,340.06,332.91,332.83,330.28,330.21,333.77,329.34,337.99,335.88,335.08,342.49,342.33,344.13,348.44,353.03,356.86,355.35,357.12,358.18,359.37,355.21,355.14,352.73,350.61,347.40,344.34,342.40,345.91,349.94,361.44,363.53,365.03,378.28,375.91,366.70,350.49,350.16,356.63,352.82,341.65,354.49,362.07,350.65,350.17,350.02,353.32,348.68,339.18,344.21,343.33,347.56,355.19,352.47,358.49,L7
1999-12-16 22:07:09+00:00,315.55,311.54,310.35,313.01,315.79,321.62,326.21,329.76,333.92,333.28,334.81,337.63,335.01,328.45,322.07,320.33,320.56,323.73,323.66,319.68,324.14,322.70,321.12,319.20,311.96,314.36,316.94,323.86,325.03,320.52,322.12,327.06,331.30,340.01,345.14,347.29,353.87,350.07,343.80,345.56,353.72,354.47,348.28,340.06,332.91,332.83,330.28,330.21,333.77,329.34,337.99,335.88,335.08,342.49,342.33,344.13,348.44,353.03,356.86,355.35,357.12,358.18,359.37,355.21,352.09,350.43,349.70,346.54,343.59,341.70,345.91,349.94,361.44,363.53,365.03,378.28,375.91,366.70,350.49,350.16,356.63,352.82,341.65,354.49,362.07,350.65,350.17,350.02,353.32,348.68,339.18,344.21,343.33,347.56,355.19,352.47,358.49,L7
2000-03-21 22:06:49+00:00,319.81,317.02,316.06,318.41,320.92,324.95,329.59,332.31,332.15,331.10,331.09,335.94,334.89,328.12,321.72,320.50,322.21,324.97,322.62,319.18,322.34,322.19,320.86,318.17,312.09,313.93,317.43,321.23,324.33,320.01,323.98,328.23,332.90,339.64,343.83,345.36,351.48,349.47,345.31,346.91,355.63,352.99,346.54,336.87,331.81,333.31,331.32,329.43,334.91,331.07,340.20,338.18,338.31,347.71,348.79,348.51,351.00,355.54,360.68,357.80,356.65,358.64,357.41,355.25,352.49,351.22,350.72,347.25,346.45,343.36,347.08,350.36,359.07,361.56,364.28,377.06,376.50,366.45,348.03,348.52,356.84,352.25,342.96,354.03,360.40,348.07,348.97,347.69,352.38,347.85,337.36,344.65,346.83,349.31,357.26,351.02,360.67,L7
2000-05-08 22:06:20+00:00,314.67,312.66,314.00,316.82,323.34,325.91,327.85,331.33,328.88,325.07,320.62,329.69,329.59,325.03,321.79,319.32,317.89,321.26,318.86,317.73,319.62,318.83,318.70,315.30,309.29,313.33,315.21,320.18,322.86,317.71,322.52,328.52,332.32,339.94,342.85,343.86,349.33,350.75,348.25,351.55,355.13,352.72,343.59,338.95,333.91,336.74,334.17,332.24,335.86,335.79,339.45,339.11,339.93,346.30,350.81,347.03,349.73,354.73,359.83,356.50,352.57,356.17,354.63,352.60,348.04,347.62,347.88,347.09,346.22,345.48,350.08,351.49,360.31,362.96,365.13,378.64,379.62,367.90,351.91,352.34,360.11,357.89,349.11,358.48,362.19,346.11,348.68,346.64,350.67,347.97,339.99,347.33,352.94,354.41,363.58,357.23,368.45,L7
2000-05-24 22:06:10+00:00,314.67,312.66,314.00,316.82,323.34,325.91,327.85,331.33,328.88,325.07,320.62,329.69,329.59,325.03,321.79,319.32,317.89,321.26,318.86,318.09,319.62,318.83,318.70,315.30,309.29,313.33,315.21,320.18,322.86,319.37,323.12,328.92,333.61,341.45,343.44,344.18,349.99,352.32,349.61,353.62,356.77,355.59,344.88,340.14,336.89,338.98,334.51,331.66,336.39,336.06,339.88,338.52,340.63,345.03,350.11,346.85,349.86,355.97,359.83,356.50,352.57,352.73,352.06,352.18,347.64,346.99,346.97,346.80,347.05,346.74,350.49,353.32,362.87,366.55,368.47,379.53,383.56,372.53,354.68,354.48,362.00,360.11,351.46,362.17,365.06,347.59,348.95,346.27,350.96,349.32,341.82,348.94,355.05,356.25,366.45,359.03,370.29,L7
2000-07-27 22:05:24+00:00,325.16,329.31,329.02,329.76,329.01,334.50,332.67,342.41,333.10,332.71,325.80,336.80,336.61,330.22,329.29,324.31,326.69,332.65,327.97,324.26,326.53,326.26,327.85,325.84,323.18,327.19,324.10,326.32,332.72,326.81,332.04,337.21,340.12,347.11,347.27,348.97,357.09,359.68,354.79,356.12,359.01,358.37,346.57,343.19,341.44,344.34,335.08,331.91,335.91,339.25,340.23,339.87,342.04,347.91,353.81,351.47,353.44,358.43,362.26,360.31,356.15,354.00,355.25,357.00,353.76,351.44,352.18,352.94,355.85,355.69,355.31,357.49,366.64,370.64,371.76,379.70,384.90,375.32,354.10,357.76,364.33,360.42,353.28,364.25,365.31,347.15,349.92,348.05,353.05,350.75,346.12,352.61,358.91,359.31,369.50,361.28,367.31,L7
