dates,nzd0462-0000,nzd0462-0001,nzd0462-0002,nzd0462-0003,nzd0462-0004,nzd0462-0005,nzd0462-0006,nzd0462-0007,nzd0462-0008,nzd0462-0009,nzd0462-0010,nzd0462-0011,nzd0462-0012,nzd0462-0013,nzd0462-0014,nzd0462-0015,nzd0462-0016,nzd0462-0017,nzd0462-0018,nzd0462-0019,nzd0462-0020,nzd0462-0021,nzd0462-0022,nzd0462-0023,nzd0462-0024,nzd0462-0025,nzd0462-0026,nzd0462-0027,nzd0462-0028,nzd0462-0029,nzd0462-0030,nzd0462-0031,nzd0462-0032,nzd0462-0033,nzd0462-0034,nzd0462-0035,nzd0462-0036,nzd0462-0037,nzd0462-0038,nzd0462-0039,nzd0462-0040,nzd0462-0041,nzd0462-0042,nzd0462-0043,nzd0462-0044,nzd0462-0045,nzd0462-0046,nzd0462-0047,nzd0462-0048,nzd0462-0049,nzd0462-0050,nzd0462-0051,nzd0462-0052,nzd0462-0053,nzd0462-0054,nzd0462-0055,nzd0462-0056,nzd0462-0057,nzd0462-0058,nzd0462-0059,nzd0462-0060,nzd0462-0061,nzd0462-0062,nzd0462-0063,nzd0462-0064,nzd0462-0065,nzd0462-0066,nzd0462-0067,nzd0462-0068,nzd0462-0069,nzd0462-0070,nzd0462-0071,nzd0462-0072,nzd0462-0073,nzd0462-0074,nzd0462-0075,nzd0462-0076,nzd0462-0077,nzd0462-0078,nzd0462-0079,nzd0462-0080,nzd0462-0081,nzd0462-0082,nzd0462-0083,nzd0462-0084,nzd0462-0085,nzd0462-0086,nzd0462-0087,nzd0462-0088,nzd0462-0089,nzd0462-0090,nzd0462-0091,nzd0462-0092,nzd0462-0093,nzd0462-0094,nzd0462-0095,nzd0462-0096,satname
1999-08-26 22:07:08+00:00,297.49,297.56,296.27,300.24,302.47,309.77,311.06,,,,,,,,,,,,,319.99,321.24,319.75,317.16,319.94,312.51,319.35,312.86,327.11,327.10,325.35,322.83,327.58,329.24,341.98,343.97,347.18,361.84,353.53,347.85,345.50,351.73,352.42,347.77,349.70,338.93,338.54,328.19,330.56,326.39,325.83,327.95,330.70,327.72,328.82,330.43,329.69,335.24,335.82,340.48,338.49,346.39,345.94,354.90,342.55,345.83,342.88,343.51,344.67,341.46,342.12,346.70,351.23,362.16,371.67,369.48,381.44,377.29,365.26,354.38,354.70,353.09,353.10,343.09,354.44,359.93,351.58,348.92,344.40,345.34,341.47,340.41,340.34,334.06,347.89,354.78,355.81,356.04,L7
1999-09-11 22:07:04+00:00,326.17,321.37,320.26,320.92,321.81,333.02,334.29,332.23,340.17,341.42,340.67,343.57,337.09,331.57,330.70,323.65,320.07,327.67,332.12,331.26,335.76,331.32,332.58,326.91,316.38,317.59,321.19,328.62,326.72,320.29,324.10,329.78,333.88,342.35,351.85,354.78,358.35,352.60,343.92,341.54,350.55,356.11,354.93,346.34,337.93,335.41,331.82,338.38,339.89,342.04,347.90,345.50,341.38,352.05,350.63,351.90,359.71,363.25,364.46,366.07,363.71,366.36,370.31,368.07,360.41,354.93,351.86,345.62,341.58,342.90,345.32,351.56,367.25,360.43,365.17,383.47,375.59,368.83,356.93,356.02,360.61,359.38,345.22,362.12,366.77,360.31,355.51,361.71,362.93,354.64,341.72,347.91,350.37,349.20,354.90,358.56,354.76,L7
1999-09-27 22:07:12+00:00,321.04,313.82,316.89,323.20,320.94,323.53,331.89,334.15,331.77,338.52,343.00,343.22,336.85,330.03,319.70,323.92,324.78,329.60,328.66,322.53,328.38,327.65,330.06,328.15,322.62,322.16,326.69,330.79,332.64,329.78,334.34,336.79,340.78,344.20,354.28,353.28,362.18,357.70,348.92,347.97,359.62,358.98,350.50,338.61,333.45,337.06,334.43,330.71,336.17,331.70,341.71,337.71,335.06,343.59,342.71,346.82,348.37,354.93,356.36,358.08,364.24,357.81,360.79,360.79,361.28,359.26,353.37,349.95,351.13,344.07,347.09,352.88,362.53,365.22,366.53,377.26,376.56,373.08,344.80,351.32,356.38,350.61,337.59,351.20,356.87,345.27,349.25,345.06,348.86,343.73,331.31,344.57,343.13,346.59,356.02,351.15,347.57,L7
1999-10-13 22:07:12+00:00,328.88,328.93,319.33,316.79,316.06,324.43,330.77,332.41,339.10,335.75,340.12,341.16,343.52,332.36,323.61,319.42,328.28,327.78,324.10,326.64,334.04,335.49,327.28,322.16,320.18,319.63,324.77,324.74,330.80,323.82,323.59,327.66,333.53,342.40,343.50,348.25,352.05,347.78,340.86,343.07,357.39,357.39,351.74,340.45,334.39,328.84,325.00,323.34,333.78,330.41,343.59,338.69,341.27,356.47,356.79,359.46,361.01,366.76,370.86,364.43,361.48,365.55,362.30,358.86,357.18,353.34,354.28,352.01,349.67,347.09,347.77,350.55,359.83,364.83,366.15,376.04,379.97,365.34,345.77,345.33,356.63,347.20,340.90,354.73,368.82,355.46,354.54,353.94,360.30,355.21,345.68,344.88,343.37,346.99,353.64,344.07,358.06,L7
1999-11-30 22:06:59+00:00,304.17,296.01,298.98,303.89,317.66,317.33,323.04,320.25,324.65,317.43,315.44,322.59,322.58,319.85,314.29,314.34,309.10,309.87,309.75,312.82,311.64,310.18,311.74,311.07,306.54,303.57,307.08,319.10,319.43,316.55,315.77,322.18,325.29,338.71,342.46,344.28,345.80,346.73,337.47,349.72,349.32,347.46,336.44,325.18,319.84,324.31,331.97,328.08,332.64,316.70,328.80,326.82,329.98,331.54,331.10,332.78,337.87,344.39,352.12,349.68,349.78,355.25,348.55,345.80,350.98,353.23,350.05,344.73,337.88,335.80,342.67,343.50,355.44,355.52,357.83,373.20,370.13,360.98,350.56,343.41,356.46,353.80,341.47,349.95,357.95,340.62,342.62,345.01,349.17,348.33,336.77,343.35,345.73,347.14,356.62,352.77,376.03,L7
1999-12-16 22:07:09+00:00,,,,,,,,,,,,,,,,,,,,304.86,313.76,311.80,307.92,306.99,293.54,303.84,309.06,312.81,313.49,307.35,312.07,318.37,325.08,330.44,334.77,335.94,342.99,342.08,,,,,,,,,,,,,,,,,,,,,,,,,,,336.83,338.93,345.11,342.25,339.83,338.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-03-21 22:06:49+00:00,325.16,329.31,329.02,329.76,329.01,334.50,332.67,342.41,333.10,332.71,325.80,336.80,336.61,330.22,329.29,324.31,326.69,332.65,327.97,329.07,323.90,325.81,327.29,322.46,317.55,320.45,319.56,318.72,325.29,322.54,334.15,336.17,339.82,342.45,344.13,345.04,354.39,353.04,353.97,346.88,356.18,348.11,347.47,343.22,339.56,343.02,333.88,335.61,337.07,345.46,346.71,349.51,346.92,359.25,364.57,354.97,356.75,356.07,363.37,359.00,351.11,355.94,358.00,355.55,356.17,351.35,350.78,347.32,353.76,351.61,350.80,354.52,358.48,360.68,366.62,381.74,379.32,366.41,350.98,354.02,357.89,357.41,351.87,360.23,357.95,350.92,349.47,346.76,351.19,344.14,335.66,345.82,355.08,356.54,362.75,356.10,361.00,L7
2000-05-08 22:06:20+00:00,,,,,,,,,,,,,,,,,,,,324.17,329.17,327.55,327.85,320.68,319.52,325.45,325.14,330.09,333.24,324.39,328.11,337.36,339.11,348.18,350.04,350.17,354.16,361.15,353.31,358.05,359.89,362.59,346.86,348.46,342.32,342.90,336.67,333.03,337.87,345.22,342.85,340.99,342.88,348.12,356.77,353.33,354.57,363.73,364.01,360.81,356.82,357.33,357.34,356.44,348.17,346.97,345.57,354.07,353.42,356.27,356.77,356.44,367.01,372.69,370.95,380.97,389.42,376.30,354.18,359.59,365.99,362.46,353.98,365.27,370.66,346.79,353.94,348.14,351.65,351.43,347.55,352.81,358.00,359.56,371.37,362.81,368.32,L7
2000-05-24 22:06:10+00:00,,,,,,,,,,,,,,,,,,,,319.54,,,,,,,,,,326.04,325.51,330.51,338.76,347.45,345.78,345.46,352.60,358.60,353.69,359.84,361.68,364.20,348.75,343.70,345.84,345.69,335.53,329.93,338.00,336.88,341.14,336.76,342.75,341.20,347.98,346.30,350.26,359.69,,,,342.39,344.35,350.91,346.05,344.47,343.35,345.62,350.34,351.79,351.71,358.82,370.55,377.32,378.47,382.21,395.38,386.43,363.01,360.88,367.65,366.75,358.50,373.22,373.66,352.01,349.77,345.16,351.83,353.38,347.32,353.77,361.39,361.75,375.08,364.42,375.80,L7
2000-07-27 22:05:24+00:00,,,,,,,,,,,,,,,,,,,,,326.52,325.43,328.40,334.39,332.47,335.67,327.61,330.15,339.63,334.25,340.39,344.81,342.79,350.37,349.13,355.21,367.20,365.95,358.19,359.69,358.29,358.56,343.19,337.38,338.04,345.74,334.25,329.06,330.71,329.44,330.23,332.23,335.61,343.09,345.91,351.27,352.20,354.21,359.41,361.12,360.52,360.33,361.33,365.11,364.64,362.96,369.03,364.76,365.88,363.09,361.96,360.17,370.53,371.89,371.01,373.87,375.47,372.13,348.22,356.57,365.78,355.05,348.78,358.26,358.99,338.89,346.49,352.13,357.51,354.04,353.95,358.03,361.18,359.38,368.82,361.77,364.14,L7
2000-08-12 22:05:17+00:00,323.16,317.43,314.06,315.01,317.20,331.44,333.49,338.07,334.87,334.98,332.09,338.03,332.33,328.14,324.89,322.00,320.51,320.45,319.84,319.28,327.88,329.16,324.79,321.09,318.17,323.35,330.70,332.62,329.49,328.00,330.24,334.77,340.19,344.19,346.30,348.50,358.34,359.40,351.86,345.02,354.57,352.62,343.62,340.79,335.27,328.36,327.11,325.07,329.65,328.50,336.88,335.09,337.33,339.70,343.42,346.23,351.37,354.36,355.77,354.40,350.59,349.38,350.71,350.09,354.00,357.72,364.12,361.03,366.85,363.82,368.16,362.35,372.00,366.82,365.74,374.99,377.85,367.11,351.35,356.69,358.35,354.58,346.52,364.41,361.54,348.83,346.90,347.88,350.72,350.55,342.99,349.66,349.86,356.93,360.86,346.53,352.84,L7
2000-10-15 22:04:20+00:00,307.99,319.54,309.98,311.34,315.37,320.61,326.50,325.84,328.03,326.60,322.89,327.30,329.36,322.42,322.27,314.20,308.67,313.18,319.62,315.33,315.07,318.34,318.48,324.15,315.47,309.55,307.42,314.96,324.49,325.01,320.75,318.24,323.39,334.35,340.11,341.25,345.86,344.18,336.42,336.03,344.03,343.17,342.90,330.13,327.82,326.38,321.81,319.30,326.35,321.72,329.42,329.98,328.57,333.03,337.29,338.84,338.75,339.26,343.81,351.91,351.51,348.04,350.73,348.92,360.17,355.46,348.79,343.74,339.26,337.64,341.58,347.03,353.77,351.80,352.48,366.30,366.66,361.72,332.40,339.80,342.53,350.39,337.78,345.12,348.20,347.05,346.55,343.03,345.39,340.58,339.52,337.84,339.38,343.25,346.97,347.14,347.41,L7
2000-12-18 22:04:37+00:00,314.93,313.67,309.68,309.46,328.79,330.00,329.42,326.92,331.21,332.10,329.78,330.02,330.40,322.56,322.29,316.29,318.27,312.34,319.35,320.25,319.03,315.47,318.53,320.81,327.91,322.18,315.58,322.60,324.74,325.47,328.11,329.48,331.46,341.92,345.61,342.48,353.32,350.08,342.38,355.24,349.34,350.99,342.95,336.08,335.42,331.48,333.14,334.83,337.43,330.13,332.73,333.95,337.93,342.75,344.71,347.44,352.03,355.89,363.92,364.06,351.54,360.68,357.80,358.06,355.60,354.61,355.49,355.57,354.74,354.67,352.37,350.49,356.87,356.46,362.70,371.53,360.92,363.02,349.42,347.33,355.07,363.15,346.30,354.92,355.45,348.24,354.12,353.69,355.67,351.40,349.54,352.44,357.64,356.14,360.92,358.99,361.24,L7
2001-02-20 22:04:36+00:00,322.53,316.40,315.34,313.81,312.36,322.19,328.74,329.15,329.77,329.32,324.86,326.63,329.81,326.12,321.05,316.44,323.87,325.53,320.83,316.58,324.03,323.26,320.27,315.19,314.65,321.59,322.19,323.34,326.98,324.88,322.08,330.11,334.28,337.72,338.10,343.46,350.66,351.35,354.57,352.97,354.52,348.45,339.33,332.07,330.98,330.10,325.31,327.30,334.41,327.63,340.58,337.57,338.76,345.12,348.44,351.04,353.48,356.34,362.92,356.76,353.11,347.33,353.18,349.22,354.09,353.02,355.08,356.30,361.53,358.85,360.64,357.96,360.87,360.52,364.19,370.57,370.28,362.74,344.48,353.49,356.65,357.96,347.44,362.05,365.48,340.64,343.41,340.00,345.55,345.63,341.67,349.10,351.72,357.74,367.87,359.76,358.97,L7
2001-04-09 22:04:17+00:00,316.51,326.08,317.59,316.94,320.57,328.55,330.79,332.62,333.92,331.89,334.79,338.54,338.23,331.32,323.87,322.53,326.86,325.89,325.93,309.35,326.67,329.81,330.92,320.31,313.34,311.25,323.65,332.20,336.09,327.51,338.69,338.26,343.34,344.99,347.13,344.94,356.62,356.25,349.96,344.93,352.19,349.63,347.18,343.99,339.82,331.77,326.60,328.36,331.44,332.47,342.50,331.90,331.69,341.04,345.69,342.94,344.33,343.85,351.95,354.66,357.38,350.98,354.51,350.73,356.77,354.81,355.91,355.16,356.36,356.55,356.16,354.69,367.84,358.95,359.45,376.49,378.05,363.23,352.85,351.23,355.39,352.66,348.76,357.39,360.82,350.33,346.43,345.69,352.68,345.03,325.41,340.87,351.92,355.45,363.06,355.30,363.01,L7
2001-05-27 22:04:00+00:00,,,,,,296.12,304.65,,,,,,,327.05,316.38,318.18,321.08,334.06,,,,,,,,,,,,,,,,343.62,338.44,345.37,350.57,349.85,354.11,358.20,370.36,364.16,348.99,343.69,331.81,334.83,329.64,324.10,337.06,342.36,345.70,334.32,326.72,335.77,336.14,339.62,344.31,347.79,351.68,350.40,341.01,344.42,346.38,343.14,339.71,341.16,351.36,351.91,356.99,356.37,355.91,358.86,363.21,361.92,366.82,378.87,379.43,367.89,347.11,347.23,356.31,351.67,346.73,358.92,,,,,,,,,,,,,,L7
2001-06-28 22:03:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.89,351.68,365.39,358.09,351.83,359.94,358.87,361.27,371.86,375.37,381.28,L7
2001-07-14 22:03:33+00:00,,,,,,,,,,,,,333.45,327.86,319.73,317.92,328.36,332.46,,,,,,,,,,,,,,,338.64,349.92,347.60,350.71,357.18,,,365.12,370.73,370.47,362.22,344.08,333.50,339.20,341.90,331.75,336.36,343.28,343.43,331.63,334.57,336.52,341.98,345.87,349.66,352.37,356.38,354.93,351.19,354.11,350.54,350.30,347.00,345.53,346.42,354.49,356.42,360.29,358.73,362.01,375.21,365.52,368.46,386.72,390.83,382.75,366.24,357.84,371.40,368.36,353.87,359.87,377.50,353.31,354.73,349.56,362.77,349.61,342.36,353.94,354.35,360.02,368.52,373.98,381.93,L7
2001-08-15 22:03:02+00:00,,,,,,,,,,,,,,,,,,308.83,330.58,325.56,322.69,319.26,327.62,319.78,319.45,321.58,327.44,324.98,334.28,327.96,330.72,331.25,337.28,348.00,345.45,343.82,348.42,349.15,343.56,349.95,359.43,363.27,352.79,338.32,334.89,335.39,334.55,333.27,334.86,339.68,341.73,337.74,336.67,344.81,347.01,347.23,351.78,356.16,359.65,358.15,358.61,359.63,363.10,356.43,354.03,339.18,343.30,337.47,337.41,335.69,334.71,337.57,360.66,364.15,363.65,387.51,382.94,364.91,349.41,349.07,364.42,366.33,346.50,357.49,369.71,356.65,356.57,348.54,351.95,353.54,350.06,351.76,347.82,349.74,361.75,351.44,371.33,L7
2001-10-18 22:02:30+00:00,314.83,306.60,308.62,315.30,315.56,330.94,336.65,339.44,341.94,342.15,343.90,343.70,338.41,332.72,338.97,338.28,330.78,327.01,330.00,328.42,320.63,322.95,322.03,330.59,325.05,327.39,322.06,325.54,331.37,323.31,326.92,336.78,336.08,338.43,342.02,340.85,349.51,346.89,347.89,345.42,351.08,343.40,350.91,341.25,334.50,339.47,328.68,331.89,328.01,325.59,335.13,335.65,338.16,347.53,348.98,348.60,351.45,356.46,365.57,365.77,363.99,355.61,355.78,365.06,361.88,361.07,359.92,352.60,354.82,348.50,345.82,352.90,360.81,365.20,363.51,367.05,367.93,363.40,351.76,355.32,355.98,354.74,344.26,351.04,361.25,348.60,349.94,347.45,354.83,353.21,351.98,346.77,349.65,352.16,355.55,351.78,348.85,L7
2002-03-11 22:03:07+00:00,306.69,302.60,302.99,305.42,308.36,327.06,332.74,332.41,335.43,339.75,338.01,342.12,338.13,329.49,325.17,328.99,321.34,326.45,327.20,325.79,,,,,,,,,,330.59,333.20,330.76,334.92,340.69,345.60,348.55,353.28,350.18,345.78,343.49,349.55,353.00,341.96,334.52,330.20,326.72,326.21,324.93,325.16,321.04,327.48,328.96,327.53,337.11,342.16,344.56,348.49,358.95,359.77,360.24,366.40,362.11,367.24,364.68,363.06,362.13,359.88,354.71,352.22,350.40,349.30,352.81,356.83,356.06,358.91,368.80,361.03,360.28,351.81,353.47,356.01,357.25,343.39,366.39,367.23,355.98,354.28,350.49,361.57,354.02,335.99,347.59,345.36,351.96,358.13,354.48,358.48,L7
2002-04-12 22:03:01+00:00,315.76,324.19,322.52,326.64,325.92,341.99,340.89,333.57,329.25,337.85,339.69,348.73,348.22,346.50,330.01,328.82,324.10,335.71,340.40,331.35,341.76,342.38,345.93,331.08,317.94,318.32,324.50,336.96,345.05,331.41,335.42,337.22,343.55,346.22,344.65,343.29,346.28,346.70,339.06,345.73,352.97,356.00,348.30,337.47,333.03,332.00,326.13,325.70,326.75,329.65,341.10,336.15,331.76,342.30,346.85,347.21,361.02,357.60,362.61,367.41,372.49,368.00,371.23,369.66,368.51,363.66,363.56,356.38,359.76,358.68,357.31,357.55,364.28,360.33,366.65,379.07,372.23,373.27,353.21,354.94,358.32,358.20,347.35,357.43,363.88,351.11,351.47,351.37,358.93,350.98,336.01,346.78,347.90,351.01,362.17,358.99,361.64,L7
2002-05-14 22:02:55+00:00,308.20,325.80,326.52,323.44,333.45,339.30,340.43,339.18,339.17,336.45,336.93,341.22,336.02,322.99,303.95,305.47,308.57,329.89,331.53,,,,,,,,,,,305.63,310.35,316.42,311.91,325.11,320.73,320.39,330.11,335.36,332.54,337.53,353.55,366.07,348.02,329.73,324.29,315.47,310.03,308.33,314.19,306.21,332.10,329.40,329.72,328.42,335.55,345.42,357.39,360.22,372.27,375.27,369.79,366.55,370.32,361.65,352.44,345.56,346.37,348.70,351.80,353.78,352.07,357.24,369.61,357.55,365.78,385.00,385.60,373.10,349.29,356.32,362.68,361.47,348.77,367.20,364.79,354.19,352.94,348.09,363.15,357.36,340.04,349.11,352.38,356.67,366.83,363.02,361.62,L7
2002-05-30 22:02:49+00:00,,,,,,,,,,,,,,,,,,,,331.37,340.10,333.11,327.99,324.95,321.41,331.00,330.27,335.74,336.16,329.87,334.66,335.37,345.56,350.16,345.37,339.20,347.11,344.87,332.99,351.45,371.14,372.37,359.14,,,,,,,,,,,,,,,,375.27,365.98,362.49,359.87,362.84,357.80,360.19,349.59,345.91,346.49,348.17,349.14,354.20,360.21,365.74,354.30,363.66,387.75,387.76,368.35,361.86,363.14,365.97,361.83,351.27,361.50,367.67,350.43,354.20,352.23,357.79,346.04,336.77,354.26,348.34,355.99,364.17,368.29,374.59,L7
2002-06-15 22:02:43+00:00,,,,,,,,,,,,,,,,,329.40,338.46,346.10,337.41,341.87,333.82,326.17,325.91,323.39,329.32,333.17,341.16,339.17,334.14,332.51,331.50,349.23,355.33,350.46,346.14,350.04,347.60,344.74,358.09,376.23,380.81,,,,,,,,,,,,,,,,,,360.23,358.25,355.57,349.65,353.51,345.44,341.00,340.90,342.71,337.55,342.53,351.40,364.12,369.32,358.49,379.34,403.96,395.10,384.07,365.57,363.90,371.30,366.19,358.45,371.74,370.92,353.31,353.14,350.14,355.14,345.10,330.69,348.36,351.42,358.29,370.29,368.54,379.82,L7
