dates,satname,nzd0470-0000,nzd0470-0001,nzd0470-0002,nzd0470-0003,nzd0470-0004,nzd0470-0005,nzd0470-0006,nzd0470-0007,nzd0470-0008,nzd0470-0009,nzd0470-0010,nzd0470-0011,nzd0470-0012,nzd0470-0013,nzd0470-0014,nzd0470-0015,nzd0470-0016,nzd0470-0017,nzd0470-0018,nzd0470-0019,nzd0470-0020,nzd0470-0021,nzd0470-0022,nzd0470-0023,nzd0470-0024,nzd0470-0025,nzd0470-0026,nzd0470-0027,nzd0470-0028,nzd0470-0029,nzd0470-0030,nzd0470-0031,nzd0470-0032,nzd0470-0033,nzd0470-0034,nzd0470-0035,nzd0470-0036,nzd0470-0037,nzd0470-0038,nzd0470-0039,nzd0470-0040,nzd0470-0041,nzd0470-0042,nzd0470-0043,nzd0470-0044,nzd0470-0045,nzd0470-0046,nzd0470-0047,nzd0470-0048,nzd0470-0049,nzd0470-0050,nzd0470-0051,nzd0470-0052,nzd0470-0053,nzd0470-0054,nzd0470-0055,nzd0470-0056,nzd0470-0057,nzd0470-0058,nzd0470-0059,nzd0470-0060,nzd0470-0061,nzd0470-0062,nzd0470-0063,nzd0470-0064,nzd0470-0065,nzd0470-0066,nzd0470-0067,nzd0470-0068,nzd0470-0069,nzd0470-0070,nzd0470-0071,nzd0470-0072,nzd0470-0073,nzd0470-0074,nzd0470-0075,nzd0470-0076,nzd0470-0077,nzd0470-0078,nzd0470-0079,nzd0470-0080,nzd0470-0081,nzd0470-0082,nzd0470-0083,nzd0470-0084,nzd0470-0085,nzd0470-0086,nzd0470-0087,nzd0470-0088,nzd0470-0089,nzd0470-0090,nzd0470-0091,nzd0470-0092,nzd0470-0093,nzd0470-0094,nzd0470-0095,nzd0470-0096,nzd0470-0097,nzd0470-0098,nzd0470-0099,nzd0470-0100,nzd0470-0101,nzd0470-0102,nzd0470-0103,nzd0470-0104,nzd0470-0105,nzd0470-0106,nzd0470-0107,nzd0470-0108,nzd0470-0109,nzd0470-0110,nzd0470-0111,nzd0470-0112,nzd0470-0113,nzd0470-0114,nzd0470-0115,nzd0470-0116,nzd0470-0117,nzd0470-0118,nzd0470-0119,nzd0470-0120,nzd0470-0121,nzd0470-0122,nzd0470-0123,nzd0470-0124,nzd0470-0125,nzd0470-0126,nzd0470-0127,nzd0470-0128,nzd0470-0129,nzd0470-0130,nzd0470-0131,nzd0470-0132,nzd0470-0133
1999-08-26 22:07:08+00:00,L7,320.39,324.96,329.14,325.15,326.75,330.60,325.17,316.22,317.63,316.35,314.34,316.60,318.21,319.66,322.13,324.04,320.93,317.81,320.36,321.78,327.50,319.93,326.40,327.44,327.32,326.14,328.51,328.06,331.31,332.89,334.60,326.84,330.93,329.09,332.26,337.28,333.69,330.43,330.15,326.49,327.17,330.24,332.72,330.59,325.38,321.15,320.70,315.66,313.06,319.31,324.64,330.51,329.44,335.40,329.08,335.68,335.54,335.55,330.29,332.39,333.56,328.58,328.41,324.35,324.95,325.40,331.53,326.45,325.61,326.11,326.82,330.15,329.88,327.59,325.47,327.41,323.45,324.86,329.31,331.82,327.12,330.81,325.66,324.02,318.84,316.16,315.01,307.09,306.35,299.46,305.67,299.99,303.61,299.07,304.57,304.57,310.03,305.11,310.26,305.16,311.31,318.56,317.88,323.10,323.17,330.37,331.85,,,,253.05,279.35,,,342.32,346.34,339.45,332.39,,,,,,,,,,,,,,,,
1999-10-13 22:07:12+00:00,L7,327.81,328.30,332.76,335.73,334.96,329.20,328.43,325.57,322.29,320.82,320.77,318.84,322.80,323.75,329.21,326.01,327.55,327.86,326.50,322.93,322.89,321.51,324.44,328.83,331.77,329.70,333.67,,,338.61,337.15,335.29,339.31,332.95,334.63,332.78,330.63,328.12,328.07,330.32,338.00,332.76,334.50,335.65,332.82,332.99,327.35,314.87,317.24,323.12,322.56,327.49,333.01,332.98,339.77,342.36,341.17,340.29,337.04,334.84,334.45,329.16,324.80,326.65,326.08,324.29,326.74,323.58,330.54,332.45,335.31,333.90,329.33,334.28,332.69,333.25,330.61,332.35,331.42,331.72,327.77,331.36,327.98,323.27,319.63,320.45,314.71,313.84,308.74,304.65,307.86,303.67,300.26,297.73,302.14,306.08,306.70,310.29,317.84,318.57,323.39,322.12,329.68,334.33,334.03,332.04,327.73,330.62,336.56,341.93,340.92,343.42,345.30,343.00,346.46,343.85,337.53,342.88,341.92,348.07,349.66,353.64,353.65,362.48,366.22,366.68,363.88,371.04,371.09,367.73,356.07,355.55,356.35,361.97
1999-12-16 22:07:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18 22:06:52+00:00,L7,329.76,330.84,333.06,338.89,,,,,337.04,344.90,328.22,325.03,,,,,,,,,,,,,,,336.13,339.68,339.55,339.58,341.70,346.07,344.41,340.20,337.41,340.91,340.96,339.07,335.19,338.68,334.34,337.92,338.07,334.22,332.24,324.86,327.08,326.66,327.56,,377.79,393.03,,349.10,348.96,356.01,342.08,340.88,338.07,339.15,338.24,335.55,335.06,332.88,331.80,332.41,334.82,330.30,335.90,334.71,337.58,334.64,337.52,337.45,337.23,336.48,337.94,334.56,335.40,332.63,329.04,329.57,326.45,327.59,322.27,322.98,322.57,317.96,312.35,310.77,311.22,304.02,301.96,305.34,305.38,308.75,313.67,311.73,318.00,320.25,324.59,327.86,329.44,328.98,332.09,330.75,337.44,337.04,336.52,336.74,334.94,335.22,337.78,337.66,341.73,343.27,344.39,346.22,347.41,350.66,355.95,354.38,356.32,364.42,368.16,366.90,362.09,366.73,364.33,355.34,339.17,325.32,315.38,277.77
2000-05-08 22:06:20+00:00,L7,326.77,331.58,336.43,329.62,334.94,333.46,330.55,324.84,322.83,320.93,325.78,325.10,325.80,323.50,331.39,328.04,331.23,333.08,327.96,328.45,330.88,329.56,332.01,335.65,339.10,337.94,338.19,341.82,337.45,343.44,343.46,337.49,339.34,345.19,335.55,338.93,333.78,337.91,338.46,336.82,336.34,340.35,335.27,341.07,332.97,333.82,329.82,328.87,325.90,332.24,327.92,335.61,335.36,343.70,348.04,347.73,344.00,347.31,343.36,341.84,341.61,336.32,336.09,333.49,335.93,334.94,340.71,334.08,338.50,335.87,344.75,336.73,340.96,336.41,334.50,335.88,337.14,335.31,341.19,334.77,336.59,331.04,329.74,325.48,324.02,326.10,323.61,322.20,317.43,318.80,314.16,305.77,307.98,309.00,311.11,315.76,312.62,315.35,324.02,320.44,324.92,327.51,332.00,333.72,334.04,334.32,342.05,343.35,342.63,348.29,342.69,346.62,345.98,349.88,346.80,347.99,350.04,349.00,351.32,355.76,,,,,,,,,,,,,,
2000-06-25 22:05:55+00:00,L7,334.51,337.96,340.80,345.20,341.37,337.80,338.55,336.78,330.65,327.56,330.16,333.16,331.69,332.44,337.88,335.78,332.14,338.49,337.53,334.47,335.41,331.65,335.73,338.48,342.56,339.86,338.04,346.74,347.25,341.88,350.08,341.33,345.02,346.25,347.58,346.30,344.45,341.03,340.71,341.19,340.92,343.20,339.00,343.77,338.05,339.99,333.11,337.01,334.82,333.57,331.75,340.51,334.22,344.93,347.28,349.99,349.37,349.96,349.88,349.46,344.40,343.85,341.04,335.03,340.30,337.84,345.39,339.00,338.90,345.59,345.53,340.54,346.02,342.48,346.20,340.36,341.29,338.27,343.61,337.69,340.96,335.57,336.02,333.52,332.60,330.30,325.07,326.12,323.06,320.15,314.23,310.26,305.95,311.29,310.64,312.98,314.54,325.14,327.15,330.06,326.47,329.18,334.68,330.32,331.25,334.51,337.63,340.46,334.61,340.95,339.20,351.76,351.51,349.09,350.19,,,,,,,,,,,,,,,,,,,294.58
2000-07-11 22:05:41+00:00,L7,323.92,323.27,319.77,329.76,322.07,324.84,315.37,315.75,315.63,313.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.66,323.79,331.03,329.59,332.69,327.82,331.34,319.39,322.92,315.02,327.85,326.95,331.08,332.65,337.60,333.53,341.09,335.35,335.99,335.71,334.27,334.26,331.67,327.78,322.96,325.93,324.29,328.00,324.55,325.77,330.44,327.15,332.13,332.72,330.09,326.52,331.28,326.37,330.61,324.77,326.78,323.45,327.79,320.67,322.04,322.88,321.64,313.83,320.66,312.80,314.23,307.88,303.00,296.87,291.28,297.99,301.48,304.89,308.24,311.95,305.53,311.78,313.58,312.74,319.49,326.82,325.48,324.50,330.06,327.59,330.23,327.04,335.95,339.31,339.60,337.50,335.87,325.31,329.37,330.97,344.24,340.32,349.38,347.18,360.22,361.20,357.69,340.28,334.90,317.74,318.62,96.68,,,277.10
2000-07-27 22:05:24+00:00,L7,333.27,334.21,339.49,343.12,344.77,338.30,337.86,335.86,333.41,327.89,328.65,329.92,328.11,327.46,336.06,333.71,333.16,335.36,339.04,336.46,336.82,338.08,337.13,336.92,338.12,339.25,339.95,345.96,339.19,342.29,348.80,350.79,344.43,349.70,342.71,344.82,344.64,340.19,341.17,338.06,340.04,336.62,335.59,339.60,339.38,340.24,335.82,337.18,330.57,334.05,336.55,338.08,340.69,346.63,348.15,347.16,348.98,342.81,349.76,344.19,346.25,341.43,342.80,337.98,339.65,335.49,338.25,336.27,340.11,338.05,341.30,337.66,342.77,344.20,343.44,341.76,343.82,341.94,341.74,339.96,337.85,336.44,336.38,331.60,330.20,328.10,326.36,324.56,320.68,319.41,313.19,313.38,309.01,307.66,312.84,315.51,318.70,317.40,324.58,325.77,330.75,331.03,336.82,333.29,340.84,336.62,338.78,341.81,338.93,344.54,341.30,348.04,344.44,351.53,351.67,353.80,350.82,356.05,353.19,356.94,359.11,361.15,361.47,366.30,365.89,360.69,351.14,339.42,325.17,321.07,303.79,297.11,306.22,327.00
2000-08-12 22:05:17+00:00,L7,327.74,332.62,336.12,339.20,338.33,335.01,334.36,329.07,328.62,325.17,328.56,328.79,328.71,327.18,328.51,328.03,329.15,330.53,334.45,331.08,331.64,332.34,331.21,334.87,336.52,335.10,337.99,340.09,340.03,341.07,342.12,338.39,343.93,344.37,337.28,340.58,336.90,337.92,340.26,337.12,337.61,339.45,335.92,338.72,333.45,334.14,332.10,331.74,328.50,329.05,335.29,337.16,339.01,342.40,344.47,347.00,344.72,343.41,342.10,340.34,339.62,338.43,338.17,335.73,333.73,335.92,338.94,337.91,341.07,336.96,341.06,336.57,339.80,337.25,340.67,340.88,339.24,338.56,335.76,335.31,335.81,334.59,328.21,331.16,322.70,326.79,319.74,322.35,314.76,312.07,312.21,306.59,306.66,305.81,308.20,308.07,316.73,314.11,324.57,321.11,330.56,329.30,330.02,329.84,331.79,335.48,339.13,341.04,341.48,340.19,342.71,345.98,344.24,344.52,348.41,350.48,351.91,350.58,350.81,356.49,358.93,361.35,,,,,,,,,,,,
2000-12-18 22:04:37+00:00,L7,319.11,324.58,325.81,327.40,328.36,327.55,320.27,318.60,316.77,316.52,315.89,316.91,319.18,320.60,320.80,321.27,324.41,324.79,322.96,322.95,325.25,319.16,323.52,327.29,326.19,326.47,331.19,327.17,329.79,329.12,331.82,328.95,331.43,328.84,331.81,331.08,326.91,331.34,326.70,326.97,328.23,326.06,328.98,324.75,326.60,324.50,321.09,317.96,316.68,317.01,319.02,321.87,327.84,329.50,333.97,334.97,333.11,329.01,329.54,330.04,326.01,328.79,326.70,326.46,323.27,324.60,328.76,324.74,328.19,328.57,331.21,330.26,329.76,328.59,326.35,331.64,329.06,329.71,326.85,329.04,326.50,324.29,320.54,320.88,316.56,317.03,312.66,310.99,309.29,305.82,306.18,300.23,299.41,297.75,302.10,304.73,307.68,308.85,313.17,313.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
