,dates,aus0314-0000,aus0314-0001,aus0314-0002,aus0314-0003,aus0314-0004,aus0314-0005,aus0314-0006,aus0314-0007,aus0314-0008,aus0314-0009,aus0314-0010
0,1987-05-22 23:08:32+00:00,210.5167675895902,225.1258464073036,213.32691675034906,208.76178860398494,207.64595204264106,,207.9709538127312,191.75480262510965,232.90652735087468,223.51996504227645,218.9978079689115
1,1987-05-29 23:14:53+00:00,194.6398867907014,214.5919530002837,196.2351508428045,190.02683293946887,204.42411042011628,222.0406212570297,189.85160339625335,190.381431845999,213.271794579536,213.542408226383,211.0039308558235
2,1987-08-17 23:16:48+00:00,180.87696588156663,196.29706858963812,184.6828136165105,177.17846049069115,,215.34085846498135,200.8035512547044,186.93795610356085,223.2483020010584,223.03075633884436,217.63665316840624
3,1987-09-02 23:17:14+00:00,178.47103373709848,199.1855832400974,185.47306292997348,173.74644290562054,188.01949625184415,214.17952003949426,188.0858300280995,187.1700952834939,209.54418961702368,204.14332994794495,197.3371689593219
4,1987-09-18 23:17:38+00:00,183.56043631565177,205.20788615773432,185.9840316358413,186.18718031913275,189.55065010711454,214.51891551831423,203.40093245004306,189.22626226172815,221.81728379762947,219.79635914001727,216.89548789537338
5,1987-09-27 23:11:39+00:00,176.24635192269966,196.26486036246882,179.67056753461102,168.98484336252855,185.39307368803816,201.30513966256785,201.97326567374662,193.8143434857185,222.0798490743534,217.25717050605817,212.64259381283225
6,1987-10-04 23:17:58+00:00,179.727691391033,199.85299309114242,180.79172663949151,173.67953096957012,199.130982870946,200.63980974372856,189.60680187246928,187.7321763839692,205.71554154215502,204.91863726328967,206.92565234495623
7,1987-10-13 23:11:57+00:00,183.35713730767685,202.5432721129904,187.6476253805507,193.73503158869983,203.66605972249073,208.8599707022807,199.5605207543872,191.12932446074524,220.32273391508227,217.12044415983104,205.187609107079
8,1987-10-20 23:18:15+00:00,166.19337135298872,187.91139718793676,,174.32427755925517,181.82404214655577,190.30089632301755,175.857163211029,173.98834267847806,200.34268351256424,202.78988641888787,195.96421510709825
9,1987-10-29 23:12:13+00:00,187.58982298654996,211.39601247032533,196.62810854232697,,203.88598543890203,,216.91027562429747,195.32490413956754,230.20957073028222,226.16035733990506,219.43261030841973
10,1987-11-14 23:12:35+00:00,182.7546077800181,206.92181904484772,191.99621822155456,196.15066431820043,192.12172003976696,232.26210133808382,214.59695132012962,192.85530661506374,229.82179866352732,224.20059819754073,221.34602927682312
11,1987-11-21 23:18:53+00:00,168.30098392742053,186.8099427536629,178.356314342845,163.02994469013566,191.04106173218707,194.88171157238702,185.8415519243739,176.52718358932992,207.459596950185,208.58742910378163,199.52958300071455
12,1987-12-23 23:19:22+00:00,176.27271018856257,189.98014198045132,174.33916459135347,159.39473609587358,171.0307919150767,184.83905255724682,172.27588470389233,172.45561872340616,195.75086121724442,204.68704229720294,206.4910478009797
13,1988-01-08 23:19:38+00:00,176.2390393497776,191.27473783409735,172.3351839866803,172.79226389332902,190.31010205427648,199.68892698398386,200.91400627578315,188.29755941239858,214.5837096008344,210.2720648272157,203.22827644614435
14,1988-01-24 23:19:56+00:00,191.28334540268958,196.34666594664563,183.43586207321817,175.3443950133659,192.8973879504746,222.6154817561052,199.5246111939037,188.44244588536748,221.11389933046883,215.9058858625663,210.94782110560888
15,1988-02-18 23:14:11+00:00,,,,,,192.63642419014576,184.6116602921855,187.67752996364842,206.77065878318285,205.07720401965,199.88273923334125
16,1988-02-25 23:20:26+00:00,188.5895512082526,202.6394532088934,192.61549839596574,187.98675505303356,200.11910853708227,,197.84681543523524,193.124042624313,224.77096261174376,217.79860720604256,215.67056027076458
17,1988-03-05 23:14:21+00:00,182.6681946397989,191.63625333038084,178.03289831660928,168.55270633049798,179.69337358170094,190.85950476471805,189.16967141301822,193.16324782843554,208.69473531056593,212.68542013694304,208.11400482345843
18,1988-03-12 23:20:35+00:00,168.3534730536729,190.73630365637874,174.76967702753282,167.70898259366828,183.24509834183635,204.10758857361589,191.7063085238662,187.8947075039221,212.26540010898316,214.21678166805947,206.55312975936596
19,1988-03-21 23:14:29+00:00,185.4423867265451,201.345826300983,190.30950759937718,199.42776846768504,200.211260916861,229.8830885944388,210.3115237135684,198.76165527160987,220.20922701221548,223.5607497021967,211.52092201961295
20,1988-03-28 23:20:43+00:00,176.23022814905443,196.03472996191323,182.85829118099468,174.954392686961,200.49177652025884,210.53499130329607,204.05036421143757,194.08273161721803,219.40807740634918,218.47427178703413,207.791060412043
21,1988-04-13 23:20:47+00:00,176.89176373193766,195.57808863464757,182.09325269580836,173.40138928794707,177.77289129372755,202.15103300570516,191.69545325554375,188.35788172270657,217.11133436669104,204.62264795462477,199.54845029113926
22,1988-04-22 23:14:40+00:00,174.93173021218485,195.45241279813717,184.52359213164513,189.28659691629085,198.64087810605722,250.55803087211996,199.378563140854,193.71780155043587,220.225207021566,217.20929645039877,212.9162765101026
